RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,28237,Rory McIlroy,41.90,119,284
2,0,51766,Wyndham Clark,40.72,125,307
3,0,33448,Justin Thomas,40.23,103,256
4,0,32640,Troy Merritt,40.08,95,237
5,0,47993,Denny McCarthy,40.07,121,302
6,0,31323,Gary Woodland,39.33,118,300
7,0,24502,Adam Scott,38.81,78,201
7,0,33419,Cameron Tringale,38.81,85,219
9,0,36699,Patrick Rodgers,38.64,68,176
10,0,48822,Sebastián Muñoz,38.52,109,283
11,0,34021,Bud Cauley,38.29,121,316
12,0,30944,Jason Kokrak,38.27,124,324
13,0,46970,Jon Rahm,38.17,100,262
14,0,37455,Si Woo Kim,38.15,103,270
15,0,48081,Xander Schauffele,37.94,96,253
16,0,46435,Austin Cook,37.90,83,219
17,0,30925,Dustin Johnson,37.89,97,256
18,0,35421,Brandon Harkins,37.55,104,277
19,0,27064,Jhonattan Vegas,37.20,93,250
20,0,49964,Aaron Wise,37.17,100,269
21,0,29518,Brendan Steele,37.06,73,197
22,0,25900,Lucas Glover,37.03,127,343
23,0,36689,Brooks Koepka,37.01,104,281
24,0,46601,Trey Mullinax,36.68,95,259
25,0,46402,Talor Gooch,36.59,75,205
26,0,27936,Martin Laird,36.53,118,323
27,0,24924,Bill Haas,36.16,98,271
28,0,39971,Sungjae Im,36.00,162,450
29,0,47959,Bryson DeChambeau,35.99,113,314
30,0,27129,Luke List,35.92,88,245
31,0,45157,Cam Davis,35.89,89,248
32,0,33948,Byeong Hun An,35.71,110,308
33,0,33399,Adam Hadwin,35.69,96,269
34,0,32102,Rickie Fowler,35.61,99,278
34,0,37275,Sam Ryder,35.61,94,264
36,0,22405,Justin Rose,35.56,80,225
37,0,29221,Webb Simpson,35.55,123,346
38,0,35450,Patrick Cantlay,35.47,94,265
39,0,27349,Alex Noren,35.33,65,184
40,0,49960,Sepp Straka,35.32,95,269
41,0,30692,Scott Stallings,35.05,102,291
42,0,26300,Matt Jones,34.92,103,295
43,0,32839,Hideki Matsuyama,34.82,117,336
44,0,35732,Wes Roach,34.80,71,204
45,0,33418,Shawn Stefani,34.78,88,253
46,0,25364,Paul Casey,34.73,91,262
47,0,24138,Ian Poulter,34.67,69,199
48,0,29926,Danny Lee,34.64,106,306
49,0,25804,Bubba Watson,34.58,83,240
50,0,39954,Cody Gribble,34.55,76,220
51,0,27095,Nick Watney,34.53,96,278
52,0,29725,Tony Finau,34.45,103,299
53,0,27644,Brian Harman,34.30,106,309
54,0,46501,Ollie Schniederjans,34.16,83,243
55,0,37454,Whee Kim,34.10,59,173
56,0,28252,Seamus Power,33.91,78,230
57,0,21209,Sergio Garcia,33.89,61,180
58,0,34363,Tyrrell Hatton,33.86,64,189
58,0,34264,Hudson Swafford,33.86,64,189
60,0,40026,Daniel Berger,33.83,91,269
61,0,27214,Kevin Streelman,33.81,94,278
62,0,40115,Adam Svensson,33.79,74,219
63,0,22371,Aaron Baddeley,33.74,55,163
64,0,23621,Rory Sabbatini,33.73,113,335
65,0,39546,Keith Mitchell,33.70,93,276
66,0,47504,Sam Burns,33.57,94,280
66,0,39977,Max Homa,33.57,94,280
68,0,47128,Richy Werenski,33.55,102,304
69,0,34099,Harris English,33.44,109,326
69,0,27974,Sung Kang,33.44,101,302
71,0,52372,Cameron Champ,33.33,93,279
71,0,29974,Branden Grace,33.33,67,201
71,0,47347,Adam Schenk,33.33,113,339
71,0,26951,Johnson Wagner,33.33,70,210
71,0,37340,Chase Wright,33.33,77,231
76,0,32333,Kevin Tway,32.97,91,276
77,0,30911,Tommy Fleetwood,32.91,77,234
78,0,34076,Joel Dahmen,32.89,100,304
78,0,47856,Seth Reeves,32.89,75,228
80,0,27895,Jonas Blixt,32.82,85,259
80,0,36799,Stephan Jaeger,32.82,85,259
80,0,45486,Joaquin Niemann,32.82,107,326
83,0,34046,Jordan Spieth,32.73,91,278
84,0,32058,José de Jesús Rodríguez,32.64,63,193
85,0,45526,Abraham Ancer,32.58,101,310
85,0,29535,Brice Garnett,32.58,87,267
87,0,33667,Carlos Ortiz,32.52,107,329
88,0,27958,Ryan Blaum,32.51,105,323
89,0,37189,Harold Varner III,32.44,97,299
90,0,40009,Dominic Bozzelli,32.41,70,216
91,0,49766,Hank Lebioda,32.40,81,250
92,0,23325,Vaughn Taylor,32.39,103,318
93,0,32791,K.H. Lee,32.23,78,242
94,0,32757,Patton Kizzire,32.13,71,221
95,0,35376,Roberto Díaz,32.08,68,212
96,0,27141,J.B. Holmes,32.06,67,209
97,0,34466,Peter Malnati,32.01,97,303
98,0,25493,Nick Taylor,31.97,117,366
99,0,26499,Rafa Cabrera Bello,31.90,74,232
100,0,21961,Charles Howell III,31.89,103,323
101,0,34360,Patrick Reed,31.88,117,367
102,0,27330,Josh Teater,31.82,70,220
103,0,49298,Kramer Hickok,31.80,76,239
103,0,35532,Tom Hoge,31.80,97,305
103,0,35617,Martin Trainer,31.80,69,217
106,0,33486,Roger Sloan,31.73,86,271
107,0,29223,Sam Saunders,31.69,90,284
108,0,25632,Jimmy Walker,31.67,76,240
109,0,29970,Dylan Frittelli,31.55,100,317
110,0,25686,Jason Dufner,31.53,70,222
111,0,45609,Tyler Duncan,31.25,80,256
112,0,23108,Matt Kuchar,31.16,91,292
112,0,26596,Ryan Moore,31.16,91,292
112,0,26329,Louis Oosthuizen,31.16,67,215
115,0,30946,Alex Prugh,31.14,71,228
116,0,12716,Charley Hoffman,31.12,61,196
117,0,25818,Scott Piercy,31.10,93,299
118,0,39327,Ben Silverman,31.09,60,193
119,0,33122,Russell Knox,31.03,72,232
120,0,34306,John Chin,30.99,53,171
120,0,29484,Peter Uihlein,30.99,75,242
122,0,26851,Marc Leishman,30.80,81,263
123,0,49771,J.T. Poston,30.79,117,380
124,0,28089,Jason Day,30.77,68,221
125,0,28775,Nate Lashley,30.67,73,238
126,0,39997,Corey Conners,30.65,80,261
127,0,30110,Kyle Stanley,30.36,75,247
128,0,34256,Andrew Putnam,30.34,71,234
129,0,28679,Fabián Gómez,30.24,62,205
129,0,31646,Emiliano Grillo,30.24,75,248
131,0,29268,Bronson Burgoon,30.16,57,189
132,0,47990,Kyle Jones,30.00,66,220
132,0,27649,Brandt Snedeker,30.00,111,370
134,0,34563,Chesson Hadley,29.88,72,241
135,0,29479,Scott Brown,29.86,86,288
136,0,32150,Michael Thompson,29.54,83,281
137,0,35461,Beau Hossler,29.51,85,288
138,0,35506,Mackenzie Hughes,29.47,84,285
139,0,35891,Cameron Smith,29.46,71,241
140,0,32139,Danny Willett,29.33,66,225
141,0,32200,Roberto Castro,29.25,74,253
142,0,39324,J.J. Spaun,29.21,85,291
143,0,24781,Hunter Mahan,29.17,56,192
