RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,01388,Robert Gamez,.89,73,82
2,0,08553,Lee Porter,.85,69,81
3,0,07867,Woody Austin,.83,72,87
3,0,01444,Ken Green,.83,44,53
5,0,01226,Fred Couples,.81,46,57
5,0,01717,Sandy Lyle,.81,51,63
5,0,06515,Shaun Micheel,.81,43,53
8,0,01143,Brad Bryant,.78,61,78
8,0,06036,Scott Dunlap,.78,72,92
8,0,02166,Chip Sullivan,.78,60,77
11,0,07087,Hugh Royer III,.77,64,83
11,0,02321,Fuzzy Zoeller,.77,40,52
13,0,01249,John Daly,.76,38,50
14,0,01864,Larry Nelson,.74,40,54
14,0,20158,Anthony Rodriguez,.74,45,61
14,0,02049,Gene Sauers,.74,39,53
17,0,01014,Fulton Allem,.71,44,62
18,0,02279,Mark Wiebe,.70,54,77
19,0,02226,Tray Tyner,.69,51,74
20,0,01307,Joel Edwards,.68,63,92
20,0,01418,Bill Glasson,.68,46,68
22,0,19881,Robert Damron,.67,66,98
22,0,06144,John Dowdall,.67,41,61
22,0,01553,John Huston,.67,50,75
22,0,02256,Tom Watson,.67,35,52
26,0,06214,Guy Boros,.66,52,79
26,0,01133,Billy Ray Brown,.66,46,70
26,0,10837,Kevin Burton,.66,49,74
26,0,01288,Ed Dougherty,.66,43,65
30,0,01323,Brad Fabel,.65,61,94
30,0,01326,Nick Faldo,.65,32,49
30,0,01823,Larry Mize,.65,45,69
30,0,02023,Clarence Rose,.65,60,92
34,0,01157,Tom Byrum,.64,63,98
34,0,01334,Keith Fergus,.64,37,58
34,0,01489,Steve Hart,.64,44,69
34,0,02099,Scott Simpson,.64,51,80
34,0,08793,Tiger Woods,.64,52,81
39,0,01381,Fred Funk,.63,73,115
39,0,01797,Rocco Mediate,.63,50,80
41,0,01361,Dan Forsman,.62,52,84
41,0,12782,Tim Herron,.62,63,101
41,0,01766,Billy Mayfair,.62,56,90
41,0,06132,Sonny Skinner,.62,44,71
41,0,02218,Ted Tryba,.62,64,103
46,0,01042,Paul Azinger,.61,38,62
46,0,20099,Doug Barron,.61,63,103
46,0,01072,Chip Beck,.61,43,71
46,0,01161,Mark Calcavecchia,.61,59,97
46,0,07465,Hideki Kase,.61,52,85
46,0,10213,Dicky Pride,.61,46,76
46,0,02170,Hal Sutton,.61,59,96
46,0,08385,Omar Uresti,.61,62,101
46,0,02245,Grant Waite,.61,62,102
55,0,01040,Emlyn Aubrey,.60,43,72
55,0,11032,Frank Lickliter II,.60,51,85
55,0,06567,Vijay Singh,.60,50,83
55,0,02225,Howard Twitty,.60,29,48
59,0,10569,Mike Brisky,.59,59,100
59,0,01599,Steve Jones,.59,46,78
59,0,01945,Kenny Perry,.59,48,81
59,0,02214,Kirk Triplett,.59,52,88
63,0,01185,Brandel Chamblee,.58,46,79
63,0,06034,Marco Dawson,.58,49,85
63,0,01408,Kelly Gibson,.58,70,121
63,0,06575,Dudley Hart,.58,46,79
63,0,21007,Gabriel Hjertstedt,.58,42,72
63,0,06090,Jim McGovern,.58,52,89
63,0,01810,Phil Mickelson,.58,44,76
63,0,01920,Craig Parry,.58,41,71
63,0,07749,Brett Quigley,.58,64,111
63,0,08375,Paul Stankowski,.58,59,101
73,0,01533,P.H. Horgan III,.57,51,89
73,0,01706,Davis Love III,.57,51,90
73,0,01876,Greg Norman,.57,29,51
73,0,01968,Nick Price,.57,33,58
77,0,01093,Ronnie Black,.56,47,84
77,0,02115,Taylor Smith,.56,45,81
77,0,07101,Dave Stockton Jr.,.56,55,99
77,0,06581,David Sutherland,.56,46,82
77,0,02242,Lanny Wadkins,.56,40,71
77,0,02246,Duffy Waldorf,.56,50,89
83,0,01219,John Cook,.55,54,99
83,0,06044,Scott Gump,.55,59,108
83,0,01549,Mike Hulbert,.55,54,98
83,0,01975,Tom Purtzer,.55,36,66
83,0,02292,Bob Wolcott,.55,39,71
88,0,08265,Eric Johnson,.54,45,83
88,0,01928,Corey Pavin,.54,34,63
88,0,02008,Lee Rinker,.54,51,95
88,0,02100,Tim Simpson,.54,34,63
92,0,01201,Lennie Clements,.53,47,88
92,0,10207,Jimmy Johnston,.53,45,85
92,0,08547,John Maginnes,.53,54,101
92,0,02095,Larry Silveira,.53,31,59
96,0,01346,Ed Fiori,.52,26,50
96,0,10963,Jimmy Green,.52,43,82
96,0,08075,Jerry Kelly,.52,48,92
96,0,02146,Payne Stewart,.52,45,87
100,0,20098,Stuart Appleby,.51,40,78
100,0,07003,David Berganio Jr.,.51,42,83
100,0,07363,Craig Bowden,.51,28,55
100,0,06621,Joe Durant,.51,50,98
100,0,10962,Bradley Hughes,.51,40,78
100,0,01682,Wayne Levi,.51,34,67
100,0,01887,Mark O'Meara,.51,39,77
100,0,01996,Mike Reid,.51,41,81
108,0,01203,Russ Cochran,.50,51,103
108,0,01313,Steve Elkington,.50,31,62
108,0,10457,Frank Nobilo,.50,32,64
111,0,01006,John Adams,.49,40,81
111,0,08931,Glen Day,.49,40,82
111,0,01475,Donnie Hammond,.49,33,68
111,0,01633,Tom Kite,.49,36,74
115,0,12387,Michael Christie,.48,46,95
115,0,01374,Robin Freeman,.48,31,65
115,0,06643,Paul Goydos,.48,48,100
115,0,05466,Jack O'Keefe,.48,36,75
115,0,01905,Joe Ozaki,.48,32,66
115,0,02131,Mike Springer,.48,32,66
115,0,02223,Bob Tway,.48,45,93
115,0,02267,D.A. Weibring,.48,30,62
115,0,06577,John Wilson,.48,44,91
124,0,01569,Peter Jacobsen,.47,41,87
124,0,10860,Justin Leonard,.47,47,101
124,0,01771,Blaine McCallister,.47,40,85
124,0,02104,Jeff Sluman,.47,46,98
124,0,06595,Kevin Sutherland,.47,40,85
129,0,01035,Tommy Armour III,.46,43,94
129,0,01261,Jay Delsing,.46,39,84
129,0,01385,Jim Gallagher Jr.,.46,40,87
129,0,12645,Brent Geiberger,.46,43,93
129,0,02101,Joey Sindelar,.46,47,102
129,0,06527,Steve Stricker,.46,27,59
135,0,06124,Patrick Burke,.45,29,65
135,0,12826,Paul Claxton,.45,30,66
135,0,06332,Neal Lancaster,.45,45,101
135,0,01723,Andrew Magee,.45,46,102
135,0,01724,Jeff Maggert,.45,42,93
135,0,02133,Craig Stadler,.45,31,69
135,0,02135,Mike Standly,.45,39,86
135,0,12663,Phil Tataurangi,.45,34,76
143,0,01116,Michael Bradley,.44,39,88
143,0,01329,Brad Faxon,.44,33,75
143,0,01457,Jay Haas,.44,35,80
143,0,06315,Pete Jordan,.44,44,101
143,0,01707,Steve Lowery,.44,44,99
143,0,02159,Curtis Strange,.44,28,63
143,0,06613,Tommy Tolles,.44,39,89
143,0,02206,David Toms,.44,39,88
151,0,10505,Shane Bertsch,.43,36,83
151,0,01132,Mark Brooks,.43,38,89
151,0,01175,Jim Carter,.43,42,98
151,0,10875,Todd Demsey,.43,32,74
151,0,09011,David Duval,.43,42,98
151,0,01378,David Frost,.43,30,69
151,0,12660,Jesper Parnevik,.43,30,70
158,0,20229,Stewart Cink,.42,42,99
158,0,01761,Len Mattiace,.42,45,107
158,0,01891,David Ogrin,.42,40,96
158,0,01943,Chris Perry,.42,44,106
162,0,01139,Olin Browne,.41,41,101
162,0,01331,Rick Fehr,.41,28,69
162,0,01353,Bruce Fleisher,.41,25,61
162,0,06012,Greg Kraft,.41,43,104
162,0,10585,Scott McCarron,.41,33,81
162,0,02007,Larry Rinker,.41,40,98
168,0,08537,J.P. Hayes,.40,38,95
168,0,01527,Scott Hoch,.40,35,87
168,0,08339,Spike McRoy,.40,27,68
168,0,02294,Willie Wood,.40,34,86
172,0,01024,Billy Andrade,.39,39,101
172,0,07267,Allen Doyle,.39,33,85
172,0,01941,Tom Pernice Jr.,.39,33,85
172,0,01960,Don Pooley,.39,28,72
172,0,02239,Scott Verplank,.39,24,62
177,0,01487,Jeff Hart,.38,30,79
177,0,01510,Nolan Henke,.38,31,82
177,0,01619,Skip Kendall,.38,39,102
177,0,01677,Tom Lehman,.38,27,72
177,0,07235,John Morse,.38,35,92
182,0,01096,Phil Blackmar,.36,33,92
182,0,06617,Brian Henninger,.36,28,77
182,0,01577,Lee Janzen,.36,36,99
182,0,01926,Steve Pate,.36,30,83
186,0,06522,Ernie Els,.35,22,62
186,0,10809,Jim Furyk,.35,34,98
186,0,07547,Craig Kanada,.35,19,54
186,0,02010,Loren Roberts,.35,29,82
190,0,01011,Rafael Alarcon,.34,27,79
190,0,01196,Brian Claar,.34,20,59
190,0,01748,Doug Martin,.34,35,102
193,0,01098,Jay Don Blake,.32,29,91
194,0,01306,David Edwards,.31,22,70
195,0,01320,Bob Estes,.28,19,69
