RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,10860,Justin Leonard,27.77,2083,75,22
2,0,34046,Jordan Spieth,27.86,2730,98,23
3,0,22371,Aaron Baddeley,28.15,2027,72,23
4,0,20593,Greg Chalmers,28.16,2281,81,21
4,0,19846,Brian Gay,28.16,2225,79,22
6,0,30927,Brendon Todd,28.32,3059,108,22
7,0,26331,Charl Schwartzel,28.34,1757,62,22
8,0,27141,J.B. Holmes,28.35,2438,86,23
8,0,27963,Chris Stroud,28.35,2495,88,22
10,0,35139,Richard Lee,28.37,2213,78,24
11,0,21731,Freddie Jacobson,28.38,2583,91,24
12,0,10423,Mike Weir,28.40,1846,65,24
13,0,25720,Chad Collins,28.41,2102,74,22
14,0,20098,Stuart Appleby,28.42,2558,90,22
15,0,30926,Chris Kirk,28.44,2958,104,22
16,0,32102,Rickie Fowler,28.46,2419,85,24
16,0,25396,Kevin Na,28.46,2675,94,24
18,0,35539,Luke Guthrie,28.49,2422,85,23
19,0,33461,Morgan Hoffmann,28.53,2824,99,22
19,0,25562,Andres Romero,28.53,2197,77,22
21,0,31560,Brian Stuard,28.54,2483,87,23
22,0,08075,Jerry Kelly,28.55,2284,80,23
22,0,25349,Tim Wilkinson,28.55,2341,82,21
24,0,25572,Graeme McDowell,28.56,1771,62,21
25,0,20160,Charlie Wi,28.57,2000,70,23
26,0,01810,Phil Mickelson,28.58,2029,71,21
27,0,21753,Brian Davis,28.59,2659,93,23
27,0,23983,Luke Donald,28.59,1601,56,22
27,0,21209,Sergio Garcia,28.59,1658,58,21
27,0,28237,Rory McIlroy,28.59,1830,64,22
31,0,24138,Ian Poulter,28.64,1604,56,25
32,0,27644,Brian Harman,28.65,3180,111,24
33,0,06522,Ernie Els,28.68,2266,79,23
34,0,28089,Jason Day,28.71,1378,48,22
34,0,31202,William McGirt,28.71,2756,96,24
36,0,25191,Gonzalo Fernandez-Castaño,28.72,2355,82,23
36,0,34261,Scott Langley,28.72,2671,93,23
38,0,23320,Ryan Palmer,28.73,2442,85,21
38,0,25632,Jimmy Walker,28.73,2758,96,24
40,0,30925,Dustin Johnson,28.74,1638,57,22
40,0,23108,Matt Kuchar,28.74,2529,88,24
40,0,27649,Brandt Snedeker,28.74,2500,87,24
43,0,26300,Matt Jones,28.75,2386,83,24
44,0,34360,Patrick Reed,28.76,2588,90,20
44,0,24502,Adam Scott,28.76,1956,68,23
46,0,27895,Jonas Blixt,28.77,1784,62,22
46,0,24361,Pat Perez,28.77,2417,84,22
48,0,29479,Scott Brown,28.78,2878,100,23
48,0,24494,Erik Compton,28.78,2533,88,23
48,0,23541,Ben Crane,28.78,2331,81,23
48,0,29478,Kevin Kisner,28.78,2446,85,22
52,0,30852,Ryo Ishikawa,28.79,2159,75,24
52,0,35300,Andrew Loupe,28.79,1756,61,24
52,0,23800,Bryce Molder,28.79,2102,73,23
55,0,30944,Jason Kokrak,28.80,1872,65,22
56,0,24357,K.J. Choi,28.81,2305,80,24
56,0,23135,Tim Clark,28.81,2161,75,23
58,0,28307,Matt Every,28.82,2450,85,21
59,0,24846,Ricky Barnes,28.83,2537,88,24
59,0,29221,Webb Simpson,28.83,2422,84,24
61,0,24507,Jason Bohn,28.84,2336,81,24
62,0,22405,Justin Rose,28.85,1962,68,23
63,0,23409,James Driscoll,28.86,2049,71,23
64,0,28475,Jeff Overton,28.87,2194,76,23
65,0,28259,Sangmoon Bae,28.88,2195,76,23
65,0,33141,Keegan Bradley,28.88,2541,88,24
65,0,29740,Brad Fritsch,28.88,1386,48,22
65,0,32839,Hideki Matsuyama,28.88,2310,80,24
69,0,24024,Zach Johnson,28.90,2774,96,25
69,0,24490,George McNeill,28.90,2283,79,23
69,0,35732,Wes Roach,28.90,1821,63,23
69,0,34431,Robert Streb,28.90,2052,71,24
73,0,34098,Russell Henley,28.92,2661,92,24
74,0,34409,David Lingmerth,28.93,2199,76,24
74,0,33413,Ben Martin,28.93,2314,80,23
76,0,22621,Ben Curtis,28.95,2113,73,23
76,0,36689,Brooks Koepka,28.95,1621,56,24
76,0,20396,Lee Westwood,28.95,1621,56,25
79,0,10809,Jim Furyk,28.96,2317,80,24
79,0,26851,Marc Leishman,28.96,2317,80,23
81,0,12716,Charley Hoffman,28.97,2694,93,24
82,0,25804,Bubba Watson,28.99,2116,73,25
83,0,25364,Paul Casey,29.00,1624,56,22
83,0,24358,Robert Garrigus,29.00,2320,80,22
83,0,34563,Chesson Hadley,29.00,2436,84,24
83,0,27408,Martin Kaymer,29.00,1856,64,24
83,0,27214,Kevin Streelman,29.00,2262,78,24
88,0,28132,Tyrone Van Aswegen,29.01,2263,78,23
89,0,26758,David Hearn,29.02,2815,97,23
89,0,24912,Will MacKenzie,29.02,2380,82,23
91,0,29535,Brice Garnett,29.05,2556,88,24
91,0,26596,Ryan Moore,29.05,2440,84,25
93,0,23638,Brendon de Jonge,29.06,3168,109,22
93,0,24140,Sean O'Hair,29.06,2238,77,24
93,0,24663,Y.E. Yang,29.06,2267,78,24
96,0,20157,Retief Goosen,29.09,2618,90,23
96,0,32150,Michael Thompson,29.09,2153,74,24
98,0,24925,Jonathan Byrd,29.10,2095,72,23
98,0,31323,Gary Woodland,29.10,2677,92,23
100,0,32366,Kevin Chappell,29.11,2795,96,24
100,0,21961,Charles Howell III,29.11,3086,106,23
102,0,32200,Roberto Castro,29.12,2155,74,22
103,0,26956,Bronson La'Cassie,29.13,1369,47,23
104,0,07867,Woody Austin,29.14,1719,59,22
104,0,28092,D.H. Lee,29.14,1457,50,23
106,0,25274,Steven Bowditch,29.15,2711,93,21
107,0,29926,Danny Lee,29.16,2333,80,23
107,0,25834,Daniel Summerhays,29.16,2858,98,22
109,0,27466,Spencer Levin,29.17,1721,59,24
109,0,20645,John Senden,29.17,2888,99,24
109,0,33419,Cameron Tringale,29.17,3238,111,24
112,0,32640,Troy Merritt,29.18,1809,62,23
113,0,29289,S.Y. Noh,29.20,2686,92,23
114,0,27770,Camilo Villegas,29.21,2775,95,23
115,0,33122,Russell Knox,29.24,2690,92,23
115,0,29518,Brendan Steele,29.24,2485,85,23
117,0,34099,Harris English,29.28,2694,92,22
118,0,02206,David Toms,29.29,1816,62,23
118,0,26951,Johnson Wagner,29.29,1904,65,25
120,0,30750,Tommy Gainey,29.30,2022,69,24
120,0,33418,Shawn Stefani,29.30,1758,60,23
122,0,27556,Ted Potter Jr.,29.31,1993,68,24
123,0,24924,Bill Haas,29.33,3080,105,22
123,0,24781,Hunter Mahan,29.33,2493,85,23
125,0,29222,Billy Hurley III,29.38,2527,86,23
125,0,30692,Scott Stallings,29.38,2233,76,24
127,0,20848,Ángel Cabrera,29.39,2028,69,24
127,0,34021,Bud Cauley,29.39,1646,56,23
129,0,34174,John Huh,29.43,2443,83,23
129,0,27120,Troy Matteson,29.43,1707,58,19
129,0,22046,Geoff Ogilvy,29.43,2354,80,24
132,0,25345,Carl Pettersson,29.44,2679,91,23
133,0,29461,Jamie Lovemark,29.48,1769,60,23
134,0,20229,Stewart Cink,29.52,2686,91,25
135,0,23621,Rory Sabbatini,29.53,2303,78,24
136,0,20104,Ken Duke,29.54,2304,78,23
136,0,06567,Vijay Singh,29.54,2452,83,24
138,0,28500,Martin Flores,29.56,2513,85,23
139,0,20498,Briny Baird,29.58,1479,50,24
140,0,27330,Josh Teater,29.59,2604,88,25
140,0,34265,Will Wilcox,29.59,1450,49,23
142,0,23623,Bo Van Pelt,29.60,2457,83,25
143,0,01706,Davis Love III,29.63,2133,72,24
144,0,32334,Charlie Beljan,29.64,2134,72,21
145,0,32448,James Hahn,29.65,2372,80,24
146,0,25686,Jason Dufner,29.67,1602,54,23
147,0,27095,Nick Watney,29.69,2227,75,23
148,0,22378,Trevor Immelman,29.70,2376,80,22
148,0,29425,Andrew Svoboda,29.70,2287,77,22
150,0,22293,Heath Slocum,29.71,2050,69,24
151,0,31557,Jim Herman,29.74,1725,58,25
152,0,27436,Graham DeLaet,29.75,2350,79,25
153,0,27936,Martin Laird,29.76,1845,62,24
153,0,28486,Michael Putnam,29.76,3036,102,23
153,0,26679,Kevin Stadler,29.76,2649,89,25
156,0,21878,Mark Wilson,29.77,1935,65,25
157,0,31193,Jim Renner,29.81,1759,59,26
158,0,25240,D.A. Points,29.82,2177,73,24
159,0,10885,Robert Allenby,29.85,2418,81,23
160,0,29420,Billy Horschel,29.86,2687,90,22
161,0,21528,Henrik Stenson,29.89,1614,54,24
162,0,35541,John Peterson,29.90,1794,60,23
163,0,37273,Derek Ernst,29.92,2274,76,24
164,0,01724,Jeff Maggert,29.98,1619,54,24
164,0,26329,Louis Oosthuizen,29.98,1379,46,24
166,0,22913,John Rollins,30.06,2405,80,24
167,0,25444,Justin Hicks,30.09,2979,99,25
168,0,27933,John Merrick,30.12,2500,83,26
169,0,27064,Jhonattan Vegas,30.13,2260,75,24
170,0,32333,Kevin Tway,30.15,1809,60,24
171,0,34264,Hudson Swafford,30.18,2143,71,24
172,0,12510,Chad Campbell,30.25,1603,53,25
173,0,23353,J.J. Henry,30.33,2639,87,24
173,0,28780,Nicholas Thompson,30.33,2457,81,24
175,0,30110,Kyle Stanley,30.36,2520,83,22
176,0,26289,Boo Weekley,30.56,2200,72,25
177,0,25900,Lucas Glover,30.85,2036,66,25
