RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,33448,Justin Thomas,86.8,1476,17
2,0,30925,Dustin Johnson,88.8,1332,15
3,0,39328,Conrad Shindler,91.6,1008,11
4,0,29221,Webb Simpson,92.0,1656,18
5,0,32839,Hideki Matsuyama,92.6,1296,14
6,0,29725,Tony Finau,110.3,1764,16
7,0,33141,Keegan Bradley,111.6,1674,15
8,0,20229,Stewart Cink,111.9,1566,14
9,0,28307,Matt Every,112.5,1350,12
9,0,22056,Cameron Percy,112.5,900,8
11,0,26499,Rafa Cabrera Bello,114.5,1260,11
12,0,31323,Gary Woodland,117.0,1638,14
13,0,30978,Kiradech Aphibarnrat,118.3,828,7
14,0,25804,Bubba Watson,118.5,1422,12
15,0,28237,Rory McIlroy,122.0,1098,9
15,0,25240,D.A. Points,122.0,1098,9
17,0,35421,Brandon Harkins,122.1,1710,14
18,0,47287,Ethan Tracy,122.4,1224,10
19,0,27141,J.B. Holmes,122.7,1350,11
20,0,32448,James Hahn,123.0,1476,12
21,0,30944,Jason Kokrak,127.3,1782,14
22,0,47959,Bryson DeChambeau,128.8,1674,13
23,0,01810,Phil Mickelson,130.5,1566,12
24,0,30911,Tommy Fleetwood,132.0,1188,9
25,0,23621,Rory Sabbatini,133.5,1602,12
26,0,34264,Hudson Swafford,134.0,1206,9
27,0,34174,John Huh,135.0,1620,12
28,0,34563,Chesson Hadley,137.1,1782,13
29,0,29268,Bronson Burgoon,138.0,1242,9
29,0,20472,Alex Cejka,138.0,1242,9
31,0,26300,Matt Jones,139.5,1116,8
31,0,36689,Brooks Koepka,139.5,1116,8
33,0,34360,Patrick Reed,140.7,1548,11
34,0,23320,Ryan Palmer,141.8,1134,8
35,0,32816,Satoshi Kodaira,144.0,864,6
36,0,27649,Brandt Snedeker,147.6,1476,10
37,0,47128,Richy Werenski,150.5,1656,11
38,0,45609,Tyler Duncan,152.2,1674,11
39,0,32640,Troy Merritt,153.0,1530,10
40,0,25396,Kevin Na,154.8,1548,10
41,0,22371,Aaron Baddeley,156.0,1404,9
41,0,27958,Ryan Blaum,156.0,1404,9
41,0,34099,Harris English,156.0,1404,9
41,0,29478,Kevin Kisner,156.0,1404,9
41,0,32333,Kevin Tway,156.0,1872,12
41,0,29484,Peter Uihlein,156.0,1404,9
47,0,24925,Jonathan Byrd,159.4,1116,7
48,0,35450,Patrick Cantlay,160.0,1440,9
48,0,31416,Derek Fathauer,160.0,1440,9
50,0,37454,Whee Kim,160.2,1602,10
50,0,37189,Harold Varner III,160.2,1602,10
52,0,50526,Tom Lovelady,162.0,1458,9
52,0,34213,Grayson Murray,162.0,1296,8
54,0,35310,Lanto Griffin,166.5,1332,8
55,0,27936,Martin Laird,167.1,1170,7
56,0,32254,Xinjun Zhang,168.8,1350,8
57,0,46970,Jon Rahm,169.7,1188,7
58,0,40026,Daniel Berger,171.0,1368,8
59,0,29518,Brendan Steele,172.3,1206,7
60,0,23541,Ben Crane,177.0,1062,6
61,0,26951,Johnson Wagner,177.4,1242,7
62,0,12716,Charley Hoffman,180.0,1440,8
62,0,33410,Andrew Landry,180.0,1440,8
64,0,25364,Paul Casey,182.6,1278,7
65,0,27895,Jonas Blixt,183.0,1098,6
65,0,29485,Brett Stegmaier,183.0,1098,6
67,0,29420,Billy Horschel,184.5,1476,8
68,0,46402,Talor Gooch,185.1,1296,7
69,0,47125,Matt Atkins,187.2,936,5
69,0,35461,Beau Hossler,187.2,1872,10
71,0,33948,Byeong Hun An,189.0,1512,8
71,0,28679,Fabián Gómez,189.0,1512,8
71,0,24140,Sean O'Hair,189.0,1134,6
71,0,33419,Cameron Tringale,189.0,1134,6
75,0,32366,Kevin Chappell,190.3,1332,7
75,0,32102,Rickie Fowler,190.3,1332,7
75,0,24924,Bill Haas,190.3,1332,7
75,0,33418,Shawn Stefani,190.3,1332,7
79,0,30926,Chris Kirk,190.8,1908,10
80,0,29974,Branden Grace,192.0,1152,6
80,0,29222,Billy Hurley III,192.0,1152,6
82,0,39546,Keith Mitchell,194.0,1746,9
83,0,34046,Jordan Spieth,195.4,1368,7
84,0,24024,Zach Johnson,195.8,1566,8
85,0,29461,Jamie Lovemark,198.0,1584,8
86,0,26596,Ryan Moore,200.6,1404,7
86,0,35891,Cameron Smith,200.6,1404,7
88,0,21528,Henrik Stenson,201.6,1008,5
89,0,33122,Russell Knox,202.5,1620,8
89,0,26851,Marc Leishman,202.5,1620,8
91,0,12510,Chad Campbell,203.1,1422,7
92,0,27942,Rob Oppenheim,204.0,1224,6
92,0,08793,Tiger Woods,204.0,1224,6
94,0,37275,Sam Ryder,205.7,1440,7
