RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,30925,Dustin Johnson,-29,3.97,35.32
2,0,27649,Brandt Snedeker,-18,3.98,38.84
3,0,34046,Jordan Spieth,-16,3.98,32.84
4,0,32200,Roberto Castro,-13,3.99,41.40
5,0,32102,Rickie Fowler,-6,3.99,33.36
6,0,28089,Jason Day,-5,3.99,29.40
6,0,36689,Brooks Koepka,-5,3.99,30.60
8,0,25396,Kevin Na,-2,4.00,40.20
9,0,23108,Matt Kuchar,-1,4.00,41.84
9,0,29221,Webb Simpson,-1,4.00,30.72
11,0,31202,William McGirt,+3,4.00,42.36
11,0,28237,Rory McIlroy,+3,4.00,26.24
13,0,29974,Branden Grace,+4,4.01,25.68
13,0,24502,Adam Scott,+4,4.00,33.28
13,0,06527,Steve Stricker,+4,4.01,23.16
16,0,40026,Daniel Berger,+5,4.01,38.08
16,0,25364,Paul Casey,+5,4.01,32.00
18,0,21961,Charles Howell III,+6,4.01,38.80
18,0,36699,Patrick Rodgers,+6,4.01,36.48
18,0,31323,Gary Woodland,+6,4.01,39.20
21,0,20472,Alex Cejka,+8,4.01,28.52
21,0,26851,Marc Leishman,+8,4.01,37.36
21,0,26596,Ryan Moore,+8,4.01,34.92
24,0,24846,Ricky Barnes,+9,4.01,40.12
24,0,25900,Lucas Glover,+9,4.01,32.04
24,0,34098,Russell Henley,+9,4.01,33.08
24,0,32839,Hideki Matsuyama,+9,4.01,31.36
24,0,26476,Chez Reavie,+9,4.01,36.84
29,0,24140,Sean O'Hair,+11,4.01,38.64
29,0,25349,Tim Wilkinson,+11,4.01,29.72
31,0,33410,Andrew Landry,+12,4.02,21.32
32,0,25686,Jason Dufner,+13,4.01,44.84
33,0,22371,Aaron Baddeley,+14,4.01,38.04
34,0,26758,David Hearn,+15,4.01,40.52
34,0,20645,John Senden,+15,4.02,37.12
36,0,27436,Graham DeLaet,+16,4.02,27.92
36,0,33122,Russell Knox,+16,4.02,38.60
38,0,24507,Jason Bohn,+17,4.02,28.92
38,0,29222,Billy Hurley III,+17,4.02,28.60
38,0,29478,Kevin Kisner,+17,4.02,41.44
41,0,21209,Sergio Garcia,+18,4.03,21.92
41,0,20766,Padraig Harrington,+18,4.03,23.40
41,0,29461,Jamie Lovemark,+18,4.02,38.56
44,0,34360,Patrick Reed,+19,4.02,43.24
45,0,27644,Brian Harman,+20,4.02,44.32
45,0,35879,Kelly Kraft,+20,4.03,25.16
45,0,34265,Will Wilcox,+20,4.03,27.72
48,0,27936,Martin Laird,+21,4.03,33.44
48,0,34264,Hudson Swafford,+21,4.02,44.72
48,0,27064,Jhonattan Vegas,+21,4.02,39.40
51,0,25240,D.A. Points,+22,4.04,21.84
51,0,26331,Charl Schwartzel,+22,4.03,30.40
53,0,37455,Si Woo Kim,+23,4.02,47.00
53,0,26951,Johnson Wagner,+23,4.02,37.36
55,0,29479,Scott Brown,+25,4.03,37.52
55,0,32366,Kevin Chappell,+25,4.03,39.72
55,0,24358,Robert Garrigus,+25,4.04,28.24
55,0,31646,Emiliano Grillo,+25,4.03,39.12
55,0,24024,Zach Johnson,+25,4.03,38.08
55,0,23800,Bryce Molder,+25,4.03,33.16
55,0,25493,Nick Taylor,+25,4.03,33.52
62,0,29420,Billy Horschel,+26,4.03,30.08
62,0,31560,Brian Stuard,+26,4.04,28.60
64,0,23541,Ben Crane,+27,4.03,32.88
65,0,23983,Luke Donald,+28,4.03,34.44
65,0,01810,Phil Mickelson,+28,4.04,31.08
67,0,29725,Tony Finau,+29,4.03,40.80
67,0,27129,Luke List,+29,4.04,33.00
67,0,28475,Jeff Overton,+29,4.04,28.20
67,0,30692,Scott Stallings,+29,4.04,30.32
67,0,29485,Brett Stegmaier,+29,4.03,36.84
67,0,25804,Bubba Watson,+29,4.04,30.04
73,0,27974,Sung Kang,+30,4.03,37.80
73,0,08075,Jerry Kelly,+30,4.04,32.52
73,0,28158,Steve Marino,+30,4.04,29.40
73,0,35732,Wes Roach,+30,4.05,23.68
73,0,02206,David Toms,+30,4.04,26.76
78,0,24357,K.J. Choi,+31,4.04,30.76
78,0,33399,Adam Hadwin,+31,4.03,39.92
78,0,27141,J.B. Holmes,+31,4.04,31.80
78,0,32876,Martin Piller,+31,4.05,24.36
82,0,22405,Justin Rose,+32,4.05,26.20
83,0,20098,Stuart Appleby,+33,4.04,30.16
83,0,25632,Jimmy Walker,+33,4.04,36.04
85,0,20229,Stewart Cink,+34,4.05,26.60
85,0,22892,Jason Gore,+34,4.04,31.24
85,0,35539,Luke Guthrie,+34,4.06,23.64
88,0,12510,Chad Campbell,+35,4.04,39.12
88,0,37273,Derek Ernst,+35,4.06,24.32
88,0,10809,Jim Furyk,+35,4.06,23.20
88,0,20157,Retief Goosen,+35,4.06,23.52
88,0,21731,Freddie Jacobson,+35,4.04,37.00
88,0,34409,David Lingmerth,+35,4.04,34.92
88,0,24912,Will MacKenzie,+35,4.04,34.36
95,0,23320,Ryan Palmer,+36,4.04,37.00
95,0,27963,Chris Stroud,+36,4.04,34.32
97,0,24461,Thomas Aiken,+37,4.05,28.12
97,0,45526,Abraham Ancer,+37,4.07,20.76
97,0,24924,Bill Haas,+37,4.04,35.40
97,0,27466,Spencer Levin,+37,4.03,43.00
101,0,31420,Anirban Lahiri,+38,4.05,29.68
101,0,20572,Rod Pampling,+38,4.07,21.40
101,0,27214,Kevin Streelman,+38,4.04,34.44
104,0,34099,Harris English,+39,4.04,42.44
104,0,30926,Chris Kirk,+39,4.04,36.72
104,0,25198,Francesco Molinari,+39,4.06,27.84
104,0,30163,Henrik Norlander,+39,4.05,28.68
108,0,33204,Shane Lowry,+41,4.07,23.40
108,0,30110,Kyle Stanley,+41,4.04,38.60
108,0,23325,Vaughn Taylor,+41,4.05,31.00
111,0,33461,Morgan Hoffmann,+42,4.06,28.88
111,0,30711,Colt Knost,+42,4.05,37.12
113,0,34262,Jon Curran,+43,4.04,42.60
114,0,30944,Jason Kokrak,+44,4.05,38.36
114,0,34261,Scott Langley,+44,4.07,26.76
114,0,24781,Hunter Mahan,+44,4.07,25.24
114,0,33413,Ben Martin,+44,4.05,37.88
114,0,33418,Shawn Stefani,+44,4.05,37.76
119,0,29476,Kyle Reifers,+45,4.04,47.48
119,0,32150,Michael Thompson,+45,4.06,29.32
121,0,24490,George McNeill,+46,4.09,21.64
121,0,25818,Scott Piercy,+46,4.05,36.56
121,0,26289,Boo Weekley,+46,4.05,35.92
124,0,10213,Dicky Pride,+47,4.08,22.84
125,0,25572,Graeme McDowell,+48,4.07,26.32
126,0,22046,Geoff Ogilvy,+49,4.08,25.08
127,0,29745,Tyler Aldridge,+50,4.06,33.88
127,0,31416,Derek Fathauer,+50,4.05,40.80
129,0,27942,Rob Oppenheim,+51,4.08,27.08
129,0,35451,Scott Pinckney,+51,4.06,36.56
129,0,29518,Brendan Steele,+51,4.06,35.84
129,0,21878,Mark Wilson,+51,4.08,27.04
133,0,35545,Blayne Barber,+52,4.06,34.72
133,0,32618,Rhein Gibson,+52,4.09,23.08
133,0,33419,Cameron Tringale,+52,4.06,32.56
136,0,46440,Smylie Kaufman,+53,4.06,37.84
136,0,29223,Sam Saunders,+53,4.08,28.00
138,0,20691,Greg Owen,+54,4.06,35.04
138,0,23621,Rory Sabbatini,+54,4.09,22.76
140,0,27895,Jonas Blixt,+55,4.07,32.28
140,0,28132,Tyrone Van Aswegen,+55,4.05,44.16
142,0,33141,Keegan Bradley,+56,4.06,35.60
142,0,32448,James Hahn,+56,4.06,36.68
142,0,39975,Michael Kim,+56,4.05,41.56
142,0,29289,S.Y. Noh,+56,4.06,35.24
142,0,26329,Louis Oosthuizen,+56,4.09,24.24
142,0,28114,Dawie van der Walt,+56,4.07,30.20
148,0,40058,Zac Blair,+59,4.06,40.96
148,0,35891,Cameron Smith,+59,4.08,29.40
150,0,35532,Tom Hoge,+60,4.07,33.56
150,0,29926,Danny Lee,+60,4.06,38.64
152,0,36801,Mark Hubbard,+61,4.06,41.32
152,0,34174,John Huh,+61,4.07,36.56
152,0,32640,Troy Merritt,+61,4.07,33.08
152,0,33448,Justin Thomas,+61,4.06,41.84
156,0,25892,Steve Wheatcroft,+62,4.07,34.68
157,0,23638,Brendon de Jonge,+63,4.07,34.64
157,0,25834,Daniel Summerhays,+63,4.06,42.44
159,0,12716,Charley Hoffman,+65,4.07,38.00
159,0,37454,Whee Kim,+65,4.08,33.36
161,0,31557,Jim Herman,+66,4.07,39.80
162,0,06567,Vijay Singh,+67,4.09,31.16
163,0,29268,Bronson Burgoon,+68,4.08,34.12
163,0,32757,Patton Kizzire,+68,4.07,38.24
165,0,24494,Erik Compton,+72,4.11,27.00
165,0,23353,J.J. Henry,+72,4.10,28.52
165,0,34466,Peter Malnati,+72,4.08,36.76
