RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,01945,Kenny Perry,55,21,34
2,0,01876,Greg Norman,60,4,56
3,0,02049,Gene Sauers,65,29,36
3,0,02133,Craig Stadler,65,26,39
5,0,01133,Billy Ray Brown,70,57,13
6,0,01599,Steve Jones,81,33,48
7,0,01527,Scott Hoch,89,79,10
8,0,01313,Steve Elkington,91,18,73
8,0,02100,Tim Simpson,91,66,25
10,0,01042,Paul Azinger,92,45,47
11,0,01388,Robert Gamez,93,35,58
12,0,01837,Gil Morgan,95,45,50
13,0,01938,David Peoples,99,16,83
14,0,01690,Bruce Lietzke,103,77,26
15,0,01226,Fred Couples,104,13,91
16,0,01385,Jim Gallagher Jr.,106,52,54
17,0,01418,Bill Glasson,108,19,89
17,0,01766,Billy Mayfair,108,53,55
19,0,01035,Tommy Armour III,109,10,99
19,0,01797,Rocco Mediate,109,89,20
21,0,02322,Richard Zokol,110,67,43
22,0,01569,Peter Jacobsen,116,89,27
23,0,02146,Payne Stewart,122,29,93
24,0,01510,Nolan Henke,129,87,42
24,0,01633,Tom Kite,129,117,12
26,0,01014,Fulton Allem,130,61,69
27,0,01390,Buddy Gardner,131,56,75
27,0,01706,Davis Love III,131,8,123
29,0,01049,Ian Baker-Finch,132,109,23
29,0,01926,Steve Pate,132,20,112
31,0,02067,Ted Schulz,134,37,97
31,0,02241,Bobby Wadkins,134,50,84
33,0,02190,Doug Tewell,135,132,3
34,0,02195,Leonard Thompson,136,69,67
35,0,06118,Greg Bruckner,138,79,59
35,0,02246,Duffy Waldorf,138,9,129
37,0,01723,Andrew Magee,140,13,127
37,0,02159,Curtis Strange,140,134,6
39,0,01975,Tom Purtzer,141,1,140
39,0,02321,Fuzzy Zoeller,141,24,117
41,0,01068,Andy Bean,143,11,132
41,0,02303,Robert Wrenn,143,38,105
43,0,01725,John Mahaffey,144,130,14
44,0,01475,Donnie Hammond,146,31,115
44,0,01968,Nick Price,146,97,49
46,0,02033,Dave Rummells,147,48,99
46,0,02256,Tom Watson,147,40,107
48,0,01006,John Adams,151,2,149
48,0,02170,Hal Sutton,151,89,62
50,0,01320,Bob Estes,154,136,18
51,0,01266,Clark Dennis,157,111,46
51,0,01414,Bob Gilder,157,53,104
53,0,01072,Chip Beck,158,125,33
53,0,01307,Joel Edwards,158,77,81
53,0,01971,Dillard Pruitt,158,127,31
56,0,01161,Mark Calcavecchia,159,12,147
57,0,01060,Dave Barr,160,75,85
58,0,01887,Mark O'Meara,162,83,79
58,0,02180,Harry Taylor,162,134,28
60,0,02118,J.C. Snead,163,61,102
61,0,06128,Steve Lamontagne,164,28,136
61,0,02267,D.A. Weibring,164,143,21
63,0,02186,Brian Tennyson,165,157,8
64,0,01200,Keith Clearwater,166,61,105
64,0,01823,Larry Mize,166,164,2
66,0,06284,Jim Hallet,167,87,80
66,0,01771,Blaine McCallister,167,26,141
68,0,01559,Hale Irwin,168,164,4
69,0,06144,John Dowdall,171,114,57
70,0,06124,Patrick Burke,172,74,98
70,0,01261,Jay Delsing,172,33,139
70,0,06140,Sean Murphy,172,95,77
70,0,02101,Joey Sindelar,172,49,123
74,0,06197,Michael Allen,173,17,156
75,0,01682,Wayne Levi,174,130,44
76,0,01715,Mark Lye,175,89,86
77,0,01288,Ed Dougherty,177,57,120
78,0,01928,Corey Pavin,178,171,7
79,0,01783,Mark McCumber,179,84,95
79,0,06132,Sonny Skinner,179,157,22
81,0,01168,David Canipe,180,164,16
81,0,01203,Russ Cochran,180,104,76
83,0,02148,Ray Stewart,182,95,87
83,0,02292,Bob Wolcott,182,69,113
85,0,01078,Jim Benepe,184,113,71
85,0,02167,Mike Sullivan,184,24,160
87,0,01151,Clark Burroughs,185,97,88
87,0,01157,Tom Byrum,185,151,34
89,0,01143,Brad Bryant,186,32,154
89,0,01306,David Edwards,186,181,5
91,0,06332,Neal Lancaster,187,4,183
91,0,02090,Tom Sieckmann,187,21,166
91,0,02242,Lanny Wadkins,187,146,41
94,0,01219,John Cook,188,156,32
95,0,01093,Ronnie Black,189,36,153
96,0,01361,Dan Forsman,190,3,187
96,0,01469,Dan Halldorson,190,69,121
98,0,01381,Fred Funk,191,172,19
98,0,02041,Bill Sander,191,7,184
100,0,01522,Lon Hinkle,192,6,186
100,0,01946,Peter Persons,192,163,29
100,0,02010,Loren Roberts,192,177,15
100,0,02111,Mike Smith,192,140,52
104,0,06122,Greg Hickman,193,15,178
104,0,01935,Calvin Peete,193,192,1
106,0,02095,Larry Silveira,195,53,142
107,0,01156,Curt Byrum,197,21,176
108,0,01435,Wayne Grady,199,182,17
108,0,01468,Gary Hallberg,199,40,159
108,0,01557,John Inman,199,190,9
111,0,01996,Mike Reid,200,189,11
112,0,01098,Jay Don Blake,202,50,152
113,0,06425,Rick Todd,203,75,128
113,0,02225,Howard Twitty,203,142,61
115,0,02214,Kirk Triplett,204,140,64
116,0,01701,Bob Lohr,206,183,23
117,0,01639,Kenny Knox,207,115,92
118,0,01040,Emlyn Aubrey,211,121,90
118,0,01129,Bill Britton,211,101,110
118,0,01553,John Huston,211,61,150
121,0,01346,Ed Fiori,212,175,37
122,0,01132,Mark Brooks,213,153,60
122,0,01154,Bill Buttner,213,168,45
122,0,02223,Bob Tway,213,97,116
125,0,01284,Mike Donald,214,148,66
126,0,01024,Billy Andrade,215,106,109
126,0,01096,Phil Blackmar,215,43,172
126,0,01378,David Frost,215,143,72
129,0,01196,Brian Claar,216,176,40
130,0,01577,Lee Janzen,217,123,94
130,0,01846,Jodie Mudd,217,43,174
130,0,06136,Mike Schuchart,217,84,133
133,0,01507,Webb Heintzelman,219,168,51
134,0,01835,Tommy Moore,220,191,29
134,0,01878,Andy North,220,38,182
136,0,01549,Mike Hulbert,221,110,111
137,0,01310,Dave Eichelberger,222,47,175
137,0,02230,Stan Utley,222,184,38
139,0,02215,Paul Trittler,224,59,165
140,0,01499,Mark Hayes,225,40,185
141,0,01960,Don Pooley,226,173,53
142,0,01023,Jerry Anderson,230,161,69
142,0,01444,Ken Green,230,108,122
142,0,01533,P.H. Horgan III,230,68,162
142,0,01607,Brian Kamm,230,79,151
146,0,01489,Steve Hart,231,157,74
147,0,01150,George Burns,232,69,163
147,0,02087,Don Shirey Jr.,232,94,138
149,0,06142,Mitch Adcock,234,126,108
150,0,01571,Barry Jaeckel,236,79,157
150,0,01941,Tom Pernice Jr.,236,59,177
152,0,02099,Scott Simpson,237,174,63
153,0,01458,Jerry Haas,242,177,65
153,0,01943,Chris Perry,242,112,130
155,0,01355,Raymond Floyd,246,143,103
156,0,02279,Mark Wiebe,247,180,67
157,0,06150,Carl Cooper,249,61,188
158,0,01201,Lennie Clements,250,149,101
158,0,01443,Hubert Green,250,168,82
158,0,01487,Jeff Hart,250,154,96
161,0,02185,Lance Ten Broeck,252,73,179
162,0,01106,Jim Booros,254,177,77
163,0,01303,Bob Eastwood,255,136,119
164,0,02298,Jim Woodward,256,101,155
165,0,01235,Ben Crenshaw,257,139,118
166,0,01925,Jerry Pate,258,124,134
167,0,01197,Bobby Clampett,261,97,164
168,0,01323,Brad Fabel,263,119,144
169,0,01329,Brad Faxon,264,127,137
169,0,02201,Jim Thorpe,264,106,158
169,0,06130,Jeffrey Wilson,264,84,180
172,0,02239,Scott Verplank,265,104,161
173,0,02245,Grant Waite,269,101,168
174,0,02104,Jeff Sluman,271,136,135
175,0,01321,Tom Eubank,275,161,114
175,0,01331,Rick Fehr,275,129,146
177,0,01736,Roger Maltbie,277,151,126
178,0,02224,Greg Twiggs,279,89,190
179,0,01457,Jay Haas,282,115,167
180,0,01037,Dewey Arnette,290,117,173
180,0,06148,Dennis Harrington,290,119,171
182,0,01641,Gary Koch,291,122,169
183,0,01333,Jack Ferenz,292,167,125
184,0,02007,Larry Rinker,302,157,145
184,0,02094,Tony Sills,302,154,148
186,0,01891,David Ogrin,319,188,131
186,0,02023,Clarence Rose,319,150,169
188,0,01175,Jim Carter,323,132,191
