RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
62,0,02195,Leonard Thompson,130,34,96
63,0,06128,Steve Lamontagne,132,61,71
64,0,02186,Brian Tennyson,136,63,73
65,0,01971,Dillard Pruitt,140,53,87
66,0,02292,Bob Wolcott,141,83,58
67,0,01306,David Edwards,144,89,55
68,0,01068,Andy Bean,148,41,107
69,0,01151,Clark Burroughs,150,87,63
70,0,01078,Jim Benepe,151,85,66
70,0,06332,Neal Lancaster,151,91,60
72,0,01196,Brian Claar,156,129,27
72,0,01469,Dan Halldorson,156,96,60
72,0,06132,Sonny Skinner,156,79,77
75,0,02246,Duffy Waldorf,160,35,125
76,0,01098,Jay Don Blake,161,112,49
77,0,02256,Tom Watson,163,46,117
78,0,01284,Mike Donald,170,125,45
78,0,01468,Gary Hallberg,170,108,62
80,0,01261,Jay Delsing,175,70,105
80,0,02033,Dave Rummells,175,46,129
82,0,06144,John Dowdall,179,69,110
82,0,01996,Mike Reid,179,111,68
84,0,01771,Blaine McCallister,180,66,114
85,0,01361,Dan Forsman,181,96,85
85,0,02118,J.C. Snead,181,60,121
87,0,01266,Clark Dennis,182,51,131
88,0,01024,Billy Andrade,184,126,58
88,0,01310,Dave Eichelberger,184,137,47
88,0,02214,Kirk Triplett,184,115,69
91,0,02090,Tom Sieckmann,186,91,95
92,0,01040,Emlyn Aubrey,188,118,70
92,0,01946,Peter Persons,188,100,88
94,0,01132,Mark Brooks,189,122,67
95,0,01156,Curt Byrum,190,107,83
95,0,01200,Keith Clearwater,190,64,126
97,0,01475,Donnie Hammond,194,44,150
97,0,02242,Lanny Wadkins,194,91,103
99,0,01323,Brad Fabel,199,168,31
99,0,01381,Fred Funk,199,98,101
99,0,01639,Kenny Knox,199,117,82
102,0,01072,Chip Beck,200,53,147
103,0,02201,Jim Thorpe,202,169,33
104,0,02267,D.A. Weibring,204,61,143
105,0,01935,Calvin Peete,208,104,104
105,0,02223,Bob Tway,208,122,86
107,0,01549,Mike Hulbert,210,136,74
108,0,01143,Brad Bryant,211,89,122
109,0,06197,Michael Allen,215,74,141
110,0,01096,Phil Blackmar,216,126,90
111,0,02215,Paul Trittler,217,139,78
112,0,01093,Ronnie Black,218,95,123
112,0,01414,Bob Gilder,218,51,167
114,0,01435,Wayne Grady,219,108,111
115,0,02225,Howard Twitty,222,113,109
116,0,01288,Ed Dougherty,223,77,146
117,0,01129,Bill Britton,224,118,106
118,0,02111,Mike Smith,229,100,129
119,0,01168,David Canipe,234,81,153
120,0,02041,Bill Sander,237,98,139
121,0,01443,Hubert Green,239,158,81
121,0,02087,Don Shirey Jr.,239,147,92
123,0,01444,Ken Green,240,142,98
124,0,06124,Patrick Burke,241,70,171
124,0,01577,Lee Janzen,241,130,111
126,0,02298,Jim Woodward,243,164,79
127,0,02095,Larry Silveira,244,106,138
128,0,01943,Chris Perry,247,153,94
129,0,01154,Bill Buttner,249,122,127
129,0,01701,Bob Lohr,249,116,133
129,0,01835,Tommy Moore,249,134,115
132,0,01458,Jerry Haas,250,153,97
132,0,01846,Jodie Mudd,250,130,120
134,0,02167,Mike Sullivan,251,85,166
135,0,01157,Tom Byrum,255,87,168
136,0,06140,Sean Murphy,257,70,187
137,0,01201,Lennie Clements,258,158,100
137,0,01235,Ben Crenshaw,258,165,93
139,0,01346,Ed Fiori,266,121,145
140,0,01378,David Frost,268,126,142
140,0,01499,Mark Hayes,268,140,128
140,0,01557,John Inman,268,108,160
143,0,01333,Jack Ferenz,274,183,91
143,0,01487,Jeff Hart,274,158,116
145,0,01960,Don Pooley,275,141,134
146,0,01507,Webb Heintzelman,277,133,144
147,0,01522,Lon Hinkle,278,100,178
148,0,01106,Jim Booros,280,162,118
149,0,06122,Greg Hickman,284,104,180
150,0,01571,Barry Jaeckel,285,150,135
150,0,02239,Scott Verplank,285,172,113
152,0,01457,Jay Haas,286,179,107
153,0,06130,Jeffrey Wilson,287,169,118
154,0,02099,Scott Simpson,289,152,137
155,0,01023,Jerry Anderson,293,142,151
156,0,06425,Rick Todd,294,113,181
157,0,01553,John Huston,295,118,177
158,0,01197,Bobby Clampett,303,167,136
159,0,06136,Mike Schuchart,304,130,174
159,0,02279,Mark Wiebe,304,156,148
161,0,01607,Brian Kamm,305,142,163
162,0,02224,Greg Twiggs,310,178,132
163,0,01533,P.H. Horgan III,311,142,169
164,0,02230,Stan Utley,312,137,175
165,0,02104,Jeff Sluman,313,174,139
165,0,02185,Lance Ten Broeck,313,161,152
167,0,06142,Mitch Adcock,314,149,165
168,0,06150,Carl Cooper,317,157,160
169,0,01489,Steve Hart,322,146,176
170,0,01878,Andy North,325,134,191
171,0,01736,Roger Maltbie,326,177,149
172,0,01941,Tom Pernice Jr.,332,150,182
173,0,01329,Brad Faxon,333,169,164
173,0,01331,Rick Fehr,333,175,158
175,0,01150,George Burns,335,147,188
175,0,01303,Bob Eastwood,335,163,172
175,0,02245,Grant Waite,335,173,162
178,0,01641,Gary Koch,338,182,156
178,0,02094,Tony Sills,338,184,154
180,0,01355,Raymond Floyd,340,155,185
181,0,02007,Larry Rinker,341,184,157
181,0,02023,Clarence Rose,341,186,155
183,0,01891,David Ogrin,345,186,159
184,0,01321,Tom Eubank,358,175,183
184,0,01925,Jerry Pate,358,166,192
186,0,01790,Pat McGowan,361,191,170
187,0,02294,Willie Wood,363,190,173
188,0,01175,Jim Carter,367,188,179
189,0,06148,Dennis Harrington,369,180,189
190,0,01037,Dewey Arnette,370,180,190
191,0,01495,Morris Hatalsky,375,189,186
192,0,01061,Ray Barr Jr.,376,192,184
