RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,32333,Kevin Tway,20,328,5
2,0,55789,Taylor Montgomery,18,328,1
3,0,51414,Brent Grant,16,282,2
4,0,58168,Davis Thompson,15,318,7
5,0,55708,Hayden Buckley,14,256,3
5,0,56762,Will Gordon,14,360,1
5,0,46970,Jon Rahm,14,224,3
5,0,52374,Brandon Wu,14,362,3
9,0,54628,Lee Hodges,13,336,3
9,0,35449,Adam Long,13,376,4
9,0,48081,Xander Schauffele,13,248,3
9,0,48867,Matti Schmid,13,272,0
13,0,54421,Garrick Higgo,12,347,2
13,0,51070,Vincent Norrman,12,276,3
13,0,45242,Kevin Yu,12,226,1
16,0,33948,Byeong Hun An,11,330,3
16,0,28420,Ryan Brehm,11,282,4
16,0,45157,Cam Davis,11,270,4
16,0,47988,Nick Hardy,11,372,2
16,0,35532,Tom Hoge,11,322,2
16,0,35461,Beau Hossler,11,358,3
16,0,39971,Sungjae Im,11,314,2
16,0,36799,Stephan Jaeger,11,382,4
16,0,27129,Luke List,11,336,1
16,0,36724,Augusto Núñez,11,288,2
16,0,49771,J.T. Poston,11,292,0
16,0,46340,Alex Smalley,11,354,3
16,0,40115,Adam Svensson,11,374,1
29,0,52955,Ludvig Åberg,10,160,1
29,0,56630,Akshay Bhatia,10,274,3
29,0,32366,Kevin Chappell,10,196,4
29,0,51766,Wyndham Clark,10,324,3
29,0,47591,Eric Cole,10,386,2
29,0,54591,Ben Griffin,10,376,2
29,0,35506,Mackenzie Hughes,10,288,4
29,0,36871,Matt NeSmith,10,310,1
29,0,47995,Davis Riley,10,324,2
29,0,34610,Matthias Schwab,10,334,6
29,0,55893,Sam Stevens,10,344,2
29,0,34431,Robert Streb,10,258,4
41,0,45609,Tyler Duncan,9,304,1
41,0,57362,Austin Eckroat,9,318,2
41,0,32102,Rickie Fowler,9,298,3
41,0,59018,Ryan Gerard,9,210,4
41,0,52375,Doug Ghim,9,310,1
41,0,57975,Harry Hall,9,330,0
41,0,39977,Max Homa,9,268,1
