RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,37275,Sam Ryder,5,1178,5
1,0,30692,Scott Stallings,5,893,4
3,0,45522,Christiaan Bezuidenhout,4,960,4
3,0,34076,Joel Dahmen,4,975,3
3,0,25900,Lucas Glover,4,1077,2
3,0,23320,Ryan Palmer,4,851,1
3,0,46046,Scottie Scheffler,4,960,3
8,0,55708,Hayden Buckley,3,910,3
8,0,49453,Trevor Cone,3,861,2
8,0,45157,Cam Davis,3,992,1
8,0,33597,Harry Higgs,3,889,2
8,0,54628,Lee Hodges,3,1144,3
8,0,35461,Beau Hossler,3,1165,2
8,0,50188,S.H. Kim,3,1169,3
8,0,55182,Tom Kim,3,978,1
8,0,47993,Denny McCarthy,3,1089,0
8,0,39546,Keith Mitchell,3,1003,3
8,0,51070,Vincent Norrman,3,903,3
8,0,55893,Sam Stevens,3,1125,2
8,0,48699,Callum Tarren,3,1057,3
8,0,32333,Kevin Tway,3,1079,3
8,0,40006,Erik van Rooyen,3,815,3
8,0,48887,Matt Wallace,3,892,3
8,0,31323,Gary Woodland,3,873,2
25,0,52955,Ludvig Åberg,2,538,1
25,0,33948,Byeong Hun An,2,1123,2
25,0,28420,Ryan Brehm,2,921,1
25,0,20229,Stewart Cink,2,856,1
25,0,51766,Wyndham Clark,2,1080,1
25,0,47591,Eric Cole,2,1359,1
25,0,39997,Corey Conners,2,950,0
25,0,25686,Jason Dufner,2,962,1
25,0,45609,Tyler Duncan,2,1010,2
25,0,40098,Matt Fitzpatrick,2,797,1
25,0,54591,Ben Griffin,2,1273,1
25,0,33399,Adam Hadwin,2,950,0
25,0,35901,Paul Haley II,2,969,2
25,0,27554,Scott Harrington,2,837,1
25,0,35532,Tom Hoge,2,1123,2
25,0,52453,Nicolai Hojgaard,2,486,2
25,0,46717,Viktor Hovland,2,959,2
25,0,30926,Chris Kirk,2,1002,0
25,0,32757,Patton Kizzire,2,1072,0
25,0,58696,Peter Kuest,2,500,1
25,0,33410,Andrew Landry,2,851,2
25,0,36326,David Lipsky,2,1091,1
25,0,27129,Luke List,2,1050,1
