RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
43,0,34265,Will Wilcox,1.597,1868,1170
45,0,31560,Brian Stuard,1.598,1898,1188
46,0,25632,Jimmy Walker,1.599,2360,1476
47,0,24507,Jason Bohn,1.600,1929,1206
47,0,25720,Chad Collins,1.600,2103,1314
49,0,06522,Ernie Els,1.601,1902,1188
49,0,30711,Colt Knost,1.601,2479,1548
49,0,36689,Brooks Koepka,1.601,2017,1260
49,0,32839,Hideki Matsuyama,1.601,2104,1314
49,0,27770,Camilo Villegas,1.601,2276,1422
54,0,24357,K.J. Choi,1.602,2105,1314
54,0,35532,Tom Hoge,1.602,2220,1386
54,0,27141,J.B. Holmes,1.602,2134,1332
54,0,25396,Kevin Na,1.602,2682,1674
54,0,32876,Martin Piller,1.602,1644,1026
59,0,26851,Marc Leishman,1.603,2481,1548
60,0,34099,Harris English,1.604,2801,1746
60,0,32757,Patton Kizzire,1.604,2570,1602
62,0,31420,Anirban Lahiri,1.605,1993,1242
63,0,29461,Jamie Lovemark,1.606,2630,1638
63,0,29289,S.Y. Noh,1.606,2341,1458
65,0,23320,Ryan Palmer,1.607,2487,1548
65,0,35732,Wes Roach,1.607,1591,990
67,0,23983,Luke Donald,1.608,2345,1458
67,0,20104,Ken Duke,1.608,1563,972
67,0,33461,Morgan Hoffmann,1.608,1939,1206
70,0,33410,Andrew Landry,1.609,1419,882
70,0,28092,D.H. Lee,1.609,1651,1026
72,0,23325,Vaughn Taylor,1.610,2087,1296
73,0,27466,Spencer Levin,1.611,2900,1800
73,0,25493,Nick Taylor,1.611,2291,1422
75,0,23108,Matt Kuchar,1.612,2786,1728
75,0,24140,Sean O'Hair,1.612,2583,1602
75,0,06567,Vijay Singh,1.612,2089,1296
78,0,32366,Kevin Chappell,1.614,2701,1674
78,0,27974,Sung Kang,1.614,2528,1566
78,0,28475,Jeff Overton,1.614,1888,1170
78,0,26476,Chez Reavie,1.614,2498,1548
82,0,45526,Abraham Ancer,1.615,1395,864
82,0,40026,Daniel Berger,1.615,2588,1602
82,0,28679,Fabián Gómez,1.615,2296,1422
82,0,21961,Charles Howell III,1.615,2646,1638
82,0,34174,John Huh,1.615,2471,1530
87,0,26758,David Hearn,1.616,2763,1710
87,0,31202,William McGirt,1.616,2850,1764
87,0,20572,Rod Pampling,1.616,1454,900
90,0,26300,Matt Jones,1.617,2329,1440
90,0,30692,Scott Stallings,1.617,2038,1260
92,0,29926,Danny Lee,1.618,2621,1620
92,0,33419,Cameron Tringale,1.618,2243,1386
94,0,34261,Scott Langley,1.619,1836,1134
94,0,27129,Luke List,1.619,2244,1386
94,0,27942,Rob Oppenheim,1.619,1836,1134
94,0,28132,Tyrone Van Aswegen,1.619,2973,1836
98,0,32102,Rickie Fowler,1.620,2245,1386
98,0,24781,Hunter Mahan,1.620,1779,1098
100,0,12716,Charley Hoffman,1.621,2567,1584
100,0,46440,Smylie Kaufman,1.621,2568,1584
100,0,08075,Jerry Kelly,1.621,2217,1368
100,0,35879,Kelly Kraft,1.621,1721,1062
100,0,28237,Rory McIlroy,1.621,1809,1116
100,0,25198,Francesco Molinari,1.621,1867,1152
100,0,25240,D.A. Points,1.621,1488,918
100,0,29223,Sam Saunders,1.621,1897,1170
108,0,29725,Tony Finau,1.622,2774,1710
108,0,27963,Chris Stroud,1.622,2335,1440
110,0,29479,Scott Brown,1.623,2571,1584
110,0,25572,Graeme McDowell,1.623,1753,1080
110,0,35891,Cameron Smith,1.623,2016,1242
110,0,02206,David Toms,1.623,1811,1116
114,0,22892,Jason Gore,1.624,2163,1332
115,0,32200,Roberto Castro,1.625,2837,1746
115,0,23638,Brendon de Jonge,1.625,2369,1458
115,0,34563,Chesson Hadley,1.625,2311,1422
118,0,33413,Ben Martin,1.626,2575,1584
118,0,22046,Geoff Ogilvy,1.626,1727,1062
118,0,31323,Gary Woodland,1.626,2663,1638
121,0,29974,Branden Grace,1.627,1757,1080
121,0,33448,Justin Thomas,1.627,2811,1728
121,0,32150,Michael Thompson,1.627,1992,1224
124,0,29268,Bronson Burgoon,1.628,2315,1422
124,0,34098,Russell Henley,1.628,2227,1368
124,0,27936,Martin Laird,1.628,2286,1404
127,0,29476,Kyle Reifers,1.630,3257,1998
127,0,26331,Charl Schwartzel,1.630,2054,1260
129,0,35545,Blayne Barber,1.631,2349,1440
129,0,29221,Webb Simpson,1.631,2055,1260
131,0,28158,Steve Marino,1.632,1997,1224
131,0,26951,Johnson Wagner,1.632,2526,1548
133,0,12510,Chad Campbell,1.633,2645,1620
134,0,29745,Tyler Aldridge,1.635,2325,1422
134,0,31557,Jim Herman,1.635,2737,1674
134,0,24490,George McNeill,1.635,1501,918
134,0,26289,Boo Weekley,1.635,2442,1494
138,0,24924,Bill Haas,1.636,2414,1476
139,0,32448,James Hahn,1.637,2505,1530
139,0,33667,Carlos Ortiz,1.637,2210,1350
139,0,30110,Kyle Stanley,1.637,2623,1602
142,0,30163,Henrik Norlander,1.638,1975,1206
142,0,25818,Scott Piercy,1.638,2476,1512
142,0,20645,John Senden,1.638,2535,1548
142,0,34264,Hudson Swafford,1.638,3066,1872
142,0,28114,Dawie van der Walt,1.638,2064,1260
142,0,21878,Mark Wilson,1.638,1828,1116
148,0,29720,Andres Gonzales,1.639,2301,1404
148,0,29420,Billy Horschel,1.639,2065,1260
148,0,24502,Adam Scott,1.639,2242,1368
151,0,33122,Russell Knox,1.640,2627,1602
151,0,29485,Brett Stegmaier,1.640,2509,1530
153,0,37454,Whee Kim,1.642,2306,1404
153,0,33204,Shane Lowry,1.642,1596,972
155,0,24358,Robert Garrigus,1.643,1922,1170
155,0,24912,Will MacKenzie,1.643,2366,1440
155,0,22405,Justin Rose,1.643,1834,1116
158,0,25686,Jason Dufner,1.644,3018,1836
158,0,33418,Shawn Stefani,1.644,2574,1566
160,0,37273,Derek Ernst,1.647,1690,1026
160,0,30944,Jason Kokrak,1.647,2638,1602
162,0,20848,Ángel Cabrera,1.648,1839,1116
162,0,31646,Emiliano Grillo,1.648,2670,1620
164,0,25364,Paul Casey,1.649,2197,1332
164,0,27064,Jhonattan Vegas,1.649,2760,1674
166,0,26329,Louis Oosthuizen,1.650,1663,1008
167,0,10809,Jim Furyk,1.651,1545,936
168,0,27436,Graham DeLaet,1.652,1963,1188
168,0,37189,Harold Varner III,1.652,2735,1656
170,0,21209,Sergio Garcia,1.653,1517,918
170,0,36699,Patrick Rodgers,1.653,2529,1530
170,0,23621,Rory Sabbatini,1.653,1607,972
173,0,27214,Kevin Streelman,1.654,2441,1476
174,0,29518,Brendan Steele,1.655,2503,1512
174,0,25804,Bubba Watson,1.655,2055,1242
176,0,25900,Lucas Glover,1.656,2235,1350
177,0,34431,Robert Streb,1.661,2512,1512
178,0,32618,Rhein Gibson,1.665,1618,972
178,0,35451,Scott Pinckney,1.665,2547,1530
180,0,24461,Thomas Aiken,1.671,1985,1188
181,0,33141,Keegan Bradley,1.673,2469,1476
182,0,20229,Stewart Cink,1.677,1841,1098
183,0,20691,Greg Owen,1.685,2457,1458
184,0,10885,Robert Allenby,1.690,1551,918
185,0,23353,J.J. Henry,1.692,2010,1188
