RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,34046,Jordan Spieth,1.545,2114,1368
2,0,34360,Patrick Reed,1.547,2812,1818
3,0,30927,Brendon Todd,1.548,1755,1134
4,0,06527,Steve Stricker,1.553,1482,954
5,0,27895,Jonas Blixt,1.555,2127,1368
6,0,23800,Bryce Molder,1.556,2185,1404
7,0,34409,David Lingmerth,1.558,2271,1458
8,0,22371,Aaron Baddeley,1.559,2497,1602
8,0,28089,Jason Day,1.559,1936,1242
10,0,20098,Stuart Appleby,1.564,1942,1242
11,0,01810,Phil Mickelson,1.567,2031,1296
12,0,34262,Jon Curran,1.571,2800,1782
13,0,24494,Erik Compton,1.572,1783,1134
13,0,35539,Luke Guthrie,1.572,1556,990
15,0,27747,Hiroshi Iwata,1.574,2352,1494
16,0,34466,Peter Malnati,1.575,2409,1530
17,0,29222,Billy Hurley III,1.576,1872,1188
18,0,20157,Retief Goosen,1.580,1564,990
19,0,21731,Freddie Jacobson,1.582,2449,1548
20,0,31416,Derek Fathauer,1.583,2679,1692
20,0,30925,Dustin Johnson,1.583,2336,1476
20,0,24024,Zach Johnson,1.583,2450,1548
23,0,24846,Ricky Barnes,1.584,2652,1674
24,0,25834,Daniel Summerhays,1.585,2825,1782
25,0,20472,Alex Cejka,1.586,1913,1206
25,0,33399,Adam Hadwin,1.586,2655,1674
25,0,39975,Michael Kim,1.586,2740,1728
25,0,25349,Tim Wilkinson,1.586,1941,1224
29,0,26596,Ryan Moore,1.588,2315,1458
30,0,25274,Steven Bowditch,1.589,2031,1278
30,0,23541,Ben Crane,1.589,2174,1368
30,0,37455,Si Woo Kim,1.589,3117,1962
30,0,32640,Troy Merritt,1.589,2203,1386
34,0,35300,Andrew Loupe,1.590,2147,1350
35,0,27644,Brian Harman,1.591,2979,1872
35,0,29478,Kevin Kisner,1.591,2692,1692
37,0,27649,Brandt Snedeker,1.592,2551,1602
38,0,30926,Chris Kirk,1.593,2437,1530
38,0,25892,Steve Wheatcroft,1.593,2322,1458
40,0,40058,Zac Blair,1.594,2726,1710
41,0,20766,Padraig Harrington,1.595,1550,972
42,0,10213,Dicky Pride,1.596,1523,954
43,0,36801,Mark Hubbard,1.597,2789,1746
