RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,02239,Scott Verplank,13.79,144,1044,+0.49
2,0,01381,Fred Funk,16.19,198,1223,+1.31
3,0,01797,Rocco Mediate,17.87,104,582,+1.92
4,0,01219,John Cook,17.91,132,737,+2.80
5,0,06621,Joe Durant,18.32,211,1152,+0.81
6,0,08385,Omar Uresti,18.46,209,1132,+1.34
7,0,01157,Tom Byrum,18.62,194,1042,+1.80
8,0,02214,Kirk Triplett,18.96,190,1002,+1.37
9,0,02246,Duffy Waldorf,19.31,180,932,+1.06
10,0,07363,Craig Bowden,19.33,213,1102,+2.21
11,0,19972,José Coceres,19.35,173,894,+1.39
12,0,01766,Billy Mayfair,19.62,276,1407,+2.28
13,0,24024,Zach Johnson,19.73,262,1328,+0.99
14,0,01139,Olin Browne,19.80,237,1197,+2.45
15,0,08123,Jeff Brehaut,19.92,283,1421,+1.98
16,0,10201,Matt Gogel,19.94,212,1063,+1.46
17,0,08075,Jerry Kelly,20.02,259,1294,+0.85
18,0,01142,Bart Bryant,20.04,192,958,+1.25
19,0,01928,Corey Pavin,20.08,204,1016,+1.27
20,0,20628,Arron Oberholser,20.45,191,934,+0.94
21,0,22293,Heath Slocum,20.46,251,1227,+1.55
22,0,23135,Tim Clark,20.54,212,1032,+0.80
23,0,22913,John Rollins,20.59,222,1078,+1.49
24,0,01968,Nick Price,20.68,110,532,+1.00
25,0,12753,David Morland IV,20.77,200,963,+2.25
26,0,06595,Kevin Sutherland,20.80,218,1048,+1.56
27,0,19824,Craig Barlow,20.87,221,1059,+1.22
28,0,19881,Robert Damron,20.97,263,1254,+1.67
29,0,20548,Hidemichi Tanaka,21.01,237,1128,+1.27
30,0,10733,Kent Jones,21.14,279,1320,+2.44
30,0,01941,Tom Pernice Jr.,21.14,274,1296,+0.91
30,0,02099,Scott Simpson,21.14,156,738,+1.99
33,0,21878,Mark Wilson,21.17,177,836,+1.58
34,0,06251,Chris DiMarco,21.27,244,1147,+1.52
35,0,01161,Mark Calcavecchia,21.34,198,928,+1.52
36,0,01553,John Huston,21.49,156,726,+0.77
37,0,01677,Tom Lehman,21.54,187,868,+0.75
38,0,21959,Ted Purdy,21.65,326,1506,+0.71
39,0,01313,Steve Elkington,21.83,179,820,+1.23
39,0,12682,Hirofumi Miyase,21.83,186,852,+3.98
41,0,02104,Jeff Sluman,21.84,270,1236,+1.07
42,0,08339,Spike McRoy,21.86,258,1180,+1.16
43,0,01761,Len Mattiace,21.89,222,1014,+1.04
44,0,25396,Kevin Na,21.98,287,1306,+0.94
45,0,21646,David Branshaw,22.11,247,1117,+2.06
46,0,08537,J.P. Hayes,22.14,219,989,+1.83
47,0,07721,Pat Bates,22.21,300,1351,+1.00
48,0,01132,Mark Brooks,22.26,199,894,+3.77
49,0,20029,Notah Begay III,22.27,208,934,+1.44
50,0,08931,Glen Day,22.31,295,1322,+1.53
51,0,01724,Jeff Maggert,22.39,163,728,+1.72
51,0,10425,Jay Williamson,22.39,305,1362,+1.51
53,0,20094,Jonathan Kaye,22.40,213,951,+2.11
54,0,01926,Steve Pate,22.53,210,932,+1.14
55,0,10860,Justin Leonard,22.58,224,992,+0.49
56,0,01619,Skip Kendall,22.60,273,1208,+1.47
57,0,06809,Bob Burns,22.67,272,1200,+1.84
58,0,26420,Richard Johnson,22.77,317,1392,+1.86
59,0,20433,Mark Hensby,22.80,277,1215,+1.73
60,0,06078,Esteban Toledo,22.82,280,1227,+2.39
61,0,01887,Mark O'Meara,22.90,147,642,+1.70
62,0,07457,Steve Flesch,22.92,286,1248,+0.24
62,0,02010,Loren Roberts,22.92,232,1012,+2.03
64,0,01527,Scott Hoch,22.98,148,644,+0.88
65,0,06575,Dudley Hart,23.18,175,755,+1.03
66,0,20498,Briny Baird,23.21,288,1241,+1.18
67,0,01388,Robert Gamez,23.26,314,1350,+0.76
68,0,01320,Bob Estes,23.28,190,816,+1.00
69,0,01810,Phil Mickelson,23.29,198,850,+0.56
69,0,02049,Gene Sauers,23.29,263,1129,+1.67
71,0,23623,Bo Van Pelt,23.42,293,1251,+0.85
72,0,10423,Mike Weir,23.73,196,826,+0.66
73,0,11032,Frank Lickliter II,23.76,269,1132,+0.59
74,0,20472,Alex Cejka,23.83,199,835,+0.95
75,0,23353,J.J. Henry,23.85,322,1350,+1.55
76,0,12705,Cliff Kresge,23.90,276,1155,+1.63
77,0,23108,Matt Kuchar,23.98,270,1126,+1.48
78,0,01685,J.L. Lewis,23.99,321,1338,+1.37
79,0,10213,Dicky Pride,24.06,205,852,+2.05
80,0,12602,Dean Wilson,24.13,332,1376,+1.63
81,0,01361,Dan Forsman,24.14,245,1015,+1.43
82,0,22621,Ben Curtis,24.16,143,592,+0.56
83,0,12760,Danny Ellis,24.21,260,1074,+1.27
84,0,24361,Pat Perez,24.22,318,1313,+0.97
85,0,20382,Stephen Leaney,24.43,214,876,+2.06
85,0,10585,Scott McCarron,24.43,279,1142,+0.75
87,0,01666,Bernhard Langer,24.54,160,652,+1.06
88,0,06214,Guy Boros,24.57,213,867,+1.36
89,0,23320,Ryan Palmer,24.65,336,1363,+1.01
90,0,23983,Luke Donald,24.67,221,896,+1.49
91,0,01577,Lee Janzen,24.86,270,1086,+1.30
92,0,12680,Shigeki Maruyama,24.91,280,1124,+0.36
93,0,07223,Brian Bateman,24.95,264,1058,+0.87
93,0,21805,Harrison Frazar,24.95,270,1082,+1.00
95,0,20645,John Senden,24.96,321,1286,+0.56
96,0,12652,Cameron Beckman,25.00,327,1308,+0.83
97,0,12645,Brent Geiberger,25.02,317,1267,+0.54
98,0,02223,Bob Tway,25.05,250,998,+1.64
99,0,23541,Ben Crane,25.08,309,1232,+1.10
100,0,02206,David Toms,25.12,210,836,+0.76
101,0,12510,Chad Campbell,25.17,292,1160,+1.34
102,0,22405,Justin Rose,25.22,225,892,-0.80
103,0,25686,Jason Dufner,25.23,271,1074,+1.03
104,0,01945,Kenny Perry,25.27,232,918,+0.73
105,0,10885,Robert Allenby,25.28,268,1060,+1.16
106,0,01203,Russ Cochran,25.30,209,826,+1.05
107,0,25900,Lucas Glover,25.32,314,1240,+1.24
108,0,24290,D.J. Brigman,25.34,262,1034,+0.99
109,0,24507,Jason Bohn,25.35,329,1298,+1.61
110,0,02101,Joey Sindelar,25.36,332,1309,+1.14
111,0,21961,Charles Howell III,25.41,294,1157,+1.05
112,0,06004,Stephen Ames,25.42,301,1184,+0.93
112,0,20127,Chris Riley,25.42,212,834,+1.23
114,0,01457,Jay Haas,25.44,230,904,+0.52
115,0,21949,Joe Ogilvie,25.53,328,1285,+0.61
116,0,01948,Tim Petrovic,25.57,339,1326,+1.06
117,0,22046,Geoff Ogilvy,25.61,296,1156,+0.64
118,0,19846,Brian Gay,25.63,328,1280,+1.59
119,0,23614,Rich Beem,25.67,239,931,+1.30
119,0,23325,Vaughn Taylor,25.67,286,1114,+1.82
121,0,20634,Peter Lonard,25.70,201,782,+1.44
122,0,01920,Craig Parry,25.76,136,528,+1.54
123,0,06515,Shaun Micheel,25.81,271,1050,+1.55
124,0,26287,Roland Thatcher,25.84,231,894,+1.17
125,0,01127,Danny Briggs,25.86,285,1102,+0.77
126,0,20098,Stuart Appleby,25.98,233,897,+0.56
127,0,24925,Jonathan Byrd,26.10,272,1042,+0.55
128,0,01378,David Frost,26.15,284,1086,+2.01
129,0,01261,Jay Delsing,26.19,259,989,+1.62
130,0,01024,Billy Andrade,26.22,365,1392,+1.01
131,0,08881,Tripp Isenhour,26.25,179,682,+2.46
132,0,22548,Patrick Sheehan,26.30,384,1460,+1.38
133,0,01771,Blaine McCallister,26.36,243,922,+1.98
134,0,24781,Hunter Mahan,26.38,324,1228,+1.30
135,0,07867,Woody Austin,26.51,325,1226,+1.05
136,0,19825,Darren Clarke,26.57,135,508,+0.30
137,0,08835,Kris Cox,26.60,241,906,+2.07
138,0,21893,Brian Kortan,26.73,224,838,+2.10
139,0,20378,Mathias Grönberg,26.81,303,1130,+0.56
140,0,25345,Carl Pettersson,26.82,325,1212,+0.12
141,0,11123,Chris Couch,26.83,198,738,+2.78
142,0,01938,David Peoples,26.95,301,1117,+1.83
143,0,02106,Chris Smith,26.97,380,1409,+1.11
144,0,01035,Tommy Armour III,27.05,314,1161,+1.85
145,0,02245,Grant Waite,27.15,284,1046,+1.65
146,0,10107,Deane Pappas,27.16,258,950,+0.12
147,0,20593,Greg Chalmers,27.17,257,946,+1.60
148,0,20157,Retief Goosen,27.33,164,600,+0.30
149,0,06567,Vijay Singh,27.48,354,1288,-0.17
150,0,01329,Brad Faxon,27.56,280,1016,+1.18
151,0,12660,Jesper Parnevik,27.58,315,1142,+0.51
152,0,21633,Steve Allan,27.59,365,1323,+0.66
152,0,20121,Todd Fischer,27.59,384,1392,+1.74
154,0,06197,Michael Allen,27.74,329,1186,+0.70
155,0,21407,Arjun Atwal,27.81,307,1104,+1.56
155,0,08337,Mike Heinen,27.81,198,712,+1.36
155,0,23621,Rory Sabbatini,27.81,297,1068,-0.03
158,0,20585,Niclas Fasth,27.85,210,754,+1.52
159,0,01927,Dennis Paulson,27.99,262,936,+0.50
160,0,12782,Tim Herron,28.01,277,989,+0.58
161,0,06332,Neal Lancaster,28.17,396,1406,+0.63
162,0,20572,Rod Pampling,28.21,330,1170,+1.21
163,0,06373,José María Olazábal,28.27,173,612,+1.04
164,0,01042,Paul Azinger,28.30,279,986,+1.47
165,0,20104,Ken Duke,28.37,337,1188,+1.51
166,0,02002,John Riegger,28.38,210,740,+0.95
167,0,24357,K.J. Choi,28.59,255,892,+2.00
167,0,25237,Kevin Muncrief,28.59,191,668,+2.51
167,0,06613,Tommy Tolles,28.59,259,906,+1.47
170,0,23307,Roger Tambellini,28.68,296,1032,+1.45
171,0,20850,Daniel Chopra,28.79,401,1393,+0.67
172,0,23613,Rich Barcelo,28.93,254,878,+1.30
173,0,21209,Sergio Garcia,28.98,211,728,+0.19
174,0,21731,Freddie Jacobson,29.01,275,948,+0.73
175,0,23063,Scott Hend,29.05,305,1050,+0.89
176,0,20229,Stewart Cink,29.19,338,1158,+0.03
177,0,20580,Andre Stolz,29.27,209,714,+2.11
178,0,01707,Steve Lowery,29.48,332,1126,+1.27
179,0,23497,Tag Ridings,29.73,198,666,+0.91
180,0,06527,Steve Stricker,29.99,317,1057,+0.85
181,0,01226,Fred Couples,30.00,186,620,+1.51
182,0,12823,Carlos Franco,30.28,400,1321,+0.38
183,0,07749,Brett Quigley,30.39,389,1280,+0.64
184,0,01473,Todd Hamilton,30.56,308,1008,+1.17
185,0,12394,Tom Carter,30.62,443,1447,+0.93
186,0,10912,Craig Perks,30.63,291,950,+1.55
187,0,23338,David Gossett,30.76,235,764,+2.68
188,0,01706,Davis Love III,31.19,267,856,+0.41
189,0,20663,Brenden Pappas,31.34,462,1474,+0.61
190,0,24502,Adam Scott,32.09,181,564,+1.33
191,0,01249,John Daly,32.35,330,1020,+0.45
192,0,23552,Hank Kuehne,32.73,398,1216,-0.20
193,0,08793,Tiger Woods,32.74,258,788,-0.58
194,0,07939,Dan Olsen,33.06,318,962,+1.32
195,0,22371,Aaron Baddeley,33.39,368,1102,+1.41
196,0,06522,Ernie Els,35.47,210,592,+0.19
