RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
160,0,02245,Grant Waite,80.99,869,1073
161,0,07749,Brett Quigley,80.85,1102,1363
162,0,20121,Todd Fischer,80.83,1147,1419
163,0,20104,Ken Duke,80.74,981,1215
164,0,08793,Tiger Woods,80.63,816,1012
165,0,12705,Cliff Kresge,80.59,976,1211
166,0,20572,Rod Pampling,80.44,1053,1309
167,0,01024,Billy Andrade,80.37,1163,1447
168,0,19846,Brian Gay,80.28,1050,1308
169,0,20634,Peter Lonard,80.26,740,922
170,0,23307,Roger Tambellini,80.22,872,1087
171,0,20580,Andre Stolz,80.03,593,741
172,0,01473,Todd Hamilton,80.02,985,1231
173,0,20127,Chris Riley,80.00,824,1030
174,0,20593,Greg Chalmers,79.96,778,973
175,0,01249,John Daly,79.89,882,1104
176,0,01042,Paul Azinger,79.85,832,1042
177,0,23613,Rich Barcelo,79.78,722,905
177,0,06522,Ernie Els,79.78,651,816
179,0,23497,Tag Ridings,79.65,552,693
180,0,24502,Adam Scott,79.51,582,732
181,0,12394,Tom Carter,79.48,1216,1530
182,0,21731,Freddie Jacobson,79.30,885,1116
183,0,08881,Tripp Isenhour,79.24,584,737
184,0,11123,Chris Couch,79.08,605,765
185,0,23552,Hank Kuehne,78.92,981,1243
186,0,23063,Scott Hend,78.64,869,1105
187,0,06373,José María Olazábal,78.28,566,723
188,0,10912,Craig Perks,77.83,783,1006
189,0,20663,Brenden Pappas,77.76,1168,1502
190,0,06613,Tommy Tolles,77.71,725,933
191,0,08835,Kris Cox,77.65,768,989
192,0,06527,Steve Stricker,77.24,838,1085
193,0,07939,Dan Olsen,77.09,784,1017
194,0,25237,Kevin Muncrief,76.83,534,695
195,0,22371,Aaron Baddeley,76.62,908,1185
196,0,23338,David Gossett,75.63,599,792
