RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01381,Fred Funk,77.23,1031,1335
2,0,02239,Scott Verplank,77.13,978,1268
3,0,07363,Craig Bowden,76.15,881,1157
4,0,06621,Joe Durant,75.08,886,1180
5,0,01157,Tom Byrum,74.67,861,1153
6,0,19972,José Coceres,74.27,664,894
7,0,01142,Bart Bryant,74.22,711,958
8,0,01139,Olin Browne,73.53,900,1224
9,0,01219,John Cook,73.41,541,737
10,0,08385,Omar Uresti,73.13,868,1187
11,0,20548,Hidemichi Tanaka,72.26,896,1240
12,0,02214,Kirk Triplett,72.11,843,1169
13,0,23135,Tim Clark,72.01,844,1172
14,0,21878,Mark Wilson,71.96,621,863
15,0,24024,Zach Johnson,71.91,1075,1495
16,0,01928,Corey Pavin,71.88,790,1099
17,0,08123,Jeff Brehaut,71.34,1033,1448
18,0,22293,Heath Slocum,71.31,895,1255
19,0,02099,Scott Simpson,70.72,541,765
20,0,12682,Hirofumi Miyase,70.65,621,879
21,0,08075,Jerry Kelly,70.40,1068,1517
22,0,01766,Billy Mayfair,70.13,1026,1463
23,0,21959,Ted Purdy,70.08,1094,1561
24,0,19881,Robert Damron,70.02,897,1281
25,0,01797,Rocco Mediate,69.92,465,665
26,0,07721,Pat Bates,69.87,944,1351
27,0,10733,Kent Jones,69.78,940,1347
28,0,02010,Loren Roberts,69.77,764,1095
29,0,01677,Tom Lehman,69.66,643,923
30,0,23983,Luke Donald,69.61,701,1007
31,0,20029,Notah Begay III,69.49,649,934
32,0,12753,David Morland IV,69.35,706,1018
33,0,10425,Jay Williamson,69.33,945,1363
34,0,26420,Richard Johnson,69.27,983,1419
35,0,01724,Jeff Maggert,69.25,581,839
36,0,22913,John Rollins,69.13,822,1189
37,0,20628,Arron Oberholser,68.83,700,1017
38,0,01527,Scott Hoch,68.77,491,714
39,0,25396,Kevin Na,68.72,916,1333
40,0,02246,Duffy Waldorf,68.60,697,1016
41,0,06251,Chris DiMarco,68.56,940,1371
42,0,10201,Matt Gogel,68.48,804,1174
43,0,01968,Nick Price,68.29,478,700
44,0,10213,Dicky Pride,68.26,600,879
45,0,01313,Steve Elkington,68.24,578,847
45,0,01619,Skip Kendall,68.24,939,1376
47,0,01941,Tom Pernice Jr.,68.17,940,1379
48,0,02104,Jeff Sluman,67.88,915,1348
49,0,06078,Esteban Toledo,67.78,850,1254
50,0,19824,Craig Barlow,67.77,736,1086
51,0,08537,J.P. Hayes,67.72,707,1044
51,0,20433,Mark Hensby,67.72,879,1298
53,0,10860,Justin Leonard,67.42,801,1188
54,0,01761,Len Mattiace,67.18,700,1042
55,0,06809,Bob Burns,67.17,806,1200
56,0,06595,Kevin Sutherland,67.11,759,1131
57,0,08339,Spike McRoy,67.09,848,1264
58,0,01887,Mark O'Meara,67.00,542,809
59,0,01132,Mark Brooks,66.84,653,977
60,0,21646,David Branshaw,66.61,762,1144
60,0,11032,Frank Lickliter II,66.61,800,1201
62,0,12652,Cameron Beckman,66.54,889,1336
63,0,06214,Guy Boros,66.33,593,894
64,0,02049,Gene Sauers,66.16,747,1129
65,0,07223,Brian Bateman,66.13,736,1113
66,0,01378,David Frost,66.11,718,1086
67,0,01553,John Huston,65.86,515,782
68,0,07457,Steve Flesch,65.83,969,1472
69,0,24507,Jason Bohn,65.81,872,1325
70,0,02101,Joey Sindelar,65.64,896,1365
71,0,20645,John Senden,65.62,880,1341
72,0,08931,Glen Day,65.60,904,1378
73,0,01685,J.L. Lewis,65.54,968,1477
74,0,01127,Danny Briggs,65.46,739,1129
75,0,01203,Russ Cochran,65.42,558,853
76,0,01457,Jay Haas,65.36,719,1100
77,0,01388,Robert Gamez,65.18,934,1433
78,0,23623,Bo Van Pelt,65.15,942,1446
79,0,23325,Vaughn Taylor,65.12,743,1141
80,0,24361,Pat Perez,65.04,908,1396
81,0,06004,Stephen Ames,65.03,861,1324
82,0,10885,Robert Allenby,64.98,798,1228
83,0,20498,Briny Baird,64.97,879,1353
84,0,10585,Scott McCarron,64.91,777,1197
85,0,19846,Brian Gay,64.83,848,1308
86,0,26287,Roland Thatcher,64.82,597,921
87,0,12645,Brent Geiberger,64.80,821,1267
88,0,20382,Stephen Leaney,64.75,676,1044
88,0,01926,Steve Pate,64.75,621,959
90,0,20094,Jonathan Kaye,64.72,688,1063
91,0,23353,J.J. Henry,64.55,925,1433
92,0,01161,Mark Calcavecchia,64.48,697,1081
93,0,25900,Lucas Glover,64.40,816,1267
94,0,23541,Ben Crane,64.36,829,1288
95,0,21961,Charles Howell III,64.35,906,1408
95,0,23108,Matt Kuchar,64.35,742,1153
97,0,22621,Ben Curtis,64.34,471,732
98,0,01361,Dan Forsman,64.30,688,1070
99,0,21805,Harrison Frazar,64.29,731,1137
100,0,20472,Alex Cejka,64.21,626,975
101,0,10423,Mike Weir,64.05,654,1021
102,0,12510,Chad Campbell,63.92,831,1300
102,0,01320,Bob Estes,63.92,629,984
104,0,24290,D.J. Brigman,63.90,678,1061
105,0,01938,David Peoples,63.74,712,1117
105,0,02223,Bob Tway,63.74,761,1194
107,0,12680,Shigeki Maruyama,63.70,823,1292
108,0,01948,Tim Petrovic,63.63,950,1493
109,0,01920,Craig Parry,63.51,442,696
110,0,01771,Blaine McCallister,63.44,602,949
111,0,02206,David Toms,63.37,654,1032
112,0,07867,Woody Austin,63.25,828,1309
113,0,23320,Ryan Palmer,63.24,879,1390
114,0,22046,Geoff Ogilvy,63.20,766,1212
115,0,06575,Dudley Hart,63.13,512,811
