RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,07363,Craig Bowden,1.09,12,1102,+0.50
2,0,01527,Scott Hoch,1.86,12,644,+0.83
2,0,20548,Hidemichi Tanaka,1.86,21,1128,+0.71
4,0,01381,Fred Funk,1.96,24,1223,+0.33
5,0,01157,Tom Byrum,2.30,24,1042,+0.79
6,0,23983,Luke Donald,2.34,21,896,+0.19
7,0,19972,José Coceres,2.46,22,894,+0.41
8,0,24357,K.J. Choi,2.58,23,892,+0.35
9,0,23135,Tim Clark,2.62,27,1032,+0.19
10,0,02239,Scott Verplank,2.68,28,1044,-0.04
11,0,01142,Bart Bryant,2.71,26,958,+0.42
12,0,08385,Omar Uresti,2.74,31,1132,+0.26
13,0,01677,Tom Lehman,2.88,25,868,E
14,0,01457,Jay Haas,2.99,27,904,+0.41
15,0,24024,Zach Johnson,3.01,40,1328,+0.05
16,0,06621,Joe Durant,3.04,35,1152,+0.17
17,0,21878,Mark Wilson,3.11,26,836,+0.65
18,0,01619,Skip Kendall,3.15,38,1208,+0.13
19,0,06251,Chris DiMarco,3.23,37,1147,+0.27
20,0,02002,John Riegger,3.24,24,740,+0.08
21,0,02010,Loren Roberts,3.26,33,1012,+0.33
22,0,01724,Jeff Maggert,3.30,24,728,+0.50
23,0,01139,Olin Browne,3.43,41,1197,+0.32
24,0,01928,Corey Pavin,3.54,36,1016,+0.28
25,0,20634,Peter Lonard,3.58,28,782,+0.07
26,0,24507,Jason Bohn,3.62,47,1298,+0.06
27,0,07223,Brian Bateman,3.69,39,1058,+0.38
28,0,22621,Ben Curtis,3.72,22,592,+0.36
28,0,24502,Adam Scott,3.72,21,564,+0.43
28,0,02104,Jeff Sluman,3.72,46,1236,+0.46
31,0,20645,John Senden,3.73,48,1286,+0.33
32,0,22293,Heath Slocum,3.75,46,1227,+0.33
33,0,10885,Robert Allenby,3.77,40,1060,+0.15
34,0,01920,Craig Parry,3.79,20,528,+0.35
34,0,02214,Kirk Triplett,3.79,38,1002,+0.26
36,0,01127,Danny Briggs,3.81,42,1102,+0.57
37,0,02206,David Toms,3.83,32,836,+0.41
38,0,01706,Davis Love III,3.86,33,856,+0.45
39,0,26420,Richard Johnson,3.88,54,1392,+0.44
40,0,19881,Robert Damron,3.91,49,1254,+0.39
40,0,12680,Shigeki Maruyama,3.91,44,1124,+0.39
42,0,10860,Justin Leonard,3.93,39,992,+0.46
43,0,08075,Jerry Kelly,3.94,51,1294,+0.10
44,0,06004,Stephen Ames,3.97,47,1184,+0.15
45,0,20157,Retief Goosen,4.00,24,600,+0.25
45,0,10423,Mike Weir,4.00,33,826,+0.21
47,0,11032,Frank Lickliter II,4.06,46,1132,+0.41
48,0,02099,Scott Simpson,4.07,30,738,+0.43
49,0,08881,Tripp Isenhour,4.11,28,682,+0.61
50,0,01203,Russ Cochran,4.12,34,826,+0.26
51,0,19825,Darren Clarke,4.13,21,508,+0.43
52,0,10213,Dicky Pride,4.23,36,852,+0.53
53,0,20433,Mark Hensby,4.28,52,1215,+0.33
54,0,02101,Joey Sindelar,4.35,57,1309,+0.12
55,0,19846,Brian Gay,4.38,56,1280,+0.52
56,0,12652,Cameron Beckman,4.43,58,1308,+0.57
56,0,06567,Vijay Singh,4.43,57,1288,+0.12
58,0,12510,Chad Campbell,4.48,52,1160,+0.19
59,0,21961,Charles Howell III,4.49,52,1157,+0.13
59,0,23325,Vaughn Taylor,4.49,50,1114,+0.46
61,0,01378,David Frost,4.51,49,1086,+0.47
61,0,02223,Bob Tway,4.51,45,998,+0.09
63,0,07721,Pat Bates,4.52,61,1351,+0.61
63,0,21959,Ted Purdy,4.52,68,1506,+0.31
65,0,06522,Ernie Els,4.56,27,592,+0.30
66,0,20098,Stuart Appleby,4.57,41,897,+0.10
66,0,08123,Jeff Brehaut,4.57,65,1421,+0.29
66,0,01938,David Peoples,4.57,51,1117,+0.43
69,0,25396,Kevin Na,4.59,60,1306,+0.45
70,0,06214,Guy Boros,4.61,40,867,+0.40
71,0,10733,Kent Jones,4.62,61,1320,+0.21
71,0,01766,Billy Mayfair,4.62,65,1407,+0.25
73,0,10425,Jay Williamson,4.63,63,1362,+0.22
74,0,07867,Woody Austin,4.65,57,1226,+0.47
75,0,01473,Todd Hamilton,4.66,47,1008,+0.36
75,0,08339,Spike McRoy,4.66,55,1180,+0.24
77,0,12682,Hirofumi Miyase,4.69,40,852,+0.58
78,0,01132,Mark Brooks,4.70,42,894,+0.26
78,0,01927,Dennis Paulson,4.70,44,936,+0.18
80,0,01313,Steve Elkington,4.76,39,820,+0.28
81,0,26287,Roland Thatcher,4.81,43,894,+0.49
82,0,20029,Notah Begay III,4.82,45,934,+0.33
83,0,06809,Bob Burns,4.83,58,1200,+0.22
84,0,20572,Rod Pampling,4.87,57,1170,+0.37
85,0,01771,Blaine McCallister,4.88,45,922,+0.47
86,0,20585,Niclas Fasth,4.91,37,754,+0.38
87,0,08537,J.P. Hayes,4.95,49,989,+0.29
88,0,08931,Glen Day,4.99,66,1322,+0.29
