RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,23497,Tag Ridings,145.3,732512000,140
2,0,01035,Tommy Armour III,149.3,1235864000,230
3,0,23063,Scott Hend,150.0,1490018000,276
4,0,01378,David Frost,150.2,1232838000,228
5,0,20580,Andre Stolz,150.8,977332000,180
6,0,12760,Danny Ellis,150.9,1178998000,217
6,0,25237,Kevin Muncrief,150.9,1026645000,189
8,0,26287,Roland Thatcher,151.0,1043976000,192
8,0,06613,Tommy Tolles,151.0,1201001000,221
10,0,19825,Darren Clarke,151.4,528844000,97
11,0,22046,Geoff Ogilvy,151.5,1129054000,207
12,0,20572,Rod Pampling,151.7,1136120000,208
12,0,22293,Heath Slocum,151.7,1272257000,233
14,0,01685,J.L. Lewis,151.8,1409704000,258
14,0,07939,Dan Olsen,151.8,1273373000,233
16,0,01945,Kenny Perry,151.9,1006464000,184
17,0,01226,Fred Couples,152.0,809807000,148
18,0,21893,Brian Kortan,152.1,952824000,174
18,0,23552,Hank Kuehne,152.1,1412720000,258
20,0,20593,Greg Chalmers,152.6,1071318000,195
21,0,08337,Mike Heinen,152.8,979148000,178
22,0,07223,Brian Bateman,152.9,1150729000,209
23,0,10107,Deane Pappas,153.2,1075384000,195
23,0,02099,Scott Simpson,153.2,948373000,172
25,0,12782,Tim Herron,153.3,921711000,167
26,0,02245,Grant Waite,153.4,1320230000,239
27,0,24357,K.J. Choi,153.7,1012267000,183
27,0,23338,David Gossett,153.7,1372605000,248
29,0,01132,Mark Brooks,153.8,1118736000,202
29,0,11032,Frank Lickliter II,153.8,1273540000,230
31,0,21407,Arjun Atwal,153.9,1340865000,242
31,0,19824,Craig Barlow,153.9,1107845000,200
33,0,21878,Mark Wilson,154.0,892303000,161
34,0,01313,Steve Elkington,154.1,954005000,172
35,0,08881,Tripp Isenhour,154.3,982956000,177
36,0,01249,John Daly,154.4,1117102000,201
