RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
53,0,23541,Ben Crane,20.97,351,1674,113
54,0,22405,Justin Rose,20.95,264,1260,83
55,0,23638,Brendon de Jonge,20.93,339,1620,57
55,0,27770,Camilo Villegas,20.93,275,1314,57
57,0,02239,Scott Verplank,20.90,331,1584,47
58,0,28780,Nicholas Thompson,20.89,361,1728,42
59,0,28158,Steve Marino,20.86,368,1764,21
60,0,01161,Mark Calcavecchia,20.83,270,1296,100
60,0,24361,Pat Perez,20.83,270,1296,151
62,0,20127,Chris Riley,20.78,288,1386,115
63,0,25562,Andres Romero,20.76,213,1026,112
64,0,25240,D.A. Points,20.71,369,1782,71
65,0,25686,Jason Dufner,20.68,335,1620,49
66,0,24490,George McNeill,20.66,305,1476,142
66,0,20572,Rod Pampling,20.66,264,1278,85
68,0,31323,Gary Woodland,20.65,197,954,107
69,0,23349,Charles Warren,20.63,234,1134,14
70,0,26851,Marc Leishman,20.57,337,1638,39
70,0,27933,John Merrick,20.57,337,1638,111
70,0,29221,Webb Simpson,20.57,348,1692,166
73,0,12510,Chad Campbell,20.56,333,1620,9
74,0,20645,John Senden,20.44,368,1800,1
75,0,22371,Aaron Baddeley,20.43,239,1170,181
76,0,20691,Greg Owen,20.39,356,1746,6
77,0,20848,Ángel Cabrera,20.37,198,972,169
78,0,23983,Luke Donald,20.32,278,1368,157
78,0,06643,Paul Goydos,20.32,289,1422,145
80,0,10423,Mike Weir,20.30,307,1512,156
81,0,20498,Briny Baird,20.29,325,1602,10
81,0,28475,Jeff Overton,20.29,336,1656,174
83,0,24507,Jason Bohn,20.27,321,1584,8
84,0,20472,Alex Cejka,20.26,299,1476,63
85,0,12782,Tim Herron,20.24,317,1566,138
86,0,26301,James Nitties,20.22,313,1548,147
87,0,06595,Kevin Sutherland,20.18,345,1710,54
88,0,07867,Woody Austin,20.17,305,1512,106
89,0,25190,Jeff Quinney,20.16,283,1404,146
90,0,06197,Michael Allen,20.09,264,1314,37
90,0,23320,Ryan Palmer,20.09,282,1404,104
90,0,21878,Mark Wilson,20.09,358,1782,64
93,0,23800,Bryce Molder,20.05,249,1242,40
93,0,01948,Tim Petrovic,20.05,350,1746,102
95,0,26289,Boo Weekley,19.99,277,1386,52
96,0,01577,Lee Janzen,19.97,266,1332,136
97,0,06522,Ernie Els,19.95,237,1188,79
97,0,21731,Freddie Jacobson,19.95,298,1494,148
97,0,01707,Steve Lowery,19.95,298,1494,135
100,0,10585,Scott McCarron,19.90,326,1638,104
101,0,10117,Bob Heintz,19.87,211,1062,121
101,0,21961,Charles Howell III,19.87,354,1782,41
101,0,07749,Brett Quigley,19.87,329,1656,82
104,0,01706,Davis Love III,19.86,311,1566,50
105,0,27649,Brandt Snedeker,19.82,289,1458,138
106,0,02214,Kirk Triplett,19.72,213,1080,29
107,0,27120,Troy Matteson,19.71,337,1710,18
108,0,23614,Rich Beem,19.70,273,1386,17
109,0,27060,John Mallinger,19.69,319,1620,115
110,0,22913,John Rollins,19.63,325,1656,134
111,0,27141,J.B. Holmes,19.59,261,1332,176
112,0,19846,Brian Gay,19.56,338,1728,168
113,0,23548,Bill Lunde,19.54,292,1494,46
114,0,22548,Patrick Sheehan,19.50,179,918,15
115,0,01928,Corey Pavin,19.48,256,1314,158
116,0,01320,Bob Estes,19.44,273,1404,129
116,0,21209,Sergio Garcia,19.44,203,1044,95
116,0,12705,Cliff Kresge,19.44,273,1404,141
119,0,30711,Colt Knost,19.41,248,1278,73
119,0,26951,Johnson Wagner,19.41,283,1458,89
121,0,20574,Mathew Goggin,19.37,258,1332,93
122,0,22348,Nick O'Hern,19.32,313,1620,54
123,0,22293,Heath Slocum,19.30,330,1710,32
124,0,25632,Jimmy Walker,19.29,257,1332,149
125,0,27683,Leif Olson,19.28,177,918,177
126,0,20157,Retief Goosen,19.25,253,1314,170
126,0,24138,Ian Poulter,19.25,194,1008,178
128,0,06567,Vijay Singh,19.24,239,1242,75
129,0,20766,Padraig Harrington,19.23,225,1170,175
130,0,01724,Jeff Maggert,19.20,273,1422,22
131,0,01035,Tommy Armour III,19.16,200,1044,44
131,0,12652,Cameron Beckman,19.16,300,1566,98
133,0,01313,Steve Elkington,19.13,241,1260,33
134,0,01941,Tom Pernice Jr.,19.11,282,1476,118
135,0,08845,Scott Sterling,19.06,175,918,13
136,0,21350,Ryuji Imada,19.02,291,1530,172
136,0,26420,Richard Johnson,19.02,291,1530,103
138,0,22892,Jason Gore,18.99,253,1332,93
139,0,09011,David Duval,18.95,191,1008,179
140,0,24449,Parker McLachlin,18.94,242,1278,182
141,0,24912,Will MacKenzie,18.92,235,1242,26
142,0,24503,Jeff Klauk,18.90,330,1746,66
143,0,26679,Kevin Stadler,18.89,221,1170,51
144,0,23353,J.J. Henry,18.73,327,1746,24
145,0,06251,Chris DiMarco,18.67,326,1746,125
146,0,31416,Derek Fathauer,18.61,211,1134,180
147,0,10425,Jay Williamson,18.60,231,1242,5
148,0,24502,Adam Scott,18.59,174,936,162
148,0,22295,Darron Stiles,18.59,174,936,90
150,0,23718,Nathan Green,18.54,347,1872,161
151,0,28118,Peter Tomasulo,18.49,203,1098,121
152,0,25345,Carl Pettersson,18.48,286,1548,167
153,0,22961,David Mathis,18.43,272,1476,154
154,0,25919,Brian Vranesh,18.41,169,918,140
155,0,26476,Chez Reavie,18.38,268,1458,83
156,0,08931,Glen Day,18.35,261,1422,62
156,0,01797,Rocco Mediate,18.35,261,1422,90
156,0,28620,Aron Price,18.35,294,1602,86
159,0,07457,Steve Flesch,18.33,254,1386,57
160,0,27466,Spencer Levin,18.30,247,1350,34
161,0,20229,Stewart Cink,18.26,240,1314,144
161,0,10733,Kent Jones,18.26,240,1314,96
163,0,10885,Robert Allenby,18.25,230,1260,24
164,0,24357,K.J. Choi,18.06,208,1152,81
165,0,26497,Casey Wittenberg,17.92,229,1278,31
166,0,01142,Bart Bryant,17.91,187,1044,163
167,0,01132,Mark Brooks,17.88,177,990,137
168,0,20104,Ken Duke,17.82,279,1566,153
169,0,06539,Rick Price,17.80,173,972,69
170,0,23778,Brad Adamonis,17.70,223,1260,158
171,0,01473,Todd Hamilton,17.67,264,1494,143
172,0,22621,Ben Curtis,17.56,196,1116,129
173,0,20634,Peter Lonard,17.51,271,1548,114
174,0,24846,Ricky Barnes,17.50,211,1206,23
175,0,07223,Brian Bateman,17.27,171,990,119
176,0,01766,Billy Mayfair,17.20,257,1494,68
177,0,20098,Stuart Appleby,16.95,238,1404,150
178,0,23048,Eric Axley,16.90,216,1278,183
179,0,26881,Jarrod Lyle,16.67,195,1170,108
180,0,30927,Brendon Todd,16.35,156,954,172
181,0,26668,Marc Turnesa,16.09,223,1386,158
182,0,06012,Greg Kraft,15.90,146,918,165
183,0,01677,Tom Lehman,15.56,154,990,10
184,0,01329,Brad Faxon,15.54,165,1062,184
