RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,01320,Bob Estes,4,843,3
1,0,28475,Jeff Overton,4,992,0
1,0,22293,Heath Slocum,4,1042,4
1,0,25804,Bubba Watson,4,778,4
5,0,01313,Steve Elkington,3,734,3
5,0,06643,Paul Goydos,3,870,2
5,0,12782,Tim Herron,3,950,1
5,0,12716,Charley Hoffman,3,1038,1
5,0,30925,Dustin Johnson,3,904,2
5,0,24024,Zach Johnson,3,1016,1
5,0,27933,John Merrick,3,988,3
5,0,20691,Greg Owen,3,1060,1
5,0,25240,D.A. Points,3,1068,1
14,0,24507,Jason Bohn,2,946,2
14,0,24925,Jonathan Byrd,2,938,1
14,0,12510,Chad Campbell,2,982,1
14,0,20229,Stewart Cink,2,818,2
14,0,23541,Ben Crane,2,1005,2
14,0,20104,Ken Duke,2,920,2
14,0,06522,Ernie Els,2,726,1
14,0,10809,Jim Furyk,2,898,2
14,0,24924,Bill Haas,2,982,0
14,0,23353,J.J. Henry,2,1074,1
14,0,24503,Jeff Klauk,2,1036,2
14,0,26851,Marc Leishman,2,1000,2
14,0,01706,Davis Love III,2,952,2
14,0,23548,Bill Lunde,2,908,1
14,0,28158,Steve Marino,2,1082,2
14,0,27120,Troy Matteson,2,1024,1
14,0,24490,George McNeill,2,900,0
14,0,24140,Sean O'Hair,2,838,1
14,0,25818,Scott Piercy,2,906,1
14,0,26476,Chez Reavie,2,888,2
14,0,20127,Chris Riley,2,844,1
14,0,29221,Webb Simpson,2,1014,2
14,0,06567,Vijay Singh,2,764,1
14,0,06595,Kevin Sutherland,2,1010,0
14,0,27770,Camilo Villegas,2,785,2
14,0,25632,Jimmy Walker,2,797,2
14,0,23349,Charles Warren,2,668,2
14,0,08793,Tiger Woods,2,676,2
42,0,22371,Aaron Baddeley,1,702,1
42,0,20498,Briny Baird,1,970,1
42,0,07223,Brian Bateman,1,590,1
42,0,23614,Rich Beem,1,826,1
42,0,20070,Matt Bettencourt,1,1058,0
42,0,01132,Mark Brooks,1,588,1
42,0,01142,Bart Bryant,1,638,1
42,0,01161,Mark Calcavecchia,1,776,0
42,0,20593,Greg Chalmers,1,926,0
42,0,01226,Fred Couples,1,582,1
42,0,21753,Brian Davis,1,1126,1
42,0,08931,Glen Day,1,850,0
42,0,28089,Jason Day,1,654,0
42,0,06251,Chris DiMarco,1,1066,1
42,0,25686,Jason Dufner,1,968,1
42,0,31416,Derek Fathauer,1,678,1
42,0,21805,Harrison Frazar,1,1022,1
42,0,22892,Jason Gore,1,794,1
42,0,23718,Nathan Green,1,1136,1
42,0,27141,J.B. Holmes,1,804,1
42,0,29718,Anthony Kim,1,816,1
42,0,30711,Colt Knost,1,762,0
42,0,23108,Matt Kuchar,1,876,1
42,0,27936,Martin Laird,1,782,1
42,0,10860,Justin Leonard,1,1002,0
42,0,26695,Michael Letzig,1,1031,1
42,0,20634,Peter Lonard,1,936,1
42,0,01707,Steve Lowery,1,890,1
42,0,26881,Jarrod Lyle,1,700,1
42,0,01766,Billy Mayfair,1,896,1
42,0,10585,Scott McCarron,1,980,1
42,0,01810,Phil Mickelson,1,678,1
42,0,23320,Ryan Palmer,1,838,0
42,0,20572,Rod Pampling,1,766,1
42,0,01928,Corey Pavin,1,784,1
42,0,01941,Tom Pernice Jr.,1,866,1
42,0,01945,Kenny Perry,1,996,1
42,0,25345,Carl Pettersson,1,948,1
42,0,24138,Ian Poulter,1,606,1
42,0,06539,Rick Price,1,568,0
42,0,07749,Brett Quigley,1,988,1
42,0,23497,Tag Ridings,1,548,1
42,0,22913,John Rollins,1,980,1
42,0,25562,Andres Romero,1,622,0
42,0,22405,Justin Rose,1,768,1
42,0,23621,Rory Sabbatini,1,866,1
42,0,22548,Patrick Sheehan,1,550,1
42,0,27649,Brandt Snedeker,1,880,1
42,0,26679,Kevin Stadler,1,702,0
42,0,27214,Kevin Streelman,1,1066,1
42,0,06527,Steve Stricker,1,852,1
42,0,27963,Chris Stroud,1,963,1
42,0,23325,Vaughn Taylor,1,966,1
42,0,28780,Nicholas Thompson,1,1022,1
42,0,23788,D.J. Trahan,1,1038,0
42,0,23623,Bo Van Pelt,1,1076,1
42,0,02239,Scott Verplank,1,980,1
42,0,25919,Brian Vranesh,1,554,0
42,0,26498,Matt Weibring,1,710,1
42,0,20160,Charlie Wi,1,992,1
42,0,12602,Dean Wilson,1,866,1
42,0,21878,Mark Wilson,1,1074,1
42,0,24663,Y.E. Yang,1,898,1
