RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,25804,Bubba Watson,77.3,1314,17
2,0,20157,Retief Goosen,82.1,1314,16
3,0,23497,Tag Ridings,90.0,900,10
4,0,26679,Kevin Stadler,97.5,1170,12
5,0,24361,Pat Perez,108.0,1296,12
6,0,25632,Jimmy Walker,111.0,1332,12
7,0,08793,Tiger Woods,111.6,1116,10
8,0,01810,Phil Mickelson,113.4,1134,10
9,0,20127,Chris Riley,115.5,1386,12
10,0,30925,Dustin Johnson,116.3,1512,13
11,0,24024,Zach Johnson,118.3,1656,14
12,0,20645,John Senden,120.0,1800,15
13,0,27963,Chris Stroud,121.8,1584,13
14,0,24358,Robert Garrigus,124.5,1494,12
15,0,26300,Matt Jones,126.0,1008,8
16,0,25562,Andres Romero,128.3,1026,8
17,0,27095,Nick Watney,129.0,1548,12
18,0,27936,Martin Laird,129.6,1296,10
19,0,22371,Aaron Baddeley,130.0,1170,9
20,0,21209,Sergio Garcia,130.5,1044,8
21,0,27770,Camilo Villegas,131.4,1314,10
22,0,12716,Charley Hoffman,134.3,1746,13
23,0,23548,Bill Lunde,135.8,1494,11
24,0,01313,Steve Elkington,140.0,1260,9
25,0,24925,Jonathan Byrd,145.6,1602,11
26,0,26498,Matt Weibring,146.3,1170,8
27,0,24663,Y.E. Yang,149.4,1494,10
28,0,10423,Mike Weir,151.2,1512,10
29,0,23541,Ben Crane,152.2,1674,11
29,0,21805,Harrison Frazar,152.2,1674,11
31,0,27683,Leif Olson,153.0,918,6
32,0,23614,Rich Beem,154.0,1386,9
33,0,12652,Cameron Beckman,156.6,1566,10
33,0,01706,Davis Love III,156.6,1566,10
35,0,28089,Jason Day,156.9,1098,7
35,0,28118,Peter Tomasulo,156.9,1098,7
37,0,26695,Michael Letzig,157.1,1728,11
37,0,28780,Nicholas Thompson,157.1,1728,11
37,0,23788,D.J. Trahan,157.1,1728,11
40,0,23778,Brad Adamonis,157.5,1260,8
40,0,10885,Robert Allenby,157.5,1260,8
42,0,23353,J.J. Henry,158.7,1746,11
43,0,20850,Daniel Chopra,160.2,1602,10
44,0,27060,John Mallinger,162.0,1620,10
44,0,26951,Johnson Wagner,162.0,1458,9
46,0,25396,Kevin Na,163.8,1638,10
47,0,20229,Stewart Cink,164.3,1314,8
48,0,22913,John Rollins,165.6,1656,10
49,0,29221,Webb Simpson,169.2,1692,10
50,0,06522,Ernie Els,169.7,1188,7
51,0,27120,Troy Matteson,171.0,1710,10
52,0,01320,Bob Estes,175.5,1404,8
52,0,23320,Ryan Palmer,175.5,1404,8
54,0,12510,Chad Campbell,180.0,1620,9
55,0,24924,Bill Haas,182.0,1638,9
55,0,26851,Marc Leishman,182.0,1638,9
55,0,27933,John Merrick,182.0,1638,9
58,0,25919,Brian Vranesh,183.6,918,5
59,0,07749,Brett Quigley,184.0,1656,9
60,0,31416,Derek Fathauer,189.0,1134,6
61,0,25345,Carl Pettersson,193.5,1548,8
62,0,20691,Greg Owen,194.0,1746,9
63,0,01226,Fred Couples,194.4,972,5
64,0,24140,Sean O'Hair,195.4,1368,7
65,0,20104,Ken Duke,195.8,1566,8
65,0,12782,Tim Herron,195.8,1566,8
67,0,20498,Briny Baird,200.3,1602,8
68,0,24846,Ricky Barnes,201.0,1206,6
69,0,09011,David Duval,201.6,1008,5
70,0,01797,Rocco Mediate,203.1,1422,7
71,0,23621,Rory Sabbatini,205.7,1440,7
72,0,28475,Jeff Overton,207.0,1656,8
72,0,20160,Charlie Wi,207.0,1656,8
74,0,24490,George McNeill,210.9,1476,7
75,0,26497,Casey Wittenberg,213.0,1278,6
76,0,01473,Todd Hamilton,213.4,1494,7
77,0,22293,Heath Slocum,213.8,1710,8
77,0,06595,Kevin Sutherland,213.8,1710,8
79,0,28087,Kris Blanks,216.0,1080,5
79,0,02214,Kirk Triplett,216.0,1080,5
81,0,27214,Kevin Streelman,218.3,1746,8
82,0,06197,Michael Allen,219.0,1314,6
83,0,20070,Matt Bettencourt,220.5,1764,8
83,0,02206,David Toms,220.5,1764,8
85,0,26301,James Nitties,221.1,1548,7
86,0,20574,Mathew Goggin,222.0,1332,6
86,0,29718,Anthony Kim,222.0,1332,6
88,0,25240,D.A. Points,222.8,1782,8
89,0,06004,Stephen Ames,225.0,1350,6
89,0,23623,Bo Van Pelt,225.0,1800,8
91,0,23325,Vaughn Taylor,226.3,1584,7
91,0,02239,Scott Verplank,226.3,1584,7
93,0,23349,Charles Warren,226.8,1134,5
94,0,21959,Ted Purdy,227.3,1818,8
95,0,07457,Steve Flesch,231.0,1386,6
96,0,22348,Nick O'Hern,231.4,1620,7
97,0,23135,Tim Clark,234.0,1404,6
97,0,20766,Padraig Harrington,234.0,1170,5
97,0,26881,Jarrod Lyle,234.0,1170,5
97,0,22295,Darron Stiles,234.0,936,4
101,0,06643,Paul Goydos,237.0,1422,6
101,0,06527,Steve Stricker,237.0,1422,6
103,0,26476,Chez Reavie,243.0,1458,6
104,0,01941,Tom Pernice Jr.,246.0,1476,6
105,0,23800,Bryce Molder,248.4,1242,5
105,0,06567,Vijay Singh,248.4,1242,5
107,0,01707,Steve Lowery,249.0,1494,6
107,0,01766,Billy Mayfair,249.0,1494,6
109,0,28158,Steve Marino,252.0,1764,7
109,0,22405,Justin Rose,252.0,1260,5
111,0,21949,Joe Ogilvie,255.0,1530,6
111,0,25818,Scott Piercy,255.0,1530,6
113,0,20572,Rod Pampling,255.6,1278,5
114,0,01928,Corey Pavin,262.8,1314,5
115,0,24507,Jason Bohn,264.0,1584,6
116,0,22892,Jason Gore,266.4,1332,5
117,0,25686,Jason Dufner,270.0,1620,6
118,0,10585,Scott McCarron,273.0,1638,6
118,0,01945,Kenny Perry,273.0,1638,6
120,0,27649,Brandt Snedeker,291.6,1458,5
121,0,21878,Mark Wilson,297.0,1782,6
122,0,10809,Jim Furyk,298.8,1494,5
123,0,07867,Woody Austin,302.4,1512,5
124,0,20593,Greg Chalmers,306.0,1530,5
124,0,22548,Patrick Sheehan,306.0,918,3
126,0,10425,Jay Williamson,310.5,1242,4
127,0,24502,Adam Scott,312.0,936,3
128,0,30927,Brendon Todd,318.0,954,3
129,0,30711,Colt Knost,319.5,1278,4
130,0,28620,Aron Price,320.4,1602,5
131,0,08075,Jerry Kelly,324.0,1620,5
131,0,22046,Geoff Ogilvy,324.0,1296,4
131,0,06539,Rick Price,324.0,972,3
134,0,10860,Justin Leonard,327.6,1638,5
135,0,10733,Kent Jones,328.5,1314,4
136,0,01132,Mark Brooks,330.0,990,3
