RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,06567,Vijay Singh,2.030,.934,.697,.398,88
2,0,01945,Kenny Perry,1.835,.949,.898,-.012,60
3,0,21209,Sergio Garcia,1.773,1.003,.522,.248,52
4,0,08793,Tiger Woods,1.742,.896,.860,-.015,55
5,0,10809,Jim Furyk,1.500,.096,.982,.422,72
6,0,23983,Luke Donald,1.434,.082,.930,.422,40
7,0,01810,Phil Mickelson,1.261,.341,.565,.355,50
8,0,21753,Brian Davis,1.120,.488,.592,.040,64
9,0,06621,Joe Durant,1.112,.562,.523,.028,69
10,0,01226,Fred Couples,1.098,.499,.629,-.030,44
11,0,02239,Scott Verplank,1.042,.246,.593,.203,66
12,0,24502,Adam Scott,1.030,.441,.566,.024,52
13,0,01766,Billy Mayfair,.984,.409,.304,.271,102
14,0,22405,Justin Rose,.964,.342,.399,.223,89
15,0,01706,Davis Love III,.945,.498,.433,.014,57
16,0,02206,David Toms,.922,.201,.546,.174,64
17,0,12680,Shigeki Maruyama,.920,-.117,.721,.316,85
18,0,10885,Robert Allenby,.880,.345,.705,-.170,73
19,0,20472,Alex Cejka,.853,.012,.761,.080,70
20,0,23135,Tim Clark,.848,.052,.608,.188,65
21,0,20691,Greg Owen,.818,.441,.386,-.008,71
22,0,07867,Woody Austin,.815,.126,.490,.200,91
23,0,12782,Tim Herron,.797,.249,.189,.359,78
24,0,20098,Stuart Appleby,.783,.410,.206,.168,63
25,0,01142,Bart Bryant,.772,.440,.452,-.120,77
26,0,23788,D.J. Trahan,.758,.551,.203,.003,71
27,0,08075,Jerry Kelly,.744,.336,.292,.115,76
28,0,01320,Bob Estes,.737,-.060,.676,.121,80
29,0,01161,Mark Calcavecchia,.730,.348,.586,-.204,77
30,0,21961,Charles Howell III,.705,.429,.047,.229,72
31,0,26758,David Hearn,.703,.564,.139,.000,61
32,0,20572,Rod Pampling,.688,.353,.302,.033,70
33,0,08123,Jeff Brehaut,.674,.048,.633,-.006,63
33,0,01797,Rocco Mediate,.674,.168,.436,.069,66
35,0,02101,Joey Sindelar,.650,.290,.532,-.172,99
36,0,24507,Jason Bohn,.643,.189,.435,.019,82
37,0,23353,J.J. Henry,.640,.316,.371,-.047,87
38,0,08385,Omar Uresti,.639,.114,.294,.231,74
39,0,25900,Lucas Glover,.623,.541,.250,-.169,79
40,0,20645,John Senden,.599,.297,.362,-.060,91
41,0,20378,Mathias Grönberg,.592,.529,.020,.043,56
42,0,06251,Chris DiMarco,.591,-.229,.762,.058,59
42,0,24024,Zach Johnson,.591,.490,.080,.021,83
44,0,22293,Heath Slocum,.585,.119,.459,.007,90
45,0,20157,Retief Goosen,.583,.281,.336,-.034,43
46,0,01677,Tom Lehman,.580,.067,.476,.037,50
47,0,10860,Justin Leonard,.564,-.031,.393,.202,55
48,0,23325,Vaughn Taylor,.558,.176,.312,.070,90
49,0,06573,Brandt Jobe,.557,.429,.314,-.186,82
50,0,22913,John Rollins,.547,.551,-.031,.028,83
51,0,01035,Tommy Armour III,.529,.268,.378,-.117,92
51,0,12510,Chad Campbell,.529,-.060,.476,.113,76
53,0,01457,Jay Haas,.523,-.218,.615,.126,39
54,0,01724,Jeff Maggert,.508,.297,.403,-.193,60
55,0,20094,Jonathan Kaye,.505,.340,.155,.010,64
56,0,24980,Scott Gutschewski,.501,.458,.112,-.070,72
57,0,01685,J.L. Lewis,.489,.206,.161,.122,82
58,0,06373,José María Olazábal,.487,-.177,.239,.425,41
59,0,01381,Fred Funk,.480,-.018,.427,.072,82
60,0,19824,Craig Barlow,.479,.041,.425,.014,64
61,0,12823,Carlos Franco,.477,.025,.368,.084,67
62,0,23322,Brett Wetterich,.473,.737,.122,-.386,68
63,0,21805,Harrison Frazar,.466,.489,.210,-.234,94
64,0,20382,Stephen Leaney,.452,-.182,.331,.303,76
65,0,07749,Brett Quigley,.427,-.024,.056,.396,85
66,0,02010,Loren Roberts,.420,-.539,.771,.188,48
67,0,23623,Bo Van Pelt,.419,.156,.427,-.163,93
68,0,24357,K.J. Choi,.416,.392,-.221,.245,54
68,0,22046,Geoff Ogilvy,.416,.189,.029,.198,75
68,0,01941,Tom Pernice Jr.,.416,.157,.116,.143,89
71,0,20634,Peter Lonard,.396,.162,.198,.037,66
71,0,20396,Lee Westwood,.396,.702,.089,-.395,33
73,0,06004,Stephen Ames,.376,-.087,.369,.094,61
74,0,21959,Ted Purdy,.375,.352,.034,-.011,100
75,0,02104,Jeff Sluman,.371,-.029,.356,.044,85
76,0,01666,Bernhard Langer,.347,-.218,.390,.176,46
77,0,06595,Kevin Sutherland,.346,-.009,-.010,.366,74
78,0,25345,Carl Pettersson,.338,-.235,.394,.180,94
79,0,23621,Rory Sabbatini,.322,.176,-.058,.204,60
80,0,21951,Joey Snyder III,.318,.490,.177,-.349,92
81,0,20628,Arron Oberholser,.315,.245,.112,-.042,51
82,0,06034,Marco Dawson,.304,.142,-.092,.255,79
83,0,21350,Ryuji Imada,.303,.142,-.008,.170,67
84,0,20099,Doug Barron,.285,-.056,.222,.119,65
85,0,23349,Charles Warren,.279,.708,-.077,-.352,81
86,0,20229,Stewart Cink,.278,-.262,.529,.011,71
