RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
87,0,21407,Arjun Atwal,.270,.075,.256,-.061,61
88,0,10425,Jay Williamson,.264,.319,-.211,.156,47
89,0,24925,Jonathan Byrd,.248,.104,-.037,.181,94
90,0,01313,Steve Elkington,.238,.143,-.033,.128,55
91,0,20498,Briny Baird,.237,.200,.105,-.068,89
92,0,06575,Dudley Hart,.235,-.213,.410,.038,73
93,0,24140,Sean O'Hair,.229,.549,.004,-.324,86
94,0,26420,Richard Johnson,.192,-.018,.190,.019,46
95,0,22295,Darron Stiles,.172,.107,.128,-.063,70
96,0,20850,Daniel Chopra,.166,.227,-.152,.091,93
97,0,01361,Dan Forsman,.165,-.295,.332,.129,47
98,0,01553,John Huston,.147,.100,.291,-.243,80
99,0,01139,Olin Browne,.143,-.105,.407,-.160,84
100,0,20548,Hidemichi Tanaka,.137,.051,.071,.015,95
101,0,19881,Robert Damron,.133,.016,-.011,.128,80
102,0,01948,Tim Petrovic,.126,-.240,.268,.098,80
103,0,10423,Mike Weir,.109,-.066,-.346,.521,47
104,0,20766,Padraig Harrington,.102,-.343,-.031,.476,41
105,0,01707,Steve Lowery,.097,.113,.098,-.114,87
106,0,26287,Roland Thatcher,.096,.422,-.054,-.272,68
107,0,24361,Pat Perez,.095,.184,-.178,.090,74
108,0,01024,Billy Andrade,.088,.031,.120,-.063,74
109,0,01388,Robert Gamez,.087,.140,.178,-.232,81
110,0,11032,Frank Lickliter II,.082,.075,.058,-.051,86
111,0,06332,Neal Lancaster,.080,.135,-.050,-.005,86
112,0,07223,Brian Bateman,.075,-.034,.179,-.070,86
113,0,01928,Corey Pavin,.069,-1.008,.556,.521,61
114,0,08545,Glen Hnatiuk,.061,-.213,.144,.130,51
114,0,25240,D.A. Points,.061,.191,.124,-.254,83
116,0,01329,Brad Faxon,.055,-.459,.415,.099,58
117,0,02223,Bob Tway,.049,-.013,.075,-.012,66
118,0,02106,Chris Smith,.044,.376,-.109,-.223,86
119,0,23541,Ben Crane,.000,.097,-.215,.119,65
120,0,06197,Michael Allen,-.011,-.260,-.030,.279,77
121,0,01249,John Daly,-.027,.192,-.113,-.106,56
122,0,06515,Shaun Micheel,-.034,.052,.140,-.226,64
123,0,12652,Cameron Beckman,-.044,-.050,-.022,.028,85
124,0,12660,Jesper Parnevik,-.063,.000,-.179,.116,68
125,0,20474,Phillip Price,-.066,-.347,.163,.117,64
126,0,21949,Joe Ogilvie,-.082,.042,-.254,.130,79
127,0,12602,Dean Wilson,-.083,-.270,.140,.046,80
128,0,24781,Hunter Mahan,-.092,.249,-.018,-.323,93
129,0,23725,Brendan Jones,-.096,.003,.063,-.161,73
130,0,24912,Will MacKenzie,-.108,-.016,-.085,-.007,68
131,0,02246,Duffy Waldorf,-.114,-.249,.154,-.019,71
132,0,01473,Todd Hamilton,-.143,.199,-.032,-.310,75
133,0,01599,Steve Jones,-.174,-.013,-.035,-.126,46
134,0,25396,Kevin Na,-.177,-.262,-.058,.143,80
135,0,01577,Lee Janzen,-.190,-.789,.245,.353,60
136,0,21806,Paul Gow,-.206,-.328,-.162,.285,68
137,0,23614,Rich Beem,-.208,-.049,-.227,.068,48
138,0,02214,Kirk Triplett,-.218,-.039,-.056,-.124,44
139,0,21731,Freddie Jacobson,-.222,-.281,.096,-.036,56
140,0,08993,Franklin Langham,-.228,-.438,-.025,.234,77
141,0,24290,D.J. Brigman,-.229,.117,-.177,-.169,62
142,0,08931,Glen Day,-.230,-.113,-.323,.206,74
143,0,24604,Hunter Haas,-.243,-.359,.162,-.046,73
144,0,12826,Paul Claxton,-.252,-.119,-.204,.071,66
145,0,01723,Andrew Magee,-.259,-.327,-.028,.096,71
146,0,21878,Mark Wilson,-.261,-.336,-.199,.274,64
147,0,23497,Tag Ridings,-.270,.054,-.056,-.267,84
148,0,20502,Michael Long,-.274,-.011,-.362,.099,64
149,0,10962,Bradley Hughes,-.279,.298,.036,-.613,49
150,0,01157,Tom Byrum,-.305,-.255,.073,-.123,76
151,0,12454,Mario Tiziani,-.309,.164,-.090,-.384,61
152,0,10733,Kent Jones,-.334,-.216,-.217,.098,88
153,0,01042,Paul Azinger,-.335,-.336,-.267,.268,59
154,0,21633,Steve Allan,-.341,-.044,-.392,.095,89
155,0,23320,Ryan Palmer,-.345,.053,-.026,-.372,81
156,0,10585,Scott McCarron,-.352,-.103,-.103,-.146,61
157,0,27095,Nick Watney,-.354,.082,-.272,-.163,80
158,0,23063,Scott Hend,-.356,.173,-.315,-.215,65
159,0,06527,Steve Stricker,-.365,-.909,.144,.400,59
160,0,20663,Brenden Pappas,-.377,-.614,.204,.033,49
161,0,01219,John Cook,-.378,-.171,-.037,-.170,59
162,0,12662,Thomas Levet,-.383,-.572,.117,.072,36
163,0,20121,Todd Fischer,-.401,-.329,-.320,.248,88
164,0,08537,J.P. Hayes,-.411,-.589,.011,.167,53
165,0,01175,Jim Carter,-.417,-.247,-.294,.125,55
166,0,07457,Steve Flesch,-.422,-.170,-.438,.186,64
167,0,23409,James Driscoll,-.429,-.078,-.391,.040,63
168,0,20433,Mark Hensby,-.446,.055,-.322,-.179,50
169,0,08725,Tom Gillis,-.450,.152,-.365,-.237,69
170,0,23108,Matt Kuchar,-.452,-.096,-.337,-.018,56
171,0,01619,Skip Kendall,-.467,.041,-.448,-.061,71
172,0,26679,Kevin Stadler,-.478,.110,-.189,-.400,83
173,0,01927,Dennis Paulson,-.494,.174,-.683,.014,57
174,0,24227,Justin Bolli,-.496,-.118,-.351,-.026,59
175,0,01487,Jeff Hart,-.517,-.477,-.218,.178,58
176,0,20160,Charlie Wi,-.539,-.274,-.415,.150,61
177,0,19972,José Coceres,-.566,-.049,-.538,.021,53
178,0,10201,Matt Gogel,-.578,-.158,-.364,-.056,68
179,0,22548,Patrick Sheehan,-.581,-.116,-.144,-.321,97
180,0,01823,Larry Mize,-.586,-.215,-.292,-.079,46
181,0,19846,Brian Gay,-.620,-.204,-.523,.106,93
182,0,21498,Hideto Tanihara,-.621,-.247,-.419,.045,45
183,0,01127,Danny Briggs,-.626,-.229,-.407,.009,62
184,0,24138,Ian Poulter,-.637,.043,-.310,-.370,36
185,0,01418,Bill Glasson,-.661,-.462,-.107,-.092,44
186,0,10117,Bob Heintz,-.678,-.361,-.464,.147,62
187,0,23036,Chris Anderson,-.724,-.276,-.373,-.076,58
188,0,10912,Craig Perks,-.757,-.824,.239,-.173,59
189,0,20127,Chris Riley,-.785,-.074,-.919,.208,43
190,0,22371,Aaron Baddeley,-.815,-.726,-.280,.191,76
191,0,22621,Ben Curtis,-.857,-.337,-.269,-.251,50
192,0,01132,Mark Brooks,-.879,-.372,-.733,.226,63
193,0,20812,Tjaart van der Walt,-.898,-.170,-.656,-.072,54
194,0,23552,Hank Kuehne,-.920,-.047,-.599,-.275,75
195,0,20623,Gavin Coles,-.933,-.527,-.419,.012,64
196,0,12645,Brent Geiberger,-.934,-.238,-.665,-.031,52
197,0,25847,Rob Rashell,-.989,-.453,-.354,-.181,55
198,0,28088,Matt Davidson,-1.083,-.301,-.837,.054,50
199,0,01887,Mark O'Meara,-1.084,-.363,-.694,-.027,52
200,0,06599,John Elliott,-1.165,-.138,-1.114,.086,52
201,0,23540,Jason Allred,-1.245,-.675,-.463,-.108,64
202,0,01761,Len Mattiace,-1.897,-.495,-1.620,.219,76
