RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
130,0,25493,Nick Taylor,-0.120,-9.084,76
132,0,27330,Josh Teater,-0.122,-4.636,38
133,0,32640,Troy Merritt,-0.123,-7.143,58
134,0,52514,Trace Crowe,-0.134,-7.111,53
135,0,59442,Parker Coody,-0.148,-7.103,48
136,0,29535,Brice Garnett,-0.173,-7.444,43
137,0,32070,Rafael Campos,-0.180,-7.926,44
137,0,32102,Rickie Fowler,-0.180,-12.264,68
139,0,57975,Harry Hall,-0.181,-12.883,71
140,0,54421,Garrick Higgo,-0.184,-11.577,63
141,0,50493,Justin Suh,-0.203,-12.592,62
142,0,50188,S.H. Kim,-0.206,-18.521,90
143,0,23108,Matt Kuchar,-0.228,-15.258,67
144,0,45522,Christiaan Bezuidenhout,-0.233,-16.797,72
145,0,40162,Justin Lower,-0.234,-19.415,83
145,0,27139,David Skinns,-0.234,-15.879,68
147,0,39975,Michael Kim,-0.239,-15.028,63
148,0,28775,Nate Lashley,-0.243,-15.051,62
149,0,59866,Nick Dunlap,-0.245,-15.703,64
150,0,48887,Matt Wallace,-0.246,-14.262,58
151,0,60004,Jacob Bridgeman,-0.251,-15.059,60
152,0,54783,Dylan Wu,-0.287,-20.088,70
153,0,35506,Mackenzie Hughes,-0.289,-24.289,84
154,0,40058,Zac Blair,-0.294,-21.742,74
155,0,47993,Denny McCarthy,-0.324,-25.585,79
156,0,37275,Sam Ryder,-0.332,-19.938,60
157,0,50497,Adrien Dumont de Chassart,-0.336,-19.459,58
158,0,48699,Callum Tarren,-0.344,-19.957,58
159,0,47591,Eric Cole,-0.346,-33.206,96
160,0,33486,Roger Sloan,-0.348,-18.809,54
161,0,27936,Martin Laird,-0.357,-20.705,58
162,0,47995,Davis Riley,-0.360,-25.192,70
163,0,33968,Thorbjørn Olesen,-0.372,-14.873,40
164,0,39977,Max Homa,-0.383,-26.396,69
165,0,60767,Blaine Hale Jr.,-0.384,-14.575,38
166,0,30927,Brendon Todd,-0.398,-35.451,89
167,0,36326,David Lipsky,-0.415,-24.055,58
168,0,26476,Chez Reavie,-0.437,-24.482,56
169,0,52374,Brandon Wu,-0.478,-30.100,63
170,0,34256,Andrew Putnam,-0.485,-36.348,75
171,0,46113,Ryan McCormick,-0.520,-24.450,47
172,0,27649,Brandt Snedeker,-0.561,-29.148,52
173,0,46441,Robby Shelton,-0.577,-38.084,66
174,0,34466,Peter Malnati,-0.589,-40.079,68
175,0,51894,Vince Whaley,-0.620,-33.486,54
176,0,35617,Martin Trainer,-0.649,-26.606,41
177,0,48119,Ben Taylor,-0.675,-36.472,54
178,0,29478,Kevin Kisner,-0.732,-34.398,47
179,0,33408,Tyson Alexander,-0.806,-49.191,61
180,0,47806,Raul Pereda,-0.836,-30.089,36
181,0,27770,Camilo Villegas,-0.960,-42.252,44
182,0,22371,Aaron Baddeley,-1.031,-60.847,59
183,0,34374,Erik Barnes,-1.143,-50.277,44
184,0,55789,Taylor Montgomery,-1.352,-63.557,47
