RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,52372,Cameron Champ,0.883,43.268,49
2,0,46046,Scottie Scheffler,0.816,50.593,62
3,0,47663,Kevin Dougherty,0.766,38.282,50
4,0,28237,Rory McIlroy,0.730,45.271,62
5,0,37378,Min Woo Lee,0.690,40.709,59
6,0,54576,Patrick Fishburn,0.616,34.483,56
7,0,39546,Keith Mitchell,0.615,46.748,76
8,0,27064,Jhonattan Vegas,0.611,37.245,61
9,0,51696,Rico Hoey,0.586,39.233,67
10,0,48081,Xander Schauffele,0.557,38.436,69
11,0,38991,Alejandro Tosti,0.547,33.360,61
12,0,45242,Kevin Yu,0.539,35.574,66
13,0,46717,Viktor Hovland,0.507,26.347,52
14,0,52955,Ludvig Åberg,0.502,33.125,66
15,0,34046,Jordan Spieth,0.500,31.472,63
16,0,48117,Kurt Kitayama,0.446,31.195,70
17,0,55893,Sam Stevens,0.433,34.645,80
18,0,51766,Wyndham Clark,0.420,26.018,62
19,0,50525,Collin Morikawa,0.417,28.767,69
20,0,52375,Doug Ghim,0.413,32.666,79
21,0,39997,Corey Conners,0.411,32.071,78
22,0,33948,Byeong Hun An,0.404,26.650,66
23,0,46442,Maverick McNealy,0.391,30.909,79
24,0,40026,Daniel Berger,0.385,23.112,60
25,0,57366,Cameron Young,0.375,26.991,72
26,0,34255,Joseph Bramlett,0.355,25.587,72
27,0,46340,Alex Smalley,0.352,20.740,59
28,0,51634,Sahith Theegala,0.350,29.791,85
29,0,39971,Sungjae Im,0.344,27.202,79
30,0,57362,Austin Eckroat,0.333,25.954,78
31,0,24502,Adam Scott,0.321,19.933,62
32,0,36799,Stephan Jaeger,0.309,22.537,73
33,0,32839,Hideki Matsuyama,0.306,19.603,64
34,0,46414,Aaron Rai,0.303,22.701,75
35,0,30911,Tommy Fleetwood,0.302,19.319,64
36,0,52513,Carson Young,0.301,22.293,74
37,0,52215,Robert MacIntyre,0.288,18.168,63
38,0,37455,Si Woo Kim,0.280,21.850,78
38,0,58168,Davis Thompson,0.280,22.368,80
40,0,34076,Joel Dahmen,0.278,20.275,73
40,0,40006,Erik van Rooyen,0.278,19.479,70
42,0,50484,Hayden Springer,0.269,15.046,56
43,0,30926,Chris Kirk,0.266,17.828,67
44,0,47504,Sam Burns,0.265,17.519,66
45,0,45609,Tyler Duncan,0.264,14.802,56
46,0,49947,Taylor Moore,0.261,23.007,88
47,0,48867,Matti Schmid,0.259,16.327,63
48,0,59095,Chris Gotterup,0.253,16.717,66
48,0,47988,Nick Hardy,0.253,19.195,76
48,0,49960,Sepp Straka,0.253,16.706,66
51,0,34587,Chan Kim,0.242,17.189,71
52,0,50095,Austin Smotherman,0.236,8.951,38
53,0,33204,Shane Lowry,0.234,14.286,61
54,0,55454,Carl Yuan,0.230,12.409,54
55,0,51070,Vincent Norrman,0.214,9.839,46
56,0,35310,Lanto Griffin,0.204,11.854,58
57,0,48319,Tom Whitney,0.197,9.829,50
58,0,36699,Patrick Rodgers,0.189,16.783,89
59,0,56630,Akshay Bhatia,0.188,14.831,79
59,0,47347,Adam Schenk,0.188,15.237,81
61,0,35450,Patrick Cantlay,0.187,10.309,55
62,0,59143,Mac Meissner,0.184,11.988,65
63,0,51977,Max Greyserman,0.180,11.525,64
64,0,32333,Kevin Tway,0.177,7.972,45
65,0,34021,Bud Cauley,0.176,8.989,51
66,0,29936,Ryan Fox,0.175,12.102,69
67,0,33141,Keegan Bradley,0.173,12.309,71
68,0,29725,Tony Finau,0.161,11.455,71
69,0,51997,Andrew Novak,0.159,12.277,77
70,0,40250,Taylor Pendrith,0.149,10.587,71
71,0,29420,Billy Horschel,0.146,9.763,67
72,0,12716,Charley Hoffman,0.135,8.257,61
72,0,33448,Justin Thomas,0.135,8.106,60
74,0,28089,Jason Day,0.132,7.767,59
74,0,55182,Tom Kim,0.132,9.504,72
76,0,47483,Will Zalatoris,0.128,7.524,59
77,0,23320,Ryan Palmer,0.125,4.507,36
78,0,33653,Thomas Detry,0.120,7.791,65
79,0,32791,K.H. Lee,0.118,8.023,68
79,0,27349,Alex Noren,0.118,7.076,60
81,0,28420,Ryan Brehm,0.103,4.721,46
81,0,27129,Luke List,0.103,6.814,66
83,0,39327,Ben Silverman,0.097,6.874,71
84,0,34099,Harris English,0.095,7.425,78
85,0,35461,Beau Hossler,0.086,6.798,79
86,0,37212,Paul Barjon,0.085,3.737,44
87,0,47679,Victor Perez,0.084,5.141,61
88,0,27644,Brian Harman,0.083,6.522,79
89,0,59836,Pierceson Coody,0.072,4.469,62
90,0,55708,Hayden Buckley,0.069,4.135,60
91,0,52666,Sami Valimaki,0.067,3.815,57
92,0,60067,Joe Highsmith,0.066,3.846,58
93,0,27214,Kevin Streelman,0.064,3.652,57
94,0,34563,Chesson Hadley,0.062,3.808,61
95,0,28252,Seamus Power,0.059,5.219,89
95,0,40115,Adam Svensson,0.059,5.901,100
97,0,31646,Emiliano Grillo,0.057,4.377,77
98,0,36801,Mark Hubbard,0.054,4.767,88
99,0,31323,Gary Woodland,0.053,3.827,72
100,0,48084,Wesley Bryan,0.047,1.661,35
101,0,51287,Ryo Hisatsune,0.041,2.888,70
102,0,40098,Matt Fitzpatrick,0.036,2.227,62
103,0,30163,Henrik Norlander,0.034,1.687,49
104,0,48153,Matthieu Pavon,0.027,1.411,53
105,0,36884,Ben Kohles,0.015,1.072,73
106,0,34098,Russell Henley,0.014,0.910,64
107,0,52453,Nicolai Højgaard,0.013,0.571,45
108,0,57900,Chandler Phillips,0.005,0.369,75
109,0,33399,Adam Hadwin,-0.002,-0.160,71
110,0,49771,J.T. Poston,-0.011,-0.846,77
111,0,39324,J.J. Spaun,-0.016,-1.158,73
112,0,25900,Lucas Glover,-0.017,-1.286,77
113,0,36871,Matt NeSmith,-0.020,-1.217,62
114,0,54628,Lee Hodges,-0.023,-1.996,86
114,0,29908,C.T. Pan,-0.023,-1.323,57
116,0,51349,Nico Echavarria,-0.029,-2.027,70
117,0,47420,Jake Knapp,-0.045,-3.127,69
118,0,26596,Ryan Moore,-0.048,-3.085,64
119,0,22405,Justin Rose,-0.061,-3.238,53
120,0,35532,Tom Hoge,-0.062,-5.608,91
120,0,32757,Patton Kizzire,-0.062,-3.304,53
122,0,51890,Greyson Sigg,-0.066,-4.384,66
123,0,32367,Jorge Campillo,-0.096,-4.029,42
124,0,24024,Zach Johnson,-0.099,-4.258,43
125,0,29221,Webb Simpson,-0.100,-4.907,49
126,0,56149,Wilson Furr,-0.102,-4.694,46
127,0,45157,Cam Davis,-0.109,-7.842,72
128,0,32366,Kevin Chappell,-0.112,-4.609,41
129,0,47983,Chad Ramey,-0.116,-8.006,69
130,0,54591,Ben Griffin,-0.120,-10.887,91
