RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
56,0,22582,Kyle Thompson,11.96,394.58,33
57,0,25818,Scott Piercy,11.91,595.59,50
58,0,28237,Rory McIlroy,11.90,488.04,41
59,0,29221,Webb Simpson,11.89,832.08,70
60,0,24925,Jonathan Byrd,11.87,510.40,43
60,0,48081,Xander Schauffele,11.87,700.19,59
62,0,32640,Troy Merritt,11.86,794.44,67
63,0,35891,Cameron Smith,11.81,543.09,46
63,0,32150,Michael Thompson,11.81,625.75,53
65,0,12510,Chad Campbell,11.75,587.29,50
66,0,35532,Tom Hoge,11.73,926.92,79
67,0,29268,Bronson Burgoon,11.72,562.55,48
68,0,26951,Johnson Wagner,11.68,548.88,47
69,0,26329,Louis Oosthuizen,11.63,476.81,41
70,0,29461,Jamie Lovemark,11.62,778.75,67
71,0,25493,Nick Taylor,11.61,789.40,68
72,0,34563,Chesson Hadley,11.60,962.60,83
72,0,23108,Matt Kuchar,11.60,649.42,56
74,0,33141,Keegan Bradley,11.56,832.13,72
74,0,24781,Hunter Mahan,11.56,577.93,50
76,0,23353,J.J. Henry,11.54,600.01,52
77,0,25632,Jimmy Walker,11.50,563.26,49
78,0,29908,C.T. Pan,11.48,792.39,69
78,0,39324,J.J. Spaun,11.48,677.06,59
78,0,33448,Justin Thomas,11.48,608.23,53
81,0,45526,Abraham Ancer,11.46,916.55,80
82,0,46970,Jon Rahm,11.41,456.21,40
83,0,23621,Rory Sabbatini,11.40,786.37,69
84,0,33204,Shane Lowry,11.39,489.83,43
85,0,24358,Robert Garrigus,11.37,659.59,58
86,0,28132,Tyrone Van Aswegen,11.34,793.96,70
87,0,30692,Scott Stallings,11.30,813.54,72
88,0,29420,Billy Horschel,11.29,813.14,72
89,0,28500,Martin Flores,11.28,722.12,64
90,0,35450,Patrick Cantlay,11.27,630.86,56
91,0,23541,Ben Crane,11.26,506.48,45
92,0,23320,Ryan Palmer,11.24,595.98,53
93,0,30978,Kiradech Aphibarnrat,11.23,303.25,27
94,0,34466,Peter Malnati,11.22,763.03,68
95,0,29478,Kevin Kisner,11.19,637.59,57
96,0,12716,Charley Hoffman,11.16,613.73,55
97,0,30925,Dustin Johnson,11.15,490.64,44
98,0,33399,Adam Hadwin,11.10,577.22,52
99,0,32839,Hideki Matsuyama,11.09,454.77,41
100,0,27129,Luke List,11.07,764.02,69
100,0,32254,Xinjun Zhang,11.07,542.56,49
102,0,20593,Greg Chalmers,11.06,442.35,40
102,0,29222,Billy Hurley III,11.06,608.42,55
104,0,40026,Daniel Berger,11.04,584.97,53
104,0,37338,Zecheng Dou,11.04,342.27,31
106,0,40009,Dominic Bozzelli,11.01,583.31,53
107,0,39327,Ben Silverman,10.95,722.71,66
108,0,27141,J.B. Holmes,10.89,642.62,59
108,0,27936,Martin Laird,10.89,577.01,53
110,0,25686,Jason Dufner,10.85,477.19,44
110,0,31323,Gary Woodland,10.85,585.87,54
112,0,27649,Brandt Snedeker,10.83,639.18,59
113,0,46601,Trey Mullinax,10.82,540.77,50
114,0,33418,Shawn Stefani,10.81,551.21,51
115,0,33410,Andrew Landry,10.80,701.90,65
116,0,25834,Daniel Summerhays,10.79,366.75,34
117,0,24924,Bill Haas,10.78,506.87,47
118,0,30926,Chris Kirk,10.77,969.57,90
119,0,28307,Matt Every,10.73,568.73,53
120,0,35506,Mackenzie Hughes,10.71,685.28,64
121,0,34409,David Lingmerth,10.67,672.50,63
122,0,30911,Tommy Fleetwood,10.65,457.77,43
123,0,32757,Patton Kizzire,10.63,733.62,69
124,0,37455,Si Woo Kim,10.62,721.99,68
125,0,28679,Fabián Gómez,10.58,666.25,63
126,0,26596,Ryan Moore,10.55,622.28,59
126,0,34213,Grayson Murray,10.55,569.48,54
128,0,30110,Kyle Stanley,10.53,610.82,58
129,0,26499,Rafa Cabrera Bello,10.51,388.94,37
129,0,49964,Aaron Wise,10.51,672.92,64
131,0,36689,Brooks Koepka,10.47,450.17,43
131,0,27963,Chris Stroud,10.47,533.82,51
133,0,29479,Scott Brown,10.46,722.05,69
134,0,39546,Keith Mitchell,10.45,731.78,70
135,0,25892,Steve Wheatcroft,10.42,427.25,41
136,0,35421,Brandon Harkins,10.40,727.71,70
137,0,45609,Tyler Duncan,10.37,674.05,65
137,0,21528,Henrik Stenson,10.37,176.34,17
139,0,10809,Jim Furyk,10.36,341.77,33
140,0,27214,Kevin Streelman,10.35,776.53,75
141,0,26851,Marc Leishman,10.29,586.50,57
142,0,29725,Tony Finau,10.24,686.12,67
142,0,28775,Nate Lashley,10.24,337.97,33
144,0,31416,Derek Fathauer,10.22,613.47,60
145,0,35376,Roberto Díaz,10.13,526.69,52
146,0,31646,Emiliano Grillo,10.12,688.12,68
147,0,20229,Stewart Cink,10.10,646.46,64
147,0,29518,Brendan Steele,10.10,454.33,45
149,0,36699,Patrick Rodgers,10.09,575.18,57
150,0,25804,Bubba Watson,10.07,533.66,53
151,0,27349,Alex Noren,10.06,372.19,37
152,0,34358,Jonathan Randolph,10.05,603.23,60
153,0,49771,J.T. Poston,10.03,561.83,56
154,0,31202,William McGirt,10.02,701.13,70
155,0,34360,Patrick Reed,9.94,516.92,52
156,0,26331,Charl Schwartzel,9.91,317.10,32
157,0,29974,Branden Grace,9.87,315.83,32
158,0,39997,Corey Conners,9.78,753.26,77
159,0,33122,Russell Knox,9.77,654.51,67
159,0,34264,Hudson Swafford,9.77,439.58,45
161,0,19803,Ryan Armour,9.74,867.04,89
162,0,08793,Tiger Woods,9.72,408.21,42
163,0,33413,Ben Martin,9.67,541.71,56
164,0,37278,Nicholas Lindheim,9.66,492.62,51
165,0,34256,Andrew Putnam,9.57,660.16,69
166,0,35544,Andrew Yun,9.54,286.16,30
167,0,27556,Ted Potter Jr.,9.53,667.28,70
168,0,27942,Rob Oppenheim,9.51,466.19,49
169,0,22371,Aaron Baddeley,9.50,570.11,60
170,0,46402,Talor Gooch,9.48,445.41,47
171,0,25364,Paul Casey,9.47,331.30,35
172,0,25900,Lucas Glover,9.26,379.79,41
173,0,25396,Kevin Na,9.23,553.70,60
174,0,37275,Sam Ryder,9.14,548.40,60
175,0,28252,Seamus Power,9.06,543.63,60
176,0,34099,Harris English,9.03,578.09,64
177,0,32333,Kevin Tway,9.01,666.67,74
178,0,21961,Charles Howell III,8.93,616.43,69
179,0,34098,Russell Henley,8.80,378.20,43
179,0,20572,Rod Pampling,8.80,378.61,43
181,0,24138,Ian Poulter,8.77,368.35,42
182,0,27095,Nick Watney,8.69,651.64,75
183,0,47287,Ethan Tracy,8.68,399.41,46
184,0,39328,Conrad Shindler,8.52,247.17,29
185,0,27064,Jhonattan Vegas,8.47,432.19,51
186,0,24502,Adam Scott,8.42,429.29,51
187,0,26300,Matt Jones,8.19,351.98,43
188,0,29484,Peter Uihlein,8.17,408.36,50
189,0,35310,Lanto Griffin,8.08,387.92,48
190,0,47347,Adam Schenk,7.72,493.85,64
190,0,34431,Robert Streb,7.72,432.54,56
192,0,46501,Ollie Schniederjans,7.52,435.96,58
193,0,24846,Ricky Barnes,7.14,235.71,33
