RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
132,0,33410,Andrew Landry,2545.6,155282,61
133,0,45609,Tyler Duncan,2544.5,160305,63
134,0,08793,Tiger Woods,2542.5,63562,25
135,0,25892,Steve Wheatcroft,2541.4,104196,41
136,0,35891,Cameron Smith,2539.8,96511,38
137,0,35450,Patrick Cantlay,2535.0,124216,49
138,0,47125,Matt Atkins,2527.8,70777,28
139,0,29461,Jamie Lovemark,2525.1,128779,51
140,0,29518,Brendan Steele,2521.7,83215,33
141,0,29535,Brice Garnett,2520.8,131082,52
142,0,46435,Austin Cook,2518.2,168722,67
143,0,27214,Kevin Streelman,2517.9,153594,61
144,0,31420,Anirban Lahiri,2515.2,140849,56
145,0,23541,Ben Crane,2514.5,103093,41
146,0,27644,Brian Harman,2509.7,115445,46
147,0,27974,Sung Kang,2506.9,100275,40
148,0,37454,Whee Kim,2504.3,120207,48
149,0,30692,Scott Stallings,2500.5,135027,54
150,0,26476,Chez Reavie,2500.0,92500,37
151,0,27895,Jonas Blixt,2496.8,107363,43
152,0,26499,Rafa Cabrera Bello,2488.3,84603,34
153,0,28775,Nate Lashley,2484.4,77017,31
154,0,33948,Byeong Hun An,2481.9,121613,49
155,0,31416,Derek Fathauer,2479.8,116551,47
156,0,39324,J.J. Spaun,2478.9,114030,46
157,0,28679,Fabián Gómez,2475.7,133689,54
158,0,26596,Ryan Moore,2472.9,116225,47
159,0,25572,Graeme McDowell,2458.3,73750,30
160,0,32816,Satoshi Kodaira,2458.1,56536,23
161,0,35310,Lanto Griffin,2451.1,107850,44
162,0,23108,Matt Kuchar,2447.8,105257,43
163,0,24846,Ricky Barnes,2427.3,80101,33
164,0,26951,Johnson Wagner,2421.0,108945,45
165,0,34563,Chesson Hadley,2414.2,176240,73
166,0,22405,Justin Rose,2411.9,77181,32
167,0,46970,Jon Rahm,2398.8,86358,36
168,0,29268,Bronson Burgoon,2390.6,107575,45
169,0,48084,Wesley Bryan,2389.0,86004,36
170,0,33418,Shawn Stefani,2384.9,112091,47
171,0,28132,Tyrone Van Aswegen,2374.3,140082,59
172,0,33448,Justin Thomas,2365.3,66229,28
173,0,23320,Ryan Palmer,2360.6,92064,39
174,0,25632,Jimmy Walker,2360.1,82604,35
175,0,29223,Sam Saunders,2344.5,100815,43
176,0,32448,James Hahn,2343.9,112509,48
177,0,23325,Vaughn Taylor,2343.0,138237,59
178,0,19846,Brian Gay,2339.9,175495,75
179,0,34046,Jordan Spieth,2335.6,107439,46
180,0,28500,Martin Flores,2317.8,127477,55
181,0,37189,Harold Varner III,2311.1,117865,51
182,0,24358,Robert Garrigus,2292.3,107739,47
183,0,22582,Kyle Thompson,2286.4,61734,27
184,0,37278,Nicholas Lindheim,2266.6,99732,44
185,0,35461,Beau Hossler,2247.7,157336,70
186,0,28237,Rory McIlroy,2239.7,69430,31
187,0,29485,Brett Stegmaier,2219.9,91016,41
188,0,20157,Retief Goosen,2218.2,73202,33
189,0,22056,Cameron Percy,2216.1,84213,38
190,0,20593,Greg Chalmers,2213.0,73030,33
191,0,34174,John Huh,2197.1,149400,68
192,0,28089,Jason Day,2144.0,66464,31
193,0,39954,Cody Gribble,2127.3,89345,42
