RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,39328,Conrad Shindler,3359.4,94063,28
2,0,27556,Ted Potter Jr.,3152.8,182861,58
3,0,27349,Alex Noren,3143.2,103724,33
4,0,24361,Pat Perez,3127.4,103204,33
5,0,32333,Kevin Tway,3026.3,181579,60
6,0,27064,Jhonattan Vegas,3013.8,138634,46
7,0,34360,Patrick Reed,3008.6,126360,42
8,0,47347,Adam Schenk,3006.1,171350,57
9,0,26300,Matt Jones,3004.9,114187,38
10,0,28252,Seamus Power,2992.9,131688,44
11,0,29484,Peter Uihlein,2965.0,130460,44
12,0,27129,Luke List,2963.1,133340,45
13,0,37275,Sam Ryder,2962.8,148139,50
14,0,25804,Bubba Watson,2955.6,106402,36
15,0,33399,Adam Hadwin,2952.0,141698,48
16,0,39997,Corey Conners,2948.3,197539,67
17,0,34409,David Lingmerth,2928.3,152273,52
18,0,26758,David Hearn,2906.2,122060,42
19,0,24502,Adam Scott,2903.8,113249,39
20,0,20472,Alex Cejka,2899.2,136262,47
21,0,12716,Charley Hoffman,2888.6,118433,41
22,0,46402,Talor Gooch,2886.6,115463,40
23,0,30110,Kyle Stanley,2882.3,149882,52
24,0,25396,Kevin Na,2879.4,146847,51
25,0,29478,Kevin Kisner,2869.2,143461,50
26,0,24138,Ian Poulter,2866.6,94599,33
27,0,21528,Henrik Stenson,2865.8,37255,13
28,0,34431,Robert Streb,2864.9,140378,49
29,0,33122,Russell Knox,2864.2,154666,54
30,0,32102,Rickie Fowler,2852.4,82720,29
31,0,23353,J.J. Henry,2850.3,136812,48
32,0,26331,Charl Schwartzel,2849.8,71246,25
33,0,33413,Ben Martin,2828.8,155585,55
33,0,32640,Troy Merritt,2828.8,166899,59
35,0,27958,Ryan Blaum,2819.0,157864,56
36,0,36799,Stephan Jaeger,2817.5,138056,49
37,0,27942,Rob Oppenheim,2809.1,126408,45
38,0,35421,Brandon Harkins,2801.2,173675,62
39,0,26851,Marc Leishman,2799.8,139988,50
40,0,40058,Zac Blair,2798.2,109128,39
41,0,34256,Andrew Putnam,2790.5,161847,58
42,0,39327,Ben Silverman,2784.8,158731,57
43,0,35376,Roberto Díaz,2780.2,122328,44
44,0,39546,Keith Mitchell,2779.6,175115,63
45,0,27963,Chris Stroud,2773.5,135900,49
46,0,37338,Zecheng Dou,2772.3,83170,30
47,0,24781,Hunter Mahan,2762.6,121555,44
48,0,46501,Ollie Schniederjans,2758.6,157239,57
49,0,35506,Mackenzie Hughes,2757.6,157184,57
50,0,47287,Ethan Tracy,2756.4,107501,39
51,0,21961,Charles Howell III,2748.6,153922,56
52,0,32254,Xinjun Zhang,2747.4,115390,42
53,0,34098,Russell Henley,2744.4,112520,41
54,0,31202,William McGirt,2740.0,167140,61
55,0,47128,Richy Werenski,2734.6,150403,55
56,0,36699,Patrick Rodgers,2731.1,128361,47
57,0,19803,Ryan Armour,2728.7,212841,78
58,0,35544,Andrew Yun,2727.1,73632,27
59,0,29222,Billy Hurley III,2725.4,138997,51
60,0,25198,Francesco Molinari,2725.0,98100,36
61,0,40009,Dominic Bozzelli,2724.3,133490,49
62,0,26329,Louis Oosthuizen,2721.3,84360,31
63,0,20572,Rod Pampling,2719.1,100607,37
64,0,32150,Michael Thompson,2718.6,138651,51
65,0,31646,Emiliano Grillo,2715.5,184655,68
66,0,27095,Nick Watney,2707.7,167876,62
67,0,35879,Kelly Kraft,2705.7,165046,61
68,0,34076,Joel Dahmen,2704.3,156852,58
69,0,29725,Tony Finau,2704.1,146023,54
70,0,30925,Dustin Johnson,2703.6,94627,35
71,0,01810,Phil Mickelson,2702.9,113522,42
72,0,37455,Si Woo Kim,2700.3,178219,66
73,0,24924,Bill Haas,2699.0,105260,39
74,0,35532,Tom Hoge,2698.4,188885,70
75,0,46601,Trey Mullinax,2697.7,113303,42
76,0,29908,C.T. Pan,2697.3,148350,55
77,0,47959,Bryson DeChambeau,2696.5,115949,43
78,0,20229,Stewart Cink,2695.3,159021,59
79,0,29926,Danny Lee,2685.9,142352,53
80,0,22371,Aaron Baddeley,2683.0,142197,53
81,0,25364,Paul Casey,2679.6,75029,28
82,0,34264,Hudson Swafford,2674.9,109669,41
83,0,30911,Tommy Fleetwood,2666.3,87987,33
84,0,29974,Branden Grace,2664.6,77274,29
85,0,36689,Brooks Koepka,2660.4,93115,35
86,0,39975,Michael Kim,2659.4,106377,40
87,0,25900,Lucas Glover,2658.0,87714,33
88,0,32366,Kevin Chappell,2654.9,111505,42
89,0,34358,Jonathan Randolph,2650.9,145798,55
90,0,31560,Brian Stuard,2649.6,198718,75
91,0,29479,Scott Brown,2649.5,174864,66
92,0,32839,Hideki Matsuyama,2649.3,87427,33
93,0,24925,Jonathan Byrd,2646.5,111153,42
94,0,47993,Denny McCarthy,2641.6,100379,38
95,0,32757,Patton Kizzire,2641.3,155835,59
96,0,35545,Blayne Barber,2639.8,102952,39
97,0,33141,Keegan Bradley,2638.8,147773,56
98,0,34363,Tyrrell Hatton,2630.5,57871,22
99,0,10809,Jim Furyk,2625.8,86653,33
100,0,32876,Martin Piller,2624.3,136462,52
101,0,27141,J.B. Holmes,2622.5,120636,46
102,0,25818,Scott Piercy,2621.2,107468,41
103,0,33204,Shane Lowry,2618.3,89022,34
104,0,29420,Billy Horschel,2617.6,149206,57
105,0,48081,Xander Schauffele,2612.5,143686,55
106,0,34099,Harris English,2609.4,140910,54
107,0,31323,Gary Woodland,2609.1,114801,44
108,0,12510,Chad Campbell,2606.5,104259,40
109,0,45526,Abraham Ancer,2599.9,176795,68
110,0,27936,Martin Laird,2597.1,122066,47
111,0,50526,Tom Lovelady,2592.5,111477,43
112,0,40026,Daniel Berger,2590.2,119148,46
113,0,25686,Jason Dufner,2587.9,106104,41
114,0,27649,Brandt Snedeker,2584.6,126646,49
115,0,34466,Peter Malnati,2583.2,154992,60
116,0,49771,J.T. Poston,2581.3,126482,49
117,0,49964,Aaron Wise,2580.3,149657,58
118,0,30978,Kiradech Aphibarnrat,2579.8,67075,26
119,0,25240,D.A. Points,2578.0,97964,38
120,0,25493,Nick Taylor,2573.0,164674,64
121,0,33419,Cameron Tringale,2570.7,102827,40
122,0,29221,Webb Simpson,2570.6,172233,67
123,0,30926,Chris Kirk,2570.5,208212,81
124,0,24140,Sean O'Hair,2567.0,115516,45
125,0,28307,Matt Every,2561.0,128048,50
126,0,34213,Grayson Murray,2560.1,110084,43
127,0,30944,Jason Kokrak,2559.8,168946,66
128,0,34021,Bud Cauley,2552.7,81686,32
129,0,23621,Rory Sabbatini,2551.6,168405,66
130,0,24024,Zach Johnson,2548.7,112144,44
131,0,25834,Daniel Summerhays,2547.8,71337,28
