RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,39954,Cody Gribble,2.695,302.660,112.311,44,0238903139
2,0,29485,Brett Stegmaier,2.684,297.529,110.853,44,0229702974
3,0,35461,Beau Hossler,2.680,298.745,111.470,79,0217803094
4,0,47128,Richy Werenski,2.679,292.205,109.083,66,0228603059
5,0,32816,Satoshi Kodaira,2.676,296.711,110.866,27,0236003111
6,0,32102,Rickie Fowler,2.675,310.044,115.888,43,0231503054
7,0,29268,Bronson Burgoon,2.674,303.068,113.328,48,0214203088
8,0,25198,Francesco Molinari,2.668,300.807,112.733,45,0239103067
9,0,27895,Jonas Blixt,2.666,294.536,110.492,46,0233503029
10,0,19846,Brian Gay,2.663,281.684,105.759,80,0230102995
11,0,23325,Vaughn Taylor,2.662,284.884,107.038,67,0225503078
12,0,34021,Bud Cauley,2.661,298.872,112.298,38,0236402951
13,0,25686,Jason Dufner,2.660,299.005,112.405,44,0235002892
14,0,27644,Brian Harman,2.659,292.326,109.927,57,0218003074
15,0,12510,Chad Campbell,2.657,290.932,109.503,50,0226702971
15,0,22056,Cameron Percy,2.657,295.185,111.113,38,0225903010
15,0,29518,Brendan Steele,2.657,310.536,116.879,45,0228203029
18,0,25493,Nick Taylor,2.656,291.835,109.884,68,0219303022
19,0,29535,Brice Garnett,2.655,297.884,112.200,68,0220503077
20,0,26758,David Hearn,2.653,285.261,107.535,45,0231503059
20,0,32150,Michael Thompson,2.653,296.381,111.702,53,0229003144
22,0,35891,Cameron Smith,2.652,300.885,113.449,46,0239703121
23,0,35450,Patrick Cantlay,2.647,303.907,114.803,56,0237003036
24,0,46970,Jon Rahm,2.646,313.506,118.488,40,0232802927
25,0,46435,Austin Cook,2.645,293.457,110.955,83,0229903128
26,0,23108,Matt Kuchar,2.644,285.444,107.969,56,0217703010
26,0,47993,Denny McCarthy,2.644,299.463,113.278,41,0226603040
28,0,29926,Danny Lee,2.643,293.173,110.924,65,0226902998
28,0,01810,Phil Mickelson,2.643,307.904,116.482,49,0224802911
28,0,32876,Martin Piller,2.643,289.907,109.671,61,0224602963
28,0,48081,Xander Schauffele,2.643,310.871,117.607,59,0228602999
28,0,37189,Harold Varner III,2.643,308.809,116.833,68,0196402970
33,0,24140,Sean O'Hair,2.642,302.460,114.474,53,0233103039
34,0,29908,C.T. Pan,2.640,293.894,111.316,69,0236102916
34,0,22405,Justin Rose,2.640,308.929,116.997,39,0225603021
36,0,34046,Jordan Spieth,2.639,299.426,113.441,59,0212203015
37,0,29221,Webb Simpson,2.638,292.495,110.888,70,0209303047
38,0,28237,Rory McIlroy,2.637,320.197,121.423,41,0224903097
39,0,39997,Corey Conners,2.636,302.264,114.655,77,0235102966
39,0,46601,Trey Mullinax,2.636,319.668,121.286,50,0229203032
41,0,22582,Kyle Thompson,2.635,279.965,106.266,33,0229003020
42,0,29223,Sam Saunders,2.634,298.901,113.468,57,0225703186
43,0,35545,Blayne Barber,2.633,292.639,111.161,51,0223003156
44,0,34099,Harris English,2.632,307.396,116.774,64,0225703027
44,0,34213,Grayson Murray,2.632,312.165,118.585,54,0197202963
46,0,47959,Bryson DeChambeau,2.631,310.055,117.830,59,0232602891
47,0,35421,Brandon Harkins,2.630,307.068,116.763,70,0236302987
47,0,26476,Chez Reavie,2.630,286.207,108.834,46,0230403093
49,0,45526,Abraham Ancer,2.629,294.093,111.850,80,0218103191
49,0,28307,Matt Every,2.629,297.195,113.060,53,0219103058
51,0,32839,Hideki Matsuyama,2.628,307.269,116.938,41,0224602933
52,0,27958,Ryan Blaum,2.627,283.821,108.052,62,0220303003
53,0,20157,Retief Goosen,2.626,294.062,111.987,37,0231202921
54,0,25818,Scott Piercy,2.625,295.532,112.593,50,0221402957
54,0,33448,Justin Thomas,2.625,307.834,117.272,53,0202903067
56,0,24358,Robert Garrigus,2.623,307.241,117.135,58,0224102930
56,0,37454,Whee Kim,2.623,287.648,109.673,57,0225103101
56,0,31420,Anirban Lahiri,2.623,293.384,111.856,63,0219503007
56,0,25572,Graeme McDowell,2.623,292.276,111.438,41,0201703020
56,0,25240,D.A. Points,2.623,283.097,107.926,42,0222603175
61,0,24024,Zach Johnson,2.622,288.396,109.999,61,0227402946
61,0,26596,Ryan Moore,2.622,286.907,109.429,59,0192002985
63,0,28089,Jason Day,2.621,307.336,117.264,40,0236502960
64,0,33399,Adam Hadwin,2.620,292.626,111.685,52,0218202952
64,0,33410,Andrew Landry,2.620,290.462,110.859,65,0236402950
66,0,24925,Jonathan Byrd,2.619,292.031,111.515,43,0225802854
66,0,27649,Brandt Snedeker,2.619,291.056,111.117,59,0227703128
68,0,50526,Tom Lovelady,2.618,315.502,120.525,64,0216002987
68,0,25892,Steve Wheatcroft,2.618,286.421,109.411,41,0170102926
70,0,28679,Fabián Gómez,2.617,293.289,112.055,63,0212702958
70,0,34563,Chesson Hadley,2.617,299.070,114.259,83,0199603046
72,0,23621,Rory Sabbatini,2.616,293.264,112.093,69,0219202976
73,0,48084,Wesley Bryan,2.615,284.509,108.784,39,0214702968
74,0,26951,Johnson Wagner,2.614,283.918,108.612,47,0214903066
75,0,26499,Rafa Cabrera Bello,2.612,292.939,112.166,37,0233102854
75,0,30925,Dustin Johnson,2.612,317.080,121.378,44,0230602969
75,0,30944,Jason Kokrak,2.612,308.617,118.137,80,0223202898
75,0,39327,Ben Silverman,2.612,289.058,110.656,66,0158103066
75,0,31560,Brian Stuard,2.612,276.514,105.862,80,0226902995
80,0,23353,J.J. Henry,2.611,294.472,112.780,52,0227702980
80,0,26851,Marc Leishman,2.611,301.162,115.336,57,0229802990
82,0,33141,Keegan Bradley,2.610,298.589,114.386,72,0227802987
82,0,33419,Cameron Tringale,2.610,290.431,111.278,46,0196603186
