RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
84,0,10809,Jim Furyk,2.609,274.660,105.272,33,0225002877
84,0,29420,Billy Horschel,2.609,298.703,114.475,72,0211002974
86,0,28500,Martin Flores,2.608,299.681,114.912,64,0224802981
86,0,30110,Kyle Stanley,2.608,293.747,112.653,58,0212202996
88,0,30692,Scott Stallings,2.607,301.622,115.716,72,0196002927
89,0,37278,Nicholas Lindheim,2.606,295.965,113.556,51,0231002890
90,0,39975,Michael Kim,2.605,288.206,110.638,48,0227102905
90,0,27214,Kevin Streelman,2.605,298.393,114.529,75,0228202989
92,0,20472,Alex Cejka,2.603,279.200,107.278,55,0227303028
92,0,34076,Joel Dahmen,2.603,293.572,112.778,68,0227202999
92,0,36799,Stephan Jaeger,2.603,295.527,113.543,56,0229403020
92,0,27936,Martin Laird,2.603,299.121,114.931,53,0234903357
96,0,28775,Nate Lashley,2.601,296.156,113.862,33,0219903110
96,0,32254,Xinjun Zhang,2.601,298.985,114.949,49,0226403363
98,0,22371,Aaron Baddeley,2.600,296.139,113.892,60,0203602829
98,0,32448,James Hahn,2.600,297.161,114.275,62,0225203088
98,0,34174,John Huh,2.600,284.342,109.364,73,0219002944
101,0,31202,William McGirt,2.599,286.754,110.353,70,0214003087
102,0,34409,David Lingmerth,2.597,284.276,109.469,63,0219202873
103,0,40058,Zac Blair,2.596,280.105,107.898,43,0223903012
103,0,33413,Ben Martin,2.596,291.264,112.198,56,0225902924
103,0,33418,Shawn Stefani,2.596,298.471,114.971,51,0208903011
106,0,33948,Byeong Hun An,2.595,304.162,117.204,58,0233602940
106,0,34466,Peter Malnati,2.595,289.207,111.464,68,0222302916
108,0,20593,Greg Chalmers,2.594,281.646,108.559,40,0234602871
108,0,30911,Tommy Fleetwood,2.594,303.784,117.089,43,0230702937
110,0,40026,Daniel Berger,2.593,298.697,115.215,53,0225603110
110,0,24138,Ian Poulter,2.593,289.471,111.619,42,0223902882
112,0,34098,Russell Henley,2.592,291.053,112.289,43,0229403097
113,0,35879,Kelly Kraft,2.590,281.270,108.582,69,0200402993
114,0,35376,Roberto Díaz,2.588,281.652,108.816,52,0215403093
114,0,35532,Tom Hoge,2.588,289.345,111.818,79,0193202974
114,0,49771,J.T. Poston,2.588,299.460,115.721,56,0146903005
114,0,28132,Tyrone Van Aswegen,2.588,289.654,111.937,70,0162902891
118,0,29725,Tony Finau,2.587,314.423,121.520,67,0225603106
119,0,30926,Chris Kirk,2.586,289.707,112.009,90,0212102982
119,0,23320,Ryan Palmer,2.586,301.706,116.661,53,0136503153
121,0,37455,Si Woo Kim,2.585,288.344,111.535,68,0177403039
122,0,33204,Shane Lowry,2.584,295.800,114.491,43,0203602895
123,0,25632,Jimmy Walker,2.583,298.580,115.604,49,0185602962
124,0,23541,Ben Crane,2.582,278.273,107.782,45,0222302894
124,0,26300,Matt Jones,2.582,304.824,118.057,43,0222902998
124,0,35544,Andrew Yun,2.582,285.389,110.522,30,0204102994
127,0,36689,Brooks Koepka,2.581,316.012,122.420,43,0231802880
128,0,47125,Matt Atkins,2.580,299.761,116.185,37,0222602946
128,0,25364,Paul Casey,2.580,302.756,117.340,35,0227302847
128,0,31416,Derek Fathauer,2.580,284.990,110.457,60,0196102979
131,0,25900,Lucas Glover,2.579,297.395,115.313,41,0224702885
131,0,32640,Troy Merritt,2.579,288.897,112.037,67,0206803052
131,0,27963,Chris Stroud,2.579,288.718,111.956,51,0219802952
131,0,49964,Aaron Wise,2.579,299.679,116.194,63,0228603177
135,0,27974,Sung Kang,2.578,290.198,112.570,53,0166103156
136,0,46402,Talor Gooch,2.577,302.947,117.542,47,0231102900
136,0,32757,Patton Kizzire,2.577,297.835,115.571,69,0206502912
136,0,34256,Andrew Putnam,2.577,292.101,113.363,69,0219502907
136,0,39324,J.J. Spaun,2.577,295.228,114.583,59,0217503119
140,0,45609,Tyler Duncan,2.576,294.438,114.297,65,0222403036
140,0,29974,Branden Grace,2.576,296.807,115.232,32,0227802869
142,0,12716,Charley Hoffman,2.574,297.924,115.763,55,0223602863
142,0,27942,Rob Oppenheim,2.574,288.683,112.172,49,0220902854
144,0,24924,Bill Haas,2.572,296.729,115.388,47,0228502861
145,0,29479,Scott Brown,2.571,291.820,113.500,69,0226002854
145,0,28252,Seamus Power,2.571,305.226,118.706,60,0235203035
145,0,27095,Nick Watney,2.571,304.524,118.451,75,0193502975
148,0,32366,Kevin Chappell,2.570,306.522,119.247,50,0226702855
149,0,27129,Luke List,2.569,311.953,121.436,69,0227202986
150,0,29461,Jamie Lovemark,2.568,298.294,116.138,67,0216003020
151,0,34363,Tyrrell Hatton,2.566,296.890,115.686,29,0224802990
151,0,29222,Billy Hurley III,2.566,280.517,109.301,55,0200702869
153,0,19803,Ryan Armour,2.565,280.313,109.288,89,0214803027
153,0,40009,Dominic Bozzelli,2.565,294.724,114.911,53,0182702952
155,0,33122,Russell Knox,2.563,285.470,111.361,67,0214102884
156,0,21961,Charles Howell III,2.562,302.384,118.006,69,0204402857
156,0,36699,Patrick Rodgers,2.562,304.260,118.748,57,0223802843
158,0,24781,Hunter Mahan,2.559,295.004,115.272,50,0224702897
159,0,26329,Louis Oosthuizen,2.557,292.440,114.357,41,0232502913
160,0,30978,Kiradech Aphibarnrat,2.556,290.021,113.456,27,0215703006
160,0,08793,Tiger Woods,2.556,307.341,120.236,42,0199402918
162,0,25834,Daniel Summerhays,2.554,278.715,109.146,34,0203702945
163,0,31646,Emiliano Grillo,2.553,293.599,114.995,68,0181402869
163,0,47347,Adam Schenk,2.553,307.836,120.586,64,0217002827
165,0,34358,Jonathan Randolph,2.550,284.212,111.447,60,0213402946
166,0,29478,Kevin Kisner,2.548,286.685,112.499,57,0210003023
167,0,20229,Stewart Cink,2.547,294.326,115.540,64,0171202888
168,0,35506,Mackenzie Hughes,2.546,292.835,115.013,64,0222102945
169,0,34264,Hudson Swafford,2.542,300.692,118.295,45,0199202935
169,0,25804,Bubba Watson,2.542,308.268,121.291,53,0206302733
171,0,47287,Ethan Tracy,2.541,294.754,115.994,46,0205702810
172,0,37275,Sam Ryder,2.534,296.860,117.173,60,0206402905
173,0,31323,Gary Woodland,2.531,310.512,122.679,54,0211203013
174,0,24846,Ricky Barnes,2.530,295.819,116.940,33,0228102821
174,0,34360,Patrick Reed,2.530,296.717,117.257,52,0181402822
176,0,27141,J.B. Holmes,2.529,305.644,120.833,59,0220002900
177,0,25396,Kevin Na,2.528,287.570,113.761,60,0215302860
178,0,34431,Robert Streb,2.525,290.678,115.129,56,0212302887
179,0,20572,Rod Pampling,2.523,283.554,112.375,43,0222702962
180,0,26331,Charl Schwartzel,2.522,299.624,118.786,32,0212202748
181,0,27556,Ted Potter Jr.,2.518,285.807,113.505,70,0197202767
182,0,27349,Alex Noren,2.517,296.487,117.778,37,0218802905
182,0,32333,Kevin Tway,2.517,307.438,122.131,74,0157802944
184,0,46501,Ollie Schniederjans,2.514,299.840,119.285,60,0173502950
185,0,39546,Keith Mitchell,2.509,313.192,124.834,70,0210702843
186,0,21528,Henrik Stenson,2.506,290.265,115.850,17,0233802657
187,0,29484,Peter Uihlein,2.504,307.949,122.993,50,0213902894
188,0,37338,Zecheng Dou,2.501,291.457,116.529,31,0197802811
189,0,35310,Lanto Griffin,2.494,297.821,119.395,49,0075602945
190,0,27064,Jhonattan Vegas,2.489,303.302,121.873,51,0166802863
191,0,24502,Adam Scott,2.480,299.680,120.846,51,0217402832
192,0,24361,Pat Perez,2.464,287.778,116.792,41,0203802904
193,0,39328,Conrad Shindler,2.432,289.923,119.229,29,0216002702
