RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,28237,Rory McIlroy,305.6,11611.3,38
2,0,50526,Tom Lovelady,302.6,18461.1,61
3,0,27129,Luke List,301.1,18666.3,62
4,0,30925,Dustin Johnson,301.0,12341.6,41
5,0,46601,Trey Mullinax,300.4,14417.7,48
6,0,46970,Jon Rahm,299.9,11095.0,37
7,0,36689,Brooks Koepka,299.6,11983.9,40
8,0,29725,Tony Finau,298.5,18504.2,62
9,0,31323,Gary Woodland,297.4,15465.8,52
10,0,28089,Jason Day,295.6,11528.3,39
11,0,25804,Bubba Watson,295.5,15072.4,51
12,0,39546,Keith Mitchell,295.4,19789.4,67
13,0,01810,Phil Mickelson,295.2,14167.3,48
13,0,34213,Grayson Murray,295.2,14758.3,50
15,0,47959,Bryson DeChambeau,294.2,17065.7,58
16,0,30944,Jason Kokrak,293.7,22318.1,76
17,0,22405,Justin Rose,293.5,10567.5,36
18,0,37189,Harold Varner III,293.1,17584.4,60
19,0,33948,Byeong Hun An,292.2,16069.1,55
19,0,27141,J.B. Holmes,292.2,16069.8,55
21,0,32366,Kevin Chappell,291.9,14009.3,48
21,0,08793,Tiger Woods,291.9,10798.8,37
23,0,32102,Rickie Fowler,291.5,11075.9,38
24,0,24358,Robert Garrigus,291.3,16605.7,57
25,0,48081,Xander Schauffele,291.0,16589.0,57
26,0,29484,Peter Uihlein,290.8,13669.1,47
27,0,36699,Patrick Rodgers,290.3,15965.8,55
28,0,35421,Brandon Harkins,290.0,18267.6,63
29,0,32333,Kevin Tway,289.5,19396.8,67
30,0,27095,Nick Watney,289.3,20542.5,71
31,0,27064,Jhonattan Vegas,289.2,13883.9,48
32,0,32839,Hideki Matsuyama,289.1,11563.6,40
33,0,30911,Tommy Fleetwood,288.2,12106.2,42
34,0,34099,Harris English,288.0,17853.5,62
35,0,33448,Justin Thomas,287.6,14093.6,49
36,0,26331,Charl Schwartzel,287.4,8045.9,28
37,0,25198,Francesco Molinari,286.8,12331.5,43
38,0,47125,Matt Atkins,286.7,9462.6,33
39,0,35450,Patrick Cantlay,286.5,16043.3,56
40,0,24502,Adam Scott,286.3,13169.5,46
41,0,29518,Brendan Steele,285.8,11719.0,41
42,0,24140,Sean O'Hair,285.4,13699.3,48
43,0,39954,Cody Gribble,285.3,12552.8,44
44,0,28252,Seamus Power,285.1,16536.7,58
45,0,29223,Sam Saunders,285.0,15104.2,53
46,0,23320,Ryan Palmer,284.9,13388.4,47
47,0,26300,Matt Jones,284.7,11671.9,41
47,0,26851,Marc Leishman,284.7,15657.6,55
49,0,33141,Keegan Bradley,284.5,19060.7,67
50,0,34363,Tyrrell Hatton,284.2,7389.2,26
51,0,25364,Paul Casey,284.0,9656.4,34
52,0,47993,Denny McCarthy,283.7,11348.0,40
52,0,30692,Scott Stallings,283.7,19578.2,69
54,0,46402,Talor Gooch,283.5,13040.2,46
55,0,29268,Bronson Burgoon,283.3,13030.1,46
55,0,27936,Martin Laird,283.3,14731.3,52
57,0,34563,Chesson Hadley,283.2,21808.9,77
57,0,34264,Hudson Swafford,283.2,11329.3,40
59,0,35461,Beau Hossler,283.0,20938.3,74
59,0,47347,Adam Schenk,283.0,16411.9,58
61,0,34021,Bud Cauley,282.8,10180.5,36
61,0,49771,J.T. Poston,282.8,14423.1,51
61,0,35891,Cameron Smith,282.8,12441.3,44
61,0,49964,Aaron Wise,282.8,16966.6,60
65,0,12716,Charley Hoffman,282.4,14401.1,51
66,0,26329,Louis Oosthuizen,282.3,11009.6,39
67,0,34360,Patrick Reed,282.2,12983.0,46
68,0,32757,Patton Kizzire,282.1,18336.9,65
69,0,33204,Shane Lowry,282.0,11562.3,41
70,0,39997,Corey Conners,281.8,20287.2,72
70,0,24924,Bill Haas,281.8,12679.6,45
72,0,32448,James Hahn,281.7,16337.5,58
72,0,24781,Hunter Mahan,281.7,13522.6,48
74,0,20157,Retief Goosen,281.6,9574.1,34
74,0,29461,Jamie Lovemark,281.6,17460.1,62
74,0,21528,Henrik Stenson,281.6,4505.5,16
77,0,25632,Jimmy Walker,281.5,13232.1,47
78,0,28307,Matt Every,281.3,14344.3,51
79,0,27974,Sung Kang,280.9,12920.3,46
79,0,27349,Alex Noren,280.9,9831.8,35
81,0,29420,Billy Horschel,280.7,19368.4,69
82,0,33418,Shawn Stefani,280.6,13467.6,48
83,0,36799,Stephan Jaeger,280.2,14848.5,53
83,0,32254,Xinjun Zhang,280.2,13171.7,47
85,0,27214,Kevin Streelman,279.9,20153.9,72
86,0,21961,Charles Howell III,279.8,17906.6,64
87,0,28500,Martin Flores,279.7,17341.4,62
88,0,34046,Jordan Spieth,279.6,15378.4,55
89,0,40009,Dominic Bozzelli,279.5,13697.7,49
89,0,29485,Brett Stegmaier,279.5,12299.3,44
91,0,35506,Mackenzie Hughes,279.4,16484.9,59
92,0,46501,Ollie Schniederjans,279.3,15359.9,55
93,0,35310,Lanto Griffin,279.2,12565.3,45
94,0,25900,Lucas Glover,278.9,10876.0,39
95,0,29974,Branden Grace,278.4,8630.1,31
96,0,22371,Aaron Baddeley,278.2,16416.7,59
97,0,34076,Joel Dahmen,278.1,18357.0,66
97,0,33419,Cameron Tringale,278.1,12236.7,44
99,0,33399,Adam Hadwin,277.7,14164.3,51
100,0,24361,Pat Perez,277.6,10550.0,38
101,0,32150,Michael Thompson,277.3,14417.0,52
102,0,35545,Blayne Barber,277.2,13580.6,49
103,0,40026,Daniel Berger,277.1,13579.8,49
104,0,29535,Brice Garnett,277.0,17451.8,63
105,0,31646,Emiliano Grillo,276.8,17990.5,65
105,0,32816,Satoshi Kodaira,276.8,7196.3,26
107,0,23353,J.J. Henry,276.6,14105.5,51
107,0,29926,Danny Lee,276.6,17699.8,64
107,0,29908,C.T. Pan,276.6,18255.8,66
107,0,47287,Ethan Tracy,276.6,11617.5,42
111,0,28775,Nate Lashley,276.4,8567.5,31
112,0,27895,Jonas Blixt,276.2,11875.8,43
112,0,24925,Jonathan Byrd,276.2,11601.7,42
112,0,25686,Jason Dufner,276.2,11598.4,42
115,0,22056,Cameron Percy,276.1,9939.7,36
116,0,20229,Stewart Cink,275.5,16532.7,60
116,0,31420,Anirban Lahiri,275.5,16253.6,59
116,0,39324,J.J. Spaun,275.5,15705.3,57
119,0,45526,Abraham Ancer,275.1,21186.2,77
120,0,30978,Kiradech Aphibarnrat,275.0,6876.0,25
121,0,37275,Sam Ryder,274.9,15670.0,57
122,0,25818,Scott Piercy,274.8,13463.6,49
123,0,32640,Troy Merritt,274.5,18119.6,66
123,0,23621,Rory Sabbatini,274.5,18667.8,68
125,0,37338,Zecheng Dou,273.9,7941.7,29
125,0,30110,Kyle Stanley,273.9,14792.4,54
127,0,25493,Nick Taylor,273.8,17795.7,65
128,0,46435,Austin Cook,273.7,21619.9,79
129,0,29221,Webb Simpson,273.5,18053.5,66
129,0,47128,Richy Werenski,273.5,17503.8,64
131,0,39328,Conrad Shindler,273.4,7380.5,27
131,0,28132,Tyrone Van Aswegen,273.4,17772.5,65
133,0,35532,Tom Hoge,273.0,20750.9,76
134,0,32876,Martin Piller,272.6,16353.9,60
134,0,34256,Andrew Putnam,272.6,17716.5,65
136,0,33410,Andrew Landry,272.2,17422.4,64
137,0,27963,Chris Stroud,271.9,13050.8,48
138,0,29479,Scott Brown,271.8,17670.1,65
139,0,39975,Michael Kim,271.5,10317.8,38
139,0,34466,Peter Malnati,271.5,17918.5,66
141,0,26499,Rafa Cabrera Bello,271.3,9767.2,36
142,0,27644,Brian Harman,271.1,14909.1,55
143,0,25572,Graeme McDowell,271.0,11112.2,41
144,0,37278,Nicholas Lindheim,270.9,13545.7,50
144,0,27649,Brandt Snedeker,270.9,15712.7,58
146,0,27556,Ted Potter Jr.,270.8,18414.9,68
147,0,30926,Chris Kirk,270.7,22464.5,83
148,0,37454,Whee Kim,270.5,15149.3,56
149,0,39327,Ben Silverman,270.3,16217.4,60
149,0,34431,Robert Streb,270.3,14864.2,55
