RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
151,0,45609,Tyler Duncan,269.8,16458.9,61
152,0,33413,Ben Martin,269.6,14825.7,55
153,0,24024,Zach Johnson,269.5,15633.4,58
153,0,37455,Si Woo Kim,269.5,16980.3,63
155,0,25396,Kevin Na,269.2,15615.6,58
156,0,29478,Kevin Kisner,269.1,14530.6,54
156,0,31202,William McGirt,269.1,18028.7,67
158,0,27958,Ryan Blaum,269.0,15600.3,58
159,0,34409,David Lingmerth,268.8,16125.2,60
160,0,24846,Ricky Barnes,268.5,8054.8,30
160,0,28679,Fabián Gómez,268.5,16379.0,61
160,0,34098,Russell Henley,268.5,10469.8,39
163,0,26758,David Hearn,268.4,12078.2,45
164,0,35544,Andrew Yun,267.8,7497.9,28
165,0,23108,Matt Kuchar,267.6,14716.3,55
166,0,35879,Kelly Kraft,267.3,17374.4,65
166,0,27942,Rob Oppenheim,267.3,12561.4,47
168,0,12510,Chad Campbell,267.2,12025.4,45
169,0,26476,Chez Reavie,266.9,10943.8,41
170,0,31416,Derek Fathauer,266.1,14898.9,56
170,0,34174,John Huh,266.1,18363.3,69
170,0,33122,Russell Knox,266.1,17028.4,64
173,0,25892,Steve Wheatcroft,266.0,9843.5,37
174,0,20472,Alex Cejka,265.8,14085.9,53
175,0,48084,Wesley Bryan,265.4,9025.2,34
176,0,26951,Johnson Wagner,264.9,11922.6,45
177,0,24138,Ian Poulter,264.6,10850.4,41
178,0,23325,Vaughn Taylor,264.4,16659.6,63
179,0,29222,Billy Hurley III,263.9,13988.3,53
180,0,26596,Ryan Moore,263.5,15285.3,58
181,0,34358,Jonathan Randolph,263.0,14729.2,56
182,0,25240,D.A. Points,262.1,9698.4,37
183,0,19846,Brian Gay,261.5,20917.3,80
184,0,23541,Ben Crane,260.7,11209.7,43
185,0,25834,Daniel Summerhays,260.6,8601.1,33
186,0,35376,Roberto Díaz,260.5,13546.2,52
187,0,31560,Brian Stuard,260.1,19770.2,76
188,0,40058,Zac Blair,259.8,10651.7,41
189,0,20593,Greg Chalmers,259.6,9606.0,37
190,0,20572,Rod Pampling,259.0,10620.6,41
191,0,19803,Ryan Armour,257.5,22400.4,87
192,0,22582,Kyle Thompson,255.6,7668.5,30
193,0,10809,Jim Furyk,249.8,8243.9,33
