RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,35450,Patrick Cantlay,1.507,84.393,56,1.519,1.476
1,0,29974,Branden Grace,1.507,48.221,32,1.518,1.492
1,0,27095,Nick Watney,1.507,113.009,75,1.519,1.480
4,0,33399,Adam Hadwin,1.506,78.289,52,1.519,1.472
4,0,21528,Henrik Stenson,1.506,25.595,17,1.518,1.457
6,0,34099,Harris English,1.505,96.296,64,1.519,1.479
7,0,28089,Jason Day,1.504,60.149,40,1.518,1.451
7,0,25686,Jason Dufner,1.504,66.196,44,1.517,1.468
7,0,24358,Robert Garrigus,1.504,87.224,58,1.519,1.449
7,0,23108,Matt Kuchar,1.504,84.233,56,1.519,1.475
7,0,34213,Grayson Murray,1.504,81.190,54,1.526,1.452
7,0,29908,C.T. Pan,1.504,103.771,69,1.516,1.462
7,0,29223,Sam Saunders,1.504,85.708,57,1.518,1.464
7,0,39327,Ben Silverman,1.504,99.233,66,1.519,1.477
7,0,25632,Jimmy Walker,1.504,73.713,49,1.519,1.469
16,0,33948,Byeong Hun An,1.503,87.180,58,1.517,1.465
16,0,34563,Chesson Hadley,1.503,124.772,83,1.517,1.449
16,0,47128,Richy Werenski,1.503,99.185,66,1.520,1.469
19,0,48084,Wesley Bryan,1.502,58.579,39,1.517,1.484
19,0,29268,Bronson Burgoon,1.502,72.099,48,1.516,1.443
19,0,29535,Brice Garnett,1.502,102.149,68,1.519,1.463
19,0,35879,Kelly Kraft,1.502,103.624,69,1.517,1.477
19,0,46601,Trey Mullinax,1.502,75.098,50,1.518,1.462
19,0,34046,Jordan Spieth,1.502,88.623,59,1.518,1.478
19,0,33448,Justin Thomas,1.502,79.593,53,1.519,1.425
19,0,49964,Aaron Wise,1.502,96.132,64,1.516,1.444
27,0,35545,Blayne Barber,1.501,76.555,51,1.516,1.484
27,0,39997,Corey Conners,1.501,115.563,77,1.518,1.452
27,0,30944,Jason Kokrak,1.501,120.107,80,1.527,1.447
27,0,26851,Marc Leishman,1.501,84.028,56,1.519,1.460
31,0,35421,Brandon Harkins,1.500,105.013,70,1.526,1.444
31,0,35461,Beau Hossler,1.500,118.530,79,1.514,1.449
31,0,33410,Andrew Landry,1.500,97.509,65,1.519,1.457
31,0,33204,Shane Lowry,1.500,64.509,43,1.518,1.461
31,0,24140,Sean O'Hair,1.500,79.505,53,1.518,1.440
31,0,28132,Tyrone Van Aswegen,1.500,105.009,70,1.516,1.463
37,0,25364,Paul Casey,1.499,52.480,35,1.516,1.459
37,0,34021,Bud Cauley,1.499,56.960,38,1.516,1.462
37,0,31416,Derek Fathauer,1.499,89.935,60,1.518,1.420
37,0,39954,Cody Gribble,1.499,65.934,44,1.519,1.445
37,0,22056,Cameron Percy,1.499,56.961,38,1.511,1.456
37,0,24138,Ian Poulter,1.499,62.957,42,1.515,1.463
37,0,31560,Brian Stuard,1.499,119.922,80,1.518,1.430
44,0,45526,Abraham Ancer,1.498,119.816,80,1.519,1.441
44,0,22371,Aaron Baddeley,1.498,89.897,60,1.519,1.446
44,0,46435,Austin Cook,1.498,124.293,83,1.524,1.460
44,0,32102,Rickie Fowler,1.498,64.434,43,1.518,1.451
44,0,27974,Sung Kang,1.498,79.406,53,1.518,1.410
44,0,25198,Francesco Molinari,1.498,67.417,45,1.519,1.450
44,0,26329,Louis Oosthuizen,1.498,61.437,41,1.516,1.461
44,0,35891,Cameron Smith,1.498,68.903,46,1.514,1.457
44,0,30692,Scott Stallings,1.498,107.848,72,1.519,1.439
53,0,33141,Keegan Bradley,1.497,107.786,72,1.517,1.424
53,0,30911,Tommy Fleetwood,1.497,64.379,43,1.512,1.443
53,0,34409,David Lingmerth,1.497,94.304,63,1.518,1.425
53,0,28252,Seamus Power,1.497,89.842,60,1.516,1.438
53,0,29485,Brett Stegmaier,1.497,65.880,44,1.519,1.380
58,0,27958,Ryan Blaum,1.496,92.774,62,1.514,1.439
58,0,31202,William McGirt,1.496,104.691,70,1.519,1.415
58,0,25818,Scott Piercy,1.496,74.812,50,1.518,1.420
58,0,24502,Adam Scott,1.496,76.303,51,1.518,1.457
62,0,27895,Jonas Blixt,1.495,68.764,46,1.519,1.424
62,0,20472,Alex Cejka,1.495,82.204,55,1.519,1.426
62,0,28307,Matt Every,1.495,79.250,53,1.519,1.428
62,0,29725,Tony Finau,1.495,100.179,67,1.517,1.423
62,0,10809,Jim Furyk,1.495,49.319,33,1.518,1.445
62,0,35310,Lanto Griffin,1.495,73.274,49,1.517,1.455
62,0,37454,Whee Kim,1.495,85.203,57,1.518,1.443
62,0,31420,Anirban Lahiri,1.495,94.214,63,1.519,1.457
62,0,50526,Tom Lovelady,1.495,95.686,64,1.539,1.422
62,0,28237,Rory McIlroy,1.495,61.300,41,1.519,1.422
62,0,46970,Jon Rahm,1.495,59.781,40,1.519,1.449
62,0,23325,Vaughn Taylor,1.495,100.179,67,1.519,1.431
62,0,32150,Michael Thompson,1.495,79.225,53,1.518,1.468
62,0,25804,Bubba Watson,1.495,79.250,53,1.520,1.431
62,0,35544,Andrew Yun,1.495,44.847,30,1.519,1.452
77,0,12510,Chad Campbell,1.494,74.718,50,1.513,1.427
77,0,47993,Denny McCarthy,1.494,61.273,41,1.518,1.438
77,0,01810,Phil Mickelson,1.494,73.207,49,1.518,1.443
77,0,32876,Martin Piller,1.494,91.123,61,1.520,1.449
81,0,26499,Rafa Cabrera Bello,1.493,55.223,37,1.510,1.473
81,0,34098,Russell Henley,1.493,64.202,43,1.519,1.423
81,0,30925,Dustin Johnson,1.493,65.694,44,1.518,1.459
81,0,29926,Danny Lee,1.493,97.068,65,1.517,1.450
81,0,29518,Brendan Steele,1.493,67.203,45,1.522,1.455
86,0,27644,Brian Harman,1.492,85.032,57,1.516,1.424
86,0,36799,Stephan Jaeger,1.492,83.526,56,1.516,1.450
86,0,24024,Zach Johnson,1.492,90.997,61,1.513,1.417
86,0,27129,Luke List,1.492,102.967,69,1.518,1.431
86,0,30110,Kyle Stanley,1.492,86.517,58,1.517,1.438
91,0,24925,Jonathan Byrd,1.491,64.109,43,1.516,1.435
91,0,23541,Ben Crane,1.491,67.108,45,1.514,1.413
91,0,34363,Tyrrell Hatton,1.491,43.246,29,1.512,1.438
91,0,26300,Matt Jones,1.491,64.133,43,1.518,1.424
91,0,22582,Kyle Thompson,1.491,49.196,33,1.516,1.434
96,0,25900,Lucas Glover,1.490,61.108,41,1.516,1.442
96,0,37455,Si Woo Kim,1.490,101.349,68,1.518,1.442
96,0,33122,Russell Knox,1.490,99.829,67,1.515,1.450
96,0,27936,Martin Laird,1.490,78.945,53,1.519,1.436
96,0,23320,Ryan Palmer,1.490,78.950,53,1.517,1.442
96,0,36699,Patrick Rodgers,1.490,84.948,57,1.519,1.435
96,0,25493,Nick Taylor,1.490,101.306,68,1.516,1.410
103,0,34076,Joel Dahmen,1.489,101.236,68,1.519,1.430
103,0,47959,Bryson DeChambeau,1.489,87.874,59,1.515,1.435
103,0,12716,Charley Hoffman,1.489,81.900,55,1.518,1.440
103,0,32816,Satoshi Kodaira,1.489,40.200,27,1.516,1.461
103,0,32640,Troy Merritt,1.489,99.765,67,1.517,1.430
