RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,08793,Tiger Woods,28.73,393,1368
2,0,01810,Phil Mickelson,24.65,355,1440
3,0,01706,Davis Love III,24.40,404,1656
4,0,09011,David Duval,24.05,290,1206
5,0,07457,Steve Flesch,23.37,509,2178
6,0,08375,Paul Stankowski,23.06,303,1314
7,0,01161,Mark Calcavecchia,22.83,378,1656
8,0,01226,Fred Couples,22.78,287,1260
9,0,20593,Greg Chalmers,22.77,377,1656
10,0,23621,Rory Sabbatini,22.76,340,1494
11,0,01329,Brad Faxon,22.74,393,1728
12,0,01945,Kenny Perry,22.73,311,1368
13,0,12660,Jesper Parnevik,22.63,277,1224
14,0,01042,Paul Azinger,22.61,293,1296
15,0,02245,Grant Waite,22.55,345,1530
16,0,02206,David Toms,22.48,441,1962
17,0,06567,Vijay Singh,22.46,372,1656
18,0,21209,Sergio Garcia,22.44,210,936
18,0,01707,Steve Lowery,22.44,420,1872
20,0,01968,Nick Price,22.40,250,1116
21,0,01619,Skip Kendall,22.17,447,2016
22,0,02214,Kirk Triplett,22.16,387,1746
23,0,06004,Stephen Ames,22.11,378,1710
24,0,20094,Jonathan Kaye,22.07,445,2016
25,0,08993,Franklin Langham,21.98,360,1638
26,0,02170,Hal Sutton,21.97,352,1602
27,0,10423,Mike Weir,21.93,379,1728
28,0,10585,Scott McCarron,21.88,386,1764
29,0,06522,Ernie Els,21.81,267,1224
30,0,12823,Carlos Franco,21.69,328,1512
31,0,01553,John Huston,21.60,311,1440
32,0,06251,Chris DiMarco,21.59,443,2052
33,0,01527,Scott Hoch,21.53,403,1872
34,0,10885,Robert Allenby,21.34,361,1692
35,0,20098,Stuart Appleby,21.33,311,1458
36,0,08931,Glen Day,21.26,352,1656
37,0,20229,Stewart Cink,21.17,362,1710
37,0,06036,Scott Dunlap,21.17,404,1908
37,0,02239,Scott Verplank,21.17,404,1908
40,0,06617,Brian Henninger,21.16,339,1602
40,0,01943,Chris Perry,21.16,400,1890
42,0,01185,Brandel Chamblee,21.03,265,1260
43,0,01938,David Peoples,20.99,374,1782
44,0,06350,Bob May,20.94,343,1638
45,0,01418,Bill Glasson,20.91,350,1674
46,0,20095,Carl Paulson,20.87,387,1854
47,0,01685,J.L. Lewis,20.86,383,1836
48,0,11032,Frank Lickliter II,20.85,394,1890
49,0,02104,Jeff Sluman,20.82,416,1998
50,0,01024,Billy Andrade,20.67,320,1548
50,0,12645,Brent Geiberger,20.67,279,1350
50,0,01771,Blaine McCallister,20.67,387,1872
53,0,19881,Robert Damron,20.63,338,1638
54,0,12782,Tim Herron,20.57,348,1692
54,0,01577,Lee Janzen,20.57,337,1638
56,0,02133,Craig Stadler,20.54,244,1188
57,0,06621,Joe Durant,20.51,347,1692
58,0,21805,Harrison Frazar,20.48,258,1260
58,0,10425,Jay Williamson,20.48,376,1836
60,0,06809,Bob Burns,20.47,328,1602
61,0,06613,Tommy Tolles,20.46,221,1080
62,0,02010,Loren Roberts,20.41,316,1548
63,0,01388,Robert Gamez,20.39,279,1368
63,0,06595,Kevin Sutherland,20.39,345,1692
65,0,01724,Jeff Maggert,20.33,300,1476
65,0,20127,Chris Riley,20.33,344,1692
67,0,01191,Barry Cheesman,20.31,340,1674
68,0,07867,Woody Austin,20.30,369,1818
