RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,08793,Tiger Woods,2.93,393,134
2,0,01810,Phil Mickelson,1.97,355,180
3,0,07457,Steve Flesch,1.86,509,274
4,0,01945,Kenny Perry,1.73,311,180
5,0,06522,Ernie Els,1.72,268,156
6,0,09011,David Duval,1.71,290,170
7,0,02239,Scott Verplank,1.66,404,243
8,0,20229,Stewart Cink,1.61,362,225
9,0,01042,Paul Azinger,1.60,293,183
10,0,20098,Stuart Appleby,1.58,311,197
10,0,01706,Davis Love III,1.58,404,255
10,0,01707,Steve Lowery,1.58,420,265
13,0,01161,Mark Calcavecchia,1.57,378,241
14,0,08375,Paul Stankowski,1.56,303,194
15,0,01943,Chris Perry,1.54,400,260
16,0,20593,Greg Chalmers,1.53,377,246
16,0,01226,Fred Couples,1.53,287,188
16,0,02170,Hal Sutton,1.53,352,230
19,0,01968,Nick Price,1.52,250,165
19,0,02214,Kirk Triplett,1.52,387,254
19,0,10423,Mike Weir,1.52,379,249
22,0,10809,Jim Furyk,1.50,346,230
22,0,01527,Scott Hoch,1.50,403,269
24,0,01418,Bill Glasson,1.49,351,235
24,0,06567,Vijay Singh,1.49,372,250
26,0,01307,Joel Edwards,1.48,353,239
26,0,02206,David Toms,1.48,441,298
26,0,02245,Grant Waite,1.48,345,233
29,0,06350,Bob May,1.47,343,234
29,0,12660,Jesper Parnevik,1.47,277,188
29,0,06595,Kevin Sutherland,1.47,345,234
32,0,06004,Stephen Ames,1.46,378,259
32,0,01771,Blaine McCallister,1.46,387,265
34,0,06251,Chris DiMarco,1.45,443,305
34,0,06621,Joe Durant,1.45,347,240
36,0,20094,Jonathan Kaye,1.44,445,308
36,0,08993,Franklin Langham,1.44,360,250
38,0,10885,Robert Allenby,1.43,361,252
38,0,01329,Brad Faxon,1.43,393,275
38,0,01938,David Peoples,1.43,374,262
41,0,10860,Justin Leonard,1.42,338,238
41,0,02104,Jeff Sluman,1.42,416,292
43,0,06012,Greg Kraft,1.41,365,259
43,0,02010,Loren Roberts,1.41,316,224
45,0,12645,Brent Geiberger,1.39,279,201
45,0,11032,Frank Lickliter II,1.39,395,285
47,0,06036,Scott Dunlap,1.38,404,292
47,0,06575,Dudley Hart,1.38,261,189
47,0,08075,Jerry Kelly,1.38,400,290
47,0,01619,Skip Kendall,1.38,447,325
51,0,01553,John Huston,1.36,311,229
52,0,01577,Lee Janzen,1.35,337,250
52,0,01677,Tom Lehman,1.35,240,178
54,0,01381,Fred Funk,1.34,391,292
54,0,01761,Len Mattiace,1.34,340,254
54,0,20095,Carl Paulson,1.34,387,289
57,0,01219,John Cook,1.33,284,214
57,0,08931,Glen Day,1.33,352,264
59,0,01203,Russ Cochran,1.32,258,195
59,0,08545,Glen Hnatiuk,1.32,303,230
59,0,01685,J.L. Lewis,1.32,383,290
59,0,06431,Jean Van de Velde,1.32,236,179
63,0,20127,Chris Riley,1.31,344,262
64,0,01157,Tom Byrum,1.30,316,243
64,0,01185,Brandel Chamblee,1.30,265,204
64,0,01361,Dan Forsman,1.30,304,233
64,0,19846,Brian Gay,1.30,350,270
64,0,12782,Tim Herron,1.30,348,267
64,0,10585,Scott McCarron,1.30,386,297
64,0,10425,Jay Williamson,1.30,376,289
71,0,21209,Sergio Garcia,1.29,210,163
71,0,10649,Tom Scherrer,1.29,362,280
71,0,02223,Bob Tway,1.29,321,248
74,0,01797,Rocco Mediate,1.28,263,205
74,0,02246,Duffy Waldorf,1.28,274,214
76,0,01139,Olin Browne,1.27,344,271
76,0,23621,Rory Sabbatini,1.27,340,268
76,0,06078,Esteban Toledo,1.27,354,278
79,0,21805,Harrison Frazar,1.26,258,205
79,0,12680,Shigeki Maruyama,1.26,298,236
79,0,01823,Larry Mize,1.26,239,190
82,0,19824,Craig Barlow,1.25,343,275
82,0,23125,Brad Elder,1.25,401,322
82,0,06643,Paul Goydos,1.25,345,277
82,0,08537,J.P. Hayes,1.25,323,258
86,0,19881,Robert Damron,1.24,338,273
86,0,06515,Shaun Micheel,1.24,330,267
86,0,21949,Joe Ogilvie,1.24,326,262
86,0,02110,Jerry Smith,1.24,317,255
90,0,24357,K.J. Choi,1.23,305,248
90,0,06315,Pete Jordan,1.23,347,281
92,0,01098,Jay Don Blake,1.22,339,278
92,0,06617,Brian Henninger,1.22,339,277
92,0,01724,Jeff Maggert,1.22,300,245
92,0,01996,Mike Reid,1.22,230,188
92,0,06581,David Sutherland,1.22,382,314
97,0,20099,Doug Barron,1.21,290,239
97,0,01388,Robert Gamez,1.21,279,231
97,0,01723,Andrew Magee,1.21,251,208
97,0,06090,Jim McGovern,1.21,192,159
97,0,01920,Craig Parry,1.21,236,195
97,0,01941,Tom Pernice Jr.,1.21,345,284
103,0,01024,Billy Andrade,1.20,320,267
103,0,01331,Rick Fehr,1.20,239,200
103,0,20574,Mathew Goggin,1.20,320,266
103,0,01569,Peter Jacobsen,1.20,213,178
107,0,07867,Woody Austin,1.19,369,311
108,0,01320,Bob Estes,1.18,210,178
108,0,12823,Carlos Franco,1.18,328,277
110,0,12652,Cameron Beckman,1.17,289,246
110,0,12388,Michael Clark II,1.17,282,242
