RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,06373,José María Olazábal,64.89,61,94,+13.00
2,0,07749,Brett Quigley,63.13,101,160,+29.00
3,0,23800,Bryce Molder,61.26,68,111,+36.00
4,0,02257,Brian Watts,60.75,65,107,+23.00
5,0,01706,Davis Love III,60.45,81,134,+16.00
6,0,19958,Miguel Angel Jiménez,59.81,64,107,+20.00
7,0,01761,Len Mattiace,59.24,93,157,+37.00
8,0,24361,Pat Perez,59.15,97,164,+49.00
9,0,12680,Shigeki Maruyama,59.06,88,149,+47.00
9,0,10585,Scott McCarron,59.06,101,171,+49.00
11,0,19846,Brian Gay,58.64,112,191,+51.00
12,0,01307,Joel Edwards,58.62,85,145,+26.00
13,0,08881,Tripp Isenhour,58.25,60,103,+30.00
14,0,01042,Paul Azinger,57.97,80,138,+32.00
15,0,08793,Tiger Woods,57.95,51,88,+9.00
16,0,01329,Brad Faxon,57.76,93,161,+48.00
17,0,23621,Rory Sabbatini,57.45,54,94,+19.00
18,0,12652,Cameron Beckman,57.36,74,129,+32.00
19,0,02322,Richard Zokol,57.29,55,96,+36.00
20,0,06522,Ernie Els,57.28,59,103,+26.00
21,0,19972,José Coceres,56.90,66,116,+40.00
22,0,02104,Jeff Sluman,56.80,96,169,+36.00
23,0,02002,John Riegger,56.64,64,113,+29.00
24,0,06575,Dudley Hart,56.49,87,154,+39.00
25,0,20157,Retief Goosen,56.47,48,85,+18.00
26,0,01457,Jay Haas,56.35,71,126,+36.00
26,0,01968,Nick Price,56.35,71,126,+31.00
28,0,01938,David Peoples,56.21,86,153,+42.00
29,0,24357,K.J. Choi,56.02,93,166,+46.00
30,0,07457,Steve Flesch,55.96,108,193,+43.00
31,0,01313,Steve Elkington,55.80,77,138,+37.00
32,0,01161,Mark Calcavecchia,55.56,65,117,+36.00
32,0,20593,Greg Chalmers,55.56,85,153,+39.00
34,0,10201,Matt Gogel,55.22,74,134,+53.00
35,0,10912,Craig Perks,55.19,85,154,+44.00
36,0,07867,Woody Austin,55.14,102,185,+59.00
37,0,22046,Geoff Ogilvy,55.06,98,178,+48.00
38,0,01920,Craig Parry,54.93,78,142,+38.00
39,0,01024,Billy Andrade,54.88,90,164,+40.00
40,0,01381,Fred Funk,54.82,91,166,+40.00
41,0,01553,John Huston,54.78,86,157,+39.00
42,0,01666,Bernhard Langer,54.76,46,84,+25.00
42,0,02214,Kirk Triplett,54.76,69,126,+32.00
44,0,01619,Skip Kendall,54.72,116,212,+67.00
45,0,01810,Phil Mickelson,54.65,94,172,+38.00
46,0,20572,Rod Pampling,54.64,106,194,+45.00
47,0,08537,J.P. Hayes,54.62,65,119,+44.00
48,0,23108,Matt Kuchar,54.55,84,154,+49.00
49,0,01157,Tom Byrum,54.46,55,101,+28.00
50,0,10860,Justin Leonard,54.41,74,136,+47.00
50,0,06595,Kevin Sutherland,54.41,74,136,+31.00
52,0,01378,David Frost,54.39,93,171,+69.00
53,0,01475,Donnie Hammond,54.35,50,92,+28.00
54,0,01361,Dan Forsman,54.31,63,116,+30.00
55,0,23135,Tim Clark,54.26,51,94,+35.00
56,0,12660,Jesper Parnevik,54.25,83,153,+41.00
57,0,02099,Scott Simpson,54.21,58,107,+31.00
58,0,01927,Dennis Paulson,54.20,71,131,+29.00
59,0,06251,Chris DiMarco,54.17,78,144,+33.00
60,0,10885,Robert Allenby,53.91,69,128,+31.00
61,0,06809,Bob Burns,53.90,76,141,+55.00
62,0,01766,Billy Mayfair,53.85,77,143,+46.00
63,0,10423,Mike Weir,53.80,85,158,+44.00
64,0,20127,Chris Riley,53.50,84,157,+38.00
65,0,12782,Tim Herron,53.48,100,187,+47.00
66,0,09011,David Duval,53.39,63,118,+36.00
67,0,01941,Tom Pernice Jr.,53.33,88,165,+60.00
68,0,06078,Esteban Toledo,53.30,97,182,+65.00
69,0,24925,Jonathan Byrd,53.13,85,160,+41.00
69,0,01527,Scott Hoch,53.13,51,96,+28.00
71,0,02206,David Toms,53.10,77,145,+28.00
72,0,08075,Jerry Kelly,52.91,91,172,+37.00
73,0,21209,Sergio Garcia,52.55,72,137,+40.00
74,0,06567,Vijay Singh,52.50,84,160,+34.00
75,0,11011,Mike Sposa,52.38,99,189,+52.00
76,0,20634,Peter Lonard,52.29,80,153,+36.00
77,0,06332,Neal Lancaster,52.15,85,163,+55.00
78,0,08535,Gary Nicklaus,52.10,62,119,+44.00
79,0,10809,Jim Furyk,51.89,55,106,+28.00
80,0,02133,Craig Stadler,51.75,74,143,+40.00
81,0,20229,Stewart Cink,51.59,65,126,+49.00
81,0,02245,Grant Waite,51.59,81,157,+42.00
83,0,01219,John Cook,51.54,67,130,+49.00
84,0,10117,Bob Heintz,51.52,68,132,+51.00
84,0,06315,Pete Jordan,51.52,68,132,+58.00
86,0,06350,Bob May,51.43,72,140,+39.00
87,0,01945,Kenny Perry,51.39,74,144,+29.00
88,0,01139,Olin Browne,51.12,91,178,+73.00
89,0,06617,Brian Henninger,51.06,48,94,+20.00
90,0,01320,Bob Estes,50.88,58,114,+41.00
91,0,08993,Franklin Langham,50.77,66,130,+49.00
91,0,02239,Scott Verplank,50.77,66,130,+51.00
93,0,01175,Jim Carter,50.68,75,148,+55.00
94,0,20548,Hidemichi Tanaka,50.65,78,154,+45.00
95,0,19817,Michael Muehr,50.47,54,107,+45.00
96,0,01887,Mark O'Meara,50.45,56,111,+42.00
97,0,06643,Paul Goydos,50.43,58,115,+52.00
98,0,01035,Tommy Armour III,50.42,60,119,+27.00
99,0,23177,Kenneth Staton,50.34,75,149,+39.00
100,0,10425,Jay Williamson,50.32,78,155,+56.00
101,0,21806,Paul Gow,50.30,84,167,+48.00
102,0,01226,Fred Couples,50.00,51,102,+29.00
103,0,10649,Tom Scherrer,49.70,82,165,+57.00
104,0,22293,Heath Slocum,49.68,77,155,+75.00
105,0,20566,Kaname Yokoo,49.63,67,135,+56.00
106,0,01948,Tim Petrovic,49.62,65,131,+46.00
107,0,20043,Edward Fryatt,49.45,90,182,+59.00
108,0,12510,Chad Campbell,49.40,82,166,+54.00
109,0,23338,David Gossett,49.35,76,154,+55.00
110,0,06197,Michael Allen,49.24,65,132,+45.00
111,0,06004,Stephen Ames,49.22,63,128,+48.00
112,0,21633,Steve Allan,49.07,79,161,+50.00
112,0,01707,Steve Lowery,49.07,79,161,+53.00
114,0,20663,Brenden Pappas,49.02,50,102,+42.00
115,0,07721,Pat Bates,48.95,70,143,+46.00
116,0,01185,Brandel Chamblee,48.92,68,139,+47.00
117,0,08633,Per-Ulrik Johansson,48.91,67,137,+47.00
118,0,01388,Robert Gamez,48.57,51,105,+44.00
118,0,06012,Greg Kraft,48.57,68,140,+74.00
120,0,01685,J.L. Lewis,48.45,78,161,+46.00
121,0,20029,Notah Begay III,48.25,55,114,+34.00
122,0,23983,Luke Donald,48.15,65,135,+45.00
122,0,12823,Carlos Franco,48.15,91,189,+49.00
124,0,20098,Stuart Appleby,48.09,88,183,+52.00
125,0,23541,Ben Crane,48.00,84,175,+77.00
126,0,01723,Andrew Magee,47.93,81,169,+62.00
127,0,07003,David Berganio Jr.,47.86,67,140,+46.00
128,0,08375,Paul Stankowski,47.80,76,159,+57.00
129,0,08931,Glen Day,47.74,74,155,+55.00
130,0,22913,John Rollins,47.62,90,189,+67.00
131,0,19824,Craig Barlow,47.56,39,82,+22.00
132,0,01577,Lee Janzen,47.53,77,162,+57.00
132,0,10565,Ian Leggatt,47.53,77,162,+58.00
134,0,01928,Corey Pavin,47.52,67,141,+61.00
135,0,01203,Russ Cochran,47.33,62,131,+53.00
136,0,02010,Loren Roberts,47.24,60,127,+57.00
137,0,10457,Frank Nobilo,47.16,83,176,+69.00
138,0,08123,Jeff Brehaut,46.97,62,132,+34.00
138,0,12663,Phil Tataurangi,46.97,62,132,+48.00
140,0,06515,Shaun Micheel,46.92,61,130,+41.00
141,0,01132,Mark Brooks,46.86,82,175,+78.00
142,0,23322,Brett Wetterich,46.82,81,173,+63.00
143,0,08545,Glen Hnatiuk,46.72,64,137,+33.00
143,0,06527,Steve Stricker,46.72,57,122,+48.00
145,0,20498,Briny Baird,46.63,76,163,+59.00
146,0,01549,Mike Hulbert,46.58,34,73,+26.00
147,0,21805,Harrison Frazar,46.50,73,157,+53.00
147,0,12645,Brent Geiberger,46.50,73,157,+70.00
149,0,12388,Michael Clark II,46.34,76,164,+55.00
149,0,24937,Jess Daley,46.34,57,123,+53.00
151,0,06573,Brandt Jobe,46.30,75,162,+59.00
152,0,02246,Duffy Waldorf,46.22,55,119,+43.00
153,0,08553,Lee Porter,46.20,73,158,+70.00
154,0,01797,Rocco Mediate,46.09,53,115,+36.00
155,0,23353,J.J. Henry,45.96,74,161,+56.00
156,0,20645,John Senden,45.83,66,144,+21.00
157,0,20502,Michael Long,45.63,47,103,+34.00
158,0,01098,Jay Don Blake,45.55,87,191,+92.00
159,0,20095,Carl Paulson,45.22,71,157,+70.00
160,0,06036,Scott Dunlap,45.00,63,140,+52.00
161,0,12826,Paul Claxton,44.62,58,130,+50.00
162,0,10962,Bradley Hughes,44.55,45,101,+53.00
163,0,02170,Hal Sutton,44.35,55,124,+47.00
164,0,01014,Fulton Allem,44.34,47,106,+49.00
165,0,10733,Kent Jones,44.31,74,167,+66.00
166,0,19881,Robert Damron,44.12,75,170,+79.00
167,0,20094,Jonathan Kaye,44.09,56,127,+42.00
