RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
168,0,23903,Stephen Gangluff,44.00,44,100,+47.00
169,0,01249,John Daly,43.97,51,116,+47.00
170,0,20436,Garrett Willis,43.51,67,154,+77.00
171,0,06621,Joe Durant,43.48,50,115,+54.00
172,0,20105,Jeff Gove,43.07,59,137,+47.00
173,0,12753,David Morland IV,43.01,40,93,+44.00
174,0,02223,Bob Tway,42.77,68,159,+50.00
175,0,01926,Steve Pate,42.70,38,89,+37.00
176,0,01724,Jeff Maggert,42.47,62,146,+77.00
177,0,01374,Robin Freeman,42.31,55,130,+45.00
178,0,01514,Eduardo Herrera,42.27,41,97,+46.00
179,0,01142,Bart Bryant,41.67,40,96,+38.00
180,0,02110,Jerry Smith,41.61,67,161,+67.00
181,0,23125,Brad Elder,41.46,51,123,+60.00
182,0,26289,Boo Weekley,41.43,29,70,+41.00
183,0,07223,Brian Bateman,41.36,67,162,+70.00
184,0,06613,Tommy Tolles,41.32,50,121,+42.00
185,0,01677,Tom Lehman,41.05,39,95,+39.00
186,0,01569,Peter Jacobsen,41.03,48,117,+50.00
187,0,01771,Blaine McCallister,40.68,48,118,+46.00
188,0,20574,Mathew Goggin,40.63,39,96,+44.00
189,0,11032,Frank Lickliter II,40.28,58,144,+66.00
190,0,10107,Deane Pappas,40.25,64,159,+71.00
191,0,08339,Spike McRoy,40.00,34,85,+36.00
191,0,21949,Joe Ogilvie,40.00,30,75,+35.00
193,0,21961,Charles Howell III,39.56,72,182,+77.00
194,0,23614,Rich Beem,39.55,70,177,+69.00
195,0,02101,Joey Sindelar,38.79,64,165,+72.00
196,0,01599,Steve Jones,38.53,42,109,+55.00
197,0,10213,Dicky Pride,36.23,25,69,+25.00
198,0,06016,Brad Lardon,35.85,38,106,+50.00
199,0,23623,Bo Van Pelt,35.67,56,157,+71.00
200,0,06498,Matt Peterson,33.33,39,117,+55.00
201,0,21259,Jason Hill,31.11,28,90,+53.00
202,0,02106,Chris Smith,29.68,46,155,+75.00
