RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,46717,Viktor Hovland,-27
2,0,48081,Xander Schauffele,-22
3,0,51766,Wyndham Clark,-16
4,0,28237,Rory McIlroy,-14
5,0,35450,Patrick Cantlay,-13
6,0,30911,Tommy Fleetwood,-11
6,0,50525,Collin Morikawa,-11
6,0,46046,Scottie Scheffler,-11
9,0,33141,Keegan Bradley,-10
9,0,47504,Sam Burns,-10
9,0,40098,Matt Fitzpatrick,-10
9,0,39977,Max Homa,-10
9,0,47347,Adam Schenk,-10
14,0,34098,Russell Henley,-9
14,0,49960,Sepp Straka,-9
16,0,32102,Rickie Fowler,-8
16,0,34363,Tyrrell Hatton,-8
18,0,25900,Lucas Glover,-7
19,0,29725,Tony Finau,-6
19,0,37455,Si Woo Kim,-6
19,0,55182,Tom Kim,-6
22,0,27644,Brian Harman,-4
23,0,39971,Sungjae Im,-3
24,0,25493,Nick Taylor,-2
25,0,39997,Corey Conners,-1
26,0,34046,Jordan Spieth,1
27,0,28089,Jason Day,3
28,0,31646,Emiliano Grillo,6
28,0,49947,Taylor Moore,6
30,0,51634,Sahith Theegala,1494
31,0,30926,Chris Kirk,1476
32,0,47993,Denny McCarthy,1454
33,0,22405,Justin Rose,1412
34,0,34256,Andrew Putnam,1309
35,0,48117,Kurt Kitayama,1300
36,0,40115,Adam Svensson,1280
37,0,34099,Harris English,1201
38,0,49771,J.T. Poston,1193
39,0,54628,Lee Hodges,1187
40,0,28252,Seamus Power,1185
41,0,57366,Cameron Young,1181
42,0,47591,Eric Cole,1175
43,0,33948,Byeong Hun An,1159
44,0,33399,Adam Hadwin,1156
45,0,35532,Tom Hoge,1113
46,0,30927,Brendon Todd,1075
47,0,45157,Cam Davis,1072
48,0,36699,Patrick Rodgers,1011
49,0,32839,Hideki Matsuyama,942
50,0,35506,Mackenzie Hughes,1314
51,0,35461,Beau Hossler,1243
52,0,52955,Ludvig Åberg,1058
53,0,54591,Ben Griffin,1058
54,0,55789,Taylor Montgomery,1055
55,0,23108,Matt Kuchar,1048
56,0,47988,Nick Hardy,1015
57,0,39324,J.J. Spaun,985
58,0,37275,Sam Ryder,979
59,0,27129,Luke List,979
60,0,46340,Alex Smalley,963
61,0,36799,Stephan Jaeger,938
62,0,27349,Alex Noren,926
63,0,33653,Thomas Detry,917
64,0,36801,Mark Hubbard,914
65,0,40006,Erik van Rooyen,876
66,0,52374,Brandon Wu,874
67,0,47995,Davis Riley,870
