RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,06567,Vijay Singh,1.45,24,1656
2,0,01968,Nick Price,1.50,20,1332
3,0,01320,Bob Estes,1.52,24,1584
4,0,08931,Glen Day,1.59,24,1512
4,0,02010,Loren Roberts,1.59,24,1512
6,0,10585,Scott McCarron,1.71,29,1692
7,0,01378,David Frost,1.72,27,1566
8,0,06595,Kevin Sutherland,1.81,32,1764
9,0,01666,Bernhard Langer,1.82,20,1098
10,0,01928,Corey Pavin,1.83,23,1260
11,0,01761,Len Mattiace,1.87,32,1710
12,0,19846,Brian Gay,1.88,38,2016
12,0,06527,Steve Stricker,1.88,22,1170
14,0,01619,Skip Kendall,1.90,37,1944
15,0,10201,Matt Gogel,1.99,29,1458
16,0,08881,Tripp Isenhour,2.06,33,1602
17,0,01943,Chris Perry,2.07,29,1404
18,0,10809,Jim Furyk,2.08,33,1584
19,0,06078,Esteban Toledo,2.10,43,2052
20,0,01203,Russ Cochran,2.13,28,1314
20,0,06373,José María Olazábal,2.13,18,846
22,0,07547,Craig Kanada,2.14,30,1404
22,0,02294,Willie Wood,2.14,20,936
24,0,06251,Chris DiMarco,2.16,40,1854
25,0,01329,Brad Faxon,2.17,34,1566
26,0,08075,Jerry Kelly,2.20,40,1818
26,0,01926,Steve Pate,2.20,34,1548
28,0,01219,John Cook,2.21,35,1584
28,0,02099,Scott Simpson,2.21,29,1314
30,0,19817,Michael Muehr,2.23,37,1656
31,0,02104,Jeff Sluman,2.24,42,1872
32,0,20593,Greg Chalmers,2.25,36,1602
33,0,12753,David Morland IV,2.26,35,1548
33,0,10423,Mike Weir,2.26,35,1548
35,0,02257,Brian Watts,2.28,23,1008
36,0,01920,Craig Parry,2.29,26,1134
37,0,20098,Stuart Appleby,2.32,41,1764
38,0,12680,Shigeki Maruyama,2.36,40,1692
39,0,01139,Olin Browne,2.37,41,1728
39,0,01313,Steve Elkington,2.37,26,1098
39,0,10457,Frank Nobilo,2.37,38,1602
42,0,01941,Tom Pernice Jr.,2.40,44,1836
43,0,01766,Billy Mayfair,2.44,44,1800
43,0,01810,Phil Mickelson,2.44,36,1476
43,0,12660,Jesper Parnevik,2.44,40,1638
46,0,02002,John Riegger,2.45,37,1512
47,0,08553,Lee Porter,2.47,40,1620
48,0,01098,Jay Don Blake,2.49,43,1728
48,0,01707,Steve Lowery,2.49,43,1728
50,0,12782,Tim Herron,2.50,41,1638
51,0,01938,David Peoples,2.51,42,1674
52,0,02239,Scott Verplank,2.52,44,1746
53,0,01042,Paul Azinger,2.53,36,1422
53,0,01226,Fred Couples,2.53,31,1224
53,0,06617,Brian Henninger,2.53,36,1422
56,0,20498,Briny Baird,2.54,47,1854
57,0,01927,Dennis Paulson,2.55,34,1332
58,0,01035,Tommy Armour III,2.56,42,1638
59,0,02223,Bob Tway,2.57,49,1908
60,0,01014,Fulton Allem,2.58,26,1008
60,0,01599,Steve Jones,2.58,33,1278
62,0,19824,Craig Barlow,2.62,34,1296
63,0,12760,Danny Ellis,2.63,36,1368
63,0,08339,Spike McRoy,2.63,43,1638
65,0,12652,Cameron Beckman,2.64,47,1782
66,0,08535,Gary Nicklaus,2.66,45,1692
67,0,22122,Andrew McLardy,2.67,36,1350
68,0,11011,Mike Sposa,2.69,45,1674
69,0,01823,Larry Mize,2.70,36,1332
70,0,01249,John Daly,2.71,40,1476
70,0,01527,Scott Hoch,2.71,41,1512
70,0,01677,Tom Lehman,2.71,38,1404
73,0,06090,Jim McGovern,2.73,31,1134
74,0,02214,Kirk Triplett,2.74,41,1494
75,0,01132,Mark Brooks,2.78,44,1584
75,0,21209,Sergio Garcia,2.78,30,1080
75,0,01457,Jay Haas,2.78,36,1296
75,0,01577,Lee Janzen,2.78,46,1656
75,0,01771,Blaine McCallister,2.78,40,1440
75,0,10213,Dicky Pride,2.78,39,1404
75,0,12714,Chris Tidland,2.78,40,1440
82,0,23125,Brad Elder,2.80,55,1962
82,0,01381,Fred Funk,2.80,59,2106
84,0,01024,Billy Andrade,2.81,40,1422
84,0,01706,Davis Love III,2.81,38,1350
84,0,02170,Hal Sutton,2.81,48,1710
87,0,06012,Greg Kraft,2.83,52,1836
88,0,02206,David Toms,2.84,49,1728
89,0,08537,J.P. Hayes,2.85,39,1368
89,0,06350,Bob May,2.85,41,1440
91,0,02101,Joey Sindelar,2.86,34,1188
92,0,01945,Kenny Perry,2.87,46,1602
93,0,12645,Brent Geiberger,2.88,41,1422
94,0,01185,Brandel Chamblee,2.89,40,1386
95,0,10963,Jimmy Green,2.90,48,1656
96,0,07749,Brett Quigley,2.91,33,1134
97,0,02110,Jerry Smith,2.92,50,1710
98,0,20094,Jonathan Kaye,2.93,59,2016
99,0,01157,Tom Byrum,2.94,45,1530
100,0,08063,Kelly Grunewald,2.95,35,1188
101,0,06575,Dudley Hart,2.96,40,1350
102,0,06621,Joe Durant,2.99,43,1440
102,0,07457,Steve Flesch,2.99,57,1908
104,0,24604,Hunter Haas,3.00,41,1368
104,0,20127,Chris Riley,3.00,54,1800
104,0,08793,Tiger Woods,3.00,41,1368
107,0,02246,Duffy Waldorf,3.01,39,1296
108,0,24357,K.J. Choi,3.02,50,1656
109,0,01307,Joel Edwards,3.03,54,1782
109,0,10860,Justin Leonard,3.03,54,1782
109,0,10649,Tom Scherrer,3.03,36,1188
112,0,02279,Mark Wiebe,3.05,34,1116
113,0,21949,Joe Ogilvie,3.09,60,1944
114,0,06004,Stephen Ames,3.11,47,1512
115,0,19972,José Coceres,3.12,32,1026
116,0,10885,Robert Allenby,3.14,60,1908
116,0,01175,Jim Carter,3.14,57,1818
116,0,01797,Rocco Mediate,3.14,39,1242
119,0,01161,Mark Calcavecchia,3.16,45,1422
119,0,11032,Frank Lickliter II,3.16,58,1836
121,0,23614,Rich Beem,3.18,51,1602
121,0,06315,Pete Jordan,3.18,59,1854
123,0,12823,Carlos Franco,3.19,50,1566
124,0,07003,David Berganio Jr.,3.20,42,1314
124,0,12388,Michael Clark II,3.20,49,1530
126,0,06431,Jean Van de Velde,3.21,26,810
126,0,10425,Jay Williamson,3.21,52,1620
128,0,25083,Jeremy Anderson,3.22,40,1242
128,0,20043,Edward Fryatt,3.22,51,1584
128,0,06515,Shaun Micheel,3.22,58,1800
128,0,08375,Paul Stankowski,3.22,51,1584
132,0,08993,Franklin Langham,3.24,35,1080
133,0,01723,Andrew Magee,3.25,55,1692
133,0,02218,Ted Tryba,3.25,62,1908
135,0,20229,Stewart Cink,3.26,57,1746
136,0,01475,Donnie Hammond,3.27,30,918
136,0,21961,Charles Howell III,3.27,50,1530
138,0,01374,Robin Freeman,3.29,61,1854
139,0,10565,Ian Leggatt,3.31,50,1512
140,0,08123,Jeff Brehaut,3.32,46,1386
141,0,01418,Bill Glasson,3.33,39,1170
142,0,01361,Dan Forsman,3.35,47,1404
143,0,21584,Richie Coughlan,3.37,40,1188
144,0,01487,Jeff Hart,3.40,52,1530
145,0,21806,Paul Gow,3.41,46,1350
145,0,06140,Sean Murphy,3.41,43,1260
147,0,06514,Kevin Johnson,3.42,56,1638
148,0,01553,John Huston,3.43,37,1080
149,0,02245,Grant Waite,3.44,47,1368
150,0,20574,Mathew Goggin,3.46,58,1674
151,0,21633,Steve Allan,3.49,54,1548
152,0,09011,David Duval,3.50,46,1314
153,0,21805,Harrison Frazar,3.51,53,1512
154,0,06522,Ernie Els,3.52,38,1080
155,0,10733,Kent Jones,3.53,47,1332
156,0,19881,Robert Damron,3.54,58,1638
157,0,06643,Paul Goydos,3.57,54,1512
157,0,23353,J.J. Henry,3.57,54,1512
157,0,01724,Jeff Maggert,3.57,54,1512
160,0,20095,Carl Paulson,3.58,60,1674
161,0,06332,Neal Lancaster,3.60,68,1890
162,0,22046,Geoff Ogilvy,3.61,39,1080
162,0,02106,Chris Smith,3.61,63,1746
164,0,08545,Glen Hnatiuk,3.63,66,1818
165,0,07763,Doug Dunakey,3.64,53,1458
165,0,07101,Dave Stockton Jr.,3.64,40,1098
165,0,20566,Kaname Yokoo,3.64,53,1458
168,0,10962,Bradley Hughes,3.66,62,1692
169,0,06809,Bob Burns,3.68,59,1602
169,0,06613,Tommy Tolles,3.68,57,1548
171,0,21007,Gabriel Hjertstedt,3.73,51,1368
171,0,12705,Cliff Kresge,3.73,55,1476
173,0,01887,Mark O'Meara,3.76,44,1170
174,0,01685,J.L. Lewis,3.77,72,1908
175,0,01093,Ronnie Black,3.92,36,918
176,0,01200,Keith Clearwater,3.94,44,1116
177,0,10912,Craig Perks,3.95,54,1368
177,0,06591,Rocky Walcher,3.95,42,1062
179,0,06573,Brandt Jobe,3.96,67,1692
180,0,07867,Woody Austin,3.98,68,1710
181,0,22892,Jason Gore,4.03,58,1440
181,0,23621,Rory Sabbatini,4.03,50,1242
183,0,01603,Jeff Julian,4.04,40,990
184,0,06034,Marco Dawson,4.09,42,1026
185,0,08633,Per-Ulrik Johansson,4.10,59,1440
186,0,01388,Robert Gamez,4.14,44,1062
187,0,20433,Mark Hensby,4.15,53,1278
188,0,20099,Doug Barron,4.30,48,1116
189,0,23034,Brent Schwarzrock,4.32,49,1134
190,0,20436,Garrett Willis,4.33,67,1548
191,0,22051,Ben Ferguson,4.35,58,1332
192,0,06036,Scott Dunlap,4.50,64,1422
193,0,01063,Ben Bates,4.61,44,954
194,0,08057,Brian Wilson,4.84,75,1548
