RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
161,-2,33486,Roger Sloan,33,3M Open,1,6 - Par 5 -
162,-2,47504,Sam Burns,32,Houston Open,1,12 - Par 4
163,-2,31420,Anirban Lahiri,32,The Greenbrier,1,12 - Par 5
164,-2,22371,Aaron Baddeley,32,Phoenix Open,2,4 - Par 3 -
165,-2,30927,Brendon Todd,32,Houston Open,2,9 - Par 3 -
168,-2,31646,Emiliano Grillo,32,Arnold Palmer,1,18 - Par 4
169,-2,29535,Brice Garnett,31,Safeway Open,4,14 - Par 4
172,-2,32254,Xinjun Zhang,31,Arnold Palmer,3,16 - Par 5
173,-2,26300,Matt Jones,30,The Greenbrier,2,17 - Par 5
174,-2,29479,Scott Brown,30,Safeway Open,2,18 - Par 5
178,-2,19846,Brian Gay,30,Pebble Beach,3,6 - Par 5 -
179,-2,20593,Greg Chalmers,30,Phoenix Open,2,17 - Par 4
181,-2,58192,Daniel Wetterich,30,Honda Classic,1,12 - Par 4
182,-2,01810,Phil Mickelson,29,Pebble Beach,3,14 - Par 5
183,-2,46046,Scottie Scheffler,29,Arnold Palmer,4,15 - Par 4
186,-2,34046,Jordan Spieth,29,Farmers,3,15 - Par 4
187,-2,40006,Erik van Rooyen,29,Genesis,2,2 - Par 4 -
189,-2,33461,Morgan Hoffmann,29,Sanderson Farms,1,11 - Par 5
190,-2,36689,Brooks Koepka,29,Genesis,3,8 - Par 4 -
194,-2,32448,James Hahn,27,Genesis,3,4 - Par 3 -
195,-2,33419,Cameron Tringale,27,The RSM Classic,1,12 - Par 3
196,-2,20850,Daniel Chopra,27,Sanderson Farms,1,15 - Par 4
198,-2,35891,Cameron Smith,27,BMW Champ,1,8 - Par 3 -
199,-2,29420,Billy Horschel,27,Phoenix Open,2,1 - Par 4 -
200,-2,39977,Max Homa,27,Phoenix Open,2,3 - Par 5 -
201,-2,29454,Bernd Wiesberger,27,3M Open,2,6 - Par 5 -
210,-2,01706,Davis Love III,26,Honda Classic,1,6 - Par 4 -
211,-2,40058,Zac Blair,26,Arnold Palmer,2,1 - Par 4 -
214,-2,49298,Kramer Hickok,26,Houston Open,3,13 - Par 5
215,-2,32775,Shugo Imahira,26,WGC-Mexico,3,10 - Par 4
216,-2,27942,Rob Oppenheim,26,Arnold Palmer,1,16 - Par 5
217,-2,34466,Peter Malnati,26,RBC Heritage,4,15 - Par 5
220,-2,35461,Beau Hossler,25,Shriners,2,13 - Par 5
221,-2,21528,Henrik Stenson,25,WGC-FedEx,1,4 - Par 3 -
222,-2,39437,Aaron Crawford,25,3M Open,1,3 - Par 4 -
224,-2,21961,Charles Howell III,25,NORTHERN TRUST,1,14 - Par 4
226,-2,25686,Jason Dufner,25,Genesis,3,9 - Par 4 -
227,-2,48887,Matt Wallace,25,WGC-Mexico,4,11 - Par 5
228,-2,52633,Alex Beach,25,PGA Champ,2,1 - Par 4 -
232,-2,32150,Michael Thompson,24,BMW Champ,2,1 - Par 5 -
233,-2,47986,Rich Berberian Jr.,24,PGA Champ,2,12 - Par 4
241,-2,26328,Shaun Norris,24,WGC-Mexico,1,5 - Par 4 -
242,-2,24138,Ian Poulter,24,Travelers,1,6 - Par 5 -
243,-2,27649,Brandt Snedeker,23,Shriners,2,11 - Par 4
245,-2,33597,Harry Higgs,23,Farmers,3,15 - Par 4
248,-2,34256,Andrew Putnam,23,Charles Schwab,2,4 - Par 3 -
255,-2,33418,Shawn Stefani,23,Sanderson Farms,2,16 - Par 4
257,-2,24358,Robert Garrigus,23,Pebble Beach,1,6 - Par 5 -
263,-2,52372,Cameron Champ,22,Rocket Mortgage,1,9 - Par 3 -
272,-2,46402,Talor Gooch,22,Arnold Palmer,1,17 - Par 3
273,-2,25349,Tim Wilkinson,22,The RSM Classic,4,4 - Par 4 -
276,-2,32618,Rhein Gibson,21,Houston Open,2,4 - Par 5 -
278,-2,30110,Kyle Stanley,21,Sanderson Farms,2,15 - Par 4
284,-2,20766,Padraig Harrington,21,Arnold Palmer,2,8 - Par 4 -
286,-2,32791,K.H. Lee,21,Sanderson Farms,2,12 - Par 4
289,-2,33410,Andrew Landry,21,Phoenix Open,1,3 - Par 5 -
291,-2,47993,Denny McCarthy,21,Arnold Palmer,1,5 - Par 4 -
301,-2,27064,Jhonattan Vegas,20,Honda Classic,3,11 - Par 4
302,-2,32070,Rafael Campos,20,Safeway Open,2,16 - Par 5
306,-2,21731,Freddie Jacobson,20,The RSM Classic,1,15 - Par 5
307,-2,06527,Steve Stricker,20,Arnold Palmer,1,1 - Par 4 -
312,-2,45798,Zach Murray,20,WGC-Mexico,1,8 - Par 4 -
317,-2,26499,Rafa Cabrera Bello,20,the Memorial,1,6 - Par 4 -
318,-2,35532,Tom Hoge,20,Charles Schwab,1,5 - Par 4 -
319,-2,34363,Tyrrell Hatton,20,WGC-FedEx,4,16 - Par 5
326,-2,33413,Ben Martin,19,Sanderson Farms,1,1 - Par 4 -
333,-2,33204,Shane Lowry,19,WGC-FedEx,2,12 - Par 4
334,-2,46823,Jeremy Gandon,19,Houston Open,1,8 - Par 5 -
336,-2,49771,J.T. Poston,19,Sanderson Farms,1,5 - Par 5 -
337,-2,34387,Daniel Balin,19,PGA Champ,1,11 - Par 3
338,-2,48081,Xander Schauffele,19,NORTHERN TRUST,4,2 - Par 5 -
339,-2,28775,Nate Lashley,19,Shriners,2,16 - Par 5
340,-2,24924,Bill Haas,19,Rocket Mortgage,1,11 - Par 3
342,-2,47238,Jazz Janewattananond,18,RBC Heritage,2,10 - Par 4
351,-2,53165,Doc Redman,18,The RSM Classic,1,15 - Par 5
354,-2,24781,Hunter Mahan,18,3M Open,2,17 - Par 3
356,-2,56726,Patrick Martin,18,Pebble Beach,2,10 - Par 4
359,-2,27330,Josh Teater,18,Charles Schwab,2,1 - Par 5 -
373,-2,28237,Rory McIlroy,17,Charles Schwab,4,16 - Par 3
377,-2,56781,Isaiah Salinda,17,Pebble Beach,2,8 - Par 4 -
379,-2,29772,Michael Lorenzo-Vera,17,WGC-Mexico,3,1 - Par 4 -
395,-2,47679,Victor Perez,17,Charles Schwab,2,8 - Par 3 -
399,-2,32640,Troy Merritt,17,Rocket Mortgage,1,17 - Par 5
400,-2,25396,Kevin Na,17,Genesis,1,4 - Par 3 -
402,-2,01388,Robert Gamez,17,Arnold Palmer,1,1 - Par 4 -
414,-3,27933,John Merrick,17,3M Open,1,4 - Par 3 -
415,-3,48822,Sebastián Muñoz,17,Wyndham,2,13 - Par 4
416,-3,34610,Matthias Schwab,16,Wyndham,2,11 - Par 4
417,-3,23353,J.J. Henry,16,Houston Open,3,5 - Par 4 -
424,-3,34431,Robert Streb,16,Houston Open,2,4 - Par 5 -
428,-3,29461,Jamie Lovemark,16,3M Open,2,11 - Par 4
429,-3,23983,Luke Donald,16,Travelers,2,8 - Par 3 -
434,-3,33448,Justin Thomas,16,BMW Champ,4,18 - Par 4
438,-3,35506,Mackenzie Hughes,16,Honda Classic,1,4 - Par 4 -
443,-3,24925,Jonathan Byrd,16,The Greenbrier,2,10 - Par 4
447,-3,25493,Nick Taylor,16,Pebble Beach,4,6 - Par 5 -
448,-3,51894,Vince Whaley,16,Safeway Open,1,8 - Par 4 -
455,-4,33449,Zack Sucher,16,Pebble Beach,1,1 - Par 4 -
466,-4,12716,Charley Hoffman,15,Sanderson Farms,3,7 - Par 3 -
468,-4,40042,Tyler McCumber,15,Houston Open,1,7 - Par 3 -
471,-5,37189,Harold Varner III,15,Honda Classic,1,10 - Par 4
473,-5,27095,Nick Watney,15,Safeway Open,2,18 - Par 5
474,-5,28103,Stuart Smith,15,Safeway Open,2,8 - Par 4 -
494,-5,28252,Seamus Power,15,Wyndham,4,6 - Par 4 -
495,-5,55708,Hayden Buckley,15,Honda Classic,1,17 - Par 3
496,-5,25572,Graeme McDowell,15,Sentry,1,17 - Par 4
503,-5,34264,Hudson Swafford,15,Sony Open,1,15 - Par 4
504,-5,32366,Kevin Chappell,15,The Amex,1,13 - Par 3
505,-5,25345,Carl Pettersson,15,the Memorial,2,14 - Par 4
512,-5,36698,Andy Zhang,15,Houston Open,4,5 - Par 4 -
542,-6,33803,Lucas Bjerregaard,14,Honda Classic,1,4 - Par 4 -
545,-6,58696,Peter Kuest,14,Rocket Mortgage,1,8 - Par 4 -
546,-6,27963,Chris Stroud,14,Phoenix Open,2,7 - Par 3 -
549,-6,34174,John Huh,14,Safeway Open,1,8 - Par 4 -
551,-6,25632,Jimmy Walker,14,RBC Heritage,1,3 - Par 4 -
553,-6,34360,Patrick Reed,14,Genesis,4,12 - Par 4
556,-6,40009,Dominic Bozzelli,14,The RSM Classic,2,2 - Par 4 -
558,-6,06693,Ken Tanigawa,14,PGA Champ,2,1 - Par 4 -
579,-6,22913,John Rollins,14,The Greenbrier,2,15 - Par 3
599,-6,47737,Logan McCracken,13,Houston Open,1,7 - Par 3 -
601,-6,24357,K.J. Choi,13,Sanderson Farms,2,18 - Par 4
610,-6,06567,Vijay Singh,13,Sony Open,1,5 - Par 4 -
613,-6,55410,Shintaro Ban,13,The Greenbrier,1,14 - Par 4
616,-6,24846,Ricky Barnes,13,The RSM Classic,1,11 - Par 4
620,-6,27554,Scott Harrington,13,The Greenbrier,1,11 - Par 4
621,-6,35104,Tom Lewis,13,Honda Classic,4,5 - Par 3 -
633,-6,34563,Chesson Hadley,13,Phoenix Open,2,2 - Par 4 -
652,-6,24449,Parker McLachlin,13,Sony Open,1,13 - Par 4
682,-7,46601,Trey Mullinax,12,Farmers,4,4 - Par 4 -
706,-7,51441,KK Limbhasut,12,Farmers,2,8 - Par 3 -
723,-7,24024,Zach Johnson,12,Honda Classic,3,18 - Par 5
747,-7,33404,Chris Baker,12,Houston Open,1,7 - Par 3 -
759,-7,30926,Chris Kirk,12,Rocket Mortgage,2,11 - Par 3
760,-7,25900,Lucas Glover,12,the Memorial,1,3 - Par 4 -
765,-7,52375,Doug Ghim,12,3M Open,4,16 - Par 4
772,-7,39067,MJ Daffue,11,Workday,3,5 - Par 5 -
775,-7,24140,Sean O'Hair,11,Pebble Beach,4,14 - Par 5
802,-7,32139,Danny Willett,11,Charles Schwab,1,3 - Par 4 -
810,-7,25863,Rod Perry,11,Arnold Palmer,2,13 - Par 4
811,-7,37064,Joe Boros,11,The Greenbrier,1,16 - Par 4
826,-7,54334,Ben Cook,11,PGA Champ,1,3 - Par 3 -
837,-7,45522,Christiaan Bezuidenhout,11,RBC Heritage,4,3 - Par 4 -
839,-7,08793,Tiger Woods,11,Genesis,4,17 - Par 5
843,-7,20229,Stewart Cink,11,Houston Open,2,16 - Par 3
847,-7,54303,Charlie Reiter,11,The Amex,3,16 - Par 5
863,-7,54655,Patrick Flavin,10,Phoenix Open,2,5 - Par 4 -
873,-7,34076,Joel Dahmen,10,the Memorial,3,12 - Par 3
886,-7,50484,Hayden Springer,10,The Greenbrier,1,4 - Par 4 -
896,-8,39975,Michael Kim,10,Safeway Open,2,6 - Par 4 -
915,-8,46405,Sebastian Soderberg,10,WGC-FedEx,2,2 - Par 4 -
919,-8,34255,Joseph Bramlett,10,Genesis,2,6 - Par 3 -
942,-8,35230,Nelson Ledesma,10,Sony Open,2,3 - Par 4 -
947,-8,25240,D.A. Points,10,The Greenbrier,1,12 - Par 5
958,-8,29223,Sam Saunders,9,Arnold Palmer,2,4 - Par 5 -
964,-8,51766,Wyndham Clark,9,RBC Heritage,2,17 - Par 3
974,-8,46440,Smylie Kaufman,9,Pebble Beach,3,13 - Par 4
983,-8,25198,Francesco Molinari,9,Safeway Open,1,1 - Par 4 -
998,-8,21633,Steve Allan,9,The Greenbrier,1,5 - Par 4 -
