RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,09011,David Duval,3.46,347,1003
2,0,01706,Davis Love III,3.39,289,853
3,0,20229,Stewart Cink,3.34,375,1123
3,0,01302,R.W. Eaks,3.34,291,870
5,0,01249,John Daly,3.30,277,840
6,0,07101,Dave Stockton Jr.,3.28,254,775
7,0,01887,Mark O'Meara,3.27,240,735
8,0,01226,Fred Couples,3.26,253,775
8,0,01553,John Huston,3.26,359,1100
10,0,02133,Craig Stadler,3.24,231,713
11,0,08931,Glen Day,3.22,345,1070
11,0,01810,Phil Mickelson,3.22,278,864
13,0,01331,Rick Fehr,3.21,216,673
13,0,06527,Steve Stricker,3.21,294,915
15,0,01724,Jeff Maggert,3.18,306,962
16,0,01024,Billy Andrade,3.17,344,1084
16,0,01042,Paul Azinger,3.17,264,833
18,0,08793,Tiger Woods,3.16,265,839
19,0,19881,Robert Damron,3.15,319,1012
19,0,06617,Brian Henninger,3.15,347,1103
19,0,01619,Skip Kendall,3.15,389,1236
19,0,01943,Chris Perry,3.15,404,1284
19,0,02131,Mike Springer,3.15,376,1195
24,0,01577,Lee Janzen,3.14,300,954
24,0,06613,Tommy Tolles,3.14,287,913
26,0,01527,Scott Hoch,3.13,373,1191
27,0,12645,Brent Geiberger,3.12,323,1036
27,0,06012,Greg Kraft,3.12,298,956
27,0,02239,Scott Verplank,3.12,365,1169
30,0,01185,Brandel Chamblee,3.10,300,967
30,0,01329,Brad Faxon,3.10,258,832
30,0,01723,Andrew Magee,3.10,349,1125
33,0,10809,Jim Furyk,3.08,363,1179
34,0,21805,Harrison Frazar,3.07,288,938
34,0,06270,Bobby Gage,3.07,166,541
36,0,08537,J.P. Hayes,3.05,228,748
36,0,08375,Paul Stankowski,3.05,290,952
38,0,01320,Bob Estes,3.04,364,1197
38,0,01569,Peter Jacobsen,3.04,237,779
38,0,02010,Loren Roberts,3.04,272,895
41,0,01161,Mark Calcavecchia,3.03,350,1155
41,0,01685,J.L. Lewis,3.03,338,1115
41,0,06567,Vijay Singh,3.03,332,1097
41,0,02223,Bob Tway,3.03,363,1197
41,0,07753,Kevin Wentworth,3.03,263,869
46,0,01191,Barry Cheesman,3.02,332,1099
46,0,06643,Paul Goydos,3.02,362,1198
46,0,01766,Billy Mayfair,3.02,310,1028
46,0,02146,Payne Stewart,3.02,256,849
46,0,02321,Fuzzy Zoeller,3.02,235,779
51,0,01063,Ben Bates,3.01,357,1186
51,0,01926,Steve Pate,3.01,305,1014
51,0,02206,David Toms,3.01,305,1014
54,0,01408,Kelly Gibson,3.00,371,1235
54,0,01945,Kenny Perry,3.00,295,982
56,0,06004,Stephen Ames,2.99,170,568
56,0,01261,Jay Delsing,2.99,254,849
56,0,01941,Tom Pernice Jr.,2.99,281,939
59,0,01096,Phil Blackmar,2.98,256,859
59,0,07457,Steve Flesch,2.98,375,1257
59,0,02007,Larry Rinker,2.98,316,1062
62,0,01035,Tommy Armour III,2.97,309,1041
62,0,11032,Frank Lickliter II,2.97,375,1262
62,0,01891,David Ogrin,2.97,339,1141
62,0,08385,Omar Uresti,2.97,372,1254
66,0,20098,Stuart Appleby,2.96,210,710
67,0,01361,Dan Forsman,2.95,289,980
67,0,12782,Tim Herron,2.95,330,1117
67,0,08993,Franklin Langham,2.95,312,1058
67,0,01761,Len Mattiace,2.95,347,1176
71,0,01282,Trevor Dodds,2.94,304,1034
71,0,06332,Neal Lancaster,2.94,293,996
71,0,10585,Scott McCarron,2.94,282,960
74,0,01388,Robert Gamez,2.93,242,825
74,0,10860,Justin Leonard,2.93,335,1144
74,0,02218,Ted Tryba,2.93,352,1203
77,0,01203,Russ Cochran,2.92,312,1067
77,0,01266,Clark Dennis,2.92,266,910
77,0,01599,Steve Jones,2.92,280,959
77,0,01707,Steve Lowery,2.92,304,1040
81,0,20099,Doug Barron,2.91,305,1049
81,0,01381,Fred Funk,2.91,399,1371
81,0,01457,Jay Haas,2.91,270,927
81,0,08075,Jerry Kelly,2.91,311,1067
85,0,01510,Nolan Henke,2.89,307,1064
85,0,08339,Spike McRoy,2.89,284,984
87,0,06064,Jeff Gallagher,2.88,293,1017
88,0,06214,Guy Boros,2.87,272,948
88,0,01823,Larry Mize,2.87,274,955
