RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,23353,J.J. Henry,11.29,587,52
2,0,30946,Alex Prugh,11.15,792,71
3,0,39997,Corey Conners,11.05,950,86
4,0,29535,Brice Garnett,10.99,934,85
5,0,29518,Brendan Steele,10.85,673,62
6,0,25686,Jason Dufner,10.83,780,72
7,0,27349,Alex Noren,10.77,646,60
8,0,31557,Jim Herman,10.75,516,48
9,0,34264,Hudson Swafford,10.74,612,57
10,0,20572,Rod Pampling,10.73,558,52
11,0,34306,John Chin,10.72,579,54
12,0,31646,Emiliano Grillo,10.69,834,78
13,0,30110,Kyle Stanley,10.66,810,76
14,0,47990,Kyle Jones,10.64,702,66
15,0,29268,Bronson Burgoon,10.62,584,55
16,0,45609,Tyler Duncan,10.61,881,83
17,0,29974,Branden Grace,10.59,720,68
17,0,21961,Charles Howell III,10.59,964,91
19,0,24781,Hunter Mahan,10.58,624,59
19,0,27330,Josh Teater,10.58,709,67
21,0,34363,Tyrrell Hatton,10.57,613,58
22,0,27936,Martin Laird,10.55,844,80
23,0,27214,Kevin Streelman,10.54,854,81
23,0,27064,Jhonattan Vegas,10.54,759,72
25,0,25364,Paul Casey,10.53,790,75
25,0,34431,Robert Streb,10.53,758,72
27,0,26951,Johnson Wagner,10.52,610,58
28,0,39975,Michael Kim,10.51,620,59
28,0,33667,Carlos Ortiz,10.51,862,82
30,0,36852,Jim Knous,10.49,556,53
31,0,12716,Charley Hoffman,10.46,732,70
31,0,47856,Seth Reeves,10.46,701,67
31,0,32333,Kevin Tway,10.46,837,80
34,0,21209,Sergio Garcia,10.45,460,44
35,0,24924,Bill Haas,10.43,720,69
35,0,33122,Russell Knox,10.43,751,72
37,0,32200,Roberto Castro,10.42,750,72
37,0,20472,Alex Cejka,10.42,521,50
37,0,49298,Kramer Hickok,10.42,802,77
37,0,35532,Tom Hoge,10.42,938,90
37,0,49964,Aaron Wise,10.42,719,69
42,0,33141,Keegan Bradley,10.41,854,82
42,0,39977,Max Homa,10.41,833,80
42,0,39324,J.J. Spaun,10.41,854,82
45,0,45486,Joaquin Niemann,10.40,998,96
46,0,48822,Sebastián Muñoz,10.39,831,80
46,0,27095,Nick Watney,10.39,862,83
48,0,10809,Jim Furyk,10.38,706,68
48,0,31323,Gary Woodland,10.38,872,84
50,0,39327,Ben Silverman,10.37,705,68
51,0,49960,Sepp Straka,10.36,746,72
52,0,39954,Cody Gribble,10.35,683,66
53,0,35449,Adam Long,10.34,786,76
54,0,46523,Joey Garber,10.33,589,57
54,0,27644,Brian Harman,10.33,919,89
56,0,27129,Luke List,10.32,650,63
56,0,35732,Wes Roach,10.32,650,63
58,0,49303,Anders Albertson,10.31,660,64
58,0,29970,Dylan Frittelli,10.31,835,81
60,0,52372,Cameron Champ,10.30,783,76
60,0,28089,Jason Day,10.30,659,64
60,0,26758,David Hearn,10.30,484,47
60,0,21528,Henrik Stenson,10.30,515,50
64,0,34076,Joel Dahmen,10.29,988,96
64,0,29725,Tony Finau,10.29,864,84
64,0,29420,Billy Horschel,10.29,947,92
64,0,30925,Dustin Johnson,10.29,720,70
68,0,27895,Jonas Blixt,10.28,781,76
68,0,47347,Adam Schenk,10.28,1028,100
