RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
106,0,25240,D.A. Points,2' 5",925,2207.667
106,0,26476,Chez Reavie,2' 5",779,1855.083
106,0,24502,Adam Scott,2' 5",476,1135.667
106,0,20645,John Senden,2' 5",1051,2498.917
106,0,22293,Heath Slocum,2' 5",946,2275.250
106,0,22295,Darron Stiles,2' 5",452,1076.417
106,0,28780,Nicholas Thompson,2' 5",958,2341.000
106,0,30927,Brendon Todd,2' 5",525,1261.417
106,0,28118,Peter Tomasulo,2' 5",517,1253.917
106,0,23788,D.J. Trahan,2' 5",904,2159.667
106,0,10425,Jay Williamson,2' 5",664,1590.250
106,0,12602,Dean Wilson,2' 5",726,1736.083
141,0,23048,Eric Axley,2' 6",608,1500.667
141,0,09011,David Duval,2' 6",488,1227.917
141,0,07457,Steve Flesch,2' 6",694,1721.583
141,0,27141,J.B. Holmes,2' 6",667,1651.167
141,0,21731,Freddie Jacobson,2' 6",748,1856.167
141,0,30925,Dustin Johnson,2' 6",681,1724.417
141,0,26300,Matt Jones,2' 6",486,1195.167
141,0,29718,Anthony Kim,2' 6",595,1503.083
141,0,12705,Cliff Kresge,2' 6",707,1794.167
141,0,26851,Marc Leishman,2' 6",913,2310.083
141,0,01724,Jeff Maggert,2' 6",821,2072.250
141,0,01810,Phil Mickelson,2' 6",496,1246.333
141,0,26596,Ryan Moore,2' 6",787,1942.417
141,0,23320,Ryan Palmer,2' 6",745,1874.417
141,0,01945,Kenny Perry,2' 6",760,1920.833
141,0,24138,Ian Poulter,2' 6",411,1011.167
141,0,21959,Ted Purdy,2' 6",961,2402.917
141,0,22405,Justin Rose,2' 6",598,1472.667
141,0,27214,Kevin Streelman,2' 6",950,2399.583
141,0,27095,Nick Watney,2' 6",719,1817.500
141,0,24663,Y.E. Yang,2' 6",755,1916.250
162,0,07867,Woody Austin,2' 7",804,2070.083
162,0,23541,Ben Crane,2' 7",821,2154.417
162,0,22892,Jason Gore,2' 7",686,1787.083
162,0,01707,Steve Lowery,2' 7",811,2108.167
162,0,24140,Sean O'Hair,2' 7",614,1578.750
162,0,21949,Joe Ogilvie,2' 7",753,1937.500
162,0,06539,Rick Price,2' 7",470,1211.250
162,0,25190,Jeff Quinney,2' 7",731,1895.250
162,0,23623,Bo Van Pelt,2' 7",841,2173.417
171,0,01161,Mark Calcavecchia,2' 8",659,1771.750
171,0,24358,Robert Garrigus,2' 8",810,2146.917
171,0,23718,Nathan Green,2' 8",955,2570.417
171,0,27936,Martin Laird,2' 8",678,1817.000
171,0,23548,Bill Lunde,2' 8",818,2186.250
171,0,27683,Leif Olson,2' 8",455,1211.667
171,0,28475,Jeff Overton,2' 8",766,2063.500
171,0,28620,Aron Price,2' 8",846,2285.917
171,0,02214,Kirk Triplett,2' 8",594,1604.917
171,0,25919,Brian Vranesh,2' 8",458,1212.667
171,0,26497,Casey Wittenberg,2' 8",606,1596.167
182,0,20070,Matt Bettencourt,2' 9",915,2510.750
182,0,31323,Gary Woodland,2' 9",427,1173.000
184,0,25562,Andres Romero,2' 10",463,1293.083
