RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,26300,Matt Jones,28' 8",11054.667,386
2,0,22621,Ben Curtis,26' 11",9913.417,368
3,0,23800,Bryce Molder,26' 10",11904.583,444
4,0,10585,Scott McCarron,26' 9",18056.000,674
5,0,23718,Nathan Green,26' 7",19214.333,723
5,0,30927,Brendon Todd,26' 7",9840.500,370
7,0,28620,Aron Price,26' 3",16632.833,633
8,0,24503,Jeff Klauk,26' 2",19777.167,757
9,0,27936,Martin Laird,26' 1",12990.667,498
9,0,01928,Corey Pavin,26' 1",10943.667,419
11,0,07223,Brian Bateman,25' 11",10286.750,397
11,0,20157,Retief Goosen,25' 11",11109.417,429
11,0,23353,J.J. Henry,25' 11",19577.667,756
11,0,20645,John Senden,25' 11",21877.583,844
15,0,26668,Marc Turnesa,25' 10",14732.083,571
16,0,01329,Brad Faxon,25' 8",9042.250,352
16,0,27095,Nick Watney,25' 8",14441.167,562
18,0,23541,Ben Crane,25' 7",16404.167,641
18,0,25818,Scott Piercy,25' 7",15808.833,618
18,0,27649,Brandt Snedeker,25' 7",12959.417,507
21,0,06004,Stephen Ames,25' 6",11840.833,465
21,0,26420,Richard Johnson,25' 6",15812.583,621
21,0,30711,Colt Knost,25' 6",11851.000,464
21,0,26851,Marc Leishman,25' 6",17527.500,688
21,0,06595,Kevin Sutherland,25' 6",15679.917,614
26,0,20229,Stewart Cink,25' 5",12114.083,476
26,0,27466,Spencer Levin,25' 5",14757.000,581
26,0,24449,Parker McLachlin,25' 5",11886.500,468
26,0,24361,Pat Perez,25' 5",11990.333,471
26,0,22405,Justin Rose,25' 5",11288.750,444
26,0,27770,Camilo Villegas,25' 5",12029.250,474
26,0,08793,Tiger Woods,25' 5",10162.333,400
33,0,21350,Ryuji Imada,25' 4",13185.667,520
33,0,21731,Freddie Jacobson,25' 4",14650.750,578
33,0,27214,Kevin Streelman,25' 4",18209.250,719
36,0,20574,Mathew Goggin,25' 3",12741.417,504
36,0,22913,John Rollins,25' 3",15822.417,626
38,0,22371,Aaron Baddeley,25' 2",10515.417,418
38,0,20848,Ángel Cabrera,25' 2",7152.583,284
38,0,26301,James Nitties,25' 2",14809.083,589
