RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,01329,Brad Faxon,11' 10",1555.500,131,60,3"
2,0,22621,Ben Curtis,11' 7",1762.917,152,57,9"
3,0,26668,Marc Turnesa,11' 5",2277.417,199,42,4"
4,0,01132,Mark Brooks,11' 4",1279.833,113,45,2"
5,0,27466,Spencer Levin,11' 3",2375.333,211,43,1"
6,0,06012,Greg Kraft,11' 2",1241.000,111,65,10"
6,0,01928,Corey Pavin,11' 2",1902.417,170,52,2"
6,0,21959,Ted Purdy,11' 2",3643.833,327,54,3"
9,0,20593,Greg Chalmers,11' 1",2878.500,260,57,4"
9,0,24503,Jeff Klauk,11' 1",3034.000,273,64,3"
11,0,19846,Brian Gay,10' 11",3005.333,276,58,6"
11,0,30927,Brendon Todd,10' 11",1405.500,129,40,3"
13,0,23541,Ben Crane,10' 10",2951.250,272,52,2"
13,0,22548,Patrick Sheehan,10' 10",1394.500,129,49,9"
15,0,23108,Matt Kuchar,10' 9",2786.000,260,66,1"
15,0,20634,Peter Lonard,10' 9",2398.667,224,58,2"
15,0,22348,Nick O'Hern,10' 9",3031.667,281,56,5"
18,0,26420,Richard Johnson,10' 8",2371.833,222,69,2"
18,0,20127,Chris Riley,10' 8",2416.667,227,49,1"
20,0,01142,Bart Bryant,10' 7",1618.250,153,60,3"
20,0,21350,Ryuji Imada,10' 7",2409.583,227,60,1"
20,0,23548,Bill Lunde,10' 7",2438.583,231,49,8"
20,0,25345,Carl Pettersson,10' 7",2530.583,240,50,3"
20,0,02206,David Toms,10' 7",3024.583,286,73,5"
25,0,01473,Todd Hamilton,10' 6",1980.417,188,66,3"
25,0,10117,Bob Heintz,10' 6",1944.167,185,46,5"
25,0,08075,Jerry Kelly,10' 6",2933.167,279,79,2"
28,0,12652,Cameron Beckman,10' 5",2341.250,225,60,3"
28,0,01577,Lee Janzen,10' 5",2075.917,200,51,3"
28,0,01677,Tom Lehman,10' 5",1039.583,100,39,3"
28,0,29221,Webb Simpson,10' 5",3061.000,294,58,3"
28,0,26497,Casey Wittenberg,10' 5",1609.167,155,57,4"
33,0,23983,Luke Donald,10' 4",2298.917,223,44,1"
33,0,24449,Parker McLachlin,10' 4",2224.083,215,62,6"
33,0,25240,D.A. Points,10' 4",3117.333,301,63,3"
36,0,07867,Woody Austin,10' 3",2656.417,259,61,6"
36,0,20229,Stewart Cink,10' 3",1866.917,182,63,2"
36,0,01313,Steve Elkington,10' 3",1977.667,193,68,4"
36,0,06643,Paul Goydos,10' 3",2260.667,221,51,4"
36,0,10733,Kent Jones,10' 3",1918.167,187,52,1"
36,0,26301,James Nitties,10' 3",2606.417,254,53,6"
36,0,20572,Rod Pampling,10' 3",2411.167,236,83,3"
