RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,23108,Matt Kuchar,34.43,3030,88
2,0,23983,Luke Donald,34.46,2309,67
3,0,06527,Steve Stricker,34.54,2383,69
4,0,29221,Webb Simpson,34.59,3390,98
5,0,27095,Nick Watney,34.64,2667,77
6,0,28089,Jason Day,34.75,2537,73
7,0,24781,Hunter Mahan,34.78,3095,89
8,0,32102,Rickie Fowler,34.81,2820,81
8,0,21961,Charles Howell III,34.81,3760,108
10,0,22371,Aaron Baddeley,34.82,2681,77
11,0,20157,Retief Goosen,34.84,1707,49
12,0,27649,Brandt Snedeker,34.88,2965,85
13,0,28620,Aron Price,34.91,2025,58
14,0,27936,Martin Laird,34.93,2655,76
14,0,23800,Bryce Molder,34.93,2864,82
16,0,10809,Jim Furyk,34.94,3005,86
16,0,27933,John Merrick,34.94,2481,71
16,0,20572,Rod Pampling,34.94,2516,72
19,0,23638,Brendon de Jonge,34.95,3670,105
19,0,19970,Robert Karlsson,34.95,2062,59
19,0,08075,Jerry Kelly,34.95,2971,85
19,0,02206,David Toms,34.95,2726,78
23,0,20645,John Senden,34.96,3286,94
24,0,31323,Gary Woodland,34.99,3254,93
25,0,24924,Bill Haas,35.00,3220,92
26,0,33141,Keegan Bradley,35.02,3187,91
26,0,19846,Brian Gay,35.02,3152,90
26,0,30926,Chris Kirk,35.02,3047,87
26,0,21878,Mark Wilson,35.02,3047,87
30,0,20498,Briny Baird,35.03,2102,60
30,0,24357,K.J. Choi,35.03,2627,75
30,0,23541,Ben Crane,35.03,2557,73
30,0,23788,D.J. Trahan,35.03,3188,91
34,0,21731,Freddie Jacobson,35.04,3224,92
35,0,20593,Greg Chalmers,35.05,3084,88
35,0,01810,Phil Mickelson,35.05,2699,77
37,0,12510,Chad Campbell,35.07,3472,99
37,0,21949,Joe Ogilvie,35.07,2630,75
37,0,25345,Carl Pettersson,35.07,3332,95
37,0,24502,Adam Scott,35.07,2069,59
41,0,24507,Jason Bohn,35.08,2596,74
41,0,32150,Michael Thompson,35.08,2771,79
43,0,24604,Hunter Haas,35.09,3369,96
43,0,12782,Tim Herron,35.09,2983,85
45,0,01766,Billy Mayfair,35.11,3300,94
45,0,33419,Cameron Tringale,35.11,3862,110
47,0,30110,Kyle Stanley,35.12,3442,98
47,0,24663,Y.E. Yang,35.12,2072,59
49,0,06573,Brandt Jobe,35.13,3513,100
49,0,22913,John Rollins,35.13,2986,85
51,0,28087,Kris Blanks,35.14,3233,92
51,0,11123,Chris Couch,35.14,2565,73
51,0,30925,Dustin Johnson,35.14,2495,71
51,0,27963,Chris Stroud,35.14,3092,88
55,0,10505,Shane Bertsch,35.15,2179,62
55,0,27466,Spencer Levin,35.15,3972,113
55,0,27064,Jhonattan Vegas,35.15,2953,84
58,0,29910,Blake Adams,35.16,4078,116
58,0,24490,George McNeill,35.16,2426,69
58,0,24361,Pat Perez,35.16,2672,76
58,0,25240,D.A. Points,35.16,3129,89
58,0,22293,Heath Slocum,35.16,3094,88
58,0,27330,Josh Teater,35.16,3657,104
64,0,21753,Brian Davis,35.17,3693,105
64,0,23409,James Driscoll,35.17,2497,71
