RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,10809,Jim Furyk,13,2,4,3
1,0,06567,Vijay Singh,13,1,2
3,0,08793,Tiger Woods,11,8,1,1
4,0,23983,Luke Donald,10,1,1
4,0,07749,Brett Quigley,10,2
4,0,24502,Adam Scott,10,1,3,3
7,0,25900,Lucas Glover,9
8,0,06522,Ernie Els,8,1
8,0,22378,Trevor Immelman,8,1,2
8,0,01810,Phil Mickelson,8,2,1
11,0,20229,Stewart Cink,7,1
11,0,06621,Joe Durant,7,1,1,2
11,0,01941,Tom Pernice Jr.,7,1
11,0,06527,Steve Stricker,7,1,1
15,0,20098,Stuart Appleby,6,2
15,0,20850,Daniel Chopra,6,1
15,0,20157,Retief Goosen,6,1,1
15,0,23718,Nathan Green,6,1
15,0,11032,Frank Lickliter II,6,1
15,0,20572,Rod Pampling,6,1,1
15,0,25345,Carl Pettersson,6,1
15,0,23325,Vaughn Taylor,6,1
15,0,02206,David Toms,6,1,1,1
15,0,27095,Nick Watney,6
15,0,10423,Mike Weir,6,1
15,0,23322,Brett Wetterich,6,1,2
15,0,12602,Dean Wilson,6,1,1
28,0,24925,Jonathan Byrd,5,1
28,0,12510,Chad Campbell,5,1,1,1
28,0,21209,Sergio Garcia,5,1
28,0,23353,J.J. Henry,5,1,1
28,0,12716,Charley Hoffman,5
28,0,08075,Jerry Kelly,5,2
28,0,27120,Troy Matteson,5,1,1
28,0,22046,Geoff Ogilvy,5,2,1
28,0,22405,Justin Rose,5,1
28,0,23621,Rory Sabbatini,5,1,2
38,0,07867,Woody Austin,4
38,0,24357,K.J. Choi,4,1
38,0,23135,Tim Clark,4,1
38,0,07457,Steve Flesch,4,2
38,0,22892,Jason Gore,4
38,0,24024,Zach Johnson,4,2,1
38,0,01677,Tom Lehman,4,1
38,0,01706,Davis Love III,4,1,1
38,0,21470,Daisuke Maruyama,4,1
38,0,12680,Shigeki Maruyama,4,1
38,0,01766,Billy Mayfair,4,2
38,0,26596,Ryan Moore,4,1
38,0,20628,Arron Oberholser,4,1
38,0,06373,José María Olazábal,4,2,1
38,0,23320,Ryan Palmer,4,1
38,0,12660,Jesper Parnevik,4,1
38,0,24138,Ian Poulter,4,1
38,0,22913,John Rollins,4,1
38,0,02101,Joey Sindelar,4
38,0,02104,Jeff Sluman,4,1
38,0,23623,Bo Van Pelt,4
38,0,02239,Scott Verplank,4,2
38,0,27770,Camilo Villegas,4,2,1
61,0,10885,Robert Allenby,3
61,0,06004,Stephen Ames,3,1
61,0,01024,Billy Andrade,3,1,1
61,0,20498,Briny Baird,3
61,0,24507,Jason Bohn,3,1
61,0,20848,Ángel Cabrera,3
61,0,19972,José Coceres,3
61,0,23541,Ben Crane,3,1
61,0,26360,Bubba Dickerson,3
61,0,01381,Fred Funk,3,1
61,0,20574,Mathew Goggin,3,1
61,0,20766,Padraig Harrington,3,1
61,0,06575,Dudley Hart,3
61,0,21961,Charles Howell III,3,2
61,0,26420,Richard Johnson,3,1
61,0,20634,Peter Lonard,3
61,0,01707,Steve Lowery,3,1
61,0,21949,Joe Ogilvie,3,1
61,0,21959,Ted Purdy,3
61,0,20645,John Senden,3,1
61,0,22293,Heath Slocum,3,2
61,0,25804,Bubba Watson,3,1
83,0,23048,Eric Axley,2,1,1
83,0,22371,Aaron Baddeley,2,1
83,0,19824,Craig Barlow,2,1
83,0,20099,Doug Barron,2
