RANK,MOVEMENT,PLAYER_ID,PLAYER,VICTORIES
37,0,66190,Steve Bogdanoff,0
37,0,58065,Denwit David Boriboonsub,0
37,0,51735,Evan Bowser,0
37,0,65069,Dylan Brack,0
37,0,63459,Dan Bradbury,0
37,0,24671,David Bradshaw,0
37,0,34255,Joseph Bramlett,0
37,0,28420,Ryan Brehm,0
37,0,60004,Jacob Bridgeman,0
37,0,65880,Gunnar Broin,0
37,0,63342,Barclay Brown,0
37,0,66417,Blades Brown,0
37,0,57259,Daniel Brown,0
37,0,29479,Scott Brown,0
37,0,48084,Wesley Bryan,0
37,0,51363,George Bryan IV,0
37,0,66742,Jackson Buchanan,0
37,0,55708,Hayden Buckley,0
37,0,29268,Bronson Burgoon,0
37,0,33974,Dean Burmester,0
37,0,66630,Beck Burnette,0
37,0,47504,Sam Burns,0
37,0,65410,John Marshall Butler,0
37,0,24925,Jonathan Byrd,0
37,0,58816,Marcus Byrd,0
37,0,26499,Rafa Cabrera Bello,0
37,0,58716,Ethan Cairns,0
37,0,46443,Brian Campbell,0
37,0,32367,Jorge Campillo,0
37,0,34362,Laurie Canter,0
37,0,47847,Ivan Cantero Gutierrez,0
37,0,35450,Patrick Cantlay,0
37,0,49590,Frankie Capan III,0
37,0,59440,Ricky Castillo,0
37,0,45734,John Catlin,0
37,0,34021,Bud Cauley,0
37,0,45702,Rodolfo Cazaubon,0
37,0,20472,Alex Cejka,0
37,0,58303,Ryan Celano,0
37,0,52444,Filippo Celli,0
37,0,57492,Eugenio Chacarra,0
37,0,52372,Cameron Champ,0
37,0,32366,Kevin Chappell,0
37,0,51671,Alex Chiarella,0
37,0,66651,Jakob Chicoyne,0
37,0,34306,John Chin,0
37,0,55460,Sam Choi,0
37,0,20229,Stewart Cink,0
37,0,66743,Luke Clanton,0
37,0,19825,Darren Clarke,0
37,0,51151,Todd Clements,0
37,0,67090,Dominic Clemons,0
37,0,01203,Russ Cochran,0
37,0,35557,Aaron Cockerill,0
37,0,47591,Eric Cole,0
37,0,51458,Preston Cole,0
37,0,51895,Ryan Cole,0
37,0,59570,Tyler Collet,0
37,0,24494,Erik Compton,0
37,0,39997,Corey Conners,0
37,0,59442,Parker Coody,0
37,0,59836,Pierceson Coody,0
37,0,46435,Austin Cook,0
37,0,01226,Fred Couples,0
37,0,48936,Ugo Coussaud,0
37,0,23541,Ben Crane,0
37,0,50488,Chris Crawford,0
37,0,39436,Joshua Creel,0
37,0,56555,Myles Creighton,0
37,0,39524,Sean Crocker,0
37,0,59077,Spencer Cross,0
37,0,52514,Trace Crowe,0
37,0,58605,Quade Cummins,0
37,0,39067,MJ Daffue,0
37,0,34076,Joel Dahmen,0
37,0,01249,John Daly,0
37,0,33459,Jens Dantorp,0
37,0,60009,Reid Davenport,0
37,0,21753,Brian Davis,0
37,0,28089,Jason Day,0
37,0,31681,Louis de Jager,0
37,0,61520,Santiago de la Fuente,0
37,0,37094,Joseph Dean,0
37,0,50762,Alejandro Del Rey,0
37,0,39859,Cristobal Del Solar,0
37,0,59608,Morgan Deneen,0
37,0,57320,Joe Deraney,0
37,0,33653,Thomas Detry,0
37,0,35376,Roberto Díaz,0
37,0,51690,Taylor Dickson,0
37,0,63196,Wenyi Ding,0
37,0,36983,Matt Dobyns,0
37,0,51680,Alistair Docherty,0
37,0,67092,Matthew Dodd-Berry,0
37,0,23983,Luke Donald,0
37,0,37338,Zecheng Dou,0
37,0,47663,Kevin Dougherty,0
37,0,65422,Drew Doyle,0
37,0,54954,Jesse Droemer,0
37,0,50527,Jared du Toit,0
37,0,25686,Jason Dufner,0
37,0,50497,Adrien Dumont de Chassart,0
37,0,45609,Tyler Duncan,0
37,0,52646,Mats Ege,0
37,0,06522,Ernie Els,0
37,0,56643,Manuel Elvira,0
37,0,39201,Nacho Elvira,0
37,0,47079,Harrison Endycott,0
37,0,34099,Harris English,0
37,0,37273,Derek Ernst,0
37,0,65423,Egor Eroshenko,0
37,0,50223,Ewen Ferguson,0
37,0,20721,Darren Fichardt,0
37,0,29725,Tony Finau,0
37,0,65426,Caden Fioroni,0
37,0,54576,Patrick Fishburn,0
37,0,57123,Steven Fisk,0
37,0,55721,Alex Fitzpatrick,0
37,0,40098,Matt Fitzpatrick,0
37,0,30911,Tommy Fleetwood,0
37,0,65312,Charlie Flynn,0
37,0,65256,David Ford,0
37,0,63126,Beau Forest,0
37,0,37066,Grant Forrest,0
37,0,47960,Simon Forsström,0
37,0,32102,Rickie Fowler,0
37,0,29936,Ryan Fox,0
37,0,55074,Sebastian Friedrichsen,0
37,0,29970,Dylan Frittelli,0
37,0,56149,Wilson Furr,0
37,0,64576,Nick Gabrelcik,0
37,0,30750,Tommy Gainey,0
37,0,20376,Stephen Gallacher,0
37,0,51734,Nicolo Galletti,0
37,0,21209,Sergio Garcia,0
37,0,24358,Robert Garrigus,0
37,0,46033,Daniel Gavins,0
37,0,49893,Mark Geddes,0
37,0,34185,Domenico Geminiani,0
37,0,59018,Ryan Gerard,0
37,0,52375,Doug Ghim,0
37,0,59476,Angelo Giantsopoulos,0
37,0,32618,Rhein Gibson,0
37,0,57593,Ian Gilligan,0
37,0,35564,Joel Girrbach,0
37,0,32662,Michael Gligic,0
37,0,25900,Lucas Glover,0
37,0,61220,Alex Goff,0
37,0,59567,Emilio Gonzalez,0
37,0,46402,Talor Gooch,0
37,0,56762,Will Gordon,0
37,0,46594,Ricardo Gouveia,0
37,0,31273,Gavin Green,0
37,0,51977,Max Greyserman,0
37,0,39954,Cody Gribble,0
37,0,54591,Ben Griffin,0
37,0,35310,Lanto Griffin,0
37,0,31646,Emiliano Grillo,0
37,0,59869,Larkin Gross,0
37,0,61534,Jeffrey Guan,0
37,0,46301,Juan Jose Guerra,0
37,0,28340,Julien Guerrier,0
37,0,49790,Danny Guise,0
37,0,51989,Jordan Gumberg,0
37,0,24980,Scott Gutschewski,0
37,0,54876,Chen Guxin,0
37,0,24924,Bill Haas,0
37,0,34563,Chesson Hadley,0
37,0,33399,Adam Hadwin,0
37,0,51586,Stewart Hagestad,0
37,0,32448,James Hahn,0
37,0,60767,Blaine Hale Jr.,0
37,0,35901,Paul Haley II,0
37,0,60065,Ryan Hall,0
37,0,46724,Jeong Woo Ham,0
37,0,56743,Chad Hambright,0
37,0,01473,Todd Hamilton,0
37,0,47987,Cole Hammer,0
37,0,52462,Chase Hanna,0
37,0,47988,Nick Hardy,0
37,0,27644,Brian Harman,0
37,0,37428,Evan Harmeling,0
37,0,20766,Padraig Harrington,0
37,0,66248,Justin Hastings,0
37,0,32686,Takahiro Hataji,0
37,0,59105,Blake Hathcoat,0
37,0,34363,Tyrrell Hatton,0
37,0,26758,David Hearn,0
37,0,29930,Mike Hendry,0
37,0,34098,Russell Henley,0
37,0,39058,Lucas Herbert,0
37,0,31557,Jim Herman,0
37,0,66246,Kelvin Hernandez,0
37,0,58785,Michael Herrera,0
37,0,63774,Caleb Hicks,0
37,0,25444,Justin Hicks,0
37,0,64594,Angel Hidalgo Portillo,0
37,0,54421,Garrick Higgo,0
37,0,33597,Harry Higgs,0
37,0,60067,Joe Highsmith,0
37,0,55707,Calum Hill,0
37,0,49813,Daniel Hillier,0
37,0,49120,Kensei Hirata,0
37,0,51287,Ryo Hisatsune,0
37,0,58547,Austin Hitt,0
37,0,54628,Lee Hodges,0
37,0,51696,Rico Hoey,0
37,0,12716,Charley Hoffman,0
37,0,33461,Morgan Hoffmann,0
37,0,35532,Tom Hoge,0
37,0,52686,Rasmus Hojgaard,0
37,0,52453,Nicolai Højgaard,0
37,0,27141,J.B. Holmes,0
37,0,39977,Max Homa,0
37,0,39393,Brad Hopfinger,0
37,0,47989,Sam Horsfield,0
37,0,47056,Rikuya Hoshino,0
37,0,35461,Beau Hossler,0
37,0,46717,Viktor Hovland,0
37,0,36801,Mark Hubbard,0
37,0,35506,Mackenzie Hughes,0
37,0,01547,Reed Hughes,0
37,0,31400,Daan Huizing,0
37,0,29327,Sam Hutsby,0
37,0,47277,Daniel Iceman,0
37,0,39971,Sungjae Im,0
37,0,32775,Shugo Imahira,0
37,0,30852,Ryo Ishikawa,0
37,0,59743,Aguri Iwasaki,0
37,0,27747,Hiroshi Iwata,0
37,0,57869,Ben James,0
37,0,31138,Scott Jamieson,0
37,0,57688,Casey Jarvis,0
37,0,35437,Carter Jenkins,0
37,0,54869,Chase Johnson,0
37,0,30925,Dustin Johnson,0
37,0,12195,Tom Johnson,0
37,0,24024,Zach Johnson,0
37,0,34242,Andrew Johnston,0
37,0,65465,Connor Jones,0
37,0,58391,Jared Jones,0
37,0,64053,Nick Jones,0
37,0,58652,Sam Jones,0
37,0,65547,Zac Jones,0
37,0,60736,Tobias Jonsson,0
37,0,55955,Matthew Jordan,0
37,0,47917,Takumi Kanaya,0
37,0,27974,Sung Kang,0
37,0,46879,Naoyuki Kataoka,0
37,0,48632,Yuto Katsuragawa,0
37,0,51366,Riki Kawamoto,0
37,0,32815,Masahiro Kawamura,0
37,0,27408,Martin Kaymer,0
37,0,63454,Johnny Keefer,0
37,0,39992,Jeff Kellen,0
37,0,60328,Cam Kellett,0
37,0,47239,Phachara Khongwatmai,0
37,0,30957,Max Kieffer,0
37,0,66346,Bryan Kim,0
37,0,34587,Chan Kim,0
37,0,60895,Kris Kim,0
37,0,39975,Michael Kim,0
37,0,50323,Minkyu Kim,0
37,0,50188,S.H. Kim,0
37,0,37455,Si Woo Kim,0
37,0,55182,Tom Kim,0
37,0,46404,Marcus Kinhult,0
37,0,34500,Ryosuke Kinoshita,0
37,0,29478,Kevin Kisner,0
37,0,48117,Kurt Kitayama,0
37,0,55077,Frederik Kjettrup,0
37,0,30959,Alexander Knappe,0
37,0,59283,George Kneiser,0
37,0,36852,Jim Knous,0
37,0,54813,Philip Knowles,0
37,0,33122,Russell Knox,0
37,0,56987,Jeong Weon Ko,0
37,0,54621,Kazuma Kobori,0
37,0,59871,Greg Koch,0
37,0,32816,Satoshi Kodaira,0
37,0,36689,Brooks Koepka,0
37,0,32627,Espen Kofstad,0
37,0,51190,Guntaek Koh,0
37,0,36884,Ben Kohles,0
37,0,66701,Jackson Koivun,0
37,0,56349,Chris Korte,0
37,0,35879,Kelly Kraft,0
37,0,37446,Jacques Kruyswijk,0
37,0,23108,Matt Kuchar,0
37,0,58696,Peter Kuest,0
37,0,27936,Martin Laird,0
37,0,27797,Derek Lamely,0
37,0,54422,Christo Lamprecht,0
37,0,33410,Andrew Landry,0
37,0,59497,Jake Lane,0
37,0,37250,Romain Langasque,0
37,0,34607,Francesco Laporta,0
37,0,29670,Pablo Larrazabal,0
37,0,65310,Anders Larson,0
37,0,50521,Hunter Larson,0
37,0,28775,Nate Lashley,0
37,0,34364,David Law,0
37,0,45523,Thriston Lawrence,0
37,0,47443,Junghwan Lee,0
37,0,32791,K.H. Lee,0
37,0,37378,Min Woo Lee,0
37,0,31109,Richard Lee,0
37,0,10860,Justin Leonard,0
37,0,35296,Haotong Li,0
37,0,51441,KK Limbhasut,0
37,0,46837,Yuxin Lin,0
37,0,48585,Charlie Lindh,0
37,0,37278,Nicholas Lindheim,0
37,0,34409,David Lingmerth,0
37,0,36326,David Lipsky,0
37,0,27129,Luke List,0
37,0,63806,Hunter Logan,0
37,0,35449,Adam Long,0
37,0,55509,Hurly Long,0
37,0,58936,Thomas Longbella,0
37,0,29772,Mike Lorenzo-Vera,0
37,0,01706,Davis Love III,0
37,0,40162,Justin Lower,0
37,0,28300,Joost Luiten,0
37,0,51911,Anthony Maccaglia,0
37,0,46368,Stuart Macdonald,0
37,0,50006,Willie Mack III,0
37,0,33199,Matteo Manassero,0
37,0,54190,Richard Mansell,0
37,0,59872,Brad Marek,0
37,0,59684,Jackson Markham,0
37,0,33413,Ben Martin,0
37,0,65252,Kyle Martin,0
37,0,64033,Luis Masaveu,0
37,0,66562,Justin Matthews,0
37,0,54370,Erik Matthewson,0
37,0,67803,Bowen Mauss,0
37,0,60203,Jon Mayer,0
37,0,60015,Logan McAllister,0
37,0,29675,Dan McCarthy,0
37,0,47993,Denny McCarthy,0
37,0,46113,Ryan McCormick,0
37,0,59409,Ashton McCulloch,0
37,0,40042,Tyler McCumber,0
37,0,36872,Jack McDonald,0
37,0,31202,William McGirt,0
37,0,47349,Michael McGowan,0
37,0,51950,Max McGreevy,0
37,0,50823,Tom McKibbin,0
37,0,56353,Callum McNeill,0
37,0,24490,George McNeill,0
37,0,58944,Blake McShea,0
37,0,59143,Mac Meissner,0
37,0,58381,Kyle Mendoza,0
37,0,33674,Adrian Meronk,0
37,0,32640,Troy Merritt,0
37,0,06515,Shaun Micheel,0
37,0,47102,David Micheluzzi,0
37,0,01810,Phil Mickelson,0
37,0,39834,Guido Migliozzi,0
37,0,39546,Keith Mitchell,0
37,0,67894,Jacob Modleski,0
37,0,57860,Maxwell Moldovan,0
37,0,23814,Edoardo Molinari,0
37,0,25198,Francesco Molinari,0
37,0,63766,William Moll,0
37,0,55789,Taylor Montgomery,0
37,0,66106,Jaime Montojo,0
37,0,26596,Ryan Moore,0
37,0,49947,Taylor Moore,0
37,0,64690,Omar Morales,0
37,0,50525,Collin Morikawa,0
37,0,29256,James Morrison,0
37,0,64624,Tommy Morrison,0
37,0,28593,Jesse Mueller,0
37,0,46601,Trey Mullinax,0
37,0,55420,Cooper Musselman,0
37,0,39537,Chris Naegel,0
37,0,49228,Keita Nakajima,0
37,0,61081,Rintaro Nakano,0
37,0,55370,Renato Naula,0
37,0,32344,Lukas Nemecz,0
37,0,36871,Matt NeSmith,0
37,0,36789,Patrick Newcomb,0
37,0,58188,James Nicholas,0
37,0,51635,Chris Nido,0
37,0,45486,Joaquin Niemann,0
37,0,29289,S.Y. Noh,0
37,0,65529,Liam Nolan,0
37,0,27349,Alex Noren,0
37,0,35706,Niklas Norgaard,0
37,0,30163,Henrik Norlander,0
37,0,51070,Vincent Norrman,0
37,0,51997,Andrew Novak,0
37,0,64431,David Nyfjall,0
37,0,24140,Sean O'Hair,0
37,0,62848,Zac Oakley,0
37,0,22046,Geoff Ogilvy,0
37,0,46270,Takashi Ogiso,0
37,0,57944,Andy Ogletree,0
37,0,06373,José María Olazábal,0
37,0,55965,Jacob Skov Olesen,0
37,0,33968,Thorbjørn Olesen,0
37,0,55623,Kaito Onishi,0
37,0,26329,Louis Oosthuizen,0
37,0,39262,Alvaro Ortiz,0
37,0,33667,Carlos Ortiz,0
37,0,34575,Adrian Otaegui,0
37,0,28475,Jeff Overton,0
37,0,59160,John Pak,0
37,0,23320,Ryan Palmer,0
37,0,29908,C.T. Pan,0
37,0,55892,Étienne Papineau,0
37,0,37157,Renato Paratore,0
37,0,32797,Sanghyun Park,0
37,0,48051,Yannik Paul,0
37,0,30756,Andrea Pavan,0
37,0,66249,Evan Pena,0
37,0,51003,Marco Penge,0
37,0,47806,Raul Pereda,0
37,0,48129,Corey Pereira,0
37,0,47529,Mito Pereira,0
37,0,47679,Victor Perez,0
37,0,51314,Julian Perico,0
37,0,54792,Chris Petefish,0
37,0,36824,Paul Peterson,0
37,0,57900,Chandler Phillips,0
37,0,46374,Tracy Phillips,0
37,0,25818,Scott Piercy,0
37,0,58551,Marc-Olivier Plasse,0
37,0,25240,D.A. Points,0
37,0,47567,Ben Polland,0
37,0,63343,Aldrich Potgieter,0
37,0,27556,Ted Potter Jr.,0
37,0,28252,Seamus Power,0
37,0,66744,Colin Prater,0
37,0,61193,David Puig,0
37,0,32394,Tapio Pulkkanen,0
37,0,35946,Willy Pumarol,0
37,0,34256,Andrew Putnam,0
37,0,46970,Jon Rahm,0
37,0,47983,Chad Ramey,0
37,0,29531,Richie Ramsay,0
37,0,52287,David Ravetto,0
37,0,26476,Chez Reavie,0
37,0,34360,Patrick Reed,0
37,0,29476,Kyle Reifers,0
37,0,54303,Charlie Reiter,0
37,0,45165,Graeme Robertson,0
37,0,65374,Brandon Robinson Thompson,0
37,0,26539,Robert Rock,0
37,0,36699,Patrick Rodgers,0
37,0,22405,Justin Rose,0
37,0,48052,Max Rottluff,0
37,0,39335,Kevin Roy,0
37,0,46646,Antoine Rozner,0
37,0,66609,Cole Rueck,0
37,0,66290,Miles Russell,0
37,0,37275,Sam Ryder,0
37,0,23621,Rory Sabbatini,0
37,0,34371,Adrien Saddier,0
37,0,59680,Jose Antonio Safa,0
37,0,56781,Isaiah Salinda,0
37,0,59692,John Sand,0
37,0,33951,Julio Santos,0
37,0,64442,Gordon Sargent,0
37,0,49036,Lorenzo Scalise,0
37,0,48102,Carson Schaake,0
37,0,57737,Jayden Schaper,0
37,0,47347,Adam Schenk,0
37,0,48867,Matti Schmid,0
37,0,31242,Marcel Schneider,0
37,0,59020,Luke Schniederjans,0
37,0,58359,Mitchell Schow,0
37,0,34610,Matthias Schwab,0
37,0,26331,Charl Schwartzel,0
37,0,24502,Adam Scott,0
37,0,63568,Calum Scott,0
37,0,31569,Jason Scrivener,0
37,0,56625,Max Sear,0
37,0,47888,Taiga Semikawa,0
37,0,39113,Shubhankar Sharma,0
37,0,59548,Matt Sharpstene,0
37,0,63181,Braden Shattuck,0
37,0,46441,Robby Shelton,0
37,0,65496,Cole Sherwood,0
37,0,66583,Taisei Shimizu,0
37,0,46035,Callum Shinkwin,0
37,0,63807,Neal Shipley,0
37,0,23481,Marcel Siem,0
37,0,59184,Ben Sigel,0
37,0,51890,Greyson Sigg,0
37,0,37410,Hiram Silfa,0
37,0,39327,Ben Silverman,0
37,0,29221,Webb Simpson,0
37,0,06567,Vijay Singh,0
37,0,60018,Cameron Sisk,0
37,0,27139,David Skinns,0
37,0,33486,Roger Sloan,0
37,0,46340,Alex Smalley,0
37,0,35891,Cameron Smith,0
37,0,51454,Camiko Smith,0
37,0,46464,Jordan Smith,0
37,0,50095,Austin Smotherman,0
37,0,54185,Elvis Smylie,0
37,0,27649,Brandt Snedeker,0
37,0,46405,Sebastian Soderberg,0
37,0,56297,John Somers,0
37,0,36521,Young-han Song,0
37,0,40181,Clément Sordet,0
37,0,30933,Jeff Sorenson,0
37,0,35174,Matthew Southgate,0
37,0,39324,J.J. Spaun,0
37,0,50717,Josh Speight,0
37,0,34046,Jordan Spieth,0
37,0,50484,Hayden Springer,0
37,0,26679,Kevin Stadler,0
37,0,30692,Scott Stallings,0
37,0,54364,Stephen Stallings Jr.,0
37,0,51600,Jimmy Stanger,0
37,0,30110,Kyle Stanley,0
37,0,49801,Preston Stanley,0
37,0,66699,Pat Steffes,0
37,0,21528,Henrik Stenson,0
37,0,55893,Sam Stevens,0
37,0,66247,Gareth Steyn,0
37,0,35413,Kevin Stinson,0
37,0,49960,Sepp Straka,0
37,0,34431,Robert Streb,0
37,0,27214,Kevin Streelman,0
37,0,06527,Steve Stricker,0
37,0,27963,Chris Stroud,0
37,0,33023,Ockie Strydom,0
37,0,31560,Brian Stuard,0
37,0,56513,Jasper Stubbs,0
37,0,60019,Jackson Suber,0
37,0,54218,Yuta Sugiura,0
37,0,50493,Justin Suh,0
37,0,35314,Andy Sullivan,0
37,0,65994,Joe Sullivan,0
37,0,40115,Adam Svensson,0
37,0,57586,Jesper Svensson,0
37,0,29425,Andrew Svoboda,0
37,0,50584,Connor Syme,0
37,0,67116,Baron Szeto,0
37,0,55741,Hiroshi Tai,0
37,0,48699,Callum Tarren,0
37,0,48929,Santiago Tarrio,0
37,0,48119,Ben Taylor,0
37,0,27330,Josh Teater,0
37,0,51634,Sahith Theegala,0
37,0,33448,Justin Thomas,0
37,0,57364,Michael Thorbjornsen,0
37,0,52144,Braden Thornberry,0
37,0,30927,Brendon Todd,0
37,0,38991,Alejandro Tosti,0
37,0,23788,D.J. Trahan,0
37,0,35617,Martin Trainer,0
37,0,32333,Kevin Tway,0
37,0,59827,Tom Vaillant,0
37,0,65110,Brendan Valdes,0
37,0,52666,Sami Valimaki,0
37,0,66063,Altin van der Merwe,0
37,0,28114,Dawie van der Walt,0
37,0,32659,Darius Van Driel,0
37,0,57864,Jackson Van Paris,0
37,0,40006,Erik van Rooyen,0
37,0,59629,Ryan van Velzen,0
37,0,35469,Sebastián Vázquez,0
37,0,48640,Johannes Veerman,0
37,0,35658,Kris Ventura,0
37,0,23531,Tracy Vest,0
37,0,27770,Camilo Villegas,0
37,0,36835,Dustin Volk,0
37,0,59203,Joey Vrzich,0
37,0,59204,Andrew Walker,0
37,0,25632,Jimmy Walker,0
37,0,48887,Matt Wallace,0
37,0,39958,Jeunghun Wang,0
37,0,48705,Dalton Ward,0
37,0,65580,Ben Warian,0
37,0,31113,Paul Waring,0
37,0,27095,Nick Watney,0
37,0,25804,Bubba Watson,0
37,0,10423,Mike Weir,0
37,0,66343,Alex Welch,0
37,0,46628,Jeremy Wells,0
37,0,47128,Richy Werenski,0
37,0,30681,Eric West,0
37,0,52411,Kyle Westmoreland,0
37,0,51894,Vince Whaley,0
37,0,33117,Dale Whitnell,0
37,0,48319,Tom Whitney,0
37,0,52655,Herman Wibe-Sekne,0
37,0,50474,Tim Widing,0
37,0,33936,Gunner Wiebe,0
37,0,29454,Bernd Wiesberger,0
37,0,25349,Tim Wilkinson,0
37,0,32139,Danny Willett,0
37,0,66745,Wells Williams,0
37,0,27114,Ben Willman,0
37,0,55940,Andrew Wilson,0
37,0,27506,Oliver Wilson,0
37,0,35709,Jeff Winther,0
37,0,49964,Aaron Wise,0
37,0,31323,Gary Woodland,0
37,0,08793,Tiger Woods,0
37,0,50012,Wyatt Worthington II,0
37,0,33870,Ashun Wu,0
37,0,52374,Brandon Wu,0
37,0,54783,Dylan Wu,0
37,0,60222,Austin Wylie,0
37,0,54328,Norman Xiong,0
37,0,24663,Y.E. Yang,0
37,0,58082,Aram Yenidjeian,0
37,0,56100,Ren Yonezawa,0
37,0,57366,Cameron Young,0
37,0,52513,Carson Young,0
37,0,55454,Carl Yuan,0
37,0,47483,Will Zalatoris,0
37,0,29939,Fabrizio Zanotti,0
