RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,08793,Tiger Woods,68.115,3574,- 32.040,52
2,0,10809,Jim Furyk,68.865,6112,- 51.924,88
3,0,24502,Adam Scott,68.946,4761,- 72.696,68
4,0,23983,Luke Donald,69.166,4414,- 56.571,63
5,0,06527,Steve Stricker,69.372,4312,- 10.953,62
6,0,01810,Phil Mickelson,69.500,4835,- 39.478,69
7,0,22378,Trevor Immelman,69.507,6014,- 36.440,86
8,0,06567,Vijay Singh,69.619,7021,- 59.080,100
9,0,20229,Stewart Cink,69.660,6186,- 55.938,88
10,0,06522,Ernie Els,69.756,4520,- 55.628,64
11,0,20628,Arron Oberholser,69.858,5559,- 40.221,79
12,0,10885,Robert Allenby,69.990,5427,- 37.777,77
13,0,07749,Brett Quigley,70.025,7383,- 30.425,105
14,0,02206,David Toms,70.089,4869,- 32.875,69
15,0,06373,José María Olazábal,70.183,4123,- 52.395,58
16,0,24925,Jonathan Byrd,70.190,4618,14.550,66
17,0,24138,Ian Poulter,70.208,3694,- 43.206,52
18,0,24357,K.J. Choi,70.213,6500,- 40.385,92
19,0,20098,Stuart Appleby,70.251,5528,- 48.460,78
20,0,10423,Mike Weir,70.255,6015,- 43.316,85
21,0,25900,Lucas Glover,70.263,7127,- 30.454,101
22,0,20157,Retief Goosen,70.291,4259,- 41.544,60
23,0,23621,Rory Sabbatini,70.292,5876,- 41.751,83
24,0,22046,Geoff Ogilvy,70.295,4983,- 62.378,70
25,0,01941,Tom Pernice Jr.,70.321,7348,- 34.649,104
26,0,20766,Padraig Harrington,70.334,3546,- 29.286,50
27,0,22405,Justin Rose,70.401,6683,5.053,95
28,0,24024,Zach Johnson,70.420,6235,- 38.042,88
29,0,06004,Stephen Ames,70.436,4389,- 21.969,62
30,0,20572,Rod Pampling,70.443,5962,- 44.804,84
31,0,23325,Vaughn Taylor,70.457,6236,- 35.763,88
32,0,20645,John Senden,70.478,6557,- 2.568,93
33,0,01945,Kenny Perry,70.485,5108,- 33.081,72
34,0,23353,J.J. Henry,70.528,6588,- 28.936,93
34,0,11032,Frank Lickliter II,70.528,6836,5.204,97
36,0,19846,Brian Gay,70.529,7524,22.645,107
37,0,01381,Fred Funk,70.556,7444,- 35.609,105
38,0,24507,Jason Bohn,70.557,7365,- 27.058,104
39,0,21209,Sergio Garcia,70.567,3930,- 48.815,55
40,0,23135,Tim Clark,70.577,5612,- 36.391,79
40,0,23623,Bo Van Pelt,70.577,7221,- 22.175,102
42,0,20498,Briny Baird,70.579,5429,5.593,77
43,0,12510,Chad Campbell,70.585,6168,- 27.133,87
44,0,12716,Charley Hoffman,70.631,6921,.828,98
45,0,06515,Shaun Micheel,70.636,6595,- 25.831,93
46,0,12660,Jesper Parnevik,70.639,5934,- .301,84
47,0,12680,Shigeki Maruyama,70.651,6506,- 6.145,92
48,0,25345,Carl Pettersson,70.654,6632,- 61.175,93
49,0,02239,Scott Verplank,70.670,6069,8.608,86
49,0,12602,Dean Wilson,70.670,7849,- 4.600,111
51,0,23349,Charles Warren,70.675,6362,- 1.256,90
52,0,01320,Bob Estes,70.676,6008,- .567,85
53,0,01928,Corey Pavin,70.683,4964,- 16.159,70
54,0,24781,Hunter Mahan,70.684,6929,- 1.929,98
55,0,23322,Brett Wetterich,70.725,5796,3.426,82
56,0,26420,Richard Johnson,70.732,6660,- 11.171,94
57,0,01142,Bart Bryant,70.745,6127,- 42.888,86
58,0,27770,Camilo Villegas,70.749,6610,- 30.368,93
59,0,01766,Billy Mayfair,70.762,6674,- 22.410,94
60,0,06621,Joe Durant,70.773,7146,2.061,101
61,0,21350,Ryuji Imada,70.781,7218,1.621,102
62,0,01706,Davis Love III,70.785,5404,- 24.351,76
63,0,06251,Chris DiMarco,70.787,5541,- 19.650,78
64,0,01226,Fred Couples,70.789,3586,- 46.566,50
65,0,01677,Tom Lehman,70.797,4296,- 48.207,60
66,0,10860,Justin Leonard,70.807,5631,- 37.211,79
67,0,20850,Daniel Chopra,70.834,7560,19.268,107
67,0,23541,Ben Crane,70.834,5698,- 31.288,80
69,0,07457,Steve Flesch,70.838,8141,5.332,115
70,0,02104,Jeff Sluman,70.852,7164,- 7.953,101
71,0,08075,Jerry Kelly,70.853,7080,5.266,100
72,0,06595,Kevin Sutherland,70.855,6785,17.085,96
73,0,23718,Nathan Green,70.871,7380,- 9.427,104
73,0,21949,Joe Ogilvie,70.871,6446,3.290,91
75,0,06573,Brandt Jobe,70.876,6266,- 28.878,88
76,0,20608,David Howell,70.885,3225,- 35.155,45
77,0,27095,Nick Watney,70.907,6728,8.153,95
78,0,01024,Billy Andrade,70.922,5261,- 12.793,74
78,0,21731,Freddie Jacobson,70.922,3994,- 22.358,56
80,0,20105,Jeff Gove,70.925,6154,16.487,87
81,0,20382,Stephen Leaney,70.932,5946,12.263,84
82,0,01219,John Cook,70.935,4760,- 7.360,67
83,0,21961,Charles Howell III,70.946,6646,- 48.056,93
84,0,25804,Bubba Watson,70.977,5582,25.198,79
85,0,20691,Greg Owen,70.980,5467,- 1.528,77
86,0,07867,Woody Austin,70.983,7609,- 13.841,107
87,0,06575,Dudley Hart,70.993,5899,- 6.618,83
88,0,23320,Ryan Palmer,71.008,7024,5.772,99
89,0,26596,Ryan Moore,71.011,4617,- 1.255,65
90,0,21805,Harrison Frazar,71.012,6440,22.118,91
91,0,10733,Kent Jones,71.033,7176,- 1.654,101
92,0,22293,Heath Slocum,71.060,6607,1.564,93
93,0,01707,Steve Lowery,71.072,6908,- 14.003,97
94,0,01313,Steve Elkington,71.088,3614,11.465,51
95,0,01042,Paul Azinger,71.090,6180,4.860,87
96,0,08385,Omar Uresti,71.108,4178,17.358,59
97,0,28475,Jeff Overton,71.109,6601,12.105,93
98,0,22913,John Rollins,71.113,6472,- .734,91
99,0,01139,Olin Browne,71.117,7420,- 23.850,104
99,0,20634,Peter Lonard,71.117,5456,- 51.093,76
101,0,01666,Bernhard Langer,71.126,5121,.038,72
102,0,12645,Brent Geiberger,71.137,6883,17.270,97
103,0,21753,Brian Davis,71.140,6400,2.580,90
104,0,21878,Mark Wilson,71.141,5381,25.692,76
105,0,19824,Craig Barlow,71.171,5199,- 3.497,73
106,0,21470,Daisuke Maruyama,71.178,5610,13.073,79
107,0,06350,Bob May,71.185,4390,23.471,62
108,0,22621,Ben Curtis,71.192,6157,- 34.529,86
109,0,22371,Aaron Baddeley,71.197,5427,- 16.039,76
110,0,02246,Duffy Waldorf,71.203,6535,15.646,92
111,0,24924,Bill Haas,71.216,6812,24.761,96
112,0,27141,J.B. Holmes,71.224,5501,- 16.767,77
113,0,21959,Ted Purdy,71.227,7221,- 27.113,101
114,0,06034,Marco Dawson,71.230,6178,19.036,87
115,0,21646,David Branshaw,71.237,6937,44.209,98
116,0,24140,Sean O'Hair,71.238,7019,- 37.700,98
117,0,20574,Mathew Goggin,71.243,5010,- 23.013,70
118,0,01619,Skip Kendall,71.251,5119,11.090,72
119,0,12782,Tim Herron,71.269,5808,- 35.231,81
120,0,20378,Mathias Grönberg,71.270,6325,18.069,89
121,0,02110,Jerry Smith,71.276,6523,34.358,92
122,0,23048,Eric Axley,71.286,6322,22.481,89
123,0,24912,Will MacKenzie,71.332,6260,17.209,88
124,0,06197,Michael Allen,71.333,5969,22.943,84
125,0,27120,Troy Matteson,71.335,7192,12.854,101
126,0,01724,Jeff Maggert,71.339,5804,- 25.559,81
127,0,01035,Tommy Armour III,71.343,4646,- 8.695,65
128,0,20094,Jonathan Kaye,71.347,6555,8.950,92
129,0,20472,Alex Cejka,71.360,6458,35.734,91
130,0,24361,Pat Perez,71.362,3581,- 12.917,50
131,0,08835,Kris Cox,71.374,5763,18.322,81
132,0,01553,John Huston,71.403,5136,5.042,72
133,0,08375,Paul Stankowski,71.404,5003,- 4.730,70
134,0,02101,Joey Sindelar,71.420,6444,- 16.215,90
135,0,10505,Shane Bertsch,71.421,7272,12.990,102
136,0,01388,Robert Gamez,71.430,6722,- 7.574,94
137,0,06643,Paul Goydos,71.443,5129,14.890,72
138,0,23788,D.J. Trahan,71.459,6433,- 1.678,90
139,0,23614,Rich Beem,71.468,5938,- 6.141,83
140,0,20127,Chris Riley,71.474,5828,32.898,82
141,0,20631,David McKenzie,71.491,5696,23.281,80
142,0,21407,Arjun Atwal,71.501,6771,21.584,95
143,0,22548,Patrick Sheehan,71.503,7140,10.344,100
144,0,08537,J.P. Hayes,71.517,3918,15.410,55
145,0,25240,D.A. Points,71.521,5720,1.688,80
146,0,20121,Todd Fischer,71.556,7072,11.997,99
147,0,02106,Chris Smith,71.567,4782,13.020,67
148,0,20812,Tjaart van der Walt,71.576,4070,9.830,57
149,0,24358,Robert Garrigus,71.582,5937,4.328,83
150,0,26360,Bubba Dickerson,71.592,6851,21.826,96
150,0,25632,Jimmy Walker,71.592,4154,- 1.690,58
152,0,02214,Kirk Triplett,71.613,4007,3.321,56
153,0,22946,Henrik Bjornstad,71.614,6793,10.313,95
154,0,01948,Tim Petrovic,71.624,6523,- 5.176,91
155,0,01161,Mark Calcavecchia,71.630,6700,- 38.376,93
156,0,01599,Steve Jones,71.634,5887,- 13.005,82
157,0,09011,David Duval,71.636,4975,- 32.117,69
158,0,07223,Brian Bateman,71.664,4652,6.142,65
159,0,08123,Jeff Brehaut,71.668,6852,28.169,96
160,0,06012,Greg Kraft,71.683,5370,6.251,75
161,0,02223,Bob Tway,71.687,5575,16.568,78
162,0,19913,Ron Whittaker,71.728,5656,10.495,79
163,0,11123,Chris Couch,71.730,5367,12.759,75
164,0,19881,Robert Damron,71.734,6511,16.828,91
165,0,23497,Tag Ridings,71.737,7177,- 3.266,100
166,0,24980,Scott Gutschewski,71.744,3641,17.942,51
167,0,12760,Danny Ellis,71.769,4582,11.205,64
168,0,01823,Larry Mize,71.784,3662,- .992,51
169,0,01329,Brad Faxon,71.789,5634,- 34.479,78
170,0,12662,Thomas Levet,71.848,3674,- 9.766,51
171,0,01577,Lee Janzen,71.896,5684,- 4.206,79
172,0,01685,J.L. Lewis,71.909,4104,- 5.212,57
173,0,21660,Jason Schultz,71.923,5379,15.205,75
174,0,20099,Doug Barron,71.935,5248,3.246,73
175,0,27943,Matt Hansen,71.965,4737,12.663,66
176,0,12823,Carlos Franco,71.975,6181,8.831,86
176,0,12755,Vance Veazey,71.975,4249,- 2.474,59
178,0,11011,Mike Sposa,72.008,4668,12.492,65
179,0,22892,Jason Gore,72.051,6065,- 12.690,84
180,0,28780,Nicholas Thompson,72.057,6693,8.345,93
181,0,10565,Ian Leggatt,72.102,5464,15.786,76
182,0,01132,Mark Brooks,72.158,6410,12.018,89
183,0,01887,Mark O'Meara,72.244,3619,- 6.800,50
184,0,20593,Greg Chalmers,72.250,4840,.739,67
185,0,23409,James Driscoll,72.254,5785,- 4.699,80
186,0,25842,Jon Mills,72.256,4758,10.908,66
187,0,07013,Wes Short Jr.,72.300,6794,2.156,94
188,0,01249,John Daly,72.396,3568,- 20.616,49
189,0,01761,Len Mattiace,72.409,4274,- 1.856,59
190,0,23307,Roger Tambellini,72.562,4415,11.304,61
191,0,23616,Ryan Hietala,72.612,4281,3.126,59
192,0,23673,Michael Connell,72.809,3481,13.819,48
193,0,01473,Todd Hamilton,72.836,5271,- 26.779,72
194,0,25936,Alex Aragon,72.901,4445,1.974,61
195,0,25935,John Engler Jr.,72.956,4877,11.074,67
196,0,20548,Hidemichi Tanaka,73.457,5349,13.351,73
