RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,12660,Jesper Parnevik,86' 11",78242,75,487,2703001888
2,0,23135,Tim Clark,84' 8",52844,52,473,4603001850
3,0,21528,Henrik Stenson,82' 4",35569,36,460,1903001662
4,0,10213,Dicky Pride,81' 4",59515,61,458,4654002008
5,0,24925,Jonathan Byrd,80' 11",60220,62,455,2301001879
6,0,06643,Paul Goydos,80' 8",45478,47,452,2402001643
7,0,08793,Tiger Woods,80' 7",41597,43,453,1904001969
8,0,23497,Tag Ridings,80' 6",43482,45,451,2702001915
9,0,24140,Sean O'Hair,80' 5",80059,83,452,2804001884
10,0,11032,Frank Lickliter II,80' 4",80986,84,451,3202001881
11,0,26596,Ryan Moore,80' 1",71097,74,450,3801001836
12,0,24024,Zach Johnson,79' 4",57116,60,447,1601001991
13,0,21949,Joe Ogilvie,79' 3",82773,87,450,3701001604
14,0,25396,Kevin Na,78' 9",72770,77,445,2101001897
15,0,01161,Mark Calcavecchia,78' 7",68823,73,442,2002001829
16,0,01381,Fred Funk,78' 4",49807,53,440,4201001797
17,0,23613,Rich Barcelo,78' 1",65582,70,439,1004001733
17,0,24358,Robert Garrigus,78' 1",80574,86,438,1404002603
19,0,22892,Jason Gore,77' 11",72944,78,435,3604001610
19,0,22212,Craig Lile,77' 11",64513,69,437,3002001603
21,0,23325,Vaughn Taylor,77' 10",67218,72,437,1604001616
22,0,19803,Ryan Armour,77' 8",86665,93,437,4653001631
22,0,24449,Parker McLachlin,77' 8",68066,73,439,4652001604
24,0,12602,Dean Wilson,77' 7",68907,74,435,0502001597
25,0,21731,Freddie Jacobson,77' 5",63168,68,435,2304001806
26,0,23621,Rory Sabbatini,77' 2",57406,62,443,3402001785
27,0,21753,Brian Davis,76' 10",81126,88,436,2101001561
27,0,25686,Jason Dufner,76' 10",80194,87,433,1401001859
29,0,23320,Ryan Palmer,76' 9",74602,81,431,1104001798
29,0,25345,Carl Pettersson,76' 9",83782,91,432,3602001759
31,0,07363,Craig Bowden,76' 8",61665,67,430,3302001473
32,0,10860,Justin Leonard,76' 7",74429,81,432,3402001835
32,0,01941,Tom Pernice Jr.,76' 7",77189,84,433,3802002071
32,0,01948,Tim Petrovic,76' 7",86392,94,433,2204002003
35,0,21350,Ryuji Imada,76' 6",81745,89,429,2801001474
35,0,20628,Arron Oberholser,76' 6",47729,52,427,1401001539
35,0,24361,Pat Perez,76' 6",58727,64,432,2201001960
38,0,23983,Luke Donald,76' 5",45832,50,427,1304001712
38,0,28475,Jeff Overton,76' 5",49528,54,430,2401001895
38,0,25190,Jeff Quinney,76' 5",77919,85,431,2302002060
41,0,23718,Nathan Green,76' 4",78797,86,428,1104002022
41,0,24912,Will MacKenzie,76' 4",82449,90,430,2204001687
43,0,24490,George McNeill,76' 3",73181,80,427,3203001842
43,0,20127,Chris Riley,76' 3",46689,51,429,4651001502
45,0,23614,Rich Beem,76' 2",63985,70,428,1103001555
45,0,20766,Padraig Harrington,76' 2",42041,46,427,3402001806
45,0,20433,Mark Hensby,76' 2",64923,71,433,1102001835
45,0,20572,Rod Pampling,76' 2",66704,73,429,3404001893
49,0,21633,Steve Allan,76' 1",50207,55,429,1404001732
50,0,12680,Shigeki Maruyama,76' 0",72951,80,428,1902001620
51,0,07867,Woody Austin,75' 11",76544,84,425,2202001874
52,0,20850,Daniel Chopra,75' 10",86462,95,429,1403001749
53,0,02206,David Toms,75' 9",56362,62,428,2101001917
54,0,26881,Jarrod Lyle,75' 8",60837,67,424,4201001734
54,0,01724,Jeff Maggert,75' 8",69948,77,429,1403001895
56,0,24980,Scott Gutschewski,75' 7",52587,58,425,4102001752
56,0,26420,Richard Johnson,75' 7",75246,83,423,2302001716
58,0,01320,Bob Estes,75' 6",72504,80,425,3801001627
58,0,10733,Kent Jones,75' 6",79746,88,424,3002002220
58,0,28486,Michael Putnam,75' 6",71611,79,422,4651001761
61,0,01707,Steve Lowery,75' 5",62466,69,424,4802001588
61,0,27649,Brandt Snedeker,75' 5",76949,85,425,1101001658
63,0,25273,Andrew Buckle,75' 4",60558,67,424,3701001667
63,0,27060,John Mallinger,75' 4",78617,87,424,3201001818
65,0,20498,Briny Baird,75' 3",94800,105,422,0502001738
65,0,24290,D.J. Brigman,75' 3",48741,54,422,1403001457
65,0,20623,Gavin Coles,75' 3",69538,77,424,1101001843
68,0,01035,Tommy Armour III,75' 2",61303,68,419,4651002148
69,0,19846,Brian Gay,75' 1",87376,97,423,2104001742
69,0,27120,Troy Matteson,75' 1",68450,76,421,2102001778
