RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,12660,Jesper Parnevik,11' 5",3236.083,284,48,1"
2,0,23135,Tim Clark,11' 3",2114.167,188,58,3"
2,0,10860,Justin Leonard,11' 3",2901.833,258,50,3"
2,0,10213,Dicky Pride,11' 3",2052.167,183,62,6"
2,0,21528,Henrik Stenson,11' 3",1296.750,115,62,2"
6,0,23933,Michael Boyd,11' 2",1635.500,147,57,1"
7,0,19803,Ryan Armour,11' 1",3413.833,307,55,2"
7,0,01928,Corey Pavin,11' 1",2163.083,195,57,5"
9,0,08931,Glen Day,11' 0",2506.083,227,60,1"
9,0,24024,Zach Johnson,11' 0",2137.667,195,50,4"
11,0,06643,Paul Goydos,10' 11",1675.917,153,58,3"
11,0,24449,Parker McLachlin,10' 11",2415.583,222,66,2"
11,0,23497,Tag Ridings,10' 11",1726.500,158,50,5"
14,0,11032,Frank Lickliter II,10' 10",3269.333,301,77,2"
15,0,12680,Shigeki Maruyama,10' 9",2645.833,247,68,6"
15,0,06515,Shaun Micheel,10' 9",2367.250,220,42,4"
15,0,26882,Michael Sim,10' 9",1700.750,158,48,3"
18,0,25686,Jason Dufner,10' 8",2858.083,267,55,1"
18,0,07547,Craig Kanada,10' 8",3065.000,287,57,4"
18,0,25190,Jeff Quinney,10' 8",3080.000,288,53,3"
18,0,12602,Dean Wilson,10' 8",2634.417,247,46,3"
22,0,01035,Tommy Armour III,10' 7",2385.667,226,42,3"
22,0,02101,Joey Sindelar,10' 7",2181.083,206,53,2"
24,0,12510,Chad Campbell,10' 6",2449.833,233,45,5"
24,0,23983,Luke Donald,10' 6",1873.500,178,69,5"
24,0,21209,Sergio Garcia,10' 6",2032.833,194,76,5"
24,0,20382,Stephen Leaney,10' 6",2371.417,226,72,3"
24,0,20160,Charlie Wi,10' 6",2870.917,274,53,2"
29,0,20623,Gavin Coles,10' 5",2323.833,223,40,4"
29,0,22621,Ben Curtis,10' 5",1807.333,173,100,1"
29,0,19846,Brian Gay,10' 5",3267.333,314,61,4"
29,0,26420,Richard Johnson,10' 5",2405.250,230,57,4"
29,0,01724,Jeff Maggert,10' 5",2623.667,251,54,1"
29,0,27060,John Mallinger,10' 5",2844.417,272,54,3"
29,0,02206,David Toms,10' 5",2199.917,211,59,1"
36,0,06197,Michael Allen,10' 4",2163.417,210,54,3"
