RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,20370,Steven Bottomley,$104738,104738
2,0,01876,Greg Norman,$103434,1654959
3,0,12702,Costantino Rocca,$92750,185500
4,0,01928,Corey Pavin,$60912,1340079
5,0,01313,Steve Elkington,$59731,1254351
6,0,01666,Bernhard Langer,$56411,394877
7,0,01766,Billy Mayfair,$55113,1543191
8,0,01572,Mark James,$53166,53166
9,0,01577,Lee Janzen,$49248,1378966
10,0,20400,Michael Campbell,$47129,141388
11,0,06522,Ernie Els,$46810,842590
12,0,01706,Davis Love III,$46333,1111998
13,0,06567,Vijay Singh,$46305,1018712
14,0,01677,Tom Lehman,$46123,830230
15,0,01569,Peter Jacobsen,$43002,1075056
16,0,08635,Colin Montgomerie,$41952,335616
17,0,01326,Nick Faldo,$41629,790960
18,0,01385,Jim Gallagher Jr.,$39157,1057241
19,0,01968,Nick Price,$33983,611700
20,0,09011,David Duval,$33901,881436
21,0,01887,Mark O'Meara,$33856,914128
22,0,02146,Payne Stewart,$32082,866218
23,0,01235,Ben Crenshaw,$32064,737475
24,0,02099,Scott Simpson,$31831,795797
25,0,01945,Kenny Perry,$30935,773387
26,0,01457,Jay Haas,$30454,822258
27,0,02010,Loren Roberts,$29492,678335
28,0,02223,Bob Tway,$29161,787348
29,0,01161,Mark Calcavecchia,$29088,843552
30,0,02207,Sam Torrance,$28485,56970
31,0,01527,Scott Hoch,$28308,792643
32,0,01810,Phil Mickelson,$27324,655777
33,0,10860,Justin Leonard,$24154,748793
34,0,02214,Kirk Triplett,$23874,644607
35,0,01143,Brad Bryant,$23349,723833
36,0,01724,Jeff Maggert,$22954,527951
37,0,01381,Fred Funk,$22413,717231
38,0,06036,Scott Dunlap,$22000,44000
39,0,02300,Ian Woosnam,$21807,174463
40,0,07867,Woody Austin,$21661,736496
41,0,02267,D.A. Weibring,$21544,517065
42,0,19965,Peter Mitchell,$21532,21532
43,0,06373,José María Olazábal,$21341,213415
44,0,02246,Duffy Waldorf,$20216,525622
45,0,02256,Tom Watson,$20049,320784
46,0,01226,Fred Couples,$19950,299259
47,0,01783,Mark McCumber,$19785,375923
48,0,02104,Jeff Sluman,$19437,563681
49,0,02133,Craig Stadler,$19157,402316
50,0,06527,Steve Stricker,$19083,438930
51,0,01329,Brad Faxon,$18875,471886
52,0,02271,Wayne Westner,$18750,18750
53,0,01418,Bill Glasson,$18731,412094
54,0,01320,Bob Estes,$18082,433991
55,0,02170,Hal Sutton,$17894,554733
56,0,07235,John Morse,$17366,416803
57,0,10809,Jim Furyk,$17270,535379
58,0,01378,David Frost,$17031,357657
59,0,01690,Bruce Lietzke,$16837,269394
60,0,11155,Katsuyoshi Tomori,$16455,16455
61,0,01890,Brett Ogle,$16346,326931
62,0,01355,Raymond Floyd,$16257,65031
63,0,19927,Mark Roe,$15467,30934
64,0,01707,Steve Lowery,$15461,463858
65,0,06557,Stephen Keppler,$15006,90040
66,0,02159,Curtis Strange,$14923,358175
67,0,01201,Lennie Clements,$14797,355129
68,0,01905,Joe Ozaki,$14500,290000
69,0,01249,John Daly,$13989,321747
70,0,20259,Hisayuki Sasaki,$13927,27854
71,0,01559,Hale Irwin,$13640,190960
72,0,02049,Gene Sauers,$13546,311578
73,0,06140,Sean Murphy,$13371,40115
74,0,02239,Scott Verplank,$13315,332886
75,0,01823,Larry Mize,$13162,289576
76,0,06090,Jim McGovern,$12986,402587
77,0,19825,Darren Clarke,$12954,12954
77,0,19960,Ross Drummond,$12954,12954
79,0,02218,Ted Tryba,$12913,451982
80,0,01098,Jay Don Blake,$12828,333550
81,0,01132,Mark Brooks,$12650,366859
82,0,19905,Andrew Coltart,$12227,36682
83,0,01920,Craig Parry,$12225,293413
84,0,01837,Gil Morgan,$12169,255565
