RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,30927,Brendon Todd,100.00
2,0,35539,Luke Guthrie,88.89
3,0,01810,Phil Mickelson,86.67
4,0,29974,Branden Grace,84.62
5,0,32150,Michael Thompson,81.82
6,0,28089,Jason Day,81.25
7,0,30925,Dustin Johnson,80.00
8,0,24502,Adam Scott,78.95
9,0,28237,Rory McIlroy,78.57
10,0,34046,Jordan Spieth,77.78
11,0,25364,Paul Casey,75.00
11,0,27141,J.B. Holmes,75.00
11,0,26329,Louis Oosthuizen,75.00
14,0,28679,Fabián Gómez,73.33
14,0,32839,Hideki Matsuyama,73.33
16,0,33204,Shane Lowry,72.73
16,0,30692,Scott Stallings,72.73
18,0,24358,Robert Garrigus,71.43
19,0,12510,Chad Campbell,70.59
19,0,25632,Jimmy Walker,70.59
21,0,25720,Chad Collins,70.00
21,0,35879,Kelly Kraft,70.00
21,0,25572,Graeme McDowell,70.00
24,0,36689,Brooks Koepka,68.75
25,0,24024,Zach Johnson,68.42
25,0,27649,Brandt Snedeker,68.42
27,0,27129,Luke List,66.67
27,0,25396,Kevin Na,66.67
27,0,27214,Kevin Streelman,66.67
27,0,33448,Justin Thomas,66.67
27,0,27064,Jhonattan Vegas,66.67
32,0,37455,Si Woo Kim,65.22
33,0,33122,Russell Knox,65.00
33,0,27466,Spencer Levin,65.00
33,0,31202,William McGirt,65.00
36,0,32102,Rickie Fowler,64.71
37,0,20472,Alex Cejka,64.29
37,0,26300,Matt Jones,64.29
37,0,22405,Justin Rose,64.29
37,0,27963,Chris Stroud,64.29
41,0,20229,Stewart Cink,63.64
41,0,28114,Dawie van der Walt,63.64
41,0,34265,Will Wilcox,63.64
44,0,32366,Kevin Chappell,63.16
44,0,32757,Patton Kizzire,63.16
44,0,25818,Scott Piercy,63.16
47,0,25274,Steven Bowditch,62.50
47,0,35732,Wes Roach,62.50
49,0,21961,Charles Howell III,61.90
50,0,31560,Brian Stuard,61.54
51,0,26758,David Hearn,61.11
51,0,26596,Ryan Moore,61.11
51,0,26476,Chez Reavie,61.11
54,0,35545,Blayne Barber,60.00
54,0,35300,Andrew Loupe,60.00
54,0,33667,Carlos Ortiz,60.00
54,0,23320,Ryan Palmer,60.00
58,0,34409,David Lingmerth,58.82
59,0,27747,Hiroshi Iwata,58.33
59,0,32640,Troy Merritt,58.33
61,0,26851,Marc Leishman,57.89
62,0,29268,Bronson Burgoon,57.14
62,0,24357,K.J. Choi,57.14
62,0,27644,Brian Harman,57.14
62,0,23621,Rory Sabbatini,57.14
62,0,06567,Vijay Singh,57.14
67,0,20645,John Senden,56.25
67,0,26951,Johnson Wagner,56.25
67,0,25804,Bubba Watson,56.25
70,0,34466,Peter Malnati,55.56
70,0,22046,Geoff Ogilvy,55.56
70,0,20572,Rod Pampling,55.56
73,0,23638,Brendon de Jonge,54.55
73,0,34099,Harris English,54.55
73,0,21209,Sergio Garcia,54.55
76,0,34098,Russell Henley,53.85
77,0,33141,Keegan Bradley,53.33
77,0,25900,Lucas Glover,53.33
77,0,29289,S.Y. Noh,53.33
