RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,27770,Camilo Villegas,25.20,31,123
2,0,06527,Steve Stricker,25.00,14,56
3,0,27129,Luke List,24.76,26,105
4,0,30925,Dustin Johnson,23.02,29,126
5,0,34046,Jordan Spieth,22.61,26,115
6,0,29221,Webb Simpson,21.67,26,120
7,0,25562,Andres Romero,21.65,21,97
8,0,35539,Luke Guthrie,20.87,24,115
9,0,33418,Shawn Stefani,20.22,18,89
10,0,28259,Sangmoon Bae,19.76,33,167
11,0,34098,Russell Henley,19.75,16,81
12,0,24502,Adam Scott,19.72,14,71
13,0,06004,Stephen Ames,19.54,17,87
14,0,10213,Dicky Pride,19.27,21,109
15,0,25818,Scott Piercy,19.23,30,156
16,0,27963,Chris Stroud,19.20,24,125
17,0,06522,Ernie Els,19.10,17,89
18,0,34099,Harris English,18.82,32,170
19,0,27436,Graham DeLaet,18.70,23,123
20,0,24399,Scott Gardiner,18.60,24,129
21,0,34409,David Lingmerth,18.58,21,113
22,0,27120,Troy Matteson,18.42,21,114
23,0,22056,Cameron Percy,18.35,20,109
23,0,24361,Pat Perez,18.35,20,109
25,0,01116,Michael Bradley,18.31,13,71
26,0,28307,Matt Every,18.18,28,154
27,0,01810,Phil Mickelson,18.10,19,105
28,0,28089,Jason Day,17.89,22,123
29,0,30944,Jason Kokrak,17.86,25,140
30,0,27330,Josh Teater,17.83,23,129
31,0,21731,Freddie Jacobson,17.59,19,108
31,0,35139,Richard Lee,17.59,19,108
33,0,25572,Graeme McDowell,17.39,8,46
34,0,26851,Marc Leishman,17.33,26,150
35,0,24024,Zach Johnson,17.02,16,94
36,0,33141,Keegan Bradley,16.92,22,130
37,0,26300,Matt Jones,16.91,23,136
38,0,25900,Lucas Glover,16.87,14,83
39,0,32334,Charlie Beljan,16.82,18,107
40,0,26679,Kevin Stadler,16.67,18,108
40,0,10423,Mike Weir,16.67,21,126
42,0,28780,Nicholas Thompson,16.54,21,127
43,0,24358,Robert Garrigus,16.50,17,103
44,0,25444,Justin Hicks,16.35,17,104
45,0,20848,Ángel Cabrera,16.28,21,129
45,0,26951,Johnson Wagner,16.28,14,86
47,0,21209,Sergio Garcia,16.22,12,74
47,0,22792,Peter Hanson,16.22,12,74
49,0,24507,Jason Bohn,16.19,17,105
50,0,25240,D.A. Points,16.16,16,99
51,0,23320,Ryan Palmer,16.06,22,137
52,0,23325,Vaughn Taylor,16.00,12,75
53,0,32448,James Hahn,15.94,22,138
54,0,24357,K.J. Choi,15.91,14,88
55,0,30163,Henrik Norlander,15.83,19,120
56,0,22405,Justin Rose,15.48,13,84
57,0,20593,Greg Chalmers,15.44,21,136
58,0,21961,Charles Howell III,15.35,31,202
59,0,23621,Rory Sabbatini,15.33,23,150
60,0,25336,Alistair Presnell,15.15,15,99
61,0,08725,Tom Gillis,15.12,13,86
62,0,28310,Lee Williams,14.94,13,87
63,0,23788,D.J. Trahan,14.93,10,67
64,0,27214,Kevin Streelman,14.81,16,108
65,0,31557,Jim Herman,14.77,13,88
66,0,12716,Charley Hoffman,14.75,18,122
67,0,25345,Carl Pettersson,14.74,14,95
68,0,24140,Sean O'Hair,14.68,16,109
69,0,23409,James Driscoll,14.66,17,116
70,0,26476,Chez Reavie,14.61,13,89
71,0,20645,John Senden,14.60,20,137
72,0,34174,John Huh,14.50,19,131
73,0,32366,Kevin Chappell,14.41,16,111
74,0,24781,Hunter Mahan,14.40,18,125
75,0,28500,Martin Flores,14.38,21,146
75,0,34360,Patrick Reed,14.38,23,160
75,0,25632,Jimmy Walker,14.38,23,160
78,0,19970,Robert Karlsson,14.29,9,63
78,0,20396,Lee Westwood,14.29,11,77
80,0,27936,Martin Laird,14.14,14,99
81,0,30926,Chris Kirk,14.09,21,149
82,0,27933,John Merrick,13.95,18,129
83,0,31323,Gary Woodland,13.94,23,165
84,0,23108,Matt Kuchar,13.87,19,137
85,0,29420,Billy Horschel,13.85,18,130
86,0,10860,Justin Leonard,13.82,17,123
87,0,25834,Daniel Summerhays,13.70,20,146
88,0,20229,Stewart Cink,13.56,16,118
88,0,28092,D.H. Lee,13.56,16,118
90,0,28237,Rory McIlroy,13.51,10,74
91,0,23452,Nicolas Colsaerts,13.48,12,89
92,0,32102,Rickie Fowler,13.46,14,104
93,0,30692,Scott Stallings,13.45,16,119
94,0,20443,Jin Park,13.43,9,67
95,0,08793,Tiger Woods,13.41,11,82
96,0,28679,Fabián Gómez,13.39,15,112
97,0,23983,Luke Donald,13.33,10,75
97,0,27408,Martin Kaymer,13.33,8,60
99,0,31202,William McGirt,13.27,15,113
100,0,25804,Bubba Watson,13.22,16,121
101,0,33419,Cameron Tringale,13.19,19,144
102,0,32200,Roberto Castro,13.01,16,123
103,0,23638,Brendon de Jonge,12.94,22,170
104,0,22371,Aaron Baddeley,12.90,16,124
104,0,26596,Ryan Moore,12.90,12,93
104,0,24138,Ian Poulter,12.90,8,62
104,0,29425,Andrew Svoboda,12.90,8,62
108,0,21878,Mark Wilson,12.82,10,78
109,0,30750,Tommy Gainey,12.66,20,158
110,0,12782,Tim Herron,12.63,12,95
111,0,29479,Scott Brown,12.62,13,103
112,0,27644,Brian Harman,12.50,19,152
112,0,21099,David Lynn,12.50,15,120
112,0,33869,Eric Meierdierks,12.50,10,80
115,0,24924,Bill Haas,12.40,15,121
116,0,25686,Jason Dufner,12.39,14,113
117,0,34021,Bud Cauley,12.38,13,105
118,0,30110,Kyle Stanley,12.28,14,114
