RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,19846,Brian Gay,.93,4,432
2,0,27644,Brian Harman,1.34,7,522
3,0,06522,Ernie Els,1.39,5,360
4,0,24357,K.J. Choi,1.45,6,414
5,0,24138,Ian Poulter,1.46,5,342
6,0,21961,Charles Howell III,1.52,6,396
7,0,34360,Patrick Reed,1.65,8,486
8,0,33419,Cameron Tringale,1.71,8,468
9,0,24846,Ricky Barnes,1.72,9,522
10,0,25349,Tim Wilkinson,1.75,6,342
11,0,36801,Mark Hubbard,1.78,8,450
11,0,32333,Kevin Tway,1.78,8,450
13,0,29479,Scott Brown,1.79,9,504
14,0,48084,Wesley Bryan,1.85,9,486
14,0,35450,Patrick Cantlay,1.85,4,216
14,0,01810,Phil Mickelson,1.85,7,378
17,0,30926,Chris Kirk,1.92,9,468
17,0,32640,Troy Merritt,1.92,9,468
19,0,28252,Seamus Power,1.93,8,414
20,0,23983,Luke Donald,1.96,6,306
20,0,25572,Graeme McDowell,1.96,6,306
22,0,34099,Harris English,2.00,9,450
23,0,29476,Kyle Reifers,2.04,11,540
24,0,22371,Aaron Baddeley,2.05,7,342
24,0,32150,Michael Thompson,2.05,7,342
26,0,39954,Cody Gribble,2.06,10,486
26,0,34264,Hudson Swafford,2.06,10,486
28,0,26329,Louis Oosthuizen,2.08,6,288
29,0,24507,Jason Bohn,2.14,10,468
30,0,25900,Lucas Glover,2.22,10,450
31,0,34021,Bud Cauley,2.26,11,486
32,0,25240,D.A. Points,2.27,9,396
33,0,12510,Chad Campbell,2.30,12,522
34,0,25720,Chad Collins,2.31,10,432
34,0,23541,Ben Crane,2.31,10,432
34,0,24361,Pat Perez,2.31,10,432
37,0,27436,Graham DeLaet,2.42,10,414
37,0,26596,Ryan Moore,2.42,10,414
37,0,22046,Geoff Ogilvy,2.42,10,414
40,0,25892,Steve Wheatcroft,2.43,7,288
41,0,46443,Brian Campbell,2.47,8,324
41,0,29974,Branden Grace,2.47,8,324
41,0,26300,Matt Jones,2.47,8,324
41,0,34466,Peter Malnati,2.47,12,486
45,0,27466,Spencer Levin,2.49,13,522
46,0,25686,Jason Dufner,2.53,10,396
46,0,36689,Brooks Koepka,2.53,10,396
46,0,20572,Rod Pampling,2.53,10,396
49,0,20593,Greg Chalmers,2.56,12,468
49,0,34098,Russell Henley,2.56,12,468
49,0,37454,Whee Kim,2.56,12,468
49,0,23800,Bryce Molder,2.56,12,468
53,0,29725,Tony Finau,2.58,13,504
53,0,34213,Grayson Murray,2.58,13,504
55,0,47959,Bryson DeChambeau,2.59,14,540
56,0,10809,Jim Furyk,2.61,8,306
57,0,40009,Dominic Bozzelli,2.66,11,414
58,0,31416,Derek Fathauer,2.67,12,450
58,0,26758,David Hearn,2.67,13,486
58,0,23353,J.J. Henry,2.67,13,486
58,0,29461,Jamie Lovemark,2.67,13,486
58,0,24140,Sean O'Hair,2.67,12,450
58,0,26476,Chez Reavie,2.67,13,486
64,0,29926,Danny Lee,2.68,14,522
64,0,29289,S.Y. Noh,2.68,14,522
66,0,40026,Daniel Berger,2.78,12,432
66,0,27895,Jonas Blixt,2.78,12,432
66,0,30191,Julián Etulain,2.78,10,360
66,0,33399,Adam Hadwin,2.78,14,504
66,0,32757,Patton Kizzire,2.78,13,468
66,0,22056,Cameron Percy,2.78,10,360
66,0,24502,Adam Scott,2.78,8,288
66,0,27649,Brandt Snedeker,2.78,7,252
66,0,33418,Shawn Stefani,2.78,12,432
66,0,25493,Nick Taylor,2.78,14,504
76,0,34431,Robert Streb,2.87,15,522
77,0,39975,Michael Kim,2.88,14,486
78,0,29222,Billy Hurley III,2.89,13,450
79,0,35545,Blayne Barber,2.90,12,414
79,0,25364,Paul Casey,2.90,12,414
81,0,20771,Steven Alker,2.91,11,378
82,0,33120,Mark Anderson,2.92,10,342
83,0,20157,Retief Goosen,2.94,9,306
84,0,22986,Søren Kjeldsen,2.96,8,270
84,0,28132,Tyrone Van Aswegen,2.96,16,540
86,0,33461,Morgan Hoffmann,2.98,15,504
87,0,20472,Alex Cejka,2.99,14,468
87,0,31202,William McGirt,2.99,14,468
89,0,31646,Emiliano Grillo,3.01,13,432
89,0,25345,Carl Pettersson,3.01,13,432
91,0,34409,David Lingmerth,3.03,12,396
92,0,25191,Gonzalo Fernandez-Castaño,3.06,11,360
92,0,28679,Fabián Gómez,3.06,11,360
92,0,35300,Andrew Loupe,3.06,11,360
92,0,25804,Bubba Watson,3.06,11,360
96,0,48081,Xander Schauffele,3.09,15,486
96,0,25834,Daniel Summerhays,3.09,15,486
98,0,28500,Martin Flores,3.11,14,450
98,0,35879,Kelly Kraft,3.11,14,450
98,0,23108,Matt Kuchar,3.11,14,450
101,0,40058,Zac Blair,3.15,17,540
101,0,12716,Charley Hoffman,3.15,17,540
101,0,37189,Harold Varner III,3.15,17,540
104,0,34046,Jordan Spieth,3.17,12,378
105,0,46601,Trey Mullinax,3.21,15,468
105,0,36699,Patrick Rodgers,3.21,15,468
107,0,26851,Marc Leishman,3.24,14,432
107,0,23325,Vaughn Taylor,3.24,14,432
107,0,27770,Camilo Villegas,3.24,14,432
107,0,47128,Richy Werenski,3.24,14,432
111,0,31560,Brian Stuard,3.26,17,522
112,0,26331,Charl Schwartzel,3.27,10,306
113,0,24024,Zach Johnson,3.28,13,396
113,0,29223,Sam Saunders,3.28,13,396
115,0,32102,Rickie Fowler,3.33,12,360
115,0,35532,Tom Hoge,3.33,9,270
115,0,30852,Ryo Ishikawa,3.33,12,360
115,0,33413,Ben Martin,3.33,15,450
115,0,26289,Boo Weekley,3.33,15,450
120,0,32448,James Hahn,3.37,17,504
121,0,20229,Stewart Cink,3.42,16,468
121,0,49771,J.T. Poston,3.42,16,468
121,0,29485,Brett Stegmaier,3.42,16,468
124,0,27095,Nick Watney,3.44,13,378
125,0,32200,Roberto Castro,3.47,15,432
125,0,21209,Sergio Garcia,3.47,10,288
125,0,24358,Robert Garrigus,3.47,15,432
125,0,24924,Bill Haas,3.47,15,432
125,0,31557,Jim Herman,3.47,15,432
130,0,31420,Anirban Lahiri,3.54,14,396
130,0,46970,Jon Rahm,3.54,14,396
132,0,25274,Steven Bowditch,3.56,16,450
133,0,27958,Ryan Blaum,3.57,18,504
133,0,30110,Kyle Stanley,3.57,18,504
135,0,34358,Jonathan Randolph,3.61,13,360
135,0,27963,Chris Stroud,3.61,13,360
135,0,25632,Jimmy Walker,3.61,13,360
138,0,28420,Ryan Brehm,3.62,15,414
139,0,29420,Billy Horschel,3.70,18,486
139,0,23320,Ryan Palmer,3.70,12,324
139,0,27064,Jhonattan Vegas,3.70,18,486
142,0,33141,Keegan Bradley,3.77,19,504
143,0,27936,Martin Laird,3.78,17,450
144,0,29720,Andres Gonzales,3.79,15,396
144,0,33122,Russell Knox,3.79,15,396
146,0,19803,Ryan Armour,3.80,13,342
146,0,30925,Dustin Johnson,3.80,13,342
148,0,46501,Ollie Schniederjans,3.85,18,468
148,0,39324,J.J. Spaun,3.85,18,468
150,0,29518,Brendan Steele,3.86,16,414
150,0,33448,Justin Thomas,3.86,16,414
152,0,27129,Luke List,3.89,21,540
153,0,46550,Brandon Hagy,3.94,17,432
153,0,26951,Johnson Wagner,3.94,17,432
155,0,26499,Rafa Cabrera Bello,4.01,13,324
155,0,28089,Jason Day,4.01,13,324
155,0,46732,Rick Lamb,4.01,13,324
155,0,23497,Tag Ridings,4.01,13,324
159,0,33948,Byeong Hun An,4.17,15,360
159,0,48822,Sebastián Muñoz,4.17,12,288
161,0,24781,Hunter Mahan,4.22,19,450
161,0,27214,Kevin Streelman,4.22,19,450
163,0,22405,Justin Rose,4.25,13,306
164,0,29478,Kevin Kisner,4.27,20,468
165,0,27974,Sung Kang,4.30,24,558
166,0,34174,John Huh,4.32,21,486
167,0,46440,Smylie Kaufman,4.40,19,432
167,0,25396,Kevin Na,4.40,19,432
169,0,32366,Kevin Chappell,4.44,20,450
169,0,37278,Nicholas Lindheim,4.44,16,360
169,0,25198,Francesco Molinari,4.44,16,360
172,0,27141,J.B. Holmes,4.50,17,378
173,0,29740,Brad Fritsch,4.58,14,306
174,0,35891,Cameron Smith,4.67,21,450
175,0,37455,Si Woo Kim,4.73,23,486
175,0,29221,Webb Simpson,4.73,23,486
177,0,30944,Jason Kokrak,4.76,24,504
177,0,29908,C.T. Pan,4.76,24,504
177,0,25818,Scott Piercy,4.76,18,378
180,0,35506,Mackenzie Hughes,4.81,26,540
181,0,35110,Brett Drewitt,4.94,16,324
182,0,28307,Matt Every,4.96,25,504
183,0,31323,Gary Woodland,5.09,22,432
184,0,33204,Shane Lowry,5.19,14,270
185,0,30692,Scott Stallings,5.33,24,450
186,0,20104,Ken Duke,5.56,24,432
186,0,32839,Hideki Matsuyama,5.56,20,360
188,0,23621,Rory Sabbatini,6.08,23,378
189,0,28093,Miguel Angel Carballo,6.11,22,360
190,0,28237,Rory McIlroy,6.41,15,234
