RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,37189,Harold Varner III,53,67
2,0,33141,Keegan Bradley,49,54
2,0,30944,Jason Kokrak,49,70
2,0,25493,Nick Taylor,49,59
5,0,30110,Kyle Stanley,48,65
6,0,12716,Charley Hoffman,47,52
7,0,31323,Gary Woodland,45,54
8,0,29725,Tony Finau,44,47
9,0,32366,Kevin Chappell,43,51
9,0,25686,Jason Dufner,43,55
9,0,35506,Mackenzie Hughes,43,54
9,0,26289,Boo Weekley,43,59
13,0,20572,Rod Pampling,42,48
13,0,28132,Tyrone Van Aswegen,42,46
15,0,27129,Luke List,41,59
15,0,34431,Robert Streb,41,46
17,0,47959,Bryson DeChambeau,40,49
17,0,23353,J.J. Henry,40,45
17,0,46970,Jon Rahm,40,46
17,0,36699,Patrick Rodgers,40,48
17,0,27064,Jhonattan Vegas,40,48
22,0,33461,Morgan Hoffmann,39,48
22,0,29908,C.T. Pan,39,44
24,0,46550,Brandon Hagy,38,44
24,0,29476,Kyle Reifers,38,40
26,0,29420,Billy Horschel,37,49
26,0,24781,Hunter Mahan,37,41
26,0,27214,Kevin Streelman,37,50
29,0,27974,Sung Kang,36,47
29,0,39975,Michael Kim,36,40
29,0,32757,Patton Kizzire,36,45
29,0,29461,Jamie Lovemark,36,40
29,0,46501,Ollie Schniederjans,36,41
34,0,12510,Chad Campbell,35,44
34,0,29720,Andres Gonzales,35,40
34,0,24924,Bill Haas,35,38
34,0,32448,James Hahn,35,40
34,0,31202,William McGirt,35,42
34,0,46601,Trey Mullinax,35,38
34,0,23325,Vaughn Taylor,35,38
41,0,33122,Russell Knox,34,41
41,0,22056,Cameron Percy,34,37
41,0,48081,Xander Schauffele,34,42
41,0,29221,Webb Simpson,34,49
45,0,28420,Ryan Brehm,33,46
45,0,32200,Roberto Castro,33,42
45,0,20229,Stewart Cink,33,41
45,0,25900,Lucas Glover,33,40
45,0,31646,Emiliano Grillo,33,43
45,0,39324,J.J. Spaun,33,40
51,0,34021,Bud Cauley,32,40
51,0,33399,Adam Hadwin,32,39
51,0,23108,Matt Kuchar,32,40
51,0,28252,Seamus Power,32,37
51,0,30692,Scott Stallings,32,42
