RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,06527,Steve Stricker,97.30,37,36
2,0,23048,Eric Axley,96.88,32,31
3,0,23353,J.J. Henry,96.77,31,30
4,0,02246,Duffy Waldorf,94.12,34,32
5,0,23621,Rory Sabbatini,93.94,33,31
6,0,08123,Jeff Brehaut,93.75,16,15
7,0,25892,Steve Wheatcroft,93.10,29,27
8,0,26360,Bubba Dickerson,92.86,28,26
9,0,25345,Carl Pettersson,92.45,53,49
10,0,06373,José María Olazábal,92.31,13,12
11,0,24357,K.J. Choi,91.89,37,34
12,0,24980,Scott Gutschewski,90.91,22,20
12,0,21961,Charles Howell III,90.91,33,30
12,0,22348,Nick O'Hern,90.91,33,30
15,0,01810,Phil Mickelson,90.70,43,39
16,0,01132,Mark Brooks,90.00,20,18
17,0,24490,George McNeill,89.80,49,44
18,0,23933,Michael Boyd,89.66,29,26
19,0,21209,Sergio Garcia,89.47,38,34
20,0,12660,Jesper Parnevik,89.36,47,42
21,0,29476,Kyle Reifers,89.29,28,25
22,0,24024,Zach Johnson,89.19,37,33
22,0,24781,Hunter Mahan,89.19,37,33
24,0,02223,Bob Tway,89.13,46,41
25,0,01320,Bob Estes,88.89,45,40
26,0,19803,Ryan Armour,88.68,53,47
27,0,24457,Jaco Van Zyl,88.46,26,23
28,0,19846,Brian Gay,88.33,60,53
29,0,07223,Brian Bateman,88.00,25,22
29,0,23135,Tim Clark,88.00,25,22
29,0,01797,Rocco Mediate,88.00,25,22
32,0,01707,Steve Lowery,87.88,33,29
32,0,27963,Chris Stroud,87.88,33,29
34,0,27095,Nick Watney,87.80,41,36
35,0,01948,Tim Petrovic,87.72,57,50
36,0,23497,Tag Ridings,87.50,16,14
36,0,02036,Jim Rutledge,87.50,16,14
36,0,20160,Charlie Wi,87.50,32,28
39,0,08075,Jerry Kelly,87.23,47,41
40,0,26289,Boo Weekley,87.18,39,34
41,0,19972,José Coceres,86.96,23,20
42,0,01024,Billy Andrade,86.84,38,33
43,0,22371,Aaron Baddeley,86.67,45,39
43,0,12714,Chris Tidland,86.67,15,13
43,0,10425,Jay Williamson,86.67,30,26
46,0,06567,Vijay Singh,86.44,59,51
47,0,28158,Steve Marino,86.27,51,44
47,0,25396,Kevin Na,86.27,51,44
49,0,01473,Todd Hamilton,86.21,29,25
50,0,22212,Craig Lile,86.11,36,31
51,0,23638,Brendon de Jonge,86.05,43,37
51,0,11032,Frank Lickliter II,86.05,43,37
53,0,20859,Anders Hansen,85.71,14,12
53,0,01706,Davis Love III,85.71,28,24
53,0,02104,Jeff Sluman,85.71,21,18
56,0,21753,Brian Davis,85.45,55,47
57,0,23614,Rich Beem,85.37,41,35
58,0,22621,Ben Curtis,85.29,34,29
58,0,07749,Brett Quigley,85.29,34,29
60,0,24502,Adam Scott,85.19,27,23
60,0,23325,Vaughn Taylor,85.19,54,46
62,0,08537,J.P. Hayes,85.11,47,40
63,0,26881,Jarrod Lyle,85.00,40,34
64,0,22892,Jason Gore,84.91,53,45
64,0,23718,Nathan Green,84.91,53,45
66,0,28486,Michael Putnam,84.78,46,39
67,0,06621,Joe Durant,84.62,39,33
67,0,20157,Retief Goosen,84.62,13,11
69,0,10213,Dicky Pride,84.38,32,27
70,0,27060,John Mallinger,84.31,51,43
71,0,23983,Luke Donald,83.87,31,26
72,0,12680,Shigeki Maruyama,83.78,37,31
73,0,27649,Brandt Snedeker,83.72,43,36
74,0,24924,Bill Haas,83.33,42,35
74,0,07547,Craig Kanada,83.33,48,40
74,0,24361,Pat Perez,83.33,42,35
74,0,25804,Bubba Watson,83.33,36,30
74,0,08793,Tiger Woods,83.33,30,25
79,0,23322,Brett Wetterich,82.98,47,39
80,0,12602,Dean Wilson,82.93,41,34
81,0,20572,Rod Pampling,82.86,35,29
82,0,07363,Craig Bowden,82.76,29,24
83,0,27770,Camilo Villegas,82.61,46,38
84,0,01035,Tommy Armour III,82.50,40,33
84,0,01313,Steve Elkington,82.50,40,33
86,0,24925,Jonathan Byrd,82.35,34,28
86,0,08881,Tripp Isenhour,82.35,34,28
86,0,20628,Arron Oberholser,82.35,34,28
89,0,21633,Steve Allan,82.14,28,23
90,0,23613,Rich Barcelo,82.05,39,32
91,0,21646,David Branshaw,82.00,50,41
92,0,20378,Mathias Grönberg,81.82,55,45
93,0,20433,Mark Hensby,81.58,38,31
94,0,01381,Fred Funk,81.48,27,22
95,0,12705,Cliff Kresge,81.36,59,48
96,0,20766,Padraig Harrington,81.25,32,26
97,0,06034,Marco Dawson,81.08,37,30
97,0,23108,Matt Kuchar,81.08,37,30
99,0,21805,Harrison Frazar,80.95,42,34
100,0,26951,Johnson Wagner,80.77,52,42
101,0,21350,Ryuji Imada,80.70,57,46
102,0,06251,Chris DiMarco,80.65,31,25
102,0,06522,Ernie Els,80.65,31,25
102,0,21878,Mark Wilson,80.65,31,25
105,0,26420,Richard Johnson,80.49,41,33
105,0,24912,Will MacKenzie,80.49,41,33
107,0,12716,Charley Hoffman,80.43,46,37
108,0,10733,Kent Jones,80.39,51,41
109,0,12652,Cameron Beckman,80.00,55,44
109,0,20850,Daniel Chopra,80.00,55,44
109,0,22046,Geoff Ogilvy,80.00,45,36
109,0,01928,Corey Pavin,80.00,25,20
