RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
49,0,06197,Michael Allen,6.05,61,1008,+0.197
50,0,06251,Chris DiMarco,5.97,51,854,+0.137
50,0,01707,Steve Lowery,5.97,69,1156,+0.159
52,0,01761,Len Mattiace,5.95,43,723,+0.070
52,0,24361,Pat Perez,5.95,35,588,+0.286
54,0,01042,Paul Azinger,5.92,66,1114,+0.136
55,0,25935,John Engler Jr.,5.91,52,880,+0.308
56,0,24357,K.J. Choi,5.90,65,1102,+0.031
57,0,22621,Ben Curtis,5.89,55,934,+0.145
58,0,21350,Ryuji Imada,5.87,71,1210,+0.183
59,0,01666,Bernhard Langer,5.85,48,821,+0.063
60,0,21646,David Branshaw,5.79,70,1210,+0.114
61,0,21407,Arjun Atwal,5.78,66,1142,+0.242
61,0,12510,Chad Campbell,5.78,54,934,+0.093
63,0,12823,Carlos Franco,5.77,62,1074,+0.113
64,0,20121,Todd Fischer,5.75,72,1252,+0.264
65,0,06573,Brandt Jobe,5.74,56,976,+0.196
66,0,07457,Steve Flesch,5.71,82,1437,-0.024
67,0,01941,Tom Pernice Jr.,5.70,69,1210,E
68,0,25842,Jon Mills,5.69,43,756,+0.070
68,0,06595,Kevin Sutherland,5.69,69,1212,+0.043
70,0,11011,Mike Sposa,5.68,46,810,+0.130
71,0,21209,Sergio Garcia,5.64,31,550,+0.194
72,0,02104,Jeff Sluman,5.63,65,1154,+0.015
73,0,20645,John Senden,5.62,62,1103,+0.113
74,0,08537,J.P. Hayes,5.60,39,696,-0.077
74,0,01945,Kenny Perry,5.60,47,840,+0.149
76,0,01685,J.L. Lewis,5.57,39,700,+0.179
77,0,12680,Shigeki Maruyama,5.56,62,1116,+0.274
78,0,21660,Jason Schultz,5.52,50,906,+0.180
79,0,08385,Omar Uresti,5.49,39,710,+0.179
80,0,06012,Greg Kraft,5.45,51,936,+0.020
80,0,22293,Heath Slocum,5.45,64,1174,+0.109
82,0,22548,Patrick Sheehan,5.44,66,1213,+0.273
83,0,20548,Hidemichi Tanaka,5.40,49,908,+0.510
84,0,10733,Kent Jones,5.39,66,1224,+0.045
85,0,07867,Woody Austin,5.34,69,1293,+0.159
85,0,02223,Bob Tway,5.34,50,936,+0.240
87,0,01035,Tommy Armour III,5.30,39,736,E
87,0,24924,Bill Haas,5.30,65,1226,+0.215
87,0,02239,Scott Verplank,5.30,50,944,+0.080
90,0,23048,Eric Axley,5.27,58,1100,+0.224
91,0,23353,J.J. Henry,5.21,56,1074,+0.107
91,0,12660,Jesper Parnevik,5.21,53,1018,+0.321
93,0,06522,Ernie Els,5.20,34,654,-0.059
94,0,20812,Tjaart van der Walt,5.10,37,726,+0.054
95,0,06350,Bob May,5.08,38,748,E
96,0,08123,Jeff Brehaut,5.07,60,1184,+0.133
96,0,24925,Jonathan Byrd,5.07,38,749,E
98,0,22946,Henrik Bjornstad,5.06,63,1244,+0.095
99,0,25240,D.A. Points,5.04,50,992,+0.280
100,0,20099,Doug Barron,5.03,47,935,+0.383
101,0,23788,D.J. Trahan,5.00,53,1060,E
102,0,02214,Kirk Triplett,4.96,34,686,+0.235
103,0,06643,Paul Goydos,4.94,44,890,-0.023
103,0,23623,Bo Van Pelt,4.94,62,1256,+0.161
105,0,20574,Mathew Goggin,4.93,40,812,+0.300
106,0,20098,Stuart Appleby,4.91,44,896,+0.114
107,0,22371,Aaron Baddeley,4.84,46,950,+0.022
107,0,01724,Jeff Maggert,4.84,46,950,+0.239
109,0,21470,Daisuke Maruyama,4.82,47,976,+0.234
109,0,23621,Rory Sabbatini,4.82,43,892,+0.349
109,0,23325,Vaughn Taylor,4.82,52,1078,+0.115
109,0,02246,Duffy Waldorf,4.82,55,1140,+0.091
113,0,22405,Justin Rose,4.75,57,1199,+0.228
114,0,25632,Jimmy Walker,4.74,37,780,+0.081
115,0,06527,Steve Stricker,4.71,34,722,-0.059
116,0,20766,Padraig Harrington,4.70,25,532,+0.080
117,0,01024,Billy Andrade,4.68,39,834,+0.333
118,0,01553,John Huston,4.65,42,904,+0.214
119,0,19881,Robert Damron,4.64,53,1143,+0.019
120,0,20850,Daniel Chopra,4.63,58,1254,+0.241
120,0,23616,Ryan Hietala,4.63,33,712,+0.061
122,0,12662,Thomas Levet,4.61,31,672,+0.226
123,0,27120,Troy Matteson,4.56,56,1227,+0.125
124,0,21961,Charles Howell III,4.53,50,1103,+0.160
125,0,24781,Hunter Mahan,4.52,56,1238,+0.125
126,0,25936,Alex Aragon,4.51,34,754,+0.088
126,0,12782,Tim Herron,4.51,39,864,+0.128
126,0,01619,Skip Kendall,4.51,37,820,-0.216
129,0,21731,Freddie Jacobson,4.50,34,756,+0.088
130,0,20628,Arron Oberholser,4.49,39,868,+0.077
131,0,27943,Matt Hansen,4.46,36,808,+0.056
132,0,07749,Brett Quigley,4.43,58,1309,-0.017
133,0,27095,Nick Watney,4.42,53,1200,+0.038
134,0,23497,Tag Ridings,4.40,55,1251,+0.255
135,0,01766,Billy Mayfair,4.37,47,1076,+0.149
135,0,20631,David McKenzie,4.37,42,962,+0.214
135,0,12755,Vance Veazey,4.37,33,756,+0.212
138,0,01249,John Daly,4.36,25,574,+0.240
139,0,20229,Stewart Cink,4.34,44,1014,-0.023
140,0,10423,Mike Weir,4.33,38,878,+0.053
141,0,12645,Brent Geiberger,4.31,54,1253,+0.204
142,0,12760,Danny Ellis,4.30,36,838,+0.167
142,0,20572,Rod Pampling,4.30,39,906,+0.179
144,0,07013,Wes Short Jr.,4.28,51,1192,+0.314
145,0,06621,Joe Durant,4.27,57,1336,+0.088
146,0,23135,Tim Clark,4.21,34,808,+0.412
147,0,26596,Ryan Moore,4.20,34,809,+0.294
148,0,23307,Roger Tambellini,4.19,31,740,+0.161
149,0,23983,Luke Donald,4.15,25,602,+0.120
150,0,24912,Will MacKenzie,4.12,43,1044,+0.047
151,0,06004,Stephen Ames,4.06,25,616,-0.040
152,0,24980,Scott Gutschewski,3.98,25,628,+0.400
153,0,24358,Robert Garrigus,3.97,41,1034,+0.463
154,0,22046,Geoff Ogilvy,3.96,29,732,+0.207
155,0,20105,Jeff Gove,3.90,44,1127,+0.136
156,0,21753,Brian Davis,3.89,44,1132,+0.045
156,0,11032,Frank Lickliter II,3.89,46,1182,+0.283
158,0,01706,Davis Love III,3.88,31,798,+0.161
159,0,22378,Trevor Immelman,3.83,39,1017,E
160,0,02106,Chris Smith,3.79,31,819,+0.032
161,0,20593,Greg Chalmers,3.77,30,796,+0.233
162,0,08835,Kris Cox,3.69,37,1004,+0.324
163,0,23409,James Driscoll,3.68,39,1060,+0.462
163,0,22913,John Rollins,3.68,39,1060,+0.256
165,0,06373,José María Olazábal,3.67,20,545,+0.350
166,0,06034,Marco Dawson,3.63,39,1073,+0.282
167,0,20157,Retief Goosen,3.58,23,642,+0.043
168,0,24138,Ian Poulter,3.57,21,588,-0.048
169,0,02206,David Toms,3.56,31,872,+0.161
170,0,12716,Charley Hoffman,3.55,44,1238,+0.114
171,0,21805,Harrison Frazar,3.53,37,1048,+0.081
172,0,25900,Lucas Glover,3.49,42,1204,+0.048
173,0,26360,Bubba Dickerson,3.42,41,1199,+0.366
174,0,23320,Ryan Palmer,3.41,39,1144,+0.308
175,0,06567,Vijay Singh,3.40,40,1176,+0.250
176,0,24502,Adam Scott,3.38,24,711,-0.042
177,0,01226,Fred Couples,3.35,15,448,+0.067
177,0,23322,Brett Wetterich,3.35,34,1014,+0.059
179,0,20094,Jonathan Kaye,3.33,40,1201,+0.175
180,0,20378,Mathias Grönberg,3.26,36,1103,+0.250
181,0,20472,Alex Cejka,3.23,36,1116,+0.083
182,0,27770,Camilo Villegas,3.15,36,1144,+0.306
183,0,20608,David Howell,3.10,13,420,+0.462
184,0,11123,Chris Couch,3.00,28,932,+0.429
185,0,28475,Jeff Overton,2.88,35,1216,+0.229
186,0,21949,Joe Ogilvie,2.84,31,1091,+0.194
187,0,24024,Zach Johnson,2.79,30,1074,E
188,0,27141,J.B. Holmes,2.73,24,880,+0.292
189,0,08793,Tiger Woods,2.70,14,518,-0.071
190,0,10885,Robert Allenby,2.63,22,836,+0.227
191,0,23349,Charles Warren,2.57,29,1128,-0.069
192,0,20691,Greg Owen,2.54,22,866,+0.409
193,0,23614,Rich Beem,2.42,22,908,+0.182
194,0,28780,Nicholas Thompson,2.02,22,1088,+0.318
195,0,01810,Phil Mickelson,1.98,13,658,+0.077
196,0,19824,Craig Barlow,1.72,14,812,+0.429
