RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,30.47,39,128,-0.21
2,0,06643,Paul Goydos,27.08,39,144,-0.21
3,0,01381,Fred Funk,25.27,46,182,+0.07
4,0,02239,Scott Verplank,21.62,32,148,+0.09
5,0,20121,Todd Fischer,21.21,42,198,-0.07
6,0,01329,Brad Faxon,21.05,32,152,+0.16
7,0,01132,Mark Brooks,18.82,32,170,+0.03
8,0,08385,Omar Uresti,18.64,22,118,+0.05
9,0,01219,John Cook,18.25,23,126,+0.17
10,0,19846,Brian Gay,16.36,35,214,-0.03
11,0,02110,Jerry Smith,16.30,30,184,+0.27
12,0,10505,Shane Bertsch,16.18,33,204,+0.09
13,0,23135,Tim Clark,16.15,21,130,+0.05
14,0,01887,Mark O'Meara,15.91,14,88,-0.29
15,0,20812,Tjaart van der Walt,15.79,18,114,-0.06
16,0,20382,Stephen Leaney,15.48,26,168,E
17,0,01139,Olin Browne,15.43,29,188,+0.03
18,0,10423,Mike Weir,15.22,21,138,-0.05
19,0,01823,Larry Mize,14.89,14,94,E
20,0,08075,Jerry Kelly,14.67,27,184,+0.19
21,0,20099,Doug Barron,14.38,21,146,+0.29
21,0,06012,Greg Kraft,14.38,21,146,+0.05
23,0,01599,Steve Jones,14.10,22,156,+0.18
24,0,20634,Peter Lonard,13.97,19,136,+0.16
25,0,01766,Billy Mayfair,13.10,22,168,+0.18
26,0,02214,Kirk Triplett,12.96,14,108,-0.07
27,0,01948,Tim Petrovic,12.09,22,182,+0.27
28,0,01724,Jeff Maggert,12.00,18,150,+0.17
29,0,01619,Skip Kendall,11.76,16,136,-0.06
30,0,02104,Jeff Sluman,11.54,21,182,+0.05
31,0,01388,Robert Gamez,11.41,21,184,-0.05
32,0,01685,J.L. Lewis,11.40,13,114,+0.54
33,0,01666,Bernhard Langer,11.36,15,132,E
34,0,21470,Daisuke Maruyama,10.76,17,158,+0.18
35,0,19881,Robert Damron,10.44,19,182,-0.11
36,0,23673,Michael Connell,10.42,10,96,+0.30
36,0,22621,Ben Curtis,10.42,15,144,+0.07
38,0,21350,Ryuji Imada,10.20,20,196,+0.40
39,0,11011,Mike Sposa,10.00,13,130,E
40,0,01035,Tommy Armour III,9.84,12,122,-0.25
41,0,20593,Greg Chalmers,9.70,13,134,-0.15
41,0,20628,Arron Oberholser,9.70,13,134,-0.15
43,0,01473,Todd Hamilton,9.68,12,124,+0.50
44,0,20548,Hidemichi Tanaka,9.59,14,146,+0.71
45,0,19913,Ron Whittaker,9.49,15,158,+0.07
46,0,12755,Vance Veazey,9.32,11,118,+0.18
47,0,20572,Rod Pampling,9.29,13,140,-0.08
48,0,23718,Nathan Green,9.18,18,196,+0.22
49,0,06575,Dudley Hart,9.15,15,164,E
50,0,06251,Chris DiMarco,9.09,12,132,-0.08
50,0,08537,J.P. Hayes,9.09,10,110,+0.20
52,0,22293,Heath Slocum,8.99,16,178,+0.19
53,0,21407,Arjun Atwal,8.95,17,190,+0.12
54,0,01941,Tom Pernice Jr.,8.85,17,192,+0.29
55,0,01677,Tom Lehman,8.65,9,104,-0.11
56,0,12602,Dean Wilson,8.57,18,210,E
57,0,21878,Mark Wilson,8.55,13,152,+0.23
58,0,10860,Justin Leonard,8.45,12,142,+0.08
59,0,21753,Brian Davis,8.33,15,180,+0.13
59,0,10809,Jim Furyk,8.33,12,144,-0.33
61,0,12645,Brent Geiberger,8.25,16,194,+0.19
62,0,26420,Richard Johnson,8.15,15,184,+0.07
63,0,20631,David McKenzie,8.13,13,160,+0.15
64,0,01142,Bart Bryant,8.11,12,148,+0.17
65,0,21949,Joe Ogilvie,7.87,14,178,+0.07
66,0,20498,Briny Baird,7.79,12,154,E
67,0,02246,Duffy Waldorf,7.78,14,180,+0.07
68,0,01945,Kenny Perry,7.26,9,124,-0.11
69,0,01313,Steve Elkington,7.14,7,98,E
69,0,01577,Lee Janzen,7.14,11,154,+0.18
71,0,01042,Paul Azinger,7.06,12,170,-0.08
72,0,06621,Joe Durant,6.93,14,202,+0.14
73,0,12680,Shigeki Maruyama,6.82,12,176,E
74,0,01320,Bob Estes,6.79,11,162,+0.18
75,0,08123,Jeff Brehaut,6.77,13,192,+0.15
76,0,02223,Bob Tway,6.76,10,148,+0.30
77,0,12660,Jesper Parnevik,6.71,11,164,+0.27
78,0,23541,Ben Crane,6.62,9,136,E
79,0,26596,Ryan Moore,6.56,8,122,+0.25
80,0,02101,Joey Sindelar,6.55,11,168,E
81,0,06527,Steve Stricker,6.48,7,108,-0.29
82,0,02206,David Toms,6.45,8,124,+0.13
83,0,22371,Aaron Baddeley,6.43,9,140,+0.22
84,0,24024,Zach Johnson,6.41,10,156,+0.30
84,0,20127,Chris Riley,6.41,10,156,-0.30
86,0,23983,Luke Donald,6.38,6,94,+0.17
87,0,23325,Vaughn Taylor,6.25,10,160,+0.50
88,0,21646,David Branshaw,6.12,12,196,+0.25
89,0,07867,Woody Austin,6.06,12,198,+0.17
90,0,01707,Steve Lowery,6.04,11,182,+0.27
91,0,06515,Shaun Micheel,6.02,10,166,+0.30
92,0,01161,Mark Calcavecchia,5.95,10,168,+0.10
92,0,06373,José María Olazábal,5.95,5,84,-0.20
92,0,24138,Ian Poulter,5.95,5,84,-0.20
95,0,01761,Len Mattiace,5.93,7,118,E
96,0,10565,Ian Leggatt,5.92,9,152,E
97,0,07457,Steve Flesch,5.86,13,222,-0.08
98,0,23788,D.J. Trahan,5.68,10,176,E
99,0,10733,Kent Jones,5.67,11,194,E
99,0,11032,Frank Lickliter II,5.67,11,194,-0.18
101,0,22046,Geoff Ogilvy,5.56,6,108,-0.33
101,0,25345,Carl Pettersson,5.56,9,162,+0.44
101,0,07749,Brett Quigley,5.56,11,198,+0.09
104,0,20098,Stuart Appleby,5.30,7,132,-0.14
105,0,06004,Stephen Ames,5.21,5,96,-0.40
106,0,20105,Jeff Gove,5.17,9,174,+0.22
106,0,25632,Jimmy Walker,5.17,6,116,+0.33
108,0,12662,Thomas Levet,5.10,5,98,E
109,0,21959,Ted Purdy,5.06,9,178,+0.33
110,0,22548,Patrick Sheehan,5.00,10,200,+0.20
111,0,22405,Justin Rose,4.95,9,182,+0.11
112,0,01553,John Huston,4.86,7,144,E
113,0,20608,David Howell,4.84,3,62,+0.33
113,0,06350,Bob May,4.84,6,124,E
115,0,20229,Stewart Cink,4.73,7,148,-0.29
