RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,21528,Henrik Stenson,$1238118,1937993
2,0,19970,Robert Karlsson,$812185,985685
3,0,19958,Miguel Angel Jiménez,$486446,725946
4,0,20686,Jeev Milkha Singh,$252849,319349
5,0,20585,Niclas Fasth,$210565,391690
6,0,24184,Alastair Forsyth,$194416,194416
7,0,20608,David Howell,$193743,226243
8,0,25572,Graeme McDowell,$182545,269545
9,0,26497,Casey Wittenberg,$167520,167520
10,0,24748,WC Liang,$146728,184353
11,0,24459,Richard Sterne,$137419,226294
12,0,25240,D.A. Points,$126918,126918
13,0,06078,Esteban Toledo,$111305,111305
14,0,22080,Prayad Marksaeng,$107060,141560
15,0,20859,Anders Hansen,$105725,251891
16,0,20569,Richard Green,$92960,224310
17,0,22896,Grégory Havret,$75485,162185
17,0,27349,Alex Noren,$75485,75485
17,0,06431,Jean Van de Velde,$75485,75485
17,0,23162,Simon Wakefield,$75485,75485
17,0,31113,Paul Waring,$75485,75485
22,0,23624,Soren Hansen,$70466,179966
23,0,25972,Pablo Martin Benavides,$60143,60143
24,0,24236,Nick Dougherty,$60062,183062
25,0,32262,Mark Brown,$57000,123750
26,0,27958,Ryan Blaum,$54250,54250
27,0,20400,Michael Campbell,$48054,48054
28,0,32495,Rob Grube,$48000,48000
29,0,02166,Chip Sullivan,$45559,45559
30,0,27072,Alvaro Quiros,$45066,45066
31,0,08725,Tom Gillis,$38915,38915
32,0,29221,Webb Simpson,$38460,38460
33,0,30926,Chris Kirk,$37724,37724
34,0,27408,Martin Kaymer,$37638,154388
35,0,22792,Peter Hanson,$37534,117784
36,0,29954,Robert Dinwiddie,$35709,35709
36,0,27506,Oliver Wilson,$35709,95709
38,0,24461,Thomas Aiken,$33267,33267
38,0,26525,Grégory Bourdy,$33267,33267
38,0,20418,Ariel Cañete,$33267,33267
38,0,27896,Ross Fisher,$33267,130767
38,0,24957,Simon Khan,$33267,33267
38,0,23969,Graeme Storm,$33267,231600
44,0,32150,Michael Thompson,$32625,32625
45,0,02300,Ian Woosnam,$26250,26250
46,0,32329,Stephen Poole,$25143,25143
47,0,26881,Jarrod Lyle,$23985,23985
48,0,22540,Anthony Wall,$23554,23554
49,0,27940,Diego Vanegas,$22775,22775
50,0,24725,Richard Finch,$21284,73284
50,0,08635,Colin Montgomerie,$21284,221534
52,0,23821,Yusaku Miyazato,$20670,20670
53,0,19903,Jonathan Lomas,$20385,20385
54,0,27064,Jhonattan Vegas,$19828,19828
55,0,26527,Jean Baptiste Gonnet,$19785,19785
55,0,30909,David Horsey,$19785,19785
57,0,23725,Brendan Jones,$18686,163186
57,0,29670,Pablo Larrazabal,$18686,50686
57,0,28155,Jose-Filipe Lima,$18686,18686
57,0,27381,Martin Wiegele,$18686,18686
61,0,24537,Philip Archer,$17187,17187
62,0,25768,Chih-Bing Lam,$16787,16787
63,0,26331,Charl Schwartzel,$16250,16250
64,0,30711,Colt Knost,$16129,16129
65,0,20935,Toru Taniguchi,$16120,122620
66,0,20669,James Kingston,$15750,84250
67,0,27466,Spencer Levin,$15518,15518
68,0,12695,Robert Floyd,$15264,15264
69,0,24610,Stuart Deane,$15214,15214
70,0,29819,Andrew Dresser,$15189,15189
70,0,29425,Andrew Svoboda,$15189,15189
72,0,25444,Justin Hicks,$14306,14306
73,0,21284,Hiroyuki Fujita,$14150,14150
74,0,30004,Ross McGowan,$13718,13718
75,0,26329,Louis Oosthuizen,$13700,51325
76,0,26360,Bubba Dickerson,$13640,13640
77,0,29422,Jonathan Moore,$12265,12265
78,0,27577,Peter Karmis,$11940,11940
79,0,25478,Kiyoshi Miyazato,$11925,11925
80,0,24238,Mitsuhiro Tateyama,$11448,11448
81,0,27576,Anton Haig,$11280,49780
82,0,24452,John Douma,$11150,11150
83,0,26758,David Hearn,$11100,11100
84,0,06315,Pete Jordan,$10725,10725
85,0,20038,Bryan DeCorso,$10600,10600
86,0,23091,Alan Morin,$10505,10505
87,0,27797,Derek Lamely,$10494,10494
88,0,25108,Chip Deason,$10350,10350
89,0,21449,Reid Edstrom,$10340,10340
90,0,24494,Erik Compton,$10074,10074
91,0,20939,Keiichiro Fukabori,$9805,9805
92,0,10107,Deane Pappas,$9573,9573
93,0,25863,Rod Perry,$9154,9154
94,0,27386,Dustin Risdon,$9100,9100
95,0,25045,Mike Ruiz,$8692,8692
96,0,26675,Jon Turcott,$8360,8360
97,0,25818,Scott Piercy,$7630,7630
98,0,27766,Casey Bourque,$7462,7462
99,0,18874,Miguel Suarez,$7350,7350
100,0,22261,Wilfredo Morales,$6545,6545
