RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,06567,Vijay Singh,10000000
2,0,27770,Camilo Villegas,3000000
3,0,21209,Sergio Garcia,2000000
4,0,29718,Anthony Kim,1500000
5,0,10809,Jim Furyk,1000000
6,0,10423,Mike Weir,800000
7,0,01810,Phil Mickelson,700000
8,0,10860,Justin Leonard,600000
9,0,22621,Ben Curtis,550000
10,0,24357,K.J. Choi,500000
11,0,06595,Kevin Sutherland,300000
12,0,06575,Dudley Hart,290000
13,0,06522,Ernie Els,280000
14,0,06527,Steve Stricker,270000
15,0,01945,Kenny Perry,250000
16,0,22378,Trevor Immelman,245000
17,0,20098,Stuart Appleby,240000
18,0,24781,Hunter Mahan,235000
19,0,10885,Robert Allenby,230000
20,0,20229,Stewart Cink,225000
21,0,25345,Carl Pettersson,220000
22,0,20104,Ken Duke,215000
23,0,01766,Billy Mayfair,210000
24,0,23788,D.J. Trahan,205000
25,0,21350,Ryuji Imada,200000
26,0,23135,Tim Clark,195000
27,0,20498,Briny Baird,190000
28,0,25562,Andres Romero,185000
29,0,12510,Chad Campbell,180000
30,0,25804,Bubba Watson,175000
31,0,06004,Stephen Ames,165000
32,0,22046,Geoff Ogilvy,155000
33,0,26289,Boo Weekley,150000
34,0,27649,Brandt Snedeker,145000
35,0,27214,Kevin Streelman,142000
36,0,28158,Steve Marino,140000
37,0,20645,John Senden,138000
38,0,27141,J.B. Holmes,137000
39,0,12602,Dean Wilson,136000
40,0,27933,John Merrick,135000
41,0,28780,Nicholas Thompson,134000
42,0,20160,Charlie Wi,133000
43,0,22371,Aaron Baddeley,132000
44,0,21731,Freddie Jacobson,131000
45,0,21878,Mark Wilson,130000
46,0,19846,Brian Gay,129000
47,0,24502,Adam Scott,128000
48,0,02239,Scott Verplank,127000
49,0,25900,Lucas Glover,126000
50,0,20766,Padraig Harrington,125000
51,0,08075,Jerry Kelly,120000
52,0,20574,Mathew Goggin,115000
53,0,12782,Tim Herron,114000
54,0,01142,Bart Bryant,113000
55,0,24925,Jonathan Byrd,110000
56,0,21753,Brian Davis,110000
57,0,26476,Chez Reavie,110000
58,0,07867,Woody Austin,110000
59,0,23541,Ben Crane,110000
60,0,26951,Johnson Wagner,110000
61,0,22293,Heath Slocum,110000
62,0,01035,Tommy Armour III,110000
63,0,23048,Eric Axley,110000
64,0,27060,John Mallinger,110000
65,0,20848,Ángel Cabrera,110000
66,0,10425,Jay Williamson,110000
67,0,27936,Martin Laird,110000
68,0,12716,Charley Hoffman,110000
69,0,23621,Rory Sabbatini,110000
70,0,08793,Tiger Woods,110000
71,0,24361,Pat Perez,80000
72,0,07749,Brett Quigley,80000
73,0,24924,Bill Haas,80000
74,0,25364,Paul Casey,80000
75,0,24140,Sean O'Hair,80000
76,0,20634,Peter Lonard,80000
77,0,26420,Richard Johnson,80000
78,0,01797,Rocco Mediate,80000
79,0,23623,Bo Van Pelt,80000
80,0,01941,Tom Pernice Jr.,80000
81,0,07457,Steve Flesch,75000
82,0,01948,Tim Petrovic,75000
83,0,28089,Jason Day,75000
84,0,01313,Steve Elkington,75000
85,0,06643,Paul Goydos,75000
86,0,22348,Nick O'Hern,75000
87,0,26596,Ryan Moore,75000
88,0,25190,Jeff Quinney,75000
89,0,12660,Jesper Parnevik,75000
90,0,06197,Michael Allen,75000
91,0,10585,Scott McCarron,75000
92,0,23353,J.J. Henry,75000
93,0,25396,Kevin Na,75000
94,0,23320,Ryan Palmer,75000
95,0,21961,Charles Howell III,75000
96,0,22913,John Rollins,75000
97,0,11032,Frank Lickliter II,75000
98,0,20572,Rod Pampling,75000
99,0,28475,Jeff Overton,75000
100,0,01928,Corey Pavin,75000
101,0,24227,Justin Bolli,70000
102,0,20850,Daniel Chopra,70000
103,0,01707,Steve Lowery,70000
104,0,24490,George McNeill,70000
105,0,23983,Luke Donald,70000
106,0,20396,Lee Westwood,70000
107,0,24449,Parker McLachlin,70000
108,0,20157,Retief Goosen,70000
109,0,27095,Nick Watney,70000
110,0,22548,Patrick Sheehan,70000
111,0,23614,Rich Beem,70000
112,0,24138,Ian Poulter,70000
113,0,12705,Cliff Kresge,70000
114,0,22405,Justin Rose,70000
115,0,23108,Matt Kuchar,70000
116,0,08931,Glen Day,70000
117,0,26695,Michael Letzig,70000
118,0,01226,Fred Couples,70000
119,0,01577,Lee Janzen,70000
120,0,20472,Alex Cejka,70000
121,0,23778,Brad Adamonis,70000
122,0,23718,Nathan Green,70000
123,0,24507,Jason Bohn,70000
124,0,27120,Troy Matteson,70000
125,0,06012,Greg Kraft,70000
126,0,01161,Mark Calcavecchia,32000
127,0,26300,Matt Jones,32000
128,0,10505,Shane Bertsch,32000
129,0,21949,Joe Ogilvie,32000
130,0,25349,Tim Wilkinson,32000
131,0,24024,Zach Johnson,32000
132,0,23325,Vaughn Taylor,32000
133,0,23349,Charles Warren,32000
134,0,30925,Dustin Johnson,32000
135,0,02223,Bob Tway,32000
136,0,02206,David Toms,32000
137,0,23409,James Driscoll,32000
138,0,01320,Bob Estes,32000
139,0,01677,Tom Lehman,32000
140,0,06621,Joe Durant,32000
141,0,22892,Jason Gore,32000
142,0,25842,Jon Mills,32000
143,0,06251,Chris DiMarco,32000
144,0,26287,Roland Thatcher,32000
145,0,24663,Y.E. Yang,32000
146,0,20623,Gavin Coles,32000
147,0,23497,Tag Ridings,32000
148,0,01473,Todd Hamilton,32000
149,0,23797,Brett Rumford,32000
150,0,06034,Marco Dawson,32000
