RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,06567,Vijay Singh,$7951094
2,0,08793,Tiger Woods,$5875000
3,0,29718,Anthony Kim,$5651265
4,0,01810,Phil Mickelson,$5383875
5,0,01945,Kenny Perry,$5287127
6,0,21209,Sergio Garcia,$4858224
7,0,27770,Camilo Villegas,$4840141
8,0,20766,Padraig Harrington,$4613551
9,0,10809,Jim Furyk,$4340714
10,0,24781,Hunter Mahan,$4203855
11,0,20229,Stewart Cink,$4142634
12,0,10860,Justin Leonard,$4118542
13,0,10885,Robert Allenby,$3706700
14,0,06527,Steve Stricker,$3365804
15,0,24357,K.J. Choi,$3313442
16,0,21350,Ryuji Imada,$3243863
17,0,10423,Mike Weir,$3195135
18,0,22621,Ben Curtis,$2968298
19,0,22046,Geoff Ogilvy,$2880099
20,0,26289,Boo Weekley,$2843751
21,0,21528,Henrik Stenson,$2837993
22,0,22378,Trevor Immelman,$2816199
23,0,06004,Stephen Ames,$2720707
24,0,06522,Ernie Els,$2587290
25,0,20098,Stuart Appleby,$2584630
26,0,06595,Kevin Sutherland,$2581311
27,0,25345,Carl Pettersson,$2512538
28,0,27141,J.B. Holmes,$2496131
29,0,12510,Chad Campbell,$2404770
30,0,23788,D.J. Trahan,$2304368
31,0,20104,Ken Duke,$2238885
32,0,24502,Adam Scott,$2229160
33,0,06575,Dudley Hart,$2218817
34,0,07867,Woody Austin,$2216431
35,0,19846,Brian Gay,$2205513
36,0,28158,Steve Marino,$2094267
37,0,24140,Sean O'Hair,$2089857
38,0,25562,Andres Romero,$2064612
39,0,20498,Briny Baird,$2039808
40,0,25190,Jeff Quinney,$1999371
41,0,20574,Mathew Goggin,$1969962
42,0,27649,Brandt Snedeker,$1943942
43,0,28780,Nicholas Thompson,$1869329
44,0,01797,Rocco Mediate,$1836709
45,0,19970,Robert Karlsson,$1835685
46,0,30925,Dustin Johnson,$1789895
47,0,24361,Pat Perez,$1756038
48,0,01766,Billy Mayfair,$1750683
49,0,08075,Jerry Kelly,$1739900
50,0,20157,Retief Goosen,$1731965
51,0,20850,Daniel Chopra,$1730690
52,0,23135,Tim Clark,$1722030
53,0,01142,Bart Bryant,$1719153
54,0,24138,Ian Poulter,$1713214
55,0,20572,Rod Pampling,$1702952
56,0,24024,Zach Johnson,$1702623
57,0,01706,Davis Love III,$1695237
58,0,23983,Luke Donald,$1686650
59,0,22371,Aaron Baddeley,$1665587
60,0,06643,Paul Goydos,$1640737
61,0,23621,Rory Sabbatini,$1636777
62,0,21731,Freddie Jacobson,$1597423
63,0,21878,Mark Wilson,$1578337
64,0,20396,Lee Westwood,$1550880
65,0,21961,Charles Howell III,$1549232
66,0,25804,Bubba Watson,$1533523
67,0,01707,Steve Lowery,$1524275
68,0,20160,Charlie Wi,$1515395
69,0,01035,Tommy Armour III,$1501256
70,0,22293,Heath Slocum,$1491916
71,0,23541,Ben Crane,$1488505
72,0,22348,Nick O'Hern,$1470771
73,0,20634,Peter Lonard,$1462894
74,0,23320,Ryan Palmer,$1453183
75,0,23108,Matt Kuchar,$1447638
76,0,02239,Scott Verplank,$1447120
77,0,26476,Chez Reavie,$1444102
78,0,26951,Johnson Wagner,$1431001
79,0,24490,George McNeill,$1361532
80,0,25364,Paul Casey,$1356414
81,0,27214,Kevin Streelman,$1352705
82,0,12602,Dean Wilson,$1350002
83,0,01941,Tom Pernice Jr.,$1336277
84,0,26668,Marc Turnesa,$1329920
85,0,12652,Cameron Beckman,$1312837
86,0,27933,John Merrick,$1312005
87,0,24449,Parker McLachlin,$1311839
88,0,01226,Fred Couples,$1296781
89,0,01313,Steve Elkington,$1291114
90,0,20645,John Senden,$1269083
91,0,07457,Steve Flesch,$1265059
92,0,26596,Ryan Moore,$1214900
93,0,27120,Troy Matteson,$1212018
94,0,06012,Greg Kraft,$1204559
95,0,27060,John Mallinger,$1201433
96,0,19958,Miguel Angel Jiménez,$1175946
97,0,25349,Tim Wilkinson,$1167607
98,0,26695,Michael Letzig,$1166977
99,0,12782,Tim Herron,$1164999
100,0,21753,Brian Davis,$1151558
101,0,22405,Justin Rose,$1097854
102,0,12705,Cliff Kresge,$1068207
103,0,23325,Vaughn Taylor,$1053423
104,0,25396,Kevin Na,$1041059
105,0,24925,Jonathan Byrd,$1039584
106,0,21949,Joe Ogilvie,$1035831
107,0,10585,Scott McCarron,$1024570
108,0,22913,John Rollins,$1016032
109,0,20472,Alex Cejka,$1008998
110,0,24924,Bill Haas,$1000939
111,0,25900,Lucas Glover,$998491
112,0,06197,Michael Allen,$981263
113,0,01948,Tim Petrovic,$958577
114,0,12716,Charley Hoffman,$945702
115,0,23353,J.J. Henry,$931162
116,0,01928,Corey Pavin,$924282
117,0,23718,Nathan Green,$912867
118,0,24912,Will MacKenzie,$911194
119,0,23623,Bo Van Pelt,$903967
120,0,23048,Eric Axley,$899215
121,0,28475,Jeff Overton,$890489
122,0,26420,Richard Johnson,$884367
123,0,07749,Brett Quigley,$878216
124,0,27095,Nick Watney,$878173
125,0,20848,Ángel Cabrera,$868182
126,0,24507,Jason Bohn,$866786
127,0,23778,Brad Adamonis,$862413
128,0,01161,Mark Calcavecchia,$854810
129,0,27936,Martin Laird,$852752
130,0,10505,Shane Bertsch,$841248
131,0,01320,Bob Estes,$829395
132,0,22548,Patrick Sheehan,$805897
133,0,23349,Charles Warren,$805694
134,0,06621,Joe Durant,$802568
135,0,02206,David Toms,$799114
136,0,01876,Greg Norman,$787118
137,0,02223,Bob Tway,$785641
138,0,22892,Jason Gore,$784664
139,0,10425,Jay Williamson,$783862
140,0,24358,Robert Garrigus,$781732
141,0,26300,Matt Jones,$775899
142,0,28089,Jason Day,$772393
143,0,21633,Steve Allan,$748970
144,0,23614,Rich Beem,$730001
145,0,23409,James Driscoll,$708549
146,0,06251,Chris DiMarco,$708244
147,0,01677,Tom Lehman,$676651
148,0,12660,Jesper Parnevik,$635819
149,0,08845,Scott Sterling,$629822
150,0,26679,Kevin Stadler,$598945
151,0,23497,Tag Ridings,$568494
152,0,30750,Tommy Gainey,$562205
153,0,11032,Frank Lickliter II,$553113
154,0,01473,Todd Hamilton,$537958
155,0,01553,John Huston,$525626
156,0,27963,Chris Stroud,$511155
157,0,29670,Pablo Larrazabal,$500686
158,0,01577,Lee Janzen,$500155
159,0,25842,Jon Mills,$494510
160,0,21805,Harrison Frazar,$494059
161,0,24663,Y.E. Yang,$486726
162,0,20433,Mark Hensby,$480483
163,0,08931,Glen Day,$460263
164,0,20623,Gavin Coles,$460003
165,0,24227,Justin Bolli,$458022
166,0,20628,Arron Oberholser,$454881
167,0,26287,Roland Thatcher,$445212
168,0,01724,Jeff Maggert,$444484
169,0,06034,Marco Dawson,$439964
170,0,20569,Richard Green,$438810
171,0,25572,Graeme McDowell,$426545
172,0,20127,Chris Riley,$413850
173,0,20585,Niclas Fasth,$391690
174,0,23797,Brett Rumford,$386419
175,0,20663,Brenden Pappas,$384072
176,0,27561,Nick Flanagan,$379036
177,0,12823,Carlos Franco,$378769
178,0,23725,Brendan Jones,$377686
179,0,01527,Scott Hoch,$376385
180,0,07547,Craig Kanada,$368597
181,0,19803,Ryan Armour,$354508
182,0,20686,Jeev Milkha Singh,$349849
183,0,08385,Omar Uresti,$346285
184,0,25720,Chad Collins,$339959
