RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01905,Joe Ozaki,22.67,253,1116
2,0,02214,Kirk Triplett,22.56,406,1800
3,0,10809,Jim Furyk,22.44,412,1836
4,0,01876,Greg Norman,22.13,231,1044
5,0,01226,Fred Couples,22.02,214,972
6,0,06527,Steve Stricker,21.95,328,1494
7,0,09011,David Duval,21.85,350,1602
8,0,01707,Steve Lowery,21.81,420,1926
8,0,02170,Hal Sutton,21.81,369,1692
10,0,02099,Scott Simpson,21.54,339,1574
11,0,01006,John Adams,21.47,313,1458
12,0,01706,Davis Love III,21.41,343,1602
13,0,02267,D.A. Weibring,21.35,319,1494
14,0,01418,Bill Glasson,21.31,280,1314
15,0,01143,Brad Bryant,21.23,363,1710
16,0,02223,Bob Tway,21.22,359,1692
17,0,01887,Mark O'Meara,21.18,366,1728
18,0,01553,John Huston,21.06,307,1458
19,0,02246,Duffy Waldorf,21.05,341,1620
20,0,02146,Payne Stewart,21.02,367,1746
21,0,01527,Scott Hoch,21.00,378,1800
22,0,01968,Nick Price,20.96,249,1188
23,0,01388,Robert Gamez,20.93,309,1476
23,0,01724,Jeff Maggert,20.93,305,1457
25,0,01201,Lennie Clements,20.91,350,1674
26,0,01385,Jim Gallagher Jr.,20.88,372,1782
27,0,01810,Phil Mickelson,20.87,293,1404
28,0,01132,Mark Brooks,20.85,349,1674
29,0,01599,Steve Jones,20.76,299,1440
30,0,01408,Kelly Gibson,20.74,377,1818
31,0,02239,Scott Verplank,20.72,317,1530
32,0,01320,Bob Estes,20.70,339,1638
33,0,02049,Gene Sauers,20.67,279,1350
34,0,02133,Craig Stadler,20.61,256,1242
35,0,06577,John Wilson,20.53,351,1710
36,0,12660,Jesper Parnevik,20.51,240,1170
37,0,01313,Steve Elkington,20.45,263,1286
38,0,01945,Kenny Perry,20.39,345,1692
39,0,06522,Ernie Els,20.37,220,1080
40,0,01971,Dillard Pruitt,20.35,282,1386
41,0,06034,Marco Dawson,20.33,300,1476
42,0,01161,Mark Calcavecchia,20.32,384,1890
43,0,01607,Brian Kamm,20.31,329,1620
43,0,02321,Fuzzy Zoeller,20.31,198,975
45,0,10215,Charlie Rymer,20.30,274,1350
46,0,07867,Woody Austin,20.29,416,2050
47,0,06124,Patrick Burke,20.28,272,1341
47,0,01156,Curt Byrum,20.28,387,1908
47,0,01185,Brandel Chamblee,20.28,272,1341
47,0,01723,Andrew Magee,20.28,314,1548
51,0,01374,Robin Freeman,20.27,354,1746
51,0,06090,Jim McGovern,20.27,354,1746
53,0,10585,Scott McCarron,20.16,277,1374
54,0,06214,Guy Boros,20.10,351,1746
55,0,01093,Ronnie Black,20.06,325,1620
56,0,08337,Mike Heinen,20.05,314,1566
57,0,01329,Brad Faxon,20.04,312,1557
57,0,02159,Curtis Strange,20.04,303,1512
59,0,01042,Paul Azinger,20.03,274,1368
60,0,06613,Tommy Tolles,20.00,284,1420
61,0,01577,Lee Janzen,19.97,345,1728
62,0,02104,Jeff Sluman,19.91,362,1818
63,0,10860,Justin Leonard,19.90,394,1980
64,0,20051,Joe Acosta Jr.,19.89,263,1322
64,0,01116,Michael Bradley,19.89,315,1584
64,0,01457,Jay Haas,19.89,315,1584
64,0,01569,Peter Jacobsen,19.89,333,1674
64,0,20095,Carl Paulson,19.89,222,1116
69,0,01890,Brett Ogle,19.88,226,1137
70,0,01927,Dennis Paulson,19.85,293,1476
71,0,01361,Dan Forsman,19.84,275,1386
72,0,01098,Jay Don Blake,19.77,306,1548
73,0,01823,Larry Mize,19.76,249,1260
74,0,01142,Bart Bryant,19.72,291,1476
75,0,01960,Don Pooley,19.70,273,1386
76,0,01928,Corey Pavin,19.69,280,1422
77,0,01334,Keith Fergus,19.65,290,1476
78,0,01203,Russ Cochran,19.62,286,1458
79,0,01331,Rick Fehr,19.59,268,1368
80,0,08931,Glen Day,19.53,319,1633
81,0,06332,Neal Lancaster,19.51,316,1620
81,0,02245,Grant Waite,19.51,295,1512
83,0,01549,Mike Hulbert,19.50,358,1836
84,0,20094,Jonathan Kaye,19.47,226,1161
85,0,01975,Tom Purtzer,19.44,201,1034
86,0,01633,Tom Kite,19.41,304,1566
86,0,01943,Chris Perry,19.41,304,1566
88,0,06315,Pete Jordan,19.40,206,1062
89,0,01096,Phil Blackmar,19.30,264,1368
89,0,01766,Billy Mayfair,19.30,344,1782
91,0,06575,Dudley Hart,19.27,333,1728
91,0,06567,Vijay Singh,19.27,274,1422
93,0,01837,Gil Morgan,19.25,246,1278
94,0,01771,Blaine McCallister,19.20,311,1620
95,0,02225,Howard Twitty,19.08,297,1557
96,0,02256,Tom Watson,19.05,192,1008
97,0,02010,Loren Roberts,19.01,284,1494
97,0,02101,Joey Sindelar,19.01,243,1278
99,0,01381,Fred Funk,19.00,383,2016
100,0,01326,Nick Faldo,18.98,246,1296
101,0,01475,Donnie Hammond,18.96,273,1440
102,0,01682,Wayne Levi,18.94,175,924
103,0,06643,Paul Goydos,18.86,370,1962
103,0,08537,J.P. Hayes,18.86,275,1458
103,0,01920,Craig Parry,18.86,258,1368
106,0,01072,Chip Beck,18.82,315,1674
107,0,01175,Jim Carter,18.81,325,1728
108,0,06791,Mark Wurtz,18.72,283,1512
109,0,01685,J.L. Lewis,18.69,286,1530
110,0,01249,John Daly,18.67,252,1350
111,0,01550,Ed Humenik,18.65,292,1566
112,0,01701,Bob Lohr,18.60,318,1710
113,0,08563,Bruce Vaughan,18.58,311,1674
114,0,01619,Skip Kendall,18.40,318,1728
115,0,06044,Scott Gump,18.34,307,1674
115,0,01690,Bruce Lietzke,18.34,175,954
115,0,02135,Mike Standly,18.34,307,1674
115,0,02218,Ted Tryba,18.34,340,1854
119,0,08375,Paul Stankowski,18.32,300,1638
120,0,01035,Tommy Armour III,18.30,303,1656
121,0,01677,Tom Lehman,18.29,214,1170
122,0,01510,Nolan Henke,18.24,266,1458
123,0,08717,Kawika Cotner,18.22,269,1476
124,0,01925,Jerry Pate,18.17,229,1260
124,0,02180,Harry Taylor,18.17,278,1530
126,0,02167,Mike Sullivan,18.15,281,1548
127,0,10425,Jay Williamson,18.12,212,1170
128,0,01783,Mark McCumber,18.10,215,1188
128,0,07101,Dave Stockton Jr.,18.10,303,1674
130,0,01306,David Edwards,18.09,241,1332
130,0,01458,Jerry Haas,18.09,267,1476
130,0,01468,Gary Hallberg,18.09,254,1404
133,0,01938,David Peoples,18.08,166,918
134,0,06251,Chris DiMarco,18.06,286,1584
135,0,02190,Doug Tewell,17.98,178,990
136,0,06197,Michael Allen,17.93,184,1026
137,0,10569,Mike Brisky,17.88,280,1566
138,0,01266,Clark Dennis,17.87,296,1656
139,0,01235,Ben Crenshaw,17.85,257,1440
139,0,01992,Don Reese,17.85,241,1350
141,0,01200,Keith Clearwater,17.84,220,1233
142,0,02008,Lee Rinker,17.83,292,1638
143,0,06012,Greg Kraft,17.78,320,1800
144,0,01891,David Ogrin,17.70,290,1638
145,0,01748,Doug Martin,17.69,293,1656
146,0,06617,Brian Henninger,17.65,251,1422
147,0,02242,Lanny Wadkins,17.61,187,1062
148,0,01261,Jay Delsing,17.57,242,1377
149,0,06088,Steve Gotsche,17.56,256,1458
150,0,01040,Emlyn Aubrey,17.51,271,1548
151,0,01024,Billy Andrade,17.47,283,1620
