RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
152,0,01378,David Frost,17.44,226,1296
153,0,01725,John Mahaffey,17.42,254,1458
153,0,02148,Ray Stewart,17.42,207,1188
155,0,01219,John Cook,17.37,261,1503
156,0,06657,Steve Rintoul,17.36,300,1728
156,0,08385,Omar Uresti,17.36,300,1728
158,0,07721,Pat Bates,17.28,252,1458
159,0,01133,Billy Ray Brown,17.26,202,1170
159,0,01926,Steve Pate,17.26,295,1709
161,0,01129,Bill Britton,17.25,208,1206
161,0,01797,Rocco Mediate,17.25,154,893
163,0,01353,Bruce Fleisher,17.23,214,1242
164,0,07235,John Morse,17.21,220,1278
165,0,01444,Ken Green,17.19,207,1204
166,0,01060,Dave Barr,17.09,243,1422
167,0,02279,Mark Wiebe,17.01,196,1152
168,0,06809,Bob Burns,17.00,254,1494
169,0,01414,Bob Gilder,16.99,260,1530
170,0,01196,Brian Claar,16.96,293,1728
171,0,01307,Joel Edwards,16.84,288,1710
172,0,10213,Dicky Pride,16.80,251,1494
173,0,06641,Jeff Leonard,16.74,217,1296
173,0,02094,Tony Sills,16.74,220,1314
175,0,06048,Dicky Thompson,16.67,210,1260
176,0,02111,Mike Smith,16.59,215,1296
177,0,02241,Bobby Wadkins,16.44,284,1728
178,0,01996,Mike Reid,16.40,183,1116
179,0,06386,Bill Porter,16.37,224,1368
180,0,01330,David Feherty,16.22,207,1276
181,0,01705,Tim Loustalot,16.16,160,990
182,0,07569,Mark Carnevale,16.06,220,1370
183,0,02131,Mike Springer,15.99,192,1201
184,0,01864,Larry Nelson,15.97,161,1008
185,0,10145,Tom Hearn,15.40,158,1026
186,0,02226,Tray Tyner,15.38,227,1476
187,0,01014,Fulton Allem,15.33,151,985
188,0,01986,Joey Rassett,13.98,137,980
