RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01905,Joe Ozaki,4.02,249,62
2,0,02214,Kirk Triplett,3.99,399,100
3,0,10809,Jim Furyk,3.96,404,102
3,0,01876,Greg Norman,3.96,226,57
5,0,02099,Scott Simpson,3.87,337,87
6,0,06527,Steve Stricker,3.84,319,83
7,0,09011,David Duval,3.83,341,89
7,0,01707,Steve Lowery,3.83,410,107
7,0,02170,Hal Sutton,3.83,360,94
10,0,01226,Fred Couples,3.81,206,54
11,0,02267,D.A. Weibring,3.80,315,83
12,0,01724,Jeff Maggert,3.78,302,80
13,0,02223,Bob Tway,3.77,354,94
14,0,01887,Mark O'Meara,3.76,361,96
15,0,01143,Brad Bryant,3.72,353,95
15,0,01201,Lennie Clements,3.72,346,93
15,0,02049,Gene Sauers,3.72,279,75
18,0,01388,Robert Gamez,3.71,304,82
18,0,01418,Bill Glasson,3.71,271,73
18,0,01527,Scott Hoch,3.71,371,100
21,0,01006,John Adams,3.70,300,81
21,0,01706,Davis Love III,3.70,329,89
21,0,01968,Nick Price,3.70,244,66
21,0,02246,Duffy Waldorf,3.70,333,90
25,0,02146,Payne Stewart,3.69,358,97
26,0,01553,John Huston,3.68,298,81
27,0,01320,Bob Estes,3.66,333,91
28,0,01385,Jim Gallagher Jr.,3.64,360,99
28,0,01599,Steve Jones,3.64,291,80
28,0,01810,Phil Mickelson,3.64,284,78
28,0,01971,Dillard Pruitt,3.64,280,77
28,0,02239,Scott Verplank,3.64,309,85
33,0,01132,Mark Brooks,3.63,338,93
33,0,01313,Steve Elkington,3.63,258,71
35,0,01185,Brandel Chamblee,3.61,267,74
35,0,06034,Marco Dawson,3.61,296,82
35,0,01945,Kenny Perry,3.61,339,94
38,0,06522,Ernie Els,3.60,216,60
38,0,06577,John Wilson,3.60,342,95
40,0,06124,Patrick Burke,3.59,266,74
40,0,01374,Robin Freeman,3.59,348,97
40,0,02321,Fuzzy Zoeller,3.59,194,54
43,0,07867,Woody Austin,3.58,404,113
43,0,01156,Curt Byrum,3.58,380,106
43,0,02133,Craig Stadler,3.58,247,69
46,0,01408,Kelly Gibson,3.57,361,101
46,0,06090,Jim McGovern,3.57,346,97
46,0,12660,Jesper Parnevik,3.57,232,65
49,0,10215,Charlie Rymer,3.56,267,75
50,0,01577,Lee Janzen,3.55,341,96
50,0,01723,Andrew Magee,3.55,305,86
50,0,01890,Brett Ogle,3.55,220,62
50,0,02159,Curtis Strange,3.55,298,84
54,0,01093,Ronnie Black,3.54,319,90
54,0,06214,Guy Boros,3.54,343,97
54,0,01161,Mark Calcavecchia,3.54,372,105
54,0,01607,Brian Kamm,3.54,319,90
58,0,01203,Russ Cochran,3.52,285,81
58,0,01329,Brad Faxon,3.52,303,86
58,0,01928,Corey Pavin,3.52,278,79
61,0,08337,Mike Heinen,3.51,305,87
61,0,10860,Justin Leonard,3.51,386,110
61,0,01823,Larry Mize,3.51,246,70
64,0,02104,Jeff Sluman,3.50,353,101
65,0,01142,Bart Bryant,3.49,286,82
65,0,01569,Peter Jacobsen,3.49,325,93
65,0,06613,Tommy Tolles,3.49,272,78
68,0,01098,Jay Don Blake,3.48,299,86
68,0,01549,Mike Hulbert,3.48,355,102
68,0,20095,Carl Paulson,3.48,216,62
68,0,01927,Dennis Paulson,3.48,285,82
68,0,01960,Don Pooley,3.48,268,77
73,0,20051,Joe Acosta Jr.,3.47,253,73
73,0,08931,Glen Day,3.47,312,90
73,0,10585,Scott McCarron,3.47,264,76
76,0,01633,Tom Kite,3.46,301,87
76,0,01943,Chris Perry,3.46,301,87
76,0,01975,Tom Purtzer,3.46,197,57
79,0,01331,Rick Fehr,3.45,262,76
79,0,01334,Keith Fergus,3.45,283,82
81,0,01116,Michael Bradley,3.44,303,88
81,0,01361,Dan Forsman,3.44,265,77
81,0,01457,Jay Haas,3.44,303,88
81,0,06332,Neal Lancaster,3.44,310,90
85,0,20094,Jonathan Kaye,3.42,219,64
86,0,01042,Paul Azinger,3.41,259,76
86,0,06575,Dudley Hart,3.41,327,96
86,0,06315,Pete Jordan,3.41,201,59
86,0,01682,Wayne Levi,3.41,174,51
86,0,01766,Billy Mayfair,3.41,338,99
91,0,01771,Blaine McCallister,3.40,306,90
91,0,02245,Grant Waite,3.40,286,84
93,0,01381,Fred Funk,3.39,380,112
93,0,01475,Donnie Hammond,3.39,271,80
95,0,01326,Nick Faldo,3.38,243,72
96,0,02225,Howard Twitty,3.37,290,86
97,0,01096,Phil Blackmar,3.36,255,76
97,0,06643,Paul Goydos,3.36,366,109
97,0,08537,J.P. Hayes,3.36,272,81
100,0,01072,Chip Beck,3.35,312,93
100,0,01837,Gil Morgan,3.35,238,71
102,0,01920,Craig Parry,3.34,254,76
102,0,02010,Loren Roberts,3.34,277,83
102,0,02256,Tom Watson,3.34,187,56
105,0,06567,Vijay Singh,3.33,263,79
106,0,01685,J.L. Lewis,3.32,282,85
107,0,01175,Jim Carter,3.31,318,96
107,0,01701,Bob Lohr,3.31,314,95
107,0,02101,Joey Sindelar,3.31,235,71
107,0,08563,Bruce Vaughan,3.31,308,93
107,0,06791,Mark Wurtz,3.31,278,84
112,0,01249,John Daly,3.28,246,75
112,0,01550,Ed Humenik,3.28,285,87
112,0,02218,Ted Tryba,3.28,335,102
115,0,01510,Nolan Henke,3.27,265,81
116,0,02180,Harry Taylor,3.26,277,85
117,0,06044,Scott Gump,3.25,302,93
117,0,01619,Skip Kendall,3.25,312,96
117,0,01690,Bruce Lietzke,3.25,172,53
120,0,08375,Paul Stankowski,3.24,295,91
121,0,08717,Kawika Cotner,3.23,265,82
121,0,01468,Gary Hallberg,3.23,252,78
121,0,01677,Tom Lehman,3.23,210,65
121,0,01925,Jerry Pate,3.23,226,70
125,0,01035,Tommy Armour III,3.22,296,92
125,0,02167,Mike Sullivan,3.22,277,86
127,0,01783,Mark McCumber,3.21,212,66
128,0,01458,Jerry Haas,3.20,262,82
128,0,01938,David Peoples,3.20,163,51
128,0,01992,Don Reese,3.20,240,75
128,0,02190,Doug Tewell,3.20,176,55
132,0,06197,Michael Allen,3.19,182,57
132,0,01306,David Edwards,3.19,236,74
134,0,01235,Ben Crenshaw,3.18,254,80
134,0,06251,Chris DiMarco,3.18,280,88
134,0,10425,Jay Williamson,3.18,207,65
137,0,01266,Clark Dennis,3.17,292,92
137,0,02135,Mike Standly,3.17,295,93
139,0,01200,Keith Clearwater,3.16,215,68
139,0,06012,Greg Kraft,3.16,316,100
139,0,07101,Dave Stockton Jr.,3.16,294,93
142,0,10569,Mike Brisky,3.13,272,87
142,0,01891,David Ogrin,3.13,285,91
144,0,01040,Emlyn Aubrey,3.12,268,86
144,0,01261,Jay Delsing,3.12,237,76
144,0,06088,Steve Gotsche,3.12,253,81
144,0,02008,Lee Rinker,3.12,284,91
144,0,02148,Ray Stewart,3.12,206,66
149,0,01378,David Frost,3.11,224,72
149,0,01748,Doug Martin,3.11,286,92
151,0,01219,John Cook,3.10,257,83
152,0,01353,Bruce Fleisher,3.09,213,69
152,0,06617,Brian Henninger,3.09,244,79
154,0,01024,Billy Andrade,3.08,277,90
154,0,01797,Rocco Mediate,3.08,151,49
154,0,02242,Lanny Wadkins,3.08,182,59
157,0,01129,Bill Britton,3.07,206,67
157,0,01725,John Mahaffey,3.07,249,81
157,0,06657,Steve Rintoul,3.07,295,96
160,0,01926,Steve Pate,3.06,288,94
161,0,01414,Bob Gilder,3.05,259,85
161,0,01444,Ken Green,3.05,201,66
161,0,08385,Omar Uresti,3.05,293,96
164,0,01060,Dave Barr,3.04,240,79
164,0,07721,Pat Bates,3.04,246,81
166,0,01133,Billy Ray Brown,3.03,197,65
167,0,10213,Dicky Pride,3.02,251,83
167,0,02279,Mark Wiebe,3.02,193,64
169,0,06809,Bob Burns,3.01,250,83
169,0,07235,John Morse,3.01,214,71
171,0,06048,Dicky Thompson,3.00,210,70
172,0,01196,Brian Claar,2.99,287,96
172,0,02111,Mike Smith,2.99,215,72
174,0,06641,Jeff Leonard,2.97,214,72
175,0,01307,Joel Edwards,2.96,281,95
175,0,02094,Tony Sills,2.96,216,73
177,0,01330,David Feherty,2.94,206,70
177,0,01996,Mike Reid,2.94,182,62
179,0,06386,Bill Porter,2.92,222,76
180,0,02241,Bobby Wadkins,2.91,279,96
181,0,07569,Mark Carnevale,2.89,217,75
182,0,01705,Tim Loustalot,2.87,158,55
183,0,02131,Mike Springer,2.86,189,66
184,0,01864,Larry Nelson,2.80,157,56
185,0,10145,Tom Hearn,2.77,158,57
186,0,01014,Fulton Allem,2.74,148,54
186,0,02226,Tray Tyner,2.74,225,82
188,0,01986,Joey Rassett,2.50,135,54
