RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,01823,Larry Mize,13.29,189,1422
2,0,02100,Tim Simpson,13.44,208,1548
3,0,01876,Greg Norman,13.57,127,936
4,0,01042,Paul Azinger,13.77,223,1620
5,0,01766,Billy Mayfair,13.92,258,1854
6,0,02010,Loren Roberts,14.32,268,1872
7,0,01996,Mike Reid,14.37,150,1044
8,0,02159,Curtis Strange,14.56,173,1188
9,0,01569,Peter Jacobsen,14.74,199,1350
10,0,01928,Corey Pavin,14.78,258,1746
11,0,01837,Gil Morgan,14.79,205,1386
12,0,01690,Bruce Lietzke,14.88,158,1062
13,0,01968,Nick Price,14.89,252,1692
14,0,01633,Tom Kite,14.96,210,1404
15,0,02186,Brian Tennyson,14.98,248,1656
16,0,01725,John Mahaffey,15.06,244,1620
17,0,01527,Scott Hoch,15.28,209,1368
18,0,01049,Ian Baker-Finch,15.30,212,1386
19,0,01203,Russ Cochran,15.34,232,1512
20,0,01444,Ken Green,15.39,241,1566
21,0,01219,John Cook,15.44,264,1710
22,0,01060,Dave Barr,15.57,255,1638
22,0,02242,Lanny Wadkins,15.57,213,1368
24,0,01715,Mark Lye,15.58,244,1566
25,0,01943,Chris Perry,15.64,259,1656
26,0,01306,David Edwards,15.68,206,1314
27,0,01599,Steve Jones,15.70,195,1242
28,0,01510,Nolan Henke,15.79,233,1476
29,0,02049,Gene Sauers,15.81,259,1638
30,0,01887,Mark O'Meara,15.82,225,1422
31,0,01559,Hale Irwin,15.83,151,954
32,0,02241,Bobby Wadkins,15.85,271,1710
33,0,01133,Billy Ray Brown,15.87,220,1386
34,0,01196,Brian Claar,15.90,229,1440
34,0,02256,Tom Watson,15.90,146,918
36,0,06332,Neal Lancaster,15.91,189,1188
36,0,01846,Jodie Mudd,15.91,232,1458
38,0,01226,Fred Couples,15.94,198,1242
39,0,06284,Jim Hallet,15.97,319,1998
40,0,01024,Billy Andrade,16.05,286,1782
41,0,01323,Brad Fabel,16.09,223,1386
42,0,01313,Steve Elkington,16.11,261,1620
43,0,01390,Buddy Gardner,16.17,291,1800
44,0,01975,Tom Purtzer,16.21,213,1314
45,0,01096,Phil Blackmar,16.22,254,1566
46,0,02322,Richard Zokol,16.23,184,1134
47,0,01132,Mark Brooks,16.24,307,1890
48,0,01235,Ben Crenshaw,16.40,183,1116
49,0,02146,Payne Stewart,16.48,264,1602
50,0,01098,Jay Don Blake,16.54,262,1584
50,0,01161,Mark Calcavecchia,16.54,265,1602
52,0,02148,Ray Stewart,16.60,242,1458
53,0,02267,D.A. Weibring,16.67,198,1188
54,0,01320,Bob Estes,16.73,250,1494
55,0,01577,Lee Janzen,16.79,269,1602
56,0,01284,Mike Donald,16.88,322,1908
57,0,02133,Craig Stadler,16.95,177,1044
58,0,02190,Doug Tewell,16.96,229,1350
59,0,01723,Andrew Magee,16.97,278,1638
59,0,02099,Scott Simpson,16.97,168,990
61,0,01938,David Peoples,17.04,316,1854
62,0,01154,Bill Buttner,17.07,255,1494
62,0,01946,Peter Persons,17.07,295,1728
62,0,01960,Don Pooley,17.07,212,1242
65,0,01072,Chip Beck,17.09,243,1422
66,0,01701,Bob Lohr,17.10,277,1620
67,0,01346,Ed Fiori,17.17,309,1800
68,0,02225,Howard Twitty,17.18,269,1566
69,0,01926,Steve Pate,17.27,286,1656
70,0,02321,Fuzzy Zoeller,17.28,196,1134
71,0,01507,Webb Heintzelman,17.33,262,1512
72,0,02067,Ted Schulz,17.37,344,1980
73,0,02170,Hal Sutton,17.39,263,1512
74,0,01475,Donnie Hammond,17.40,213,1224
75,0,02201,Jim Thorpe,17.44,270,1548
76,0,01435,Wayne Grady,17.46,242,1386
77,0,01361,Dan Forsman,17.47,261,1494
78,0,01378,David Frost,17.49,233,1332
79,0,01945,Kenny Perry,17.51,208,1188
80,0,01129,Bill Britton,17.55,297,1692
81,0,01797,Rocco Mediate,17.56,256,1458
82,0,01035,Tommy Armour III,17.57,291,1656
83,0,01418,Bill Glasson,17.58,193,1098
84,0,01783,Mark McCumber,17.63,238,1350
85,0,01156,Curt Byrum,17.67,283,1602
